create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-02 19:17:19.405116,slurm_normal,1520029756.0,0,7680.0,1.0,main_w3_handler1,3432179,18585396,False,,34192127794,bam,12681960,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34176893}]",32.0,,44296701,1520027221.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-02 22:29:19.088829,121227,2535.0
2018-03-05 10:07:58.975111,slurm_normal,1520244504.0,0,7680.0,1.0,main_w3_handler0,3451950,18607571,False,,34284785,sam,12702927,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34212108}]",32.0,,44324900,1520244496.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-05 10:08:26.369904,123243,8.0
2018-03-05 08:08:10.871700,slurm_normal,1520237304.0,0,7680.0,1.0,main_w4_handler1,3451387,18606586,False,,34284785,sam,12701915,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34210383}]",32.0,,44324900,1520237297.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-05 08:08:26.925615,123243,7.0
2018-03-05 18:54:10.534808,slurm_normal,1520276070.0,0,7680.0,1.0,main_w3_handler1,3452592,18614134,False,,34284785,sam,12709783,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34222891}]",32.0,,44351862,1520276060.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-05 18:54:33.655102,123341,10.0
2018-03-05 19:35:03.680641,slurm_normal,1520278522.0,0,7680.0,1.0,main_w4_handler0,3452726,18614496,False,,34284785,sam,12710305,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34223184}]",32.0,,44351775,1520278514.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-05 19:35:23.266085,123347,8.0
2018-03-05 20:12:47.179969,slurm_normal,1520280784.0,0,7680.0,1.0,main_w4_handler0,3452726,18614908,False,,34284785,sam,12710672,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34223627}]",32.0,,44351775,1520280775.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-05 20:13:05.790700,123347,9.0
2018-03-06 10:16:08.227871,slurm_normal,1520331385.0,0,7680.0,1.0,main_w3_handler0,3453450,18621090,False,,34284785,sam,12717434,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34234561}]",32.0,,44097120,1520331377.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-06 10:16:26.781229,122630,8.0
2018-03-06 19:45:39.525701,slurm_normal,1520365556.0,0,7680.0,1.0,main_w4_handler1,3454168,18629116,False,,34284785,sam,12725348,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34245979}]",32.0,,44378657,1520365546.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-06 19:45:57.362956,123451,10.0
2018-03-06 23:09:34.643610,slurm_normal,1520377791.0,0,7680.0,1.0,main_w4_handler0,3454501,18631769,False,,34284785,sam,12728093,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34251137}]",32.0,,44388909,1520377783.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-06 23:09:53.240204,123507,8.0
2018-03-06 21:44:42.055284,slurm_normal,1520372715.0,0,7680.0,1.0,main_w4_handler0,3454293,18630683,False,,34284785,sam,12726980,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34249642}]",32.0,,44380562,1520372706.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-06 21:45:21.443289,123355,9.0
