create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-06 21:44:43.370224,slurm_normal,1520372714.0,0,7680.0,1.0,main_w3_handler1,3454294,18630685,False,,34284785,sam,12726983,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34249646}]",32.0,,44353105,1520372706.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-06 21:45:15.854948,123353,8.0
2018-03-07 12:42:25.727352,slurm_normal,1520426562.0,0,7680.0,1.0,main_w4_handler1,3454916,18638754,False,,34284785,sam,12734921,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34264232}]",32.0,,44413654,1520426555.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-07 12:42:44.450645,123526,7.0
2018-03-07 21:16:58.478623,slurm_normal,1520457506.0,0,7680.0,1.0,main_w3_handler1,3386511,18648197,False,,70724822,sam,12741776,slurm,,132111800.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33236080}]",32.0,,43798596,1520457492.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-07 21:18:31.112081,82209,14.0
2018-03-07 17:45:35.426911,slurm_normal,1520444771.0,0,7680.0,1.0,main_w3_handler0,3454249,18644139,False,,34284785,sam,12739418,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34249763}]",32.0,,44433211,1520444753.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-07 17:46:14.122246,123465,18.0
2018-03-08 09:25:15.353648,slurm_normal,1520501134.0,0,7680.0,1.0,main_w4_handler1,3456450,18654053,False,,34284785,sam,12749917,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34288812}]",32.0,,44460224,1520501125.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-08 09:25:35.513136,123619,9.0
2018-03-08 12:17:16.424655,slurm_normal,1520511463.0,0,7680.0,1.0,main_w3_handler0,3455055,18656620,False,,34284785,sam,12752521,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34292663}]",32.0,,44470294,1520511445.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-08 12:17:45.724219,123539,18.0
2018-03-08 17:13:54.359960,slurm_normal,1520529255.0,0,7680.0,1.0,main_w4_handler1,3454373,18660556,False,,34284785,sam,12756606,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34274480}]",32.0,,44385018,1520529246.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-08 17:14:17.869629,123476,9.0
2018-03-08 19:54:57.538561,slurm_normal,1520538960.0,0,7680.0,1.0,main_w4_handler0,3457302,18662565,False,,34284785,sam,12758652,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34304368}]",32.0,,44488256,1520538951.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-08 19:56:02.203816,123666,9.0
2018-03-08 18:57:32.531546,slurm_normal,1520535489.0,0,7680.0,1.0,main_w4_handler1,3457274,18661720,False,,34284785,sam,12757887,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34303442}]",32.0,,44485130,1520535478.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-08 18:58:12.090600,123665,11.0
2018-03-08 21:31:57.823344,slurm_normal,1520544736.0,0,7680.0,1.0,main_w3_handler0,3457274,18663869,False,,34284785,sam,12759849,slurm,,132111800.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34303442}]",32.0,,44485130,1520544727.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-08 21:32:18.811900,123665,9.0
2018-03-08 22:31:17.708925,slurm_normal,1520548298.0,0,7680.0,1.0,main_w4_handler1,3457506,18664868,False,,34284785,sam,12760721,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34307047}]",32.0,,44493330,1520548291.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-08 22:31:40.697147,123666,7.0
2018-03-08 23:07:14.210031,slurm_normal,1520550456.0,0,7680.0,1.0,main_w3_handler0,3457561,18665219,False,,34284785,sam,12761145,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34308086}]",32.0,,44485130,1520550443.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-08 23:07:39.279268,123665,13.0
2018-03-08 23:16:50.254535,slurm_normal,1520551034.0,0,7680.0,1.0,main_w4_handler1,3455903,18665273,False,,34284785,sam,12761233,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34280613}]",32.0,,44474897,1520551025.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-08 23:17:26.102020,123051,9.0
2018-03-09 19:03:25.907413,slurm_normal,1520622226.0,0,7680.0,1.0,main_w3_handler0,3458663,18675595,False,,34284785,sam,12771740,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34328933}]",32.0,,44518937,1520622219.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-09 19:03:49.156580,123762,7.0
2018-03-09 19:03:25.932316,slurm_normal,1520622234.0,0,7680.0,1.0,main_w3_handler0,3458663,18675596,False,,34284785,sam,12771741,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34328933}]",32.0,,44518937,1520622219.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-03-09 19:03:56.526613,123762,15.0
2018-02-16 19:40:42.109950,slurm_normal,1518810055.0,0,7680.0,1.0,main_w4_handler0,3424020,18414973,False,,72137,sam,12501243,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""hg18""","[{'src': 'hda', 'id': 33904504}]",32.0,,43647164,1518810051.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-02-16 19:40:58.484886,121220,4.0
2018-02-16 19:40:27.992420,slurm_normal,1518810042.0,0,7680.0,1.0,main_w4_handler0,3424020,18414971,False,,72137,sam,12501240,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""hg18""","[{'src': 'hda', 'id': 33904504}]",32.0,,43647164,1518810038.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-02-16 19:40:43.831723,121220,4.0
2018-02-21 14:28:43.349210,slurm_normal,1519223339.0,0,7680.0,1.0,main_w4_handler1,3437371,18462488,False,,312,sam,12557114,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33981958}]",32.0,,42287345,1519223333.0,ok,1023996.0,CONVERTER_sam_to_bam_native,1.0.0,,2018-02-21 14:29:00.697491,1224,6.0
