chromInfo,chromInfo_filetype,count,count_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_alignreport,input_alignreport_filetype,input_fasta,input_fasta_filetype,input_groups,input_groups_filetype,input_names,input_names_filetype,input_qfile,input_qfile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.count.values,parameters.criteria,parameters.dbkey,parameters.end,parameters.input_alignreport.values,parameters.input_fasta.values,parameters.input_groups.values,parameters.input_names.values,parameters.input_qfile.values,parameters.maxambig,parameters.maxhomop,parameters.maxlength,parameters.minlength,parameters.optimize,parameters.start,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2017-03-19 19:12:05.733172,slurm_normal,1489950777.0,0,1.0,main_w3_handler1,3021072,15337387,False,,,,20750,txt,,,,,,,9477281.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 28827730}]",,,,"""-1""","""-1""","""-1""","""-1""",,"""-1""",32.0,,36469775,1489950731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-03-19 19:12:59.922388,99688,46.0
,,,,2017-03-24 04:54:42.741168,slurm_normal,1490331458.0,0,1.0,main_w4_handler0,3043045,15382699,False,Job output deleted by user before job completed.,,,1493637066,fastq,,,,,,,9520102.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 28898637}]",,,,"""-1""","""-1""","""-1""","""-1""","[""start"", ""end"", ""minlength"", ""maxlength""]","""-1""",32.0,,36826275,1490331286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-03-24 05:07:47.958947,82194,172.0
,,,,2017-03-28 07:03:53.498067,slurm_normal,1490684815.0,0,1.0,main_w3_handler1,2952177,15412548,False,,,,227960824,fastq,,,,,,,9543028.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 27901455}]",,,,"""1""","""-1""","""-1""","""250""","[""minlength"", ""maxlength"", ""maxambig""]","""-1""",32.0,,36923758,1490684790.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-03-28 07:07:03.993963,97888,25.0
,,,,2017-03-28 07:03:52.943451,slurm_normal,1490684670.0,0,1.0,main_w3_handler0,2952177,15412547,False,,,,227960824,fastq,,,,,,,9543019.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 27901432}]",,,,"""1""","""-1""","""-1""","""250""","[""minlength"", ""maxlength"", ""maxambig""]","""-1""",32.0,,36923758,1490684647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-03-28 07:05:03.819694,97888,23.0
,,,,2017-03-28 07:03:51.868481,slurm_normal,1490684747.0,0,1.0,main_w3_handler1,2952177,15412545,False,,,,503652667,fastq,,,,,,,9543020.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 27900837}]",,,,"""1""","""-1""","""-1""","""250""","[""minlength"", ""maxlength"", ""maxambig""]","""-1""",32.0,,36923758,1490684707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-03-28 07:06:23.489954,97888,40.0
,,,,2017-03-28 07:03:48.610828,slurm_normal,1490684677.0,0,1.0,main_w3_handler0,2952177,15412538,False,,,,464225298,fastq,,,,,,,9543017.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 27898307}]",,,,"""1""","""-1""","""-1""","""250""","[""minlength"", ""maxlength"", ""maxambig""]","""-1""",32.0,,36923758,1490684639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-03-28 07:05:04.247556,97888,38.0
,,,,2017-03-28 07:03:57.109910,slurm_normal,1490684739.0,0,1.0,main_w3_handler0,2952177,15412553,False,,,,426244472,fastq,,,,,,,9543021.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 27901730}]",,,,"""1""","""-1""","""-1""","""250""","[""minlength"", ""maxlength"", ""maxambig""]","""-1""",32.0,,36923758,1490684707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-03-28 07:05:57.742030,97888,32.0
,,,,2017-03-28 07:03:47.134740,slurm_normal,1490684672.0,0,1.0,main_w3_handler0,2952177,15412536,False,Job output deleted by user before job completed.,,,431887023,fastq,,,,,,,9543016.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 27882597}]",,,,"""1""","""-1""","""-1""","""250""","[""minlength"", ""maxlength"", ""maxambig""]","""-1""",32.0,,36923758,1490684639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-03-28 07:05:04.226063,97888,33.0
,,,,2017-03-28 07:04:01.181161,slurm_normal,1490684752.0,0,1.0,main_w3_handler0,2952177,15412560,False,,,,501081055,fastq,,,,,,,9543022.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 27905415}]",,,,"""1""","""-1""","""-1""","""250""","[""minlength"", ""maxlength"", ""maxambig""]","""-1""",32.0,,36923758,1490684713.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-03-28 07:06:23.470598,97888,39.0
,,,,2017-03-28 07:03:50.209584,slurm_normal,1490684752.0,0,1.0,main_w3_handler1,2952177,15412541,False,Job output deleted by user before job completed.,,,556999400,fastq,,,,,,,9543018.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 27900067}]",,,,"""1""","""-1""","""-1""","""250""","[""minlength"", ""maxlength"", ""maxambig""]","""-1""",32.0,,36923758,1490684703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-03-28 07:06:30.144437,97888,49.0
,,,,2017-03-28 07:03:56.639247,slurm_normal,1490684831.0,0,1.0,main_w3_handler1,2952177,15412552,False,,,,445535105,fastq,,,,,,,9543030.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 27901548}]",,,,"""1""","""-1""","""-1""","""250""","[""minlength"", ""maxlength"", ""maxambig""]","""-1""",32.0,,36923758,1490684793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-03-28 07:07:42.692681,97888,38.0
,,,,2017-03-28 07:03:59.972274,slurm_normal,1490684838.0,0,1.0,main_w3_handler0,2952177,15412558,False,Job output deleted by user before job completed.,,,501550514,fastq,,,,,,,9543031.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 27904133}]",,,,"""1""","""-1""","""-1""","""250""","[""minlength"", ""maxlength"", ""maxambig""]","""-1""",32.0,,36923758,1490684798.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-03-28 07:08:00.030319,97888,40.0
,,810215.0,tabular,2017-04-02 17:14:49.870957,slurm_normal,1491153298.0,0,1.0,main_w3_handler0,3051903,15462711,False,,,,228991671,summary,,,402538708.0,tabular,,,9593026.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29022462}]","""-1""","""?""","""3198""",,"[{'src': 'hda', 'id': 29027380}]",,"[{'src': 'hda', 'id': 29022526}]",,"""-1""","""8""","""-1""","""-1""","[""start"", ""end"", ""minlength"", ""maxlength"", ""maxambig"", ""maxhomop""]","""1164""",32.0,,37043856,1491153294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-02 17:15:00.271376,97888,4.0
,,,,2017-04-02 17:17:14.609667,slurm_normal,1491154278.0,0,1.0,main_w3_handler1,3051903,15462716,False,,,,15825100641,align,,,402538708.0,tabular,,,9593031.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""3198""",,"[{'src': 'hda', 'id': 29026212}]",,"[{'src': 'hda', 'id': 29022526}]",,"""-1""","""8""","""-1""","""-1""","[""start"", ""end"", ""minlength"", ""maxlength"", ""maxambig"", ""maxhomop""]","""1164""",32.0,,37043856,1491153439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-02 17:32:24.382760,97888,839.0
,,,,2017-03-01 18:25:32.598706,slurm_normal,1488393035.0,0,1.0,main_w3_handler0,2999035,15181210,False,,,,1108066518,fasta,,,,,,,9331929.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 28561588}]",,,,"""-1""","""-1""","""300""","""200""",,"""-1""",32.0,,36097595,1488392805.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-03-01 18:32:13.697582,100343,230.0
10.0,len,,,2017-04-05 21:57:34.127453,slurm_normal,1491429466.0,0,1.0,main_w4_handler0,3057752,15500190,False,,,,3437498,fasta,,,,,,,9627411.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/019/462/dataset_19462319.dat""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29090359}]",,,,"""-1""","""-1""","""40""","""40""",,"""-1""",32.0,,37130883,1491429459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-05 21:57:53.497159,103520,7.0
10.0,len,,,2017-04-05 21:57:34.920920,slurm_normal,1491429475.0,0,1.0,main_w4_handler0,3057752,15500192,False,,,,3994532,fasta,,,,,,,9627414.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/019/462/dataset_19462319.dat""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29090360}]",,,,"""-1""","""-1""","""40""","""40""",,"""-1""",32.0,,37130883,1491429466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-05 21:58:01.746838,103520,9.0
10.0,len,,,2017-04-05 21:57:35.672970,slurm_normal,1491429470.0,0,1.0,main_w4_handler0,3057752,15500194,False,,,,3993850,fasta,,,,,,,9627416.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/019/462/dataset_19462319.dat""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29090361}]",,,,"""-1""","""-1""","""40""","""40""",,"""-1""",32.0,,37130883,1491429464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-05 21:57:53.700071,103520,6.0
10.0,len,,,2017-04-05 21:57:37.135527,slurm_normal,1491429483.0,0,1.0,main_w4_handler0,3057752,15500196,False,,,,5357898,fasta,,,,,,,9627420.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/019/462/dataset_19462319.dat""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29090363}]",,,,"""-1""","""-1""","""40""","""40""",,"""-1""",32.0,,37130883,1491429476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-05 21:58:05.610794,103520,7.0
10.0,len,,,2017-04-05 21:57:36.372634,slurm_normal,1491429469.0,0,1.0,main_w4_handler1,3057752,15500195,False,,,,4815624,fasta,,,,,,,9627412.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/019/462/dataset_19462319.dat""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29090362}]",,,,"""-1""","""-1""","""40""","""40""",,"""-1""",32.0,,37130883,1491429462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-05 21:57:53.861261,103520,7.0
,,,,2017-04-14 17:34:01.366215,slurm_normal,1492191258.0,0,1.0,main_w4_handler1,3073222,15588479,False,,,,0,fasta,,,,,0.0,qual,9710302.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29221132}]",,,"[{'src': 'hda', 'id': 29221133}]","""0""","""6""","""275""","""-1""",,"""-1""",32.0,,37332718,1492191252.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-14 17:34:20.649196,22693,6.0
,,,,2017-04-14 17:34:00.662281,slurm_normal,1492191258.0,0,1.0,main_w4_handler0,3073222,15588477,False,,,,0,fasta,,,,,0.0,qual,9710301.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29221128}]",,,"[{'src': 'hda', 'id': 29221129}]","""0""","""6""","""275""","""-1""",,"""-1""",32.0,,37332718,1492191252.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-14 17:34:21.711435,22693,6.0
