chromInfo,chromInfo_filetype,count,count_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_alignreport,input_alignreport_filetype,input_fasta,input_fasta_filetype,input_groups,input_groups_filetype,input_names,input_names_filetype,input_qfile,input_qfile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.count.values,parameters.criteria,parameters.dbkey,parameters.end,parameters.input_alignreport.values,parameters.input_fasta.values,parameters.input_groups.values,parameters.input_names.values,parameters.input_qfile.values,parameters.maxambig,parameters.maxhomop,parameters.maxlength,parameters.minlength,parameters.optimize,parameters.start,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2017-06-07 00:17:42.935602,slurm_normal,1496794713.0,0,1.0,main_w3_handler0,3142617,16033655,False,,,,0,fasta,0.0,groups,,,,,10124425.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29921887}]","[{'src': 'hda', 'id': 29921963}]",,,"""-1""","""-1""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496794709.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:18:36.905321,107206,4.0
,,,,2017-06-07 00:17:37.880265,slurm_normal,1496794688.0,0,1.0,main_w3_handler0,3142617,16033647,False,,,,0,fasta,0.0,groups,,,,,10124418.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29921870}]","[{'src': 'hda', 'id': 29921947}]",,,"""-1""","""-1""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496794683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:18:10.683718,107206,5.0
,,,,2017-06-07 00:17:38.428984,slurm_normal,1496794689.0,0,1.0,main_w3_handler1,3142617,16033648,False,,,,0,fasta,0.0,groups,,,,,10124419.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29921872}]","[{'src': 'hda', 'id': 29921949}]",,,"""-1""","""-1""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496794685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:18:16.579334,107206,4.0
,,,,2017-06-07 00:17:40.992725,slurm_normal,1496794690.0,0,1.0,main_w3_handler1,3142617,16033652,False,,,,0,fasta,0.0,groups,,,,,10124420.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29921881}]","[{'src': 'hda', 'id': 29921957}]",,,"""-1""","""-1""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496794685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:18:16.858123,107206,5.0
,,,,2017-06-07 00:17:41.711634,slurm_normal,1496794713.0,0,1.0,main_w3_handler0,3142617,16033653,False,,,,0,fasta,0.0,groups,,,,,10124423.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29921883}]","[{'src': 'hda', 'id': 29921959}]",,,"""-1""","""-1""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496794709.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:18:40.255400,107206,4.0
,,,,2017-06-07 00:17:43.559827,slurm_normal,1496794723.0,0,1.0,main_w3_handler0,3142617,16033656,False,,,,0,fasta,0.0,groups,,,,,10124426.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29921889}]","[{'src': 'hda', 'id': 29921965}]",,,"""-1""","""-1""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496794718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:18:44.412370,107206,5.0
,,,,2017-06-07 00:17:47.546206,slurm_normal,1496794736.0,0,1.0,main_w3_handler0,3142617,16033664,False,,,,0,fasta,0.0,groups,,,,,10124430.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29921903}]","[{'src': 'hda', 'id': 29921979}]",,,"""-1""","""-1""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496794732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:19:02.211599,107206,4.0
,,31.0,count_table,2017-06-07 00:45:38.500283,slurm_normal,1496796386.0,0,1.0,main_w4_handler0,3142617,16034055,False,,,,0,align,,,,,,,10124685.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922714}]","""-1""","""?""","""11550""",,"[{'src': 'hda', 'id': 29922798}]",,,,"""-1""","""8""","""-1""","""-1""",,"""1968""",32.0,,38486693,1496796382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:46:32.928947,107206,4.0
,,31.0,count_table,2017-06-07 00:45:37.992615,slurm_normal,1496796365.0,0,1.0,main_w4_handler0,3142617,16034053,False,,,,0,align,,,,,,,10124682.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922712}]","""-1""","""?""","""11550""",,"[{'src': 'hda', 'id': 29922795}]",,,,"""-1""","""8""","""-1""","""-1""",,"""1968""",32.0,,38486693,1496796361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:46:11.221818,107206,4.0
,,31.0,count_table,2017-06-07 00:45:40.704167,slurm_normal,1496796403.0,0,1.0,main_w4_handler0,3142617,16034059,False,,,,0,align,,,,,,,10124690.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922722}]","""-1""","""?""","""11550""",,"[{'src': 'hda', 'id': 29922810}]",,,,"""-1""","""8""","""-1""","""-1""",,"""1968""",32.0,,38486693,1496796399.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:46:50.836570,107206,4.0
,,31.0,count_table,2017-06-07 00:45:41.821248,slurm_normal,1496796409.0,0,1.0,main_w4_handler1,3142617,16034061,False,,,,0,align,,,,,,,10124679.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922726}]","""-1""","""?""","""11550""",,"[{'src': 'hda', 'id': 29922816}]",,,,"""-1""","""8""","""-1""","""-1""",,"""1968""",32.0,,38486693,1496796362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:46:55.206385,107206,47.0
,,31.0,count_table,2017-06-07 00:45:42.256525,slurm_normal,1496796412.0,0,1.0,main_w4_handler0,3142617,16034062,False,,,,0,align,,,,,,,10124691.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922728}]","""-1""","""?""","""11550""",,"[{'src': 'hda', 'id': 29922819}]",,,,"""-1""","""8""","""-1""","""-1""",,"""1968""",32.0,,38486693,1496796408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:46:56.922899,107206,4.0
,,31.0,count_table,2017-06-07 00:45:37.475488,slurm_normal,1496796365.0,0,1.0,main_w4_handler0,3142617,16034051,False,,,,0,align,,,,,,,10124681.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922710}]","""-1""","""?""","""11550""",,"[{'src': 'hda', 'id': 29922791}]",,,,"""-1""","""8""","""-1""","""-1""",,"""1968""",32.0,,38486693,1496796361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:46:10.937134,107206,4.0
,,31.0,count_table,2017-06-07 00:45:40.198508,slurm_normal,1496796368.0,0,1.0,main_w3_handler0,3142617,16034058,False,,,,0,align,,,,,,,10124680.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922720}]","""-1""","""?""","""11550""",,"[{'src': 'hda', 'id': 29922807}]",,,,"""-1""","""8""","""-1""","""-1""",,"""1968""",32.0,,38486693,1496796361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:46:13.928149,107206,7.0
,,31.0,count_table,2017-06-07 00:45:46.161637,slurm_normal,1496796428.0,0,1.0,main_w3_handler0,3142617,16034069,False,,,,0,align,,,,,,,10124688.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922742}]","""-1""","""?""","""11550""",,"[{'src': 'hda', 'id': 29922841}]",,,,"""-1""","""8""","""-1""","""-1""",,"""1968""",32.0,,38486693,1496796382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:47:13.140859,107206,46.0
,,31.0,count_table,2017-06-07 00:45:45.584764,slurm_normal,1496796392.0,0,1.0,main_w3_handler0,3142617,16034068,False,,,,0,align,,,,,,,10124686.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922740}]","""-1""","""?""","""11550""",,"[{'src': 'hda', 'id': 29922838}]",,,,"""-1""","""8""","""-1""","""-1""",,"""1968""",32.0,,38486693,1496796386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:46:35.823325,107206,6.0
,,31.0,count_table,2017-06-07 01:21:54.585083,slurm_normal,1496798534.0,0,1.0,main_w3_handler1,3142617,16034522,False,,,,0,align,,,,,,,10125113.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922722}]","""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29922810}]",,,,"""-1""","""8""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496798530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 01:22:17.808167,107206,4.0
,,31.0,count_table,2017-06-07 01:21:52.201706,slurm_normal,1496798529.0,0,1.0,main_w4_handler1,3142617,16034517,False,,,,0,align,,,,,,,10125110.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922712}]","""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29922795}]",,,,"""-1""","""8""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496798525.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 01:22:12.098536,107206,4.0
,,31.0,count_table,2017-06-07 01:21:55.413116,slurm_normal,1496798557.0,0,1.0,main_w3_handler0,3142617,16034524,False,,,,0,align,,,,,,,10125117.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922726}]","""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29922816}]",,,,"""-1""","""8""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496798553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 01:22:43.148075,107206,4.0
,,31.0,count_table,2017-06-07 01:21:54.137051,slurm_normal,1496798539.0,0,1.0,main_w4_handler0,3142617,16034521,False,,,,0,align,,,,,,,10125112.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922720}]","""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29922807}]",,,,"""-1""","""8""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496798530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 01:22:27.369185,107206,9.0
,,31.0,count_table,2017-06-07 01:21:51.694835,slurm_normal,1496798534.0,0,1.0,main_w4_handler0,3142617,16034516,False,,,,0,align,,,,,,,10125111.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922710}]","""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29922791}]",,,,"""-1""","""8""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496798530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 01:22:20.296652,107206,4.0
,,31.0,count_table,2017-06-07 01:21:55.874739,slurm_normal,1496798542.0,0,1.0,main_w4_handler0,3142617,16034525,False,,,,0,align,,,,,,,10125114.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922728}]","""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29922819}]",,,,"""-1""","""8""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496798538.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 01:22:27.746391,107206,4.0
,,31.0,count_table,2017-06-07 01:21:52.629399,slurm_normal,1496798548.0,0,1.0,main_w3_handler0,3142617,16034518,False,,,,0,align,,,,,,,10125115.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922714}]","""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29922798}]",,,,"""-1""","""8""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496798542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 01:22:33.147321,107206,6.0
,,31.0,count_table,2017-06-07 01:21:58.767076,slurm_normal,1496798554.0,0,1.0,main_w3_handler1,3142617,16034531,False,,,,0,align,,,,,,,10125116.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922740}]","""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29922838}]",,,,"""-1""","""8""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496798550.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 01:22:39.319714,107206,4.0
,,31.0,count_table,2017-06-07 01:21:59.268761,slurm_normal,1496798573.0,0,1.0,main_w3_handler0,3142617,16034532,False,,,,0,align,,,,,,,10125118.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29922742}]","""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29922841}]",,,,"""-1""","""8""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496798567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 01:22:58.108260,107206,6.0
,,,,2017-04-26 06:53:20.814317,slurm_normal,1493189764.0,0,1.0,main_w4_handler1,3087004,15678881,False,,,,4907138,fasta,,,,,,,9793715.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29361286}]",,,,"""-1""","""-1""","""-1""","""-1""",,"""-1""",32.0,,37562141,1493189759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-26 06:58:29.782370,104720,5.0
,,,,2017-06-15 16:05:33.731795,slurm_normal,1497542763.0,0,1.0,main_w3_handler0,3156466,16110644,False,,,,15907100,fasta,,,,,,,10193864.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 30042121}]",,,,"""-1""","""-1""","""-1""","""-1""",,"""-1""",32.0,,38687534,1497542754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-15 16:06:07.512018,106930,9.0
