chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.assume_sorted,parameters.chromInfo,parameters.comment,parameters.dbkey,parameters.duplicate_scoring_strategy,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.minimum_distance,parameters.optical_duplicate_pixel_distance,parameters.read_name_regex,parameters.remove_duplicates,parameters.skip_pairs_with_no_mate_cigar,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-12-19 16:51:56.790769,slurm_normal,1513702949.0,0,,1.0,main_w4_handler0,3361807,17851055,False,,1130120832,bam,11924226,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937457}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513702615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:02:31.987618,114216.0,334.0
,,2017-12-19 16:52:01.317987,slurm_normal,1513702615.0,0,,1.0,main_w4_handler1,3361807,17851064,False,,393047223,bam,11924206,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937484}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513702483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 16:56:57.812156,114216.0,132.0
,,2017-12-19 16:51:57.379367,slurm_normal,1513702832.0,0,,1.0,main_w4_handler0,3361807,17851056,False,,654259538,bam,11924228,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937460}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513702623.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:00:34.689525,114216.0,209.0
,,2017-12-19 16:51:59.069349,slurm_normal,1513703448.0,0,,1.0,main_w4_handler0,3361807,17851059,False,,932760623,bam,11924286,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937469}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:10:49.742611,114216.0,274.0
,,2017-12-19 16:52:00.960653,slurm_normal,1513703606.0,0,,1.0,main_w4_handler0,3361807,17851063,False,,1066072154,bam,11924295,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937481}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703283.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:13:28.423261,114216.0,323.0
,,2017-12-19 16:51:58.311292,slurm_normal,1513703266.0,0,,1.0,main_w4_handler0,3361807,17851057,False,,878494144,bam,11924273,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937463}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:07:48.945153,114216.0,252.0
,,2017-12-19 16:51:56.301984,slurm_normal,1513702942.0,0,,1.0,main_w3_handler1,3361807,17851053,False,,1102576150,bam,11924227,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937454}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513702620.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:02:24.902602,114216.0,322.0
,,2017-12-19 16:51:54.059307,slurm_normal,1513703083.0,0,,1.0,main_w3_handler0,3361807,17851049,False,,492877974,bam,11924266,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937442}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513702946.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:04:45.603715,114216.0,137.0
,,2017-12-19 16:52:03.240271,slurm_normal,1513703741.0,0,,1.0,main_w3_handler0,3361807,17851072,False,,440145491,bam,11924333,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937505}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:15:43.020326,114216.0,128.0
,,2017-12-19 16:52:02.034492,slurm_normal,1513703170.0,0,,1.0,main_w3_handler1,3361807,17851068,False,,458049039,bam,11924275,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937493}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703035.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:06:11.394022,114216.0,135.0
,,2017-12-19 16:52:04.381534,slurm_normal,1513704031.0,0,,1.0,main_w4_handler0,3361807,17851076,False,,886402891,bam,11924357,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937517}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:20:35.867246,114216.0,280.0
,,2017-12-19 16:52:03.616619,slurm_normal,1513703274.0,0,,1.0,main_w4_handler1,3361807,17851074,False,,1141995694,bam,11924268,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937511}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513702954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:07:56.753930,114216.0,320.0
,,2017-12-19 16:51:59.526124,slurm_normal,1513703510.0,0,,1.0,main_w4_handler0,3361807,17851060,False,,906860838,bam,11924294,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937472}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:11:54.574145,114216.0,238.0
,,2017-12-19 16:52:01.785371,slurm_normal,1513703582.0,0,,1.0,main_w4_handler0,3361807,17851067,False,,369349533,bam,11924312,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937490}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:13:05.254962,114216.0,140.0
,,2017-12-19 16:52:02.298601,slurm_normal,1513703726.0,0,,1.0,main_w3_handler0,3361807,17851069,False,,437335653,bam,11924328,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937496}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:15:29.042661,114216.0,139.0
,,2017-12-19 16:52:03.929636,slurm_normal,1513703940.0,0,,1.0,main_w3_handler0,3361807,17851075,False,,657604319,bam,11924351,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937514}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:19:02.475581,114216.0,206.0
,,2017-12-19 16:52:01.519230,slurm_normal,1513703650.0,0,,1.0,main_w3_handler0,3361807,17851065,False,,447578142,bam,11924323,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937487}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:14:12.201157,114216.0,130.0
,,2017-12-19 16:52:00.474432,slurm_normal,1513703750.0,0,,1.0,main_w3_handler0,3361807,17851062,False,,1099224459,bam,11924313,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937478}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703451.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:15:52.783754,114216.0,299.0
,,2017-12-19 16:52:04.886529,slurm_normal,1513703917.0,0,,1.0,main_w4_handler0,3361807,17851077,False,,509846028,bam,11924360,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937520}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703756.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:18:40.244443,114216.0,161.0
,,2017-12-19 16:52:05.472286,slurm_normal,1513704199.0,0,,1.0,main_w4_handler0,3361807,17851079,False,,941692797,bam,11924384,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937523}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:23:21.220241,114216.0,275.0
,,2017-12-19 16:52:03.431034,slurm_normal,1513703928.0,0,,1.0,main_w4_handler0,3361807,17851073,False,,1010527431,bam,11924334,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""""","""dm3""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32937508}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,42138026.0,1513703613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-19 17:18:49.761224,114216.0,315.0
,,2017-10-10 07:45:57.854798,slurm_normal,1507621586.0,0,,1.0,main_w3_handler0,3280302,17061965,False,,78273460,bam,11119511.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 31622613}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,41180914.0,1507621561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-10-10 07:46:28.783581,59391.0,25.0
,,2017-10-10 07:57:46.116644,slurm_normal,1507622304.0,0,,1.0,main_w3_handler1,3280302,17062087,False,,80961296,bam,11119603.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 31622879}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,41180914.0,1507622274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-10-10 07:58:28.127601,59391.0,30.0
,,2017-10-10 08:11:29.488312,slurm_normal,1507628290.0,0,,1.0,main_w4_handler0,3281340,17062242,False,,102064342,bam,11120619.roundup,slurm,,132112168.0,corral-repl,,"""946948e0ad9211e78607005056ba2773""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 31623093}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,,1507628240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-10-10 09:38:11.241128,59391.0,50.0
,,2017-10-10 08:09:55.469856,slurm_normal,1507628163.0,0,,1.0,main_w4_handler0,3281333,17062219,False,,95812081,bam,11120585.roundup,slurm,,132112168.0,corral-repl,,"""5c79cd42ad9211e79525005056ba2773""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 31623057}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,,1507628119.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-10-10 09:36:05.591121,59391.0,44.0
,,2017-10-10 08:12:49.679480,slurm_normal,1507632805.0,0,,1.0,main_w4_handler1,3281343,17062262,False,,89650748,bam,11121292.roundup,slurm,,132112168.0,corral-repl,,"""c62ca78cad9211e7862f005056ba2773""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 31623126}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,,1507632776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-10-10 10:53:28.302470,59391.0,29.0
,,2017-10-10 08:26:11.599293,slurm_normal,1507623982.0,0,,1.0,main_w4_handler1,3281237,17062404,False,,259,bam,11119918.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 31623180}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,41180544.0,1507623974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-10-10 08:26:23.817293,,8.0
,,2017-10-10 22:05:42.922262,slurm_normal,1507673221.0,0,,1.0,main_w3_handler0,3268364,17071167,False,,63956193,bam,11128889.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/gasAcu1.len""","""""","""gasAcu1""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 31637162}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""true""","""LENIENT""",32.0,,40859092.0,1507673186.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-10-10 22:07:04.357751,112262.0,35.0
,,2017-10-11 12:49:44.339094,slurm_normal,1507726264.0,0,,1.0,main_w3_handler0,3268360,17077770,False,,60515513,bam,11133599.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/gasAcu1.len""","""""","""gasAcu1""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 31649056}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""true""","""LENIENT""",32.0,,41216638.0,1507726238.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-10-11 12:51:07.932959,112299.0,26.0
,,2017-10-11 12:51:17.054373,slurm_normal,1507726321.0,0,,1.0,main_w3_handler1,3268378,17077775,False,,60515513,bam,11133604.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/gasAcu1.len""","""""","""gasAcu1""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 31648684}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""true""","""LENIENT""",32.0,,41216508.0,1507726296.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-10-11 12:52:11.563868,112313.0,25.0
,,2017-10-11 12:49:43.404063,slurm_normal,1507726255.0,0,,1.0,main_w3_handler1,3268470,17077768,False,,60515513,bam,11133598.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/gasAcu1.len""","""""","""gasAcu1""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 31649053}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""true""","""LENIENT""",32.0,,41216565.0,1507726236.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-10-11 12:51:05.869615,112312.0,19.0
,,2017-10-11 12:57:46.554510,slurm_normal,1507726695.0,0,,1.0,main_w4_handler0,3268391,17077808,False,,447034,bam,11133646.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/gasAcu1.len""","""""","""gasAcu1""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 31649140}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""true""","""LENIENT""",32.0,,41216577.0,1507726688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-10-11 12:58:19.614218,112308.0,7.0
,,2017-10-11 13:05:46.595220,slurm_normal,1507727196.0,0,,1.0,main_w3_handler1,2241549,17077871,False,,60561248,bam,11133710.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 31495131}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""true""","""LENIENT""",32.0,,41216472.0,1507727169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-10-11 13:06:57.337689,51510.0,27.0
,,2017-10-11 13:05:36.869195,slurm_normal,1507727209.0,0,,1.0,main_w4_handler1,3283032,17077867,False,,60515513,bam,11133716.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/gasAcu1.len""","""""","""gasAcu1""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 31649244}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""true""","""LENIENT""",32.0,,40877881.0,1507727189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-10-11 13:06:53.216472,112303.0,20.0
,,2017-10-11 13:23:59.763701,slurm_normal,1507728267.0,0,,1.0,main_w4_handler1,3268363,17078023,False,,60515513,bam,11133866.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/gasAcu1.len""","""""","""gasAcu1""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 31649554}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""true""","""LENIENT""",32.0,,41216570.0,1507728248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-10-11 13:24:28.906502,112046.0,19.0
