create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.m.__current_case__,parameters.m.method,parameters.maxpartitions,parameters.minpartitions,parameters.optimizegap,parameters.otu.values,parameters.otu|__identifier__,parameters.subsample,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-20 23:31:39.980693,reserved_normal,1513812791.0,0,,1.0,main_w3_handler0,3280912,17865635,False,,11937441.roundup,slurm,,132112168.0,corral-repl,15949,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,dmm,"""10""","""5""","""3""","[{'src': 'hda', 'id': 33025302}]",,"""-1""",32.0,,42691248,1513812717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_communitytype/mothur_get_communitytype/1.36.1.0,1.36.1.0,,2017-12-20 23:33:19.800062,5254,74.0
2017-12-21 00:54:27.044281,reserved_normal,1513817736.0,0,,1.0,main_w3_handler1,3280912,17865938,False,,11937919.roundup,slurm,,132112168.0,corral-repl,15949,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,dmm,"""10""","""5""","""3""","[{'src': 'hda', 'id': 33025302}]",,"""-1""",32.0,,42691248,1513817702.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_communitytype/mothur_get_communitytype/1.36.1.0,1.36.1.0,,2017-12-21 00:56:29.209683,5254,34.0
2017-12-21 00:55:13.898379,reserved_normal,1513817771.0,0,,1.0,main_w3_handler0,3280912,17865939,False,,11937920.roundup,slurm,,132112168.0,corral-repl,15949,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,dmm,"""10""","""5""","""3""","[{'src': 'hda', 'id': 32993240}]","""0.03""","""-1""",32.0,,42691248,1513817739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_communitytype/mothur_get_communitytype/1.36.1.0,1.36.1.0,,2017-12-21 00:56:47.345280,5254,32.0
2018-01-18 06:30:19.062797,slurm_normal,1516257052.0,0,,1.0,main_w4_handler1,3395242,18068747,False,,12147272,slurm,,132112168.0,corral-repl,15542,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,dmm,"""10""","""5""","""3""","[{'src': 'hda', 'id': 33364206}]",,"""-1""",32.0,,43244112,1516257024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_communitytype/mothur_get_communitytype/1.36.1.0,1.36.1.0,,2018-01-18 06:30:57.827518,120071,28.0
2018-02-22 07:29:06.481394,slurm_normal,1519285246.0,0,7680.0,1.0,main_w4_handler1,3396038,18479463,False,,12574173,slurm,,132112168.0,corral-repl,97202,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,dmm,"""10""","""5""","""3""","[{'src': 'hda', 'id': 34006635}]",,"""-1""",32.0,,44083383,1519284557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_communitytype/mothur_get_communitytype/1.36.1.0,1.36.1.0,,2018-02-22 07:40:56.967315,119338,689.0
