chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,guide_gff,guide_gff_filetype,handler,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.guide.__current_case__,parameters.guide.guide_gff.values,parameters.guide.input_estimation,parameters.guide.output_ballgown,parameters.guide.use_guide,parameters.input_bam.values,parameters.input_bam|__identifier__,parameters.option_set.__current_case__,parameters.option_set.abundance_estimation,parameters.option_set.bdist,parameters.option_set.bundle_fraction,parameters.option_set.disable_trimming,parameters.option_set.fraction,parameters.option_set.min_anchor_cov,parameters.option_set.min_anchor_len,parameters.option_set.min_bundle_cov,parameters.option_set.min_tlen,parameters.option_set.multi_mapping,parameters.option_set.name_prefix,parameters.option_set.omit_sequences,parameters.option_set.options,parameters.option_set.sensitive,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-01-02 15:18:34.875350,slurm_multi,1483370707.0,0,,6.0,19744350.0,gff3,main_w4_handler2,2764440,14675736,False,,1722116828,bam,8846423,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,"[{'src': 'hda', 'id': 27777506}]",true,true,yes,"[{'src': 'hda', 'id': 27777530}]",,0,,,,,,,,,,,,,default,,32.0,,35048122.0,1483370621.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-02 15:25:11.441230,87282,86.0
,,2017-01-02 15:18:28.505370,slurm_multi,1483370614.0,0,,6.0,19744350.0,gff3,main_w4_handler2,2764440,14675732,False,,1247675142,bam,8846409,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,"[{'src': 'hda', 'id': 27777506}]",true,true,yes,"[{'src': 'hda', 'id': 27777526}]",,0,,,,,,,,,,,,,default,,32.0,,35048122.0,1483370527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-02 15:23:37.043161,87282,87.0
,,2017-01-02 15:18:43.629097,slurm_multi,1483371017.0,0,,6.0,19744350.0,gff3,main_w4_handler2,2764440,14675745,False,,1890393890,bam,8846451,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,"[{'src': 'hda', 'id': 27777506}]",true,true,yes,"[{'src': 'hda', 'id': 27777536}]",,0,,,,,,,,,,,,,default,,32.0,,35048122.0,1483370923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-02 15:30:21.419475,87282,94.0
,,2017-01-02 15:18:36.699282,slurm_multi,1483371123.0,0,,6.0,19744350.0,gff3,main_w3_handler2,2764440,14675737,False,,1617578672,bam,8846459,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,"[{'src': 'hda', 'id': 27777506}]",true,true,yes,"[{'src': 'hda', 'id': 27777531}]",,0,,,,,,,,,,,,,default,,32.0,,35048122.0,1483371038.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-02 15:32:06.708857,87282,85.0
,,2017-01-02 16:47:01.299569,slurm_multi,1483375813.0,0,,6.0,40669085.0,gtf,main_w4_handler2,2929989,14676075,False,,1984006324,bam,8846688,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,"[{'src': 'hda', 'id': 27786088}]",false,true,yes,"[{'src': 'hda', 'id': 27790343}]",,0,,,,,,,,,,,,,default,,32.0,,35016737.0,1483375669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-02 16:50:16.732752,96783,144.0
,,2017-01-03 09:36:58.743756,slurm_multi,1483436454.0,0,,6.0,158314123.0,gtf,main_w4_handler2,2944755,14679467,False,,729911087,bam,8849782,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,"[{'src': 'hda', 'id': 27796326}]",false,true,yes,"[{'src': 'hda', 'id': 27796481}]",,0,,,,,,,,,,,,,default,,32.0,,35036045.0,1483436355.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-03 09:40:57.220004,37746,99.0
,,2017-01-03 09:36:57.457896,slurm_multi,1483436348.0,0,,6.0,158314123.0,gtf,main_w4_handler2,2944755,14679466,False,,742966502,bam,8849776,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,"[{'src': 'hda', 'id': 27796326}]",false,true,yes,"[{'src': 'hda', 'id': 27796476}]",,0,,,,,,,,,,,,,default,,32.0,,35036045.0,1483436251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-03 09:39:11.360768,37746,97.0
,,2017-01-24 21:02:37.147555,slurm_multi,1485336921.0,0,,6.0,,,main_w3_handler2,2956611,14859870,False,,5276634583,bam,9023745,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067041}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485336772.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 09:35:22.881885,91355,149.0
,,2017-01-03 19:34:34.137918,slurm_multi,1483472114.0,0,,6.0,91640.0,gff3,main_w4_handler2,2944639,14682825,False,,1131032821,bam,8852918,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,"[{'src': 'hda', 'id': 27796173}]",false,true,yes,"[{'src': 'hda', 'id': 27796185}]",,1,true,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,true,32.0,,35142087.0,1483472078.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-03 19:35:17.430028,94580,36.0
,,2017-01-03 20:22:17.917825,slurm_multi,1483475758.0,0,,6.0,1255571849.0,gtf,main_w3_handler2,2932177,14683101,False,,3264612793,bam,8853213,slurm,,132111800.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,"[{'src': 'hda', 'id': 27687201}]",true,false,yes,"[{'src': 'hda', 'id': 27801629}]",,1,true,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,false,32.0,,35129209.0,1483475545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-03 20:36:00.713853,86671,213.0
,,2017-01-24 21:02:36.628760,slurm_multi,1485339083.0,0,,6.0,,,main_w4_handler2,2956611,14859869,False,,5260138295,bam,9024113,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067040}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485338936.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 10:11:25.332174,91355,147.0
,,2017-01-03 19:26:08.421544,slurm_multi,1483471713.0,0,,6.0,124764255.0,gtf,main_w3_handler2,2939460,14682775,False,,2141376422,bam,8852869,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,"[{'src': 'hda', 'id': 27801920}]",false,true,yes,"[{'src': 'hda', 'id': 27765344}]",,0,,,,,,,,,,,,,default,,32.0,,35097865.0,1483471572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-03 19:28:36.942133,97402,141.0
,,2017-01-03 20:22:16.695671,slurm_multi,1483475541.0,0,,6.0,1255571849.0,gtf,main_w3_handler2,2932177,14683100,False,,3928586558,bam,8853202,slurm,,132111800.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,"[{'src': 'hda', 'id': 27687201}]",true,false,yes,"[{'src': 'hda', 'id': 27801628}]",,1,true,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,false,32.0,,35129209.0,1483475315.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-03 20:32:23.288838,86671,226.0
,,2017-01-03 19:31:14.166095,slurm_multi,1483471921.0,0,,6.0,79097.0,gff3,main_w4_handler2,2944639,14682806,False,,1128753965,bam,8852900,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,"[{'src': 'hda', 'id': 27796172}]",false,true,yes,"[{'src': 'hda', 'id': 27796182}]",,1,true,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,true,32.0,,35142087.0,1483471878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-03 19:32:04.165281,94580,43.0
,,2017-01-03 20:22:13.579662,slurm_multi,1483475094.0,0,,6.0,1255571849.0,gtf,main_w3_handler2,2932177,14683092,False,,1829840860,bam,8853183,slurm,,132111800.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,"[{'src': 'hda', 'id': 27687201}]",true,false,yes,"[{'src': 'hda', 'id': 27801625}]",,1,true,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,false,32.0,,35129209.0,1483474939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-03 20:24:56.282411,86671,155.0
,,2017-01-03 19:31:47.251947,slurm_multi,1483471961.0,0,,6.0,91640.0,gff3,main_w4_handler2,2944639,14682810,False,,1128753965,bam,8852904,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,"[{'src': 'hda', 'id': 27796173}]",false,true,yes,"[{'src': 'hda', 'id': 27796182}]",,1,true,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,true,32.0,,35142087.0,1483471927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-03 19:32:43.344878,94580,34.0
,,2017-01-03 20:22:14.818570,slurm_multi,1483475475.0,0,,6.0,1255571849.0,gtf,main_w4_handler2,2932177,14683096,False,,2715890064,bam,8853203,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,"[{'src': 'hda', 'id': 27687201}]",true,false,yes,"[{'src': 'hda', 'id': 27801626}]",,1,true,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,false,32.0,,35129209.0,1483475315.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-03 20:31:17.203654,86671,160.0
,,2017-01-03 20:22:15.769517,slurm_multi,1483475310.0,0,,6.0,1255571849.0,gtf,main_w3_handler2,2932177,14683098,False,,3429024544,bam,8853192,slurm,,132111800.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,"[{'src': 'hda', 'id': 27687201}]",true,false,yes,"[{'src': 'hda', 'id': 27801627}]",,1,true,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,false,32.0,,35129209.0,1483475098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-03 20:28:32.655957,86671,212.0
,,2017-01-03 20:22:18.987209,slurm_multi,1483475713.0,0,,6.0,1255571849.0,gtf,main_w4_handler2,2932177,14683102,False,,3491855728,bam,8853214,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,"[{'src': 'hda', 'id': 27687201}]",true,false,yes,"[{'src': 'hda', 'id': 27801630}]",,1,true,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,false,32.0,,35129209.0,1483475549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-03 20:35:14.214225,86671,164.0
,,2017-01-24 21:02:38.027759,slurm_multi,1485339387.0,0,,6.0,,,main_w4_handler2,2956611,14859874,False,,5293183756,bam,9024136,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067043}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485339249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 10:16:28.725171,91355,138.0
,,2017-01-03 21:51:15.676972,slurm_multi,1483480323.0,0,,6.0,109525328.0,gtf,main_w4_handler2,2336506,14683596,False,,688655083,bam,8853578,slurm,,132111800.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,"[{'src': 'hda', 'id': 27788949}]",false,false,yes,"[{'src': 'hda', 'id': 27801759}]",,1,false,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,true,32.0,,35145851.0,1483480278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-03 21:52:06.639074,64485,45.0
,,2017-01-03 22:29:33.462246,slurm_multi,1483482957.0,0,,6.0,71258048.0,gtf,main_w3_handler2,2336506,14683761,False,,16392376,bam,8853838,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","""rheMac3""",1,"[{'src': 'hda', 'id': 24626657}]",false,false,yes,"[{'src': 'hda', 'id': 27803338}]",,1,false,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,true,32.0,,35145851.0,1483482949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-03 22:35:59.893781,64485,8.0
,,2017-01-24 21:02:39.005616,slurm_multi,1485339730.0,0,,6.0,,,main_w4_handler2,2956611,14859877,False,,5256617807,bam,9024184,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067045}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485339574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 10:22:11.880616,91355,156.0
,,2017-01-04 05:44:54.937590,slurm_multi,1483508880.0,0,,6.0,158314123.0,gtf,main_w4_handler2,2944755,14685720,False,,669920000,bam,8855716,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,"[{'src': 'hda', 'id': 27796326}]",false,true,yes,"[{'src': 'hda', 'id': 27796583}]",,1,false,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,false,32.0,,35036045.0,1483508791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-04 05:48:01.458883,37746,89.0
,,2017-01-04 05:51:55.478412,slurm_multi,1483509217.0,0,,6.0,158314123.0,gtf,main_w3_handler2,2944755,14685747,False,,642747407,bam,8855737,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,"[{'src': 'hda', 'id': 27796326}]",false,true,yes,"[{'src': 'hda', 'id': 27796689}]",,1,false,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,false,32.0,,35036045.0,1483509121.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-04 05:53:40.651001,37746,96.0
,,2017-01-04 05:44:53.823689,slurm_multi,1483508784.0,0,,6.0,158314123.0,gtf,main_w4_handler2,2944755,14685719,False,,595751199,bam,8855712,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,"[{'src': 'hda', 'id': 27796326}]",false,true,yes,"[{'src': 'hda', 'id': 27796578}]",,1,false,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,false,32.0,,35036045.0,1483508696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-04 05:46:26.683096,37746,88.0
,,2017-01-24 21:02:39.449381,slurm_multi,1485340294.0,0,,6.0,,,main_w4_handler2,2956611,14859879,False,,5341500124,bam,9024317,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067046}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485340172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 10:31:36.418728,91355,122.0
,,2017-01-24 21:02:37.632932,slurm_multi,1485340990.0,0,,6.0,,,main_w3_handler2,2956611,14859872,False,,5293743746,bam,9024442,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067042}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485340843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 10:43:11.060561,91355,147.0
,,2017-01-24 21:02:42.486762,slurm_multi,1485341694.0,0,,6.0,,,main_w3_handler2,2956611,14859891,False,,5299067999,bam,9024555,slurm,,132111800.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067052}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485341545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 10:54:56.429597,91355,149.0
,,2017-01-24 21:02:44.085871,slurm_multi,1485341987.0,0,,6.0,,,main_w3_handler2,2956611,14859895,False,,5970749799,bam,9024599,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067058}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485341821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 10:59:49.244291,91355,166.0
,,2017-01-24 21:02:39.859543,slurm_multi,1485340700.0,0,,6.0,,,main_w4_handler2,2956611,14859881,False,,5352167328,bam,9024371,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067047}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485340572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 10:38:21.616808,91355,128.0
,,2017-01-04 05:51:56.769268,slurm_multi,1483509300.0,0,,6.0,158314123.0,gtf,main_w4_handler2,2944755,14685749,False,,613115240,bam,8855759,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,"[{'src': 'hda', 'id': 27796326}]",false,true,yes,"[{'src': 'hda', 'id': 27796694}]",,1,false,50,0.95,false,0.15,1,10,2,200,false,STRG,,advanced,false,32.0,,35036045.0,1483509225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-04 05:55:02.514930,37746,75.0
,,2017-03-24 13:00:06.399808,slurm_multi,1490369548.0,0,,6.0,11327770.0,gtf,main_w3_handler2,3041387,15385249,False,,1079019911,bam,9523444,slurm,,132111800.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/susScr3.len""","""susScr3""",1,"[{'src': 'hda', 'id': 28907199}]",true,true,yes,"[{'src': 'hda', 'id': 28906069}]","""28677_S3_L001__001""",0,,,,,,,,,,,,,default,,32.0,,36832906.0,1490369479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-03-24 15:32:32.933283,102585,69.0
,,2017-01-24 21:02:40.357072,slurm_multi,1485341160.0,0,,6.0,,,main_w4_handler2,2956611,14859884,False,,544366,bam,9024503,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067048}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485341156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 10:46:01.727215,91355,4.0
,,2017-01-24 21:02:43.616161,slurm_multi,1485345632.0,0,,6.0,,,main_w4_handler2,2956611,14859894,False,,5946314341,bam,9025017,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067057}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485345447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 12:00:33.555302,91355,185.0
,,2017-01-24 21:02:38.558233,slurm_multi,1485341344.0,0,,6.0,,,main_w3_handler2,2956611,14859876,False,,5230861932,bam,9024504,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067044}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485341176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 10:49:06.792644,91355,168.0
,,2017-03-24 13:00:07.991445,slurm_multi,1490370775.0,0,,6.0,11327770.0,gtf,main_w3_handler2,3041387,15385251,False,,1377402408,bam,9524068,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/susScr3.len""","""susScr3""",1,"[{'src': 'hda', 'id': 28907199}]",true,true,yes,"[{'src': 'hda', 'id': 28906071}]","""28682_S5_L001__001""",0,,,,,,,,,,,,,default,,32.0,,36832906.0,1490370693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-03-24 15:53:15.057258,102585,82.0
,,2017-01-24 21:02:45.621480,slurm_multi,1485342291.0,0,,6.0,,,main_w3_handler2,2956611,14859900,False,,5921044794,bam,9024646,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067060}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485342113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 11:04:52.234180,91355,178.0
,,2017-03-24 13:00:07.295844,slurm_multi,1490370173.0,0,,6.0,11327770.0,gtf,main_w3_handler2,3041387,15385250,False,,1288293409,bam,9523864,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/susScr3.len""","""susScr3""",1,"[{'src': 'hda', 'id': 28907199}]",true,true,yes,"[{'src': 'hda', 'id': 28906070}]","""28678_S4_L001__001""",0,,,,,,,,,,,,,default,,32.0,,36832906.0,1490370089.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-03-24 15:42:57.382143,102585,84.0
,,2017-01-24 21:02:46.227580,slurm_multi,1485342575.0,0,,6.0,,,main_w3_handler2,2956611,14859901,False,,5923938844,bam,9024672,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067061}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485342397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 11:09:36.810905,91355,178.0
,,2017-01-24 21:02:47.053210,slurm_multi,1485342927.0,0,,6.0,,,main_w3_handler2,2956611,14859903,False,,6015934059,bam,9024692,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067062}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485342781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 11:15:29.281114,91355,146.0
,,2017-01-24 21:02:43.093344,slurm_multi,1485345255.0,0,,6.0,,,main_w4_handler2,2956611,14859892,False,,5942773630,bam,9024977,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067056}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485345093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 11:54:16.425221,91355,162.0
,,2017-01-24 21:02:49.874769,slurm_multi,1485344066.0,0,,6.0,,,main_w3_handler2,2956611,14859911,False,,5967546387,bam,9024811,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067068}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485343905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 11:34:27.926658,91355,161.0
,,2017-01-24 21:02:47.685189,slurm_multi,1485343289.0,0,,6.0,,,main_w3_handler2,2956611,14859905,False,,6017467855,bam,9024718,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067063}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485343142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 11:21:37.307916,91355,147.0
,,2017-01-24 21:02:40.815378,slurm_multi,1485343488.0,0,,6.0,,,main_w4_handler2,2956611,14859886,False,,5301639476,bam,9024746,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,no,"[{'src': 'hda', 'id': 28067049}]",,0,,,,,,,,,,,,,default,,32.0,,35385019.0,1485343339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.2.3,1.2.3,,2017-01-25 11:24:51.416458,91355,149.0
