chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-06-19 07:14:35.378230,slurm_normal,1434698112.0,0.0,1.0,main_w1_handler2,2321451,9690133,False,,177739,fasta,3999270.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20065008,,32.0,,23304094,1434698106.0,ok,1023996.0,CONVERTER_fasta_to_bowtie_color_index,1.0.0,,2015-06-19 07:15:15.535173,64187.0,6.0
,,2015-09-15 14:07:24.674493,slurm_normal,1442326065.0,0.0,1.0,main_w1_handler1,2431309,10323918,False,,4929,fasta,4607813.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21117282,,32.0,,25065962,1442326061.0,ok,1023996.0,CONVERTER_fasta_to_bowtie_color_index,1.0.0,,2015-09-15 14:07:47.532224,,4.0
,,2015-05-14 22:11:50.460162,slurm_normal,1431641548.0,0.0,1.0,main_w1_handler0,2306463,9475378,False,,5833747,fasta,3799320.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/metAce1.len""","""metAce1""",19714905,,32.0,,23085318,1431641538.0,ok,1023996.0,CONVERTER_fasta_to_bowtie_color_index,1.0.0,,2015-05-14 22:12:30.739157,,10.0
,,2015-09-10 08:21:51.950106,slurm_normal,1441873330.0,0.0,1.0,main_w1_handler1,2433579,10292322,False,,2193,fasta,4577588.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21067057,,32.0,,25103483,1441873327.0,ok,1023996.0,CONVERTER_fasta_to_bowtie_color_index,1.0.0,,2015-09-10 08:22:13.836611,38468.0,3.0
,,2015-10-22 15:54:10.658393,slurm_normal,1445529933.0,0.0,1.0,main_w1_handler0,2459012,10688806,False,Job output deleted by user before job completed.,363562570,fasta,4951819.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/nemVec1.len""","""nemVec1""",21683624,,32.0,,25523637,1445529274.0,ok,1023996.0,CONVERTER_fasta_to_bowtie_color_index,1.0.0,,2015-10-22 16:05:56.894541,70414.0,659.0
,,2016-01-08 14:17:27.039014,slurm_normal,1452262737.0,0.0,1.0,main_w1_handler0,2559493,11416610,False,,12423,fasta,5683241.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22792067,,32.0,,27294716,1452262724.0,ok,1023996.0,CONVERTER_fasta_to_bowtie_color_index,1.0.0,,2016-01-08 14:18:59.843278,,13.0
,,2016-10-12 14:15:15.619749,slurm_normal,1476281726.0,0.0,1.0,main_w3_handler1,2852148,14063959,False,,739,fasta,8280861.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e30edb3c1307a05'}]",32.0,,33629752,1476281719.0,ok,1023996.0,CONVERTER_fasta_to_bowtie_color_index,1.0.0,,2016-10-12 14:15:28.910965,,7.0
,,2016-09-08 20:33:39.497428,slurm_normal,1473366845.0,0.0,1.0,main_w4_handler1,2757519,13810972,False,,2033670,fasta,8031953.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5881249933465f8eb'}]",32.0,,32555782,1473366833.0,ok,1023996.0,CONVERTER_fasta_to_bowtie_color_index,1.0.0,,2016-09-08 20:34:08.993601,86177.0,12.0
,,2016-03-14 10:49:19.186009,slurm_normal,1457952598.0,0.0,1.0,main_w1_handler0,2593574,12126407,False,,7338298,fasta,6346865.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23250420,,32.0,,28966848,1457952586.0,ok,1023996.0,CONVERTER_fasta_to_bowtie_color_index,1.0.0,,2016-03-14 10:50:01.306672,50607.0,12.0
,,2016-03-01 04:07:07.661231,slurm_normal,1456805256.0,0.0,1.0,main_w1_handler0,2584675,11977491,False,,10695,fasta,6207762.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23566928,,32.0,,28713268,1456805250.0,ok,1023996.0,CONVERTER_fasta_to_bowtie_color_index,1.0.0,,2016-03-01 04:07:37.925423,75937.0,6.0
