create_time,destination_id,end_epoch,exit_code,galaxy_slots,gatk_param_type|input_interval_repeat_0|input_intervals,gatk_param_type|input_interval_repeat_0|input_intervals_filetype,handler,history_id,id,imported,info,input_interval_repeat_0|input_intervals,input_interval_repeat_0|input_intervals_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.additional_annotations,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.analysis_param_type.bad_variant_selector.__current_case__,parameters.analysis_param_type.bad_variant_selector.bad_variant_selector_type,parameters.analysis_param_type.bad_variant_selector.min_num_bad_variants,parameters.analysis_param_type.dirichlet,parameters.analysis_param_type.ignore_filters,parameters.analysis_param_type.max_gaussians,parameters.analysis_param_type.max_iterations,parameters.analysis_param_type.num_k_means,parameters.analysis_param_type.prior_counts,parameters.analysis_param_type.qual_threshold,parameters.analysis_param_type.shrinkage,parameters.analysis_param_type.std_threshold,parameters.analysis_param_type.target_titv,parameters.analysis_param_type.ts_filter_level,parameters.analysis_param_type.ts_tranche,parameters.chromInfo,parameters.dbkey,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.mode,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.reference_source.variants,parameters.rod_bind,processor_count,ref_file,ref_file_filetype,reference_source|variants_0|input_variants,reference_source|variants_0|input_variants_filetype,rod_bind_0|input_rod,rod_bind_0|input_rod_filetype,rod_bind_1|input_rod,rod_bind_1|input_rod_filetype,rod_bind_2|input_rod,rod_bind_2|input_rod_filetype,rod_bind_3|input_rod,rod_bind_3|input_rod_filetype,rod_bind_4|input_rod,rod_bind_4|input_rod_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,variants_0|input_variants,variants_0|input_variants_filetype,runtime
2014-09-16 21:11:26.505569,roundup_single,1410903696.0,0,1.0,,,main_w2_handler1,2054575,7804150,False,,,,1789132,slurm,,132112264.0,corral-repl,,,"[{""__index__"": 0, ""additional_annotation_name"": ""FS""}, {""__index__"": 1, ""additional_annotation_name"": ""HRun""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""QD""}, {""__index__"": 4, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1.0,min_num,50,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""SNP""",1,16904906.0,,history,"[{'__index__': 0, 'input_variants': 16904987}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""hapmap"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""15.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 5, ""input_rod"": 16904905}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""omni"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""12.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 6, ""input_rod"": 16904903}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 16904904}}]",32.0,3199905909,fasta,,,8264099411,vcf,41194962905,vcf,7572857398.0,vcf,,,,,,15934792,1410901899.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-09-16 21:41:43.691098,1224,5246967.0,vcf,1797.0
2014-09-17 21:20:23.879990,roundup_single,1410990739.0,0,1.0,,,main_w2_handler1,2053756,7809736,False,,,,1794604,slurm,,132112264.0,corral-repl,,,"[{""__index__"": 0, ""additional_annotation_name"": ""FS""}, {""__index__"": 1, ""additional_annotation_name"": ""HRun""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""QD""}, {""__index__"": 4, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1.0,min_num,50,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""SNP""",1,16899008.0,,history,"[{'__index__': 0, 'input_variants': 16919504}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""hapmap"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""15.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 5, ""input_rod"": 16914356}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""omni"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""12.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 6, ""input_rod"": 16914355}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""10.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""False""}, ""custom_rod_name"": ""1000G"", ""__current_case__"": 8, ""input_rod"": 16914221}}, {""__index__"": 3, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 16915073}}]",32.0,3199905909,fasta,,,238391040,vcf,208735365,vcf,7398865818.0,vcf,10796220779.0,vcf,,,,17048693,1410989540.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-09-17 21:52:22.018382,51868,4139216.0,vcf,1199.0
2014-09-17 22:06:26.753451,roundup_single,1410992196.0,0,1.0,,,main_w2_handler1,2053756,7809986,False,,,,1794817,slurm,,132112264.0,corral-repl,,,"[{""__index__"": 0, ""additional_annotation_name"": ""FS""}, {""__index__"": 1, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 2, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1.0,min_num,5,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""INDEL""",1,16899008.0,,history,"[{'__index__': 0, 'input_variants': 16920960}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""12.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""custom_rod_name"": ""MILLS"", ""__current_case__"": 8, ""input_rod"": 16914282}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 16915073}}]",32.0,3199905909,fasta,,,90196895,vcf,10796220779,vcf,,,,,,,,17048693,1410991599.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-09-17 22:16:38.625526,51868,29214.0,vcf,597.0
2014-09-18 08:44:49.042104,roundup_single,1411032017.0,0,1.0,,,main_w1_handler0,2039995,7811941,False,,,,1796627,slurm,,132112264.0,corral-repl,,,"[{""__index__"": 0, ""additional_annotation_name"": ""DP""}, {""__index__"": 1, ""additional_annotation_name"": ""FS""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1.0,min_num,50,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""SNP""",1,16913530.0,,history,"[{'__index__': 0, 'input_variants': 16897992}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""hapmap"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""15.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 5, ""input_rod"": 16913528}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""omni"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""12.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 6, ""input_rod"": 16913525}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 16913527}}]",32.0,3199905909,fasta,,,8264099411,vcf,41194962905,vcf,7572857398.0,vcf,,,,,,17002477,1411029896.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-09-18 09:20:19.534991,50891,5246967.0,vcf,2121.0
2014-09-18 10:27:07.920401,roundup_single,1411037781.0,0,1.0,,,main_w2_handler1,2039995,7812233,False,,,,1796951,slurm,,132112264.0,corral-repl,,,"[{""__index__"": 1, ""additional_annotation_name"": ""FS""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1.0,min_num,5,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""INDEL""",1,16913530.0,,history,"[{'__index__': 0, 'input_variants': 16930145}]","[{""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""indels"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""12.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 7, ""input_rod"": 16913526}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 16913527}}]",32.0,3199905909,fasta,,,242021315,vcf,7572857398,vcf,,,,,,,,17002477,1411036038.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-09-18 10:56:24.156618,50891,59253.0,vcf,1743.0
2014-09-18 09:53:26.759798,roundup_single,1411037799.0,0,1.0,,,main_w2_handler0,2039995,7812139,False,,,,1796841,slurm,,132112264.0,corral-repl,,,"[{""__index__"": 0, ""additional_annotation_name"": ""DP""}, {""__index__"": 1, ""additional_annotation_name"": ""FS""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1.0,min_num,50,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""SNP""",1,16913530.0,,history,"[{'__index__': 0, 'input_variants': 16897992}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""hapmap"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""15.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 5, ""input_rod"": 16913528}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""omni"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""12.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 6, ""input_rod"": 16913525}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 16913527}}, {""__index__"": 3, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""10.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""False""}, ""custom_rod_name"": ""Unknown"", ""__current_case__"": 8, ""input_rod"": 16913486}}]",32.0,3199905909,fasta,,,8264099411,vcf,41194962905,vcf,7572857398.0,vcf,7398865818.0,vcf,,,,17002477,1411034015.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-09-18 10:56:42.071091,50891,5246967.0,vcf,3784.0
2014-09-18 19:57:06.544960,roundup_single,1411079697.0,0,1.0,,,main_w1_handler1,2039995,7814806,False,,,,1800002,slurm,,132112264.0,corral-repl,,,"[{""__index__"": 1, ""additional_annotation_name"": ""FS""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1.0,min_num,5,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""INDEL""",1,16913530.0,,history,"[{'__index__': 0, 'input_variants': 16938093}]","[{""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""indels"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""12.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 7, ""input_rod"": 16913526}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 16913527}}]",32.0,3199905909,fasta,,,242021315,vcf,7572857398,vcf,,,,,,,,17070069,1411079120.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-09-18 22:34:59.984094,50891,59253.0,vcf,577.0
2014-09-18 19:55:18.742057,roundup_single,1411081666.0,0,1.0,,,main_w1_handler0,2039995,7814751,False,,,,1800001,slurm,,132112264.0,corral-repl,,,"[{""__index__"": 0, ""additional_annotation_name"": ""DP""}, {""__index__"": 1, ""additional_annotation_name"": ""FS""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1.0,min_num,50,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""SNP""",1,16913530.0,,history,"[{'__index__': 0, 'input_variants': 16938081}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""hapmap"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""15.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 5, ""input_rod"": 16913528}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""omni"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""12.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 6, ""input_rod"": 16913525}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 16913527}}, {""__index__"": 3, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""10.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""False""}, ""custom_rod_name"": ""Unknown"", ""__current_case__"": 8, ""input_rod"": 16913486}}]",32.0,3199905909,fasta,,,8264099411,vcf,41194962905,vcf,7572857398.0,vcf,7398865818.0,vcf,,,,17070069,1411079120.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-09-18 23:07:48.774421,50891,5246967.0,vcf,2546.0
2014-09-19 07:15:03.909209,roundup_single,1411126844.0,0,1.0,,,main_w1_handler1,2039995,7816909,False,,,,1802330,slurm,,132112264.0,corral-repl,,,"[{""__index__"": 1, ""additional_annotation_name"": ""FS""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1.0,min_num,5,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""INDEL""",1,16913530.0,,history,"[{'__index__': 0, 'input_variants': 16945568}]","[{""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""indels"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""12.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 7, ""input_rod"": 16913526}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 16913527}}]",32.0,3199905909,fasta,,,242021315,vcf,7572857398,vcf,,,,,,,,17070069,1411126358.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-09-19 11:40:47.210675,50891,38499.0,vcf,486.0
2014-09-19 07:14:03.988803,roundup_single,1411128411.0,0,1.0,,,main_w1_handler0,2039995,7816902,False,,,,1802332,slurm,,132112264.0,corral-repl,,,"[{""__index__"": 0, ""additional_annotation_name"": ""DP""}, {""__index__"": 1, ""additional_annotation_name"": ""FS""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1.0,min_num,50,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""SNP""",1,16913530.0,,history,"[{'__index__': 0, 'input_variants': 16945558}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""hapmap"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""15.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 5, ""input_rod"": 16913528}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""omni"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""12.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 6, ""input_rod"": 16913525}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 16913527}}, {""__index__"": 3, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""10.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""False""}, ""custom_rod_name"": ""Unknown"", ""__current_case__"": 8, ""input_rod"": 16913486}}]",32.0,3199905909,fasta,,,8264099411,vcf,41194962905,vcf,7572857398.0,vcf,7398865818.0,vcf,,,,17070069,1411126407.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-09-19 12:06:56.654382,50891,4455353.0,vcf,2004.0
