chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1_file,input1_file_filetype,input2_file,input2_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1_file,parameters.input1_file.values,parameters.input1_file|__identifier__,parameters.input2_file,parameters.input2_file.values,parameters.input2_file|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-09 19:41:54.985291,slurm_normal_single_16gb,1425930191.0,0.0,,1.0,main_w2_handler1,2228471,8900901,False,,8202597.0,fastqsanger,6218201.0,fastqsanger,3077355.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18742737,,,18742739,,,32.0,,21668384.0,1425930184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-03-09 19:43:16.189592,60145.0,7.0
,,2015-03-09 19:41:55.482987,slurm_normal_single_16gb,1425930176.0,0.0,,1.0,main_w1_handler1,2228471,8900902,False,,8202597.0,fastqsanger,6218201.0,fastqsanger,3077343.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18742738,,,18742740,,,32.0,,21668384.0,1425930123.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-03-09 19:43:00.070292,60145.0,53.0
,,2015-03-09 19:41:55.993366,slurm_normal_single_16gb,1425930209.0,0.0,,1.0,main_w1_handler1,2228471,8900903,False,,6218201.0,fastqsanger,6218201.0,fastqsanger,3077363.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18792660,,,18792660,,,32.0,,21668384.0,1425930201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-03-09 19:43:30.123094,60145.0,8.0
,,2015-03-09 20:34:50.351541,slurm_normal_single_16gb,1425933914.0,0.0,,1.0,main_w1_handler0,2232037,8901803,False,,500860245.0,fastqsanger,500717231.0,fastqsanger,3078523.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18793124,,,18794133,,,32.0,,21672795.0,1425933396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-03-09 20:45:18.934547,5289.0,518.0
,,2015-03-09 21:01:02.933550,slurm_normal_single_16gb,1425935331.0,0.0,,1.0,main_w1_handler1,2231994,8902044,False,,478348197.0,fastqsanger,478292877.0,fastqsanger,3079200.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18793086,,,18794143,,,32.0,,21672795.0,1425934871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-03-09 21:08:52.638881,5289.0,460.0
,,2015-03-09 21:03:55.867184,slurm_normal_single_16gb,1425935117.0,0.0,,1.0,main_w2_handler1,2232147,8902063,False,,68984831.0,fastqsanger,69006207.0,fastqsanger,3079276.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18794468,,,18794447,,,32.0,,21675203.0,1425935046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-03-09 21:05:20.860135,,71.0
,,2015-03-09 21:19:02.607865,slurm_normal_single_16gb,1425936691.0,0.0,,1.0,main_w1_handler1,2231981,8902169,False,,635435857.0,fastqsanger,635943169.0,fastqsanger,3079672.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18793043,,,18794605,,,32.0,,21672795.0,1425936023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-03-09 21:31:34.975792,5289.0,668.0
,,2015-03-09 21:19:33.939469,slurm_normal_single_16gb,1425937483.0,0.0,,1.0,main_w1_handler0,2231978,8902173,False,,646161847.0,fastqsanger,646348489.0,fastqsanger,3079967.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18792879,,,18794610,,,32.0,,21672795.0,1425936703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-03-09 21:44:44.054326,5289.0,780.0
,,2015-03-10 01:03:38.683054,slurm_normal_single_16gb,1425949438.0,0.0,,1.0,main_w1_handler1,2232290,8903607,False,,8202597.0,fastqsanger,8202597.0,fastqsanger,3082883.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18796489,,,18796490,,,32.0,,21681150.0,1425949427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-03-10 01:04:00.868442,60145.0,11.0
,,2015-03-10 01:04:48.523106,slurm_normal_single_16gb,1425949503.0,0.0,,1.0,main_w1_handler0,2232290,8903611,False,,6218201.0,fastqsanger,6218201.0,fastqsanger,3082893.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18796492,,,18796494,,,32.0,,21681150.0,1425949494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-03-10 01:05:04.303488,60145.0,9.0
