create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allow_unaffected,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.families,parameters.filter.__current_case__,parameters.filter.filter,parameters.filter.filter_selector,parameters.gt_pl_max,parameters.infile,parameters.infile.values,parameters.max_priority,parameters.min_genotypequality,parameters.min_kindreds,parameters.pattern_only,parameters.report.__current_case__,parameters.report.report_selector,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-19 07:48:13.160089,slurm_normal,1474296082.0,0,1.0,main_w3_handler0,2824327,13879972,False,533128192,gemini.sqlite,,8107671.roundup,slurm,,132112168.0,corral-repl,,"""695deb5e7e3d11e6b7ee005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2ac7e80484594ac'}]","""1""","""0""","""1""","""false""",0,all,32.0,,33021032.0,1474296033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2016-09-19 14:41:27.721951,42102.0,49.0
2016-03-29 13:30:00.990421,reserved,1459258624.0,0,1.0,main_w2_handler0,2644253,12271774,False,181204992,gemini.sqlite,,6480515.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",24043778,,"""1""","""0""","""1""","""False""",0,all,32.0,,28139276.0,1459258238.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2016-03-29 13:37:08.467598,621.0,386.0
2016-09-02 17:29:12.410436,slurm_normal,1472837519.0,0,1.0,main_w3_handler1,2807985,13771274,False,1451706368,gemini.sqlite,,7992454.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56a7a155e5b3d76d0'}]","""1""","""0""","""1""","""false""",0,all,32.0,,32711433.0,1472837368.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2016-09-02 17:32:00.795743,89328.0,151.0
2016-12-06 16:26:46.119815,slurm_normal,1481041775.0,0,1.0,main_w3_handler1,2920530,14501088,False,181228544,gemini.sqlite,,8685514.roundup,slurm,,132112168.0,corral-repl,,"""424714a2bbd011e68cfc005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 27518654}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1481041717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2016-12-06 16:29:36.377165,90150.0,58.0
2016-12-07 12:14:11.443051,slurm_normal,1481112982.0,0,1.0,main_w3_handler1,2921695,14506944,False,181228544,gemini.sqlite,,8688517.roundup,slurm,,132112168.0,corral-repl,,"""a6cd7046bc7611e6b134005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 27526734}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1481112970.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2016-12-07 12:16:27.204238,90150.0,12.0
2016-12-08 09:16:29.613605,slurm_normal,1481188600.0,0,1.0,main_w3_handler1,2922908,14513151,False,181228544,gemini.sqlite,,8695816.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 27536194}]","""1""","""0""","""1""","""false""",0,all,32.0,,34122713.0,1481188594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2016-12-08 09:16:42.241168,90150.0,6.0
2017-01-23 14:21:42.024759,slurm_normal,1485181350.0,0,1.0,main_w4_handler1,2965038,14847239,False,1175909376,gemini.sqlite,,9007281.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 28046929}]","""1""","""0""","""1""","""false""",0,all,32.0,,35532528.0,1485181306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-01-23 14:22:35.417047,,44.0
2017-03-31 13:41:49.761414,slurm_normal,1490968032.0,0,1.0,main_w4_handler1,3054021,15446157,False,181228544,gemini.sqlite,,9577553.roundup,slurm,,132112168.0,corral-repl,,"""c85af288161711e787a2005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 29003560}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1490968025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-03-31 13:47:58.050056,90150.0,7.0
2017-03-31 14:05:09.862812,slurm_normal,1490969332.0,0,1.0,main_w3_handler0,3054055,15447595,False,181228544,gemini.sqlite,,9577893.roundup,slurm,,132112168.0,corral-repl,,"""0ae8aed0161b11e784dd005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 29005210}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1490969327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-03-31 14:08:55.384899,90150.0,5.0
2017-02-17 14:50:05.171324,slurm_normal,1487343084.0,0,1.0,main_w4_handler0,2996687,15067647,False,359958528,gemini.sqlite,,9222906.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 28373065}]","""1""","""0""","""1""","""false""",0,all,32.0,,36109824.0,1487343010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-02-17 14:51:27.253337,69518.0,74.0
2017-02-17 15:32:13.261433,slurm_normal,1487345565.0,0,1.0,main_w3_handler1,2996687,15068030,False,359958528,gemini.sqlite,,9223273.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",1,impact_severity != 'LOW' and max_aaf_all<=0.01 and clinvar_gene_phenotype != 'None',yes,"""-1""",,"[{'src': 'hda', 'id': 28373065}]","""1""","""0""","""1""","""false""",0,all,32.0,,36109824.0,1487345535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-02-17 15:32:48.468073,69518.0,30.0
2017-02-22 12:14:57.216453,slurm_normal,1487765842.0,0,1.0,main_w3_handler1,3005417,15106076,False,181228544,gemini.sqlite,,9261108.roundup,slurm,,132112168.0,corral-repl,,"""8381a5daf8f811e6a220005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 28460448}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1487765828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-02-22 12:17:25.826060,90150.0,14.0
2017-06-08 01:36:03.627757,slurm_normal,1496901191.0,0,1.0,main_w4_handler0,3144521,16047203,False,2513309696,gemini.sqlite,,10138941.roundup,slurm,,132112168.0,corral-repl,,"""d258ea664bea11e7806f005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 29942988}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1496901177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-06-08 05:53:14.017895,42102.0,14.0
2017-04-28 15:53:24.138589,slurm_normal,1493395066.0,0,1.0,main_w4_handler0,3045201,15701845,False,6942581760,gemini.sqlite,,9814627.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 29389742}]","""1""","""0""","""1""","""false""",0,all,32.0,,36954181.0,1493394807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-04-28 15:57:49.275533,17435.0,259.0
2017-06-11 13:32:50.485105,slurm_normal,1497187994.0,0,1.0,main_w4_handler0,3149447,16074467,False,11144374272,gemini.sqlite,,10162032.roundup,slurm,,132112168.0,corral-repl,,"""748cec084eaa11e7a972005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 29983065}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1497187984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-06-11 13:33:15.725577,42102.0,10.0
2017-06-11 13:33:35.523905,slurm_normal,1497188626.0,0,1.0,main_w3_handler0,3149448,16074478,False,14719931392,gemini.sqlite,,10162064.roundup,slurm,,132112168.0,corral-repl,,"""8eab4bf24eaa11e7a145005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 29978368}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1497188622.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-06-11 13:43:48.427070,42102.0,4.0
2017-06-12 09:27:29.767719,slurm_normal,1497259673.0,0,1.0,main_w3_handler1,3150733,16079721,False,11450917888,gemini.sqlite,,10166547.roundup,slurm,,132112168.0,corral-repl,,"""59e5ba724f5111e789a7005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 29987934}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1497259663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-06-12 09:27:56.514328,42102.0,10.0
2017-06-16 01:59:26.991630,slurm_normal,1497578407.0,0,1.0,main_w4_handler0,3157679,16113241,False,16577393664,gemini.sqlite,,10195686.roundup,slurm,,132112168.0,corral-repl,,"""64d46d1e523711e780b3005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 30048784}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1497578388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-06-16 02:00:09.088193,42102.0,19.0
2017-06-16 06:54:47.230664,slurm_normal,1497597343.0,0,1.0,main_w3_handler0,3157936,16114057,False,14620344320,gemini.sqlite,,10196300.roundup,slurm,,132112168.0,corral-repl,,"""a46451fa526011e7bde5005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 30050144}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1497597337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-06-16 07:16:00.699896,42102.0,6.0
2017-05-23 00:25:32.917939,slurm_normal,1495499151.0,0,1.0,main_w3_handler1,3121386,15911104,False,4586409984,gemini.sqlite,,10009125.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 29715235}]","""1""","""0""","""1""","""false""",0,all,32.0,,38127120.0,1495499140.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-05-23 00:25:55.178985,42102.0,11.0
2017-05-23 07:04:35.781932,slurm_normal,1495538213.0,0,1.0,main_w3_handler0,3121386,15913894,False,2528231424,gemini.sqlite,,10013880.roundup,slurm,,132112168.0,corral-repl,,"""0e7e135c3f8611e7816e005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 29728062}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1495538205.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-05-23 11:16:56.290479,42102.0,8.0
2017-05-23 07:10:47.670693,slurm_normal,1495538413.0,0,1.0,main_w3_handler1,3123121,15913952,False,2528231424,gemini.sqlite,,10013938.roundup,slurm,,132112168.0,corral-repl,,"""e9fbb4d43f8611e7809a005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 29728120}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1495538408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-05-23 11:20:18.297414,42102.0,5.0
2017-06-17 02:44:59.794872,slurm_normal,1497667543.0,0,1.0,main_w3_handler0,3159255,16120892,False,2512643072,gemini.sqlite,,10202445.roundup,slurm,,132112168.0,corral-repl,,"""f28591cc530611e7adbd005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 30061302}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1497667535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-06-17 02:45:46.259832,42102.0,8.0
2017-06-18 07:53:44.117104,slurm_normal,1497772479.0,0,1.0,main_w3_handler1,3160844,16124901,False,2512643072,gemini.sqlite,,10205875.roundup,slurm,,132112168.0,corral-repl,,"""37d832c653fb11e79ca9005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 30061302}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1497772445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-06-18 07:54:40.835178,42102.0,34.0
2017-06-18 08:01:03.058196,slurm_normal,1497772885.0,0,1.0,main_w3_handler0,3160847,16124940,False,2700510208,gemini.sqlite,,10205899.roundup,slurm,,132112168.0,corral-repl,,"""4443a79c53fc11e7b4ca005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 30067881}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1497772880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-06-18 08:01:26.968186,42102.0,5.0
2017-06-18 07:56:03.714292,slurm_normal,1497772632.0,0,1.0,main_w3_handler0,3160845,16124915,False,2548345856,gemini.sqlite,,10205889.roundup,slurm,,132112168.0,corral-repl,,"""918c355653fb11e7a3f4005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 30066711}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1497772628.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-06-18 07:57:13.565214,42102.0,4.0
2017-06-20 06:44:07.116740,slurm_normal,1497941079.0,0,1.0,main_w3_handler1,3164373,16139719,False,2548345856,gemini.sqlite,,10219431.roundup,slurm,,132112168.0,corral-repl,,"""d97901d0558311e7935a005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 30067994}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1497941072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-06-20 06:44:47.119105,42102.0,7.0
2017-06-20 06:43:29.882238,slurm_normal,1497941054.0,0,1.0,main_w4_handler0,3164372,16139706,False,2700510208,gemini.sqlite,,10219422.roundup,slurm,,132112168.0,corral-repl,,"""b922f1ac558311e78f08005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 30067881}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1497941028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-06-20 06:44:17.635045,42102.0,26.0
2017-08-01 03:21:54.530631,slurm_normal,1501557730.0,0,1.0,main_w4_handler0,3208468,16474547,False,2527497216,gemini.sqlite,,10542906.roundup,slurm,,132112168.0,corral-repl,,"""8fdb7db8766811e79318005056ba55fb""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 30068654}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1501557724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-08-01 03:22:12.518231,42102.0,6.0
2017-09-19 13:01:05.892339,slurm_normal,1505826244.0,0,1.0,main_w3_handler0,3259330,16865344,False,181228544,gemini.sqlite,,10932421.roundup,slurm,,132112168.0,corral-repl,,"""975a517e9d3a11e7ba83005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31306323}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505826214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-19 13:04:06.256953,90150.0,30.0
