create_time,ctrl,ctrl_filetype,destination_id,end_epoch,exit_code,expt,expt_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.advanced_options_cond.__current_case__,parameters.advanced_options_cond.advanced_options,parameters.chromInfo,parameters.ctrl.values,parameters.dbkey,parameters.expt.values,parameters.expt|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-29 15:30:55.249841,,,reserved,1490806381.0,0,26437968,bam,,1.0,main_w3_handler1,3049269,15425392,False,,9557688.roundup,slurm,,132112168.0,corral-repl,,1.0,hide,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""","[{'src': 'hda', 'id': 28954807}]","""G1E_Tal1_R2_downsampled_SRR492445""",32.0,,35746799,1490801460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/multigps/multigps/0.73.0,0.73.0,,2017-03-29 16:54:40.162741,621,4921.0
2017-03-29 15:30:56.101552,,,reserved,1490801872.0,0,17075759,bam,,1.0,main_w3_handler1,3049269,15425393,False,,9557689.roundup,slurm,,132112168.0,corral-repl,,1.0,hide,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""","[{'src': 'hda', 'id': 28954808}]","""G1E_Tal1_R1_downsampled_SRR492444""",32.0,,35746799,1490801464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/multigps/multigps/0.73.0,0.73.0,,2017-03-29 15:37:56.342697,621,408.0
2017-03-29 15:30:57.571916,,,reserved,1490802003.0,0,19081204,bam,,1.0,main_w3_handler1,3049269,15425395,False,,9557691.roundup,slurm,,132112168.0,corral-repl,,1.0,hide,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""","[{'src': 'hda', 'id': 28954810}]","""G1E_input_R1_downsampled_SRR507859""",32.0,,35746799,1490801464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/multigps/multigps/0.73.0,0.73.0,,2017-03-29 15:40:05.403144,621,539.0
2017-03-29 15:30:54.417467,,,reserved,1490802040.0,0,28563095,bam,,1.0,main_w3_handler0,3049269,15425391,False,,9557687.roundup,slurm,,132112168.0,corral-repl,,1.0,hide,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""","[{'src': 'hda', 'id': 28954806}]","""Megakaryocyte_input_R1_downsampled_SRR492453""",32.0,,35746799,1490801460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/multigps/multigps/0.73.0,0.73.0,,2017-03-29 15:40:42.597671,621,580.0
2017-03-29 15:30:51.573707,,,reserved,1490871902.0,0,162194679,bam,,1.0,main_w4_handler0,3049269,15425388,False,,9557739.roundup,slurm,,132112168.0,corral-repl,,1.0,hide,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""","[{'src': 'hda', 'id': 28954802}]","""Megakaryocytes_Tal1_R2_downsampled_SRR549007""",32.0,,35746799,1490801920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/multigps/multigps/0.73.0,0.73.0,,2017-03-30 13:31:30.905200,621,69982.0
2017-03-29 15:30:52.463569,,,reserved,1490850955.0,0,139281889,bam,,1.0,main_w3_handler1,3049269,15425389,False,,9557686.roundup,slurm,,132112168.0,corral-repl,,1.0,hide,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""","[{'src': 'hda', 'id': 28954803}]","""Megakaryocyte_Tal1_R1_downsampled_SRR549006""",32.0,,35746799,1490801457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/multigps/multigps/0.73.0,0.73.0,,2017-03-30 05:15:58.672058,621,49498.0
2017-03-29 15:30:53.410272,,,reserved,1490882544.0,0,165350631,bam,,1.0,main_w4_handler1,3049269,15425390,False,,9557975.roundup,slurm,,132112168.0,corral-repl,,1.0,hide,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""","[{'src': 'hda', 'id': 28954805}]","""Megakaryocyte_input_R2_downsampled_SRR492454""",32.0,,35746799,1490804454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/multigps/multigps/0.73.0,0.73.0,,2017-03-30 14:02:35.554425,621,78090.0
2017-03-29 15:30:56.796004,,,reserved,1490882490.0,0,173206411,bam,,1.0,main_w3_handler1,3049269,15425394,False,,9557690.roundup,slurm,,132112168.0,corral-repl,,1.0,hide,"""/galaxy-repl/localdata/chrom/mm10.len""",,"""mm10""","[{'src': 'hda', 'id': 28954809}]","""G1E_input_R2_downsampled_SRR507860""",32.0,,35746799,1490801464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/multigps/multigps/0.73.0,0.73.0,,2017-03-30 14:01:35.957119,621,81026.0
2017-03-31 14:50:51.594950,19081427.0,bam,reserved,1490972338.0,0,17075971,bam,,1.0,main_w3_handler1,3049269,15448609,False,,9578987.roundup,slurm,,132112168.0,corral-repl,,1.0,hide,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 28969397}]","""mm10""","[{'src': 'hda', 'id': 28969394}]",,32.0,,35746799,1490971857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/multigps/multigps/0.73.0,0.73.0,,2017-03-31 14:59:13.565883,621,481.0
2017-03-31 15:08:56.879124,19081427.0,bam,reserved,1490973658.0,0,17075971,bam,,1.0,main_w4_handler0,3049269,15448980,False,,9579534.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 28969397}]","""mm10""","[{'src': 'hda', 'id': 28969394}]",,32.0,,35746799,1490973189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/multigps/multigps/0.73.0,0.73.0,,2017-03-31 15:21:14.120018,621,469.0
