create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.iterations,parameters.major_only,parameters.pairwise,parameters.root.__current_case__,parameters.root.root_fa,parameters.root.root_selector,parameters.sequences,parameters.sequences.values,processor_count,root_fa,root_fa_filetype,runner_name,sequences,sequences1,sequences10,sequences10_filetype,sequences11,sequences11_filetype,sequences1_filetype,sequences2,sequences2_filetype,sequences3,sequences3_filetype,sequences4,sequences4_filetype,sequences5,sequences5_filetype,sequences6,sequences6_filetype,sequences7,sequences7_filetype,sequences8,sequences8_filetype,sequences9,sequences9_filetype,sequences_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-04-22 03:20:34.614057,slurm_normal,1429672897.0,0,1.0,main_w1_handler0,2277786,9295611,False,,3610545.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""1000""","""False""","""False""",0,,unrooted,"""19411274,19411285,19411286,19411288,19411290,19411306""",,32.0,,,,336333,336333.0,,,,,fasta,16824.0,fasta,16820.0,fasta,16819.0,fasta,16819.0,fasta,16822.0,fasta,,,,,,,fasta,22632158,1429672857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2015-04-22 03:21:41.190466,29829,40.0
2015-04-22 02:57:33.638076,slurm_normal,1429671533.0,0,1.0,main_w2_handler0,2230553,9295487,False,,3610356.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""False""","""False""",0,,unrooted,"""19410927,19410928,19410930,19410931,19410933,19410934""",,32.0,,,,336333,336333.0,,,,,fasta,16822.0,fasta,16819.0,fasta,16820.0,fasta,16824.0,fasta,16819.0,fasta,,,,,,,fasta,22632158,1429671476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2015-04-22 02:58:57.940523,29829,57.0
2015-04-22 03:34:07.586785,slurm_normal,1429673727.0,0,1.0,main_w1_handler0,2277786,9295651,False,,3610619.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""1000""","""False""","""False""",1,19411412.0,add_root,"""19411274,19411285,19411286,19411288,19411290,19411306""",,32.0,16852.0,fasta,,336333,336333.0,,,,,fasta,16824.0,fasta,16820.0,fasta,16819.0,fasta,16819.0,fasta,16822.0,fasta,,,,,,,fasta,22632158,1429673675.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2015-04-22 03:35:31.451881,29829,52.0
2015-04-22 03:12:54.560450,slurm_normal,1429672443.0,0,1.0,main_w2_handler0,2277786,9295568,False,,3610461.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""1000""","""False""","""False""",0,,unrooted,"""19411174,19411182,19411183,19411187,19411189,19411201""",,32.0,,,,336333,336333.0,,,,,fasta,16824.0,fasta,16820.0,fasta,16819.0,fasta,16819.0,fasta,16822.0,fasta,,,,,,,fasta,22632158,1429672400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2015-04-22 03:14:08.566945,29829,43.0
2015-04-22 03:31:55.944946,slurm_normal,1429673569.0,0,1.0,main_w1_handler0,2277786,9295644,False,,3610611.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""False""","""False""",1,19411412.0,add_root,"""19411285,19411286,19411288,19411290,19411306""",,32.0,16852.0,fasta,,16824,16824.0,,,,,fasta,16820.0,fasta,16819.0,fasta,16819.0,fasta,16822.0,fasta,,,,,,,,,fasta,22632158,1429673541.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2015-04-22 03:32:54.992469,29829,28.0
2016-06-22 00:59:04.082006,slurm_normal,1466557182.0,0,1.0,main_w2_handler0,2712926,13230810,False,,7415946.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1000""","""false""","""false""",0,,unrooted,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3e0f660f37bea43'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d2f1de32acf49ca0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b560b53d986c7d5b31'}, {'src': 'hda', 'id': 'bbd44e69cb8906b591f73037e3aa8b55'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54f929ce93723a6c6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b535aab7a4b5b61c76'}]",32.0,,,,84113,84113.0,,,,,fasta,16830.0,fasta,16828.0,fasta,16827.0,fasta,16830.0,fasta,16828.0,fasta,,,,,,,fasta,30362146,1466557159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-06-22 00:59:45.387335,4594,23.0
2016-06-22 01:03:14.234281,slurm_normal,1466557442.0,0,1.0,main_w1_handler1,2712926,13230900,False,,7415975.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1000""","""false""","""false""",0,,unrooted,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3e0f660f37bea43'}, {'src': 'hda', 'id': 'bbd44e69cb8906b535aab7a4b5b61c76'}]",32.0,,,,84113,84113.0,,,,,fasta,16828.0,fasta,,,,,,,,,,,,,,,fasta,30362146,1466557410.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-06-22 01:04:07.386271,4594,32.0
2016-06-22 01:15:50.763748,slurm_normal,1466558188.0,0,1.0,main_w1_handler0,2712926,13231040,False,,7416117.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1000""","""false""","""false""",0,,unrooted,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3e0f660f37bea43'}, {'src': 'hda', 'id': 'bbd44e69cb8906b560b53d986c7d5b31'}, {'src': 'hda', 'id': 'bbd44e69cb8906b591f73037e3aa8b55'}, {'src': 'hda', 'id': 'bbd44e69cb8906b535aab7a4b5b61c76'}]",32.0,,,,84113,84113.0,,,,,fasta,16828.0,fasta,16827.0,fasta,16828.0,fasta,,,,,,,,,,,fasta,30362146,1466558166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-06-22 01:16:30.612768,4594,22.0
2014-10-30 20:10:17.415108,rodeo_normal,1414700963.0,0,1.0,main_w2_handler0,1956774,8074585,False,,101653.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""1000""","""False""","""False""",1,15957081.0,add_root,"""15942465,15945993,15946008""",,2.0,16852.0,fasta,,336333,336333.0,,,,,fasta,16819.0,fasta,16822.0,fasta,,,,,,,,,,,,,fasta,18037820,1414700912.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2014-10-30 20:29:28.098618,29829,51.0
2014-11-24 20:33:46.991638,rodeo_normal,1416861302.0,0,1.0,main_w1_handler0,2128610,8241523,False,,315013.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""1000""","""False""","""False""",1,17668704.0,add_root,"""17668646,17668649,17668651""",,2.0,16852.0,fasta,,336333,336333.0,,,,,fasta,16819.0,fasta,16822.0,fasta,,,,,,,,,,,,,fasta,18037820,1416861248.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2014-11-24 20:35:05.732898,29829,54.0
