chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.centre,parameters.chromInfo,parameters.compliant.__current_case__,parameters.compliant.addgenes,parameters.compliant.compliant_select,parameters.compliant.mincontig,parameters.dbkey,parameters.evalue,parameters.fast,parameters.genus,parameters.gffver,parameters.increment,parameters.input.values,parameters.input|__identifier__,parameters.kingdom.__current_case__,parameters.kingdom.gcode,parameters.kingdom.kingdom_select,parameters.locustag,parameters.metagenome,parameters.norrna,parameters.notrna,parameters.outputs,parameters.plasmid,parameters.proteins.values,parameters.rfam,parameters.species,parameters.strain,parameters.usegenus,processor_count,proteins,proteins_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-09 13:07:38.404784,slurm_multi,1507555161.0,0,,6.0,main_w3_handler2,3280136,17055447,False,,5375433,fasta,11112623.roundup,slurm,,132112168.0,corral-repl,,0.0,no,,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,false,no,200,"""?""","""1e-06""","""false""","""""","""3""","""1""","[{'src': 'hda', 'id': 31609865}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""""","""""","""false""",32.0,,,,41153676.0,1507555023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-10-09 13:19:36.111032,69444,138.0
,,2017-09-30 07:09:38.582154,slurm_multi,1506755620.0,0,,6.0,main_w3_handler2,3266342,16976755,False,,4798374,fasta,11044420.roundup,slurm,,132112168.0,corral-repl,,0.0,no,,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,false,no,200,"""?""","""1e-06""","""false""","""Aeromonas""","""3""","""1""","[{'src': 'hda', 'id': 31486626}]",,1,11,Bacteria,"""F0050""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""","[{'src': 'hda', 'id': 31486625}]","""false""","""hydrophila""","""F0050""","""false""",32.0,4987895.0,fasta,,40886207.0,1506755385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-09-30 07:13:45.370422,112267,235.0
,,2017-10-09 13:22:14.378606,slurm_multi,1507555496.0,0,,6.0,main_w4_handler2,3280136,17055530,False,,5572551,fasta,11112641.roundup,slurm,,132112168.0,corral-repl,,0.0,no,,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,false,no,200,"""?""","""1e-06""","""false""","""""","""3""","""1""","[{'src': 'hda', 'id': 31608618}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""""","""""","""false""",32.0,,,,41153676.0,1507555339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-10-09 13:25:00.615505,69444,157.0
,,2018-01-19 03:27:55.228916,slurm_multi,1516332580.0,0,,6.0,main_w4_handler2,3393399,18080036,False,,2245990,fasta,12158562,slurm,,132112168.0,corral-repl,,0.0,no,,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,false,no,200,"""?""","""1e-06""","""false""","""""","""3""","""1""","[{'src': 'hda', 'id': 33381545}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""""","""""","""false""",32.0,,,,43213588.0,1516332487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2018-01-19 03:29:44.703316,119995,93.0
,,2017-09-30 18:25:34.419815,slurm_multi,1506796176.0,0,,6.0,main_w3_handler2,3266342,16978077,False,,4789614,fasta,11045574.roundup,slurm,,132112168.0,corral-repl,,0.0,no,,,"""F0050""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,false,no,200,"""?""","""1e-06""","""false""","""Aeromonas""","""3""","""1""","[{'src': 'hda', 'id': 31488918}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""","[{'src': 'hda', 'id': 31486625}]","""false""","""hydrophila""","""F0050""","""false""",32.0,4987895.0,fasta,,40886207.0,1506795941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-09-30 18:29:41.224260,112267,235.0
,,2017-09-30 18:58:52.416938,slurm_multi,1506798156.0,0,,6.0,main_w3_handler2,3266342,16978168,False,,4799384,fasta,11045651.roundup,slurm,,132111800.0,corral-repl,,0.0,no,,,"""F0050""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,false,no,200,"""?""","""1e-06""","""false""","""Aeromonas""","""3""","""1""","[{'src': 'hda', 'id': 31488919}]",,1,11,Bacteria,"""F0050""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""","[{'src': 'hda', 'id': 31486625}]","""false""","""hydrophila""","""F0050""","""false""",32.0,4987895.0,fasta,,40886207.0,1506797941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-09-30 19:02:43.079391,112267,215.0
,,2017-09-30 19:29:48.723519,slurm_multi,1506800003.0,0,,6.0,main_w4_handler2,3266342,16978256,False,,4734596,fasta,11045707.roundup,slurm,,132111800.0,corral-repl,,0.0,no,,,"""F0050""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,false,no,200,"""?""","""1e-06""","""false""","""Aeromonas""","""3""","""1""","[{'src': 'hda', 'id': 31488920}]",,1,11,Bacteria,"""F0050""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""","[{'src': 'hda', 'id': 31486625}]","""false""","""hydrophila""","""F0050""","""false""",32.0,4987895.0,fasta,,40886207.0,1506799794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-09-30 19:33:27.035210,112267,209.0
,,2017-10-09 13:22:15.187086,slurm_multi,1507555504.0,0,,6.0,main_w4_handler2,3280136,17055531,False,,4867042,fasta,11112642.roundup,slurm,,132112168.0,corral-repl,,0.0,no,,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,false,no,200,"""?""","""1e-06""","""false""","""""","""3""","""1""","[{'src': 'hda', 'id': 31608783}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""""","""""","""false""",32.0,,,,41153676.0,1507555342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-10-09 13:25:09.939316,69444,162.0
,,2017-10-09 13:22:17.241446,slurm_multi,1507555697.0,0,,6.0,main_w4_handler2,3280136,17055533,False,,5306218,fasta,11112663.roundup,slurm,,132112168.0,corral-repl,,0.0,no,,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,false,no,200,"""?""","""1e-06""","""false""","""""","""3""","""1""","[{'src': 'hda', 'id': 31608785}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""""","""""","""false""",32.0,,,,41153676.0,1507555515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-10-09 13:28:22.729965,69444,182.0
,,2017-10-09 13:22:15.980363,slurm_multi,1507555699.0,0,,6.0,main_w4_handler2,3280136,17055532,False,,5463426,fasta,11112658.roundup,slurm,,132109816.0,corral-repl,,0.0,no,,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,false,no,200,"""?""","""1e-06""","""false""","""""","""3""","""1""","[{'src': 'hda', 'id': 31608784}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""""","""""","""false""",32.0,,,,41153676.0,1507555505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-10-09 13:28:28.997854,69444,194.0
,,2017-10-09 13:22:20.550503,slurm_multi,1507555846.0,0,,6.0,main_w4_handler2,3280136,17055536,False,,5141932,fasta,11112681.roundup,slurm,,132112168.0,corral-repl,,0.0,no,,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,false,no,200,"""?""","""1e-06""","""false""","""""","""3""","""1""","[{'src': 'hda', 'id': 31608788}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""""","""""","""false""",32.0,,,,41153676.0,1507555711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-10-09 13:30:49.352141,69444,135.0
,,2018-03-02 05:38:06.057338,slurm_multi,1519969310.0,0,30720.0,6.0,main_w3_handler2,3447950,18576552,False,,6880683,fasta,12670818,slurm,,132109816.0,corral-repl,,0.0,no,,,"""EA7366UnivLille""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/pseuAeru.len""",1,,yes,,"""pseuAeru""","""1e-06""","""false""","""Pseudomonas""","""3""","""1""","[{'src': 'hda', 'id': 34155712}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""aeruginosa""","""""","""true""",32.0,,,,44259658.0,1519969100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2018-03-02 05:41:54.644043,66355,210.0
,,2018-03-02 05:38:53.803425,slurm_multi,1519969430.0,0,30720.0,6.0,main_w3_handler2,3447950,18576553,False,,5825561,fasta,12670819,slurm,,132111800.0,corral-repl,,0.0,no,,,"""EA7366UnivLille""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/31.len""",1,,yes,,"""31""","""1e-06""","""false""","""Klebsiella""","""3""","""1""","[{'src': 'hda', 'id': 34155710}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""pneumoniae""","""""","""true""",32.0,,,,44259658.0,1519969146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2018-03-02 05:43:54.942747,66355,284.0
,,2017-10-02 13:18:26.212546,slurm_multi,1506950543.0,0,,6.0,main_w3_handler2,3266342,16985297,False,,4766750,fasta,11052427.roundup,slurm,,132112168.0,corral-repl,,0.0,no,,,"""F0050""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,false,no,200,"""?""","""1e-06""","""false""","""Aeromonas""","""3""","""1""","[{'src': 'hda', 'id': 31489302}]",,1,11,Bacteria,"""F0050|""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""","[{'src': 'hda', 'id': 31486625}]","""false""","""hydrophila""","""F0050""","""false""",32.0,4987895.0,fasta,,40886207.0,1506950310.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-10-02 13:22:31.786122,112267,233.0
,,2017-08-15 04:40:07.193194,slurm_normal,1502775489.0,0,,1.0,main_w4_handler1,3221298,16582321,False,,81914837,fasta,10653657.roundup,slurm,,132112168.0,corral-repl,,,,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",0,true,no,200,"""?""","""1e-06""","""false""","""""","""3""","""1""","[{'src': 'hda', 'id': 30875978}]",,1,11,Bacteria,"""PROKKA""","""true""","""true""","""true""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""""","""""","""true""",32.0,,,,39868138.0,1502772021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-08-15 05:38:16.554226,110153,3468.0
,,2017-08-15 06:42:19.346236,slurm_normal,1502785336.0,0,,1.0,main_w3_handler1,3221298,16582736,False,,81914837,fasta,10654025.roundup,slurm,,132112168.0,corral-repl,,,,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",0,false,no,200,"""?""","""1e-06""","""false""","""""","""3""","""1""","[{'src': 'hda', 'id': 30876451}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""""","""""","""false""",32.0,,,,39868138.0,1502779352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-08-15 08:22:22.826349,110153,5984.0
,,2017-08-16 14:35:13.511513,slurm_multi,1502894211.0,0,,6.0,main_w3_handler2,3171810,16594220,False,,4765933,fasta,10666096,slurm,,132112168.0,corral-repl,,0.0,no,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",0,false,no,200,"""?""","""1e-06""","""false""","""Escherichia""","""3""","""10""","[{'src': 'hda', 'id': 30892718}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""Coli""","""C""","""true""",32.0,,,,39882708.0,1502894128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-08-16 14:36:57.505647,91803,83.0
19.0,len,2017-08-17 13:55:11.194313,slurm_multi,1502978296.0,0,,6.0,main_w4_handler2,3223561,16601051,False,,4590620,fasta,10673151,slurm,,132112168.0,corral-repl,,0.0,no,,,"""""","""/galaxy-repl/main/files/020/973/dataset_20973609.dat""",0,false,no,200,"""?""","""1e-06""","""false""","""""","""3""","""1""","[{'src': 'hda', 'id': 30890538}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""""","""""","""false""",32.0,,,,39861337.0,1502978131.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-08-17 13:58:22.673303,110136,165.0
,,2017-08-17 15:45:53.215215,slurm_multi,1502984863.0,0,,6.0,main_w4_handler2,3225022,16602327,False,,2601477,fasta,10674264,slurm,,132112168.0,corral-repl,,0.0,no,,,"""Ca55""","""/galaxy-repl/localdata/chrom/?.len""",1,,yes,,"""?""","""1e-06""","""false""","""Lactococcus""","""3""","""1""","[{'src': 'hda', 'id': 30905612}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""err""]","""""",,"""false""","""lactis""","""""","""false""",32.0,,,,39931058.0,1502984773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-08-17 15:47:49.490276,110277,90.0
,,2017-08-18 06:45:23.506786,slurm_multi,1503038881.0,0,,6.0,main_w3_handler2,3224832,16606626,False,,5067839,fasta,10678482,slurm,,132112168.0,corral-repl,,0.0,no,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",0,true,no,200,"""?""","""1e-06""","""false""","""""","""3""","""1""","[{'src': 'hda', 'id': 30902980}]",,1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""""","""""","""false""",32.0,,,,39928545.0,1503038737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-08-18 06:48:06.648090,110266,144.0
,,2017-08-18 08:09:02.990511,slurm_multi,1503043855.0,0,,6.0,main_w4_handler2,3225658,16606990,False,,2858117,fasta,10678762,slurm,,132112168.0,corral-repl,,0.0,no,,,"""Z""","""/galaxy-repl/localdata/chrom/?.len""",1,,yes,,"""?""","""1e-06""","""false""","""Staphylococcus""","""3""","""1""","[{'src': 'hda', 'id': 30911805}]",,1,11,Bacteria,"""N""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""",,"""false""","""aureus""","""""","""true""",32.0,,,,39946489.0,1503043780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-08-18 08:10:57.538880,85858,75.0
