create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.filter_type.__current_case__,parameters.filter_type.filter,parameters.filter_type.read_list_file.values,parameters.inputFile.values,parameters.validation_stringency,processor_count,read_list_file,read_list_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-06 13:25:09.816926,slurm_normal,1515245706.0,0,,1.0,main_w4_handler1,3338106,17961882,False,,800192906,bam,12038567,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,includeAligned,,"[{'src': 'hda', 'id': 33189329}]","""SILENT""",32.0,,,,42978314,1515245112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/2.7.1.0,2.7.1.0,,2018-01-06 13:35:07.650414,117129.0,594.0
2018-01-06 23:10:12.585913,slurm_normal,1515283039.0,0,,1.0,main_w4_handler1,3381999,17963508,False,,3582460414,bam,12040153,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,includeAligned,,"[{'src': 'hda', 'id': 33200992}]","""LENIENT""",32.0,,,,42991500,1515280217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/2.7.1.0,2.7.1.0,,2018-01-06 23:57:21.349834,108909.0,2822.0
2018-01-06 23:10:12.217944,slurm_normal,1515283553.0,0,,1.0,main_w3_handler0,3381999,17963507,False,,4335702697,bam,12040152,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,includeAligned,,"[{'src': 'hda', 'id': 33200991}]","""LENIENT""",32.0,,,,42991500,1515280214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/2.7.1.0,2.7.1.0,,2018-01-07 00:05:54.129957,108909.0,3339.0
2018-01-08 15:45:12.518187,slurm_normal,1515430874.0,0,,1.0,main_w4_handler0,3381999,17973746,False,,5283455122,bam,12050305,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,includeAligned,,"[{'src': 'hda', 'id': 33217312}]","""LENIENT""",32.0,,,,42991500,1515426317.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/2.7.1.0,2.7.1.0,,2018-01-08 17:01:16.175472,108909.0,4557.0
2018-01-10 20:44:46.862409,slurm_normal,1515617127.0,0,,1.0,main_w3_handler0,3387706,17996602,False,,1039,sam,12073404,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",2,includeReadList,"[{'src': 'hda', 'id': 33253762}]","[{'src': 'hda', 'id': 33253975}]","""SILENT""",32.0,71383.0,bed,,43116846,1515617118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/2.7.1.0,2.7.1.0,,2018-01-10 20:45:31.271541,54547.0,9.0
2017-11-11 08:53:42.965893,slurm_normal,1510390917.0,0,,1.0,main_w3_handler1,3321134,17417598,False,,172082884,bam,11479741,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",0,includeAligned,,"[{'src': 'hda', 'id': 32246573}]","""LENIENT""",32.0,,,,41481561,1510390761.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/2.7.1.0,2.7.1.0,,2017-11-11 09:01:59.630197,63548.0,156.0
2017-11-12 20:28:56.060847,slurm_normal,1510519406.0,0,,1.0,main_w3_handler1,3315661,17430139,False,,6761248355,sam,11488375,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,includeAligned,,"[{'src': 'hda', 'id': 32268034}]","""LENIENT""",32.0,,,,41945174,1510518540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/2.7.1.0,2.7.1.0,,2017-11-12 20:43:29.124094,114041.0,866.0
2018-01-12 01:44:40.684028,slurm_normal,1515722915.0,0,,1.0,main_w4_handler0,3389140,18009225,False,,16313296288,sam,12086513,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,includeAligned,,"[{'src': 'hda', 'id': 33269589}]","""LENIENT""",32.0,,,,42991500,1515721483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/2.7.1.0,2.7.1.0,,2018-01-12 02:08:37.789372,108909.0,1432.0
2018-01-12 02:09:57.930556,slurm_normal,1515726681.0,0,,1.0,main_w4_handler0,3389140,18009465,False,,21531279583,sam,12086771,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,includeAligned,,"[{'src': 'hda', 'id': 33269602}]","""LENIENT""",32.0,,,,42991500,1515723002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/2.7.1.0,2.7.1.0,,2018-01-12 03:11:23.834556,108909.0,3679.0
2017-11-22 11:15:47.663207,slurm_normal,1511376470.0,0,,1.0,main_w4_handler1,2392587,17547921,False,,27315701147,bam,11611744,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,includeAligned,,"[{'src': 'hda', 'id': 32469708}]","""SILENT""",32.0,,,,42175365,1511368607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/2.7.1.0,2.7.1.0,,2017-11-22 18:47:54.354193,67048.0,7863.0
