create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input1,input1_filetype,input2,input2_filetype,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-18 15:38:56.772393,slurm_normal,1508342293.0,0,1.0,main_w4_handler1,3290961,17133880,False,,1221440099,1221440099,sff,1239055319,sff,sff,11190660,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31741291}, {'src': 'hda', 'id': 31741298}]",32.0,,41357674,1508341174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_sfffiles/mothur_merge_sfffiles/1.36.1.0,1.36.1.0,,2017-10-18 15:58:30.448260,,1119.0
