create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.genomeSource.__current_case__,parameters.genomeSource.index,parameters.genomeSource.index.__class__,parameters.genomeSource.index.value,parameters.genomeSource.ownFile,parameters.genomeSource.refGenomeSource,parameters.input_file,parameters.mingenomefrac,parameters.out_prefix,parameters.windowsize,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-11-29 04:14:08.654453,rodeo_normal,1417234498.0,0,1.0,main_w2_handler0,2126790,8267255,False,,264451907,sam,2135439.roundup,slurm,,132112264.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,dm3,,,,default,17657967,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,18568854,1417234461.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-11-29 04:14:59.305450,55931.0,37.0
2015-01-30 20:03:06.885052,rodeo_normal,1422648253.0,0,1.0,main_w1_handler0,2189081,8640639,False,,165340331,bam,2599803.roundup,slurm,,132112168.0,corral-repl,899171874.0,fasta,,,"""/galaxy-repl/main/files/007/372/dataset_7372293.dat""","""and controls""",2,,,,18348610.0,history,18354803,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,20344691,1422648203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2015-01-30 20:04:15.757571,35312.0,50.0
2015-01-30 22:18:18.579525,rodeo_normal,1422662207.0,0,1.0,main_w2_handler1,2189081,8641563,False,,134591779,bam,2602328.roundup,slurm,,132112168.0,corral-repl,899171874.0,fasta,,"""d68e47f6a8cd11e4863f005056a51846""","""/galaxy-repl/main/files/007/372/dataset_7372293.dat""","""and controls""",2,,,,18348610.0,history,18356656,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,20344691,1422662180.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2015-01-30 23:56:49.791372,35312.0,27.0
2014-12-03 11:35:04.344642,rodeo_normal,1417606647.0,0,1.0,main_w1_handler1,2135543,8309544,False,,2819489289,bam,407851.rodeo,slurm,,8059880.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,hg19chrM,,,,default,17767452,"""1e-05""","""Short Read GC Bias Metrics""","""100""",1.0,,19860001,1417606518.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-03 11:37:29.119569,36252.0,129.0
2014-12-08 00:54:22.817987,rodeo_normal,1418000085.0,0,1.0,main_w2_handler1,1836988,8367597,False,,292530453,sam,493604.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",0,eschColi_K12_DH10B,,,,default,17858461,"""1e-05""","""Short Read GC Bias Metrics""","""100""",2.0,,19934508,1418000070.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 00:54:47.529117,46373.0,15.0
2014-12-08 00:57:59.137650,rodeo_normal,1418000295.0,0,1.0,main_w1_handler1,1836988,8367608,False,,57411481,bam,2258136.roundup,slurm,,132112264.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",0,eschColi_K12_DH10B,,,,default,17858871,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,19934508,1418000286.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 00:58:17.499183,46373.0,9.0
2014-12-08 04:46:14.145028,rodeo_normal,1418013994.0,0,1.0,main_w1_handler0,1836988,8368476,False,,70779732,bam,494952.rodeo,slurm,,8059880.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859839,"""1e-05""","""Short Read GC Bias Metrics""","""100""",1.0,,19934508,1418013982.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 04:46:35.903822,46373.0,12.0
2014-12-08 04:46:18.317395,rodeo_normal,1418014008.0,0,1.0,main_w2_handler1,1836988,8368480,False,,57425417,bam,494961.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859835,"""1e-05""","""Short Read GC Bias Metrics""","""100""",2.0,,19934508,1418014000.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 04:46:53.239912,46373.0,8.0
2014-12-08 04:46:16.843526,rodeo_normal,1418014003.0,0,1.0,main_w2_handler1,1836988,8368479,False,,101655934,bam,2259213.roundup,slurm,,132112264.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859836,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,19934508,1418013997.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 04:46:46.148133,46373.0,6.0
2014-12-08 04:46:12.303887,rodeo_normal,1418013988.0,0,1.0,main_w2_handler0,1836988,8368474,False,,75292817,bam,494949.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859841,"""1e-05""","""Short Read GC Bias Metrics""","""100""",2.0,,19934508,1418013978.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 04:46:31.558680,46373.0,10.0
2014-12-08 04:46:11.681671,rodeo_normal,1418013985.0,0,1.0,main_w2_handler1,1836988,8368473,False,,81217733,bam,2259203.roundup,slurm,,132112264.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859842,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,19934508,1418013977.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 04:46:28.627659,46373.0,8.0
2014-12-08 04:46:15.475878,rodeo_normal,1418013988.0,0,1.0,main_w2_handler1,1836988,8368477,False,,49849062,bam,2259208.roundup,slurm,,132112264.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859838,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,19934508,1418013982.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 04:46:31.595544,46373.0,6.0
2014-12-08 04:46:12.932402,rodeo_normal,1418013995.0,0,1.0,main_w1_handler1,1836988,8368475,False,,103799408,bam,494953.rodeo,slurm,,8059880.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859840,"""1e-05""","""Short Read GC Bias Metrics""","""100""",1.0,,19934508,1418013982.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 04:46:37.630079,46373.0,13.0
2014-12-08 04:46:10.337744,rodeo_normal,1418013985.0,0,1.0,main_w1_handler0,1836988,8368472,False,,71144092,bam,494946.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859843,"""1e-05""","""Short Read GC Bias Metrics""","""100""",2.0,,19934508,1418013975.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 04:46:28.275550,46373.0,10.0
2014-12-08 04:46:16.198512,rodeo_normal,1418013995.0,0,1.0,main_w2_handler0,1836988,8368478,False,,92083281,bam,494956.rodeo,slurm,,8059880.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859837,"""1e-05""","""Short Read GC Bias Metrics""","""100""",1.0,,19934508,1418013982.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 04:46:40.909327,46373.0,13.0
2014-12-08 05:47:40.618254,rodeo_normal,1418017709.0,0,1.0,main_w1_handler0,1836988,8369028,False,,88171723,bam,2259840.roundup,slurm,,132112068.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/pseuAeru.len""","""pseuAeru""",0,pseuAeru_PAO1,,,,default,17859850,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,19950334,1418017700.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 05:48:30.830202,46373.0,9.0
2014-12-08 05:47:40.026253,rodeo_normal,1418017682.0,0,1.0,main_w1_handler1,1836988,8369027,False,,127889620,bam,495705.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/pseuAeru.len""","""pseuAeru""",0,pseuAeru_PAO1,,,,default,17859851,"""1e-05""","""Short Read GC Bias Metrics""","""100""",2.0,,19950334,1418017670.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 05:48:05.550879,46373.0,12.0
2014-12-08 05:47:42.491779,rodeo_normal,1418017719.0,0,1.0,main_w1_handler1,1836988,8369031,False,,107369710,bam,2259848.roundup,slurm,,132112264.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/pseuAeru.len""","""pseuAeru""",0,pseuAeru_PAO1,,,,default,17859845,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,19950334,1418017709.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 05:48:41.880098,46373.0,10.0
2014-12-08 05:47:37.109837,rodeo_normal,1418017680.0,0,1.0,main_w1_handler0,1836988,8369023,False,,138387759,bam,495701.rodeo,slurm,,8059880.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/pseuAeru.len""","""pseuAeru""",0,pseuAeru_PAO1,,,,default,17859861,"""1e-05""","""Short Read GC Bias Metrics""","""100""",1.0,,19950334,1418017666.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 05:48:02.393785,46373.0,14.0
2014-12-08 05:47:39.123580,rodeo_normal,1418017687.0,0,1.0,main_w1_handler0,1836988,8369026,False,,153563398,bam,495707.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/pseuAeru.len""","""pseuAeru""",0,pseuAeru_PAO1,,,,default,17859857,"""1e-05""","""Short Read GC Bias Metrics""","""100""",2.0,,19950334,1418017671.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 05:48:11.426164,46373.0,16.0
2014-12-08 05:47:41.107533,rodeo_normal,1418017711.0,0,1.0,main_w1_handler1,1836988,8369029,False,,108430170,bam,495738.rodeo,slurm,,8059880.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/pseuAeru.len""","""pseuAeru""",0,pseuAeru_PAO1,,,,default,17859849,"""1e-05""","""Short Read GC Bias Metrics""","""100""",1.0,,19950334,1418017700.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 05:48:33.723957,46373.0,11.0
2014-12-08 05:47:41.613722,rodeo_normal,1418017722.0,0,1.0,main_w2_handler0,1836988,8369030,False,,95226318,bam,2259853.roundup,slurm,,132112068.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/pseuAeru.len""","""pseuAeru""",0,pseuAeru_PAO1,,,,default,17859847,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,19950334,1418017713.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 05:48:45.888728,46373.0,9.0
2014-12-08 05:47:38.471201,rodeo_normal,1418017702.0,0,1.0,main_w2_handler0,1836988,8369025,False,,101904954,bam,495727.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/pseuAeru.len""","""pseuAeru""",0,pseuAeru_PAO1,,,,default,17859858,"""1e-05""","""Short Read GC Bias Metrics""","""100""",2.0,,19950334,1418017689.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 05:48:25.897802,46373.0,13.0
2014-12-08 05:47:37.878561,rodeo_normal,1418017702.0,0,1.0,main_w2_handler1,1836988,8369024,False,,140922532,bam,2259833.roundup,slurm,,132112068.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/pseuAeru.len""","""pseuAeru""",0,pseuAeru_PAO1,,,,default,17859859,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,19950334,1418017690.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 05:48:25.551032,46373.0,12.0
2014-12-08 08:42:56.900231,rodeo_normal,1418028214.0,0,1.0,main_w2_handler0,1836988,8370422,False,,57425417,bam,2261677.roundup,slurm,,132112264.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859835,"""1e-05""","""Short Read GC Bias Metrics_EC""","""100""",32.0,,19950334,1418028205.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 08:43:37.271996,46373.0,9.0
2014-12-08 08:42:54.055974,rodeo_normal,1418028198.0,0,1.0,main_w1_handler0,1836988,8370418,False,,70779732,bam,497804.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859839,"""1e-05""","""Short Read GC Bias Metrics_EC""","""100""",2.0,,19950334,1418028190.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 08:43:22.158387,46373.0,8.0
2014-12-08 08:42:52.178944,rodeo_normal,1418028191.0,0,1.0,main_w1_handler1,1836988,8370416,False,,75292817,bam,2261667.roundup,slurm,,132112264.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859841,"""1e-05""","""Short Read GC Bias Metrics_EC""","""100""",32.0,,19950334,1418028181.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 08:43:12.526031,46373.0,10.0
2014-12-08 08:42:56.019343,rodeo_normal,1418028202.0,0,1.0,main_w1_handler1,1836988,8370421,False,,101655934,bam,497807.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859836,"""1e-05""","""Short Read GC Bias Metrics_EC""","""100""",2.0,,19950334,1418028194.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 08:43:25.703405,46373.0,8.0
2014-12-08 08:42:51.562056,rodeo_normal,1418028188.0,0,1.0,main_w1_handler0,1836988,8370415,False,,81217733,bam,497797.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859842,"""1e-05""","""Short Read GC Bias Metrics_EC""","""100""",2.0,,19950334,1418028179.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 08:43:12.329204,46373.0,9.0
2014-12-08 08:42:54.628397,rodeo_normal,1418028200.0,0,1.0,main_w1_handler1,1836988,8370419,False,,49849062,bam,2261672.roundup,slurm,,132112264.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859838,"""1e-05""","""Short Read GC Bias Metrics_EC""","""100""",32.0,,19950334,1418028191.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 08:43:21.910823,46373.0,9.0
2014-12-08 08:42:51.080292,rodeo_normal,1418028184.0,0,1.0,main_w2_handler0,1836988,8370414,False,,71144092,bam,497795.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859843,"""1e-05""","""Short Read GC Bias Metrics_EC""","""100""",2.0,,19950334,1418028175.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 08:43:08.534926,46373.0,9.0
2014-12-08 08:42:53.210804,rodeo_normal,1418028190.0,0,1.0,main_w2_handler0,1836988,8370417,False,,103799408,bam,497800.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859840,"""1e-05""","""Short Read GC Bias Metrics_EC""","""100""",2.0,,19950334,1418028179.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 08:43:15.533277,46373.0,11.0
2014-12-08 08:42:55.204102,rodeo_normal,1418028206.0,0,1.0,main_w2_handler0,1836988,8370420,False,,92083281,bam,2261675.roundup,slurm,,132112068.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",1,eschColi_K12_DH10B,,,,indexed,17859837,"""1e-05""","""Short Read GC Bias Metrics_EC""","""100""",32.0,,19950334,1418028196.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-08 08:43:29.028835,46373.0,10.0
2014-12-11 06:18:47.421675,rodeo_normal,1418278752.0,0,1.0,main_w1_handler0,1836988,8394528,False,,157888894,bam,2291267.roundup,slurm,,132112264.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/pseuAeru.len""","""pseuAeru""",0,pseuAeru_PAO1,,,,default,17902318,"""1e-05""","""PA32_1500bp30ng_GCbiase""","""100""",32.0,,19950334,1418278734.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-11 06:19:13.972706,46373.0,18.0
2014-12-11 06:19:22.157414,rodeo_normal,1418278783.0,0,1.0,main_w1_handler1,1836988,8394533,False,,151443316,bam,532202.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/pseuAeru.len""","""pseuAeru""",0,pseuAeru_PAO1,,,,default,17902331,"""1e-05""","""PA33_NS30ng_GCbiase""","""100""",2.0,,19950334,1418278767.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-11 06:19:47.081479,46373.0,16.0
2014-12-11 06:13:23.533044,rodeo_normal,1418278419.0,0,1.0,main_w2_handler1,1836988,8394523,False,,77367937,bam,532183.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",0,eschColi_K12_DH10B,,,,default,17902315,"""1e-05""","""EC33_NS30ng_GCBiase""","""100""",2.0,,19950334,1418278406.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2014-12-11 06:13:43.736105,46373.0,13.0
2015-02-07 02:28:10.368571,rodeo_normal,1423276190.0,0,1.0,main_w2_handler1,2096047,8679712,False,,783838770,bam,2673149.roundup,slurm,,132112168.0,corral-repl,12361395.0,fasta,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,,,18059854.0,history,18438297,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,21070995,1423276114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2015-02-07 02:29:52.261084,55591.0,76.0
2015-02-07 02:28:45.671944,rodeo_normal,1423276201.0,0,1.0,main_w2_handler0,2096047,8679714,False,,1127337396,bam,2673153.roundup,slurm,,132112168.0,corral-repl,12361395.0,fasta,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,,,18059854.0,history,18438412,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,21070995,1423276150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2015-02-07 02:30:02.340495,55591.0,51.0
2015-02-13 09:56:54.081051,rodeo_normal,1423821692.0,0,1.0,main_w2_handler0,2204874,8719020,False,,2427077308,sam,2747012.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,hg19canon,,,,default,18499469,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,21232050,1423821434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2015-02-13 10:01:35.407837,46265.0,258.0
2015-02-13 13:00:44.150709,rodeo_normal,1423832682.0,0,1.0,main_w1_handler0,2204874,8719851,False,,2458536182,sam,2748470.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,hg19canon,,,,default,18503285,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,20458837,1423832466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2015-02-13 13:04:44.453264,46265.0,216.0
2015-02-22 17:10:11.994707,rodeo_normal,1424625058.0,0,1.0,main_w1_handler1,2215113,8787061,False,,1902017986,sam,2869147.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",0,eschColi_K12,,,,default,18603213,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,21386046,1424625018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2015-02-22 17:11:00.771322,15530.0,40.0
2015-02-23 13:56:28.341979,rodeo_normal,1424699862.0,0,1.0,main_w2_handler1,2215803,8792450,False,,1686905644,sam,2879382.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",0,eschColi_K12,,,,default,18610039,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,21395504,1424699794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2015-02-23 13:57:44.533376,,68.0
2015-02-23 13:51:02.007843,rodeo_normal,1424699528.0,0,1.0,main_w1_handler1,2202824,8792381,False,,1686905644,sam,2879272.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",0,eschColi_K12,,,,default,18610037,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,21195200,1424699470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2015-02-23 13:52:09.706324,,58.0
2015-02-23 13:51:06.760406,rodeo_normal,1424699519.0,0,1.0,main_w2_handler1,2215801,8792383,False,,1689384357,sam,2879274.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",0,eschColi_K12,,,,default,18610057,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,21395498,1424699473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2015-02-23 13:52:02.224521,,46.0
2015-02-23 13:51:01.246545,rodeo_normal,1424699759.0,0,1.0,main_w2_handler1,2215797,8792380,False,,1686905644,sam,2879340.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",0,eschColi_K12,,,,default,18610035,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,21395478,1424699695.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2015-02-23 13:56:02.746584,,64.0
2015-02-23 13:51:08.777827,rodeo_normal,1424699567.0,0,1.0,main_w1_handler0,2215802,8792384,False,,1686905644,sam,2879276.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",0,eschColi_K12,,,,default,18610027,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,21395502,1424699476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2015-02-23 13:52:49.379887,,91.0
2015-02-23 13:51:32.097838,rodeo_normal,1424699525.0,0,1.0,main_w2_handler0,2215800,8792388,False,,1686905644,sam,2879281.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",0,eschColi_K12,,,,default,18610064,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,21395492,1424699498.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2015-02-23 13:52:07.875864,,27.0
2015-02-23 13:53:08.264132,rodeo_normal,1424699635.0,0,1.0,main_w1_handler0,2215815,8792415,False,,1686905644,sam,2879311.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",0,eschColi_K12,,,,default,18610019,"""1e-05""","""Short Read GC Bias Metrics""","""100""",32.0,,21395678,1424699596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardGCBiasMetrics/1.56.0,1.56.0,,2015-02-23 13:53:57.257410,,39.0
