create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.iters,parameters.matrixmodel,parameters.metric,parameters.otu.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-26 11:28:27.920897,slurm_normal,1519644522.0,0,7680.0,1.0,main_w4_handler1,3442753,18521183,False,,12617318,slurm,,132112168.0,corral-repl,210888,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1000""","""sim2""","""cscore""","[{'src': 'hda', 'id': 34070174}]",32.0,,44166195,1519644517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cooccurrence/mothur_cooccurrence/1.36.1.0,1.36.1.0,,2018-02-26 11:28:42.883171,,5.0
