chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.__index__,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-11-09 18:06:34.267711,slurm_normal_64gb,1478714912.0,0.0,,1.0,main_w4_handler1,2510483,14298034,False,,9126352,bedgraph,8506051,slurm,,132111800.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b549f3081cb9f2c58b'}]",32.0,,34170473,1478714904.0,ok,1023996.0,CONVERTER_bedgraph_to_bigwig,1.0.0,,2016-11-09 18:08:33.554213,27642.0,8.0
,,2016-11-11 17:42:37.732565,slurm_normal_64gb,1478892364.0,0.0,,1.0,main_w3_handler1,2881289,14319575,False,,2466967116,bedgraph,8527698,slurm,,132111800.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57796d45afb8b8097'}]",32.0,,33294469,1478892114.0,ok,1023996.0,CONVERTER_bedgraph_to_bigwig,1.0.0,,2016-11-11 19:26:22.116712,91117.0,250.0
,,2016-11-11 19:00:15.326512,slurm_normal_64gb,1478896291.0,0.0,,1.0,main_w3_handler0,2881289,14320332,False,,3220659387,bedgraph,8528552,slurm,,132111800.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539e9e2d38ee90daf'}]",32.0,,33294469,1478896018.0,ok,1023996.0,CONVERTER_bedgraph_to_bigwig,1.0.0,,2016-11-11 20:31:35.333953,91117.0,273.0
,,2016-11-11 17:46:42.645478,slurm_normal_64gb,1478896304.0,0.0,,1.0,main_w4_handler1,2881289,14319609,False,,2063317029,bedgraph,8528553,slurm,,132111800.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3e45e24d0efce60'}]",32.0,,33294469,1478896114.0,ok,1023996.0,CONVERTER_bedgraph_to_bigwig,1.0.0,,2016-11-11 20:31:46.235621,91117.0,190.0
,,2016-11-11 22:47:51.719110,slurm_normal_64gb,1478904586.0,0.0,,1.0,main_w3_handler0,2881289,14321787,False,,2243562509,bedgraph,8529873,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc7044f90bfa8531'}]",32.0,,33294469,1478904474.0,ok,1023996.0,CONVERTER_bedgraph_to_bigwig,1.0.0,,2016-11-11 22:49:49.301527,91117.0,112.0
,,2016-11-13 17:27:37.392536,slurm_normal_64gb,1479058111.0,0.0,,1.0,main_w4_handler0,2892258,14330125,False,,2842643,bedgraph,8537055,slurm,,132111800.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eac34a5e5132c80b'}]",32.0,,34227097,1479058104.0,ok,1023996.0,CONVERTER_bedgraph_to_bigwig,1.0.0,,2016-11-13 17:28:33.220608,,7.0
,,2016-11-13 18:47:05.307307,slurm_normal_64gb,1479062980.0,0.0,,1.0,main_w4_handler0,2892625,14330636,False,,1350078315,bedgraph,8537432,slurm,,132111800.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c67a0118d7f7b88'}]",32.0,,34227097,1479062829.0,ok,1023996.0,CONVERTER_bedgraph_to_bigwig,1.0.0,,2016-11-13 18:49:41.399834,,151.0
,,2017-02-23 10:31:26.832552,slurm_normal_64gb,1487845936.0,0.0,,1.0,main_w3_handler1,3007089,15116895,False,,883083209,bedgraph,9271270,slurm,,132112168.0,corral-repl,,,,1.0,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28476949}]",32.0,,34544509,1487845890.0,ok,1023996.0,CONVERTER_bedgraph_to_bigwig,1.0.0,,2017-02-23 10:32:19.186721,72450.0,46.0
,,2016-11-15 18:22:42.685601,slurm_normal_64gb,1479234257.0,0.0,,1.0,main_w3_handler0,2799332,14347265,False,,817930327,bedgraph,8553331,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7c192913ecafa31'}]",32.0,,33257250,1479234165.0,ok,1023996.0,CONVERTER_bedgraph_to_bigwig,1.0.0,,2016-11-15 18:24:19.718191,88883.0,92.0
,,2017-02-23 10:31:28.992822,slurm_normal_64gb,1487845994.0,0.0,,1.0,main_w4_handler0,3007089,15116900,False,,895486618,bedgraph,9271275,slurm,,132112168.0,corral-repl,,,,1.0,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28477127}]",32.0,,34544509,1487845947.0,ok,1023996.0,CONVERTER_bedgraph_to_bigwig,1.0.0,,2017-02-23 10:33:16.573053,72450.0,47.0
