create_time,destination_id,end_epoch,exit_code,fastq1,fastq1_filetype,fastq2,fastq2_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fastq1.values,parameters.fastq2.values,parameters.invariant,parameters.taglen,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-15 10:25:57.495944,slurm_normal,1513334828.0,0,9382227605,fastqsanger,7505080321,fastqsanger,,1.0,main_w3_handler1,3366841,17816057,False,,11884721,slurm,,132112168.0,corral-repl,,"""4e013998e18211e78c50005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32945575}]","[{'src': 'hda', 'id': 32945576}]","""5""","""12""",32.0,,,1513333581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.9,2.0.9,,2017-12-15 10:47:11.069384,84316.0,1247.0
2017-12-15 20:36:21.942035,slurm_normal,1513370691.0,0,3743957113,fastqsanger,3743217079,fastqsanger,,1.0,main_w3_handler0,3367419,17821844,False,,11890577,slurm,,132112168.0,corral-repl,,"""9993aa1ce1d711e78c50005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32955252}]","[{'src': 'hda', 'id': 32955254}]","""5""","""12""",32.0,,,1513370190.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.9,2.0.9,,2017-12-15 20:44:52.966265,73233.0,501.0
2017-12-15 21:11:41.094963,slurm_normal,1513372722.0,0,2928003957,fastqsanger,2927280657,fastqsanger,,1.0,main_w3_handler0,3367443,17822296,False,,11890903,slurm,,132112168.0,corral-repl,,"""88bdf896e1dc11e783e0005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32955920}]","[{'src': 'hda', 'id': 32955921}]","""5""","""12""",32.0,,,1513372328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.9,2.0.9,,2017-12-15 21:18:43.825657,73233.0,394.0
2017-12-15 21:04:43.878131,slurm_normal,1513372518.0,0,4425904937,fastqsanger,4424822357,fastqsanger,,1.0,main_w4_handler1,3367437,17822163,False,,11890846,slurm,,132112168.0,corral-repl,,"""8f60df16e1db11e7bb4c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32955716}]","[{'src': 'hda', 'id': 32955717}]","""5""","""12""",32.0,,,1513371891.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.9,2.0.9,,2017-12-15 21:15:20.889671,73233.0,627.0
2017-12-15 21:09:29.328211,slurm_normal,1513372738.0,0,3681691257,fastqsanger,3680409389,fastqsanger,,1.0,main_w4_handler0,3367442,17822237,False,,11890891,slurm,,132112168.0,corral-repl,,"""3b79e496e1dc11e7aa8e005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32955832}]","[{'src': 'hda', 'id': 32955833}]","""5""","""12""",32.0,,,1513372184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.9,2.0.9,,2017-12-15 21:19:01.663226,73233.0,554.0
2017-12-17 14:27:59.783387,slurm_normal,1513520995.0,0,722788260,fastqsanger,722309992,fastqsanger,,1.0,main_w3_handler1,3368365,17830178,False,,11903494,slurm,,132112168.0,corral-repl,,"""75c58cb2e33611e7871d005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32971968}]","[{'src': 'hda', 'id': 32971969}]","""5""","""12""",32.0,,,1513520889.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.9,2.0.9,,2017-12-17 14:29:56.918482,73233.0,106.0
2017-12-17 14:21:32.189549,slurm_normal,1513520597.0,0,614988642,fastqsanger,614253580,fastqsanger,,1.0,main_w4_handler1,3368361,17830072,False,,11903453,slurm,,132112168.0,corral-repl,,"""91ea5ff4e33511e7871d005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32971826}]","[{'src': 'hda', 'id': 32971827}]","""5""","""12""",32.0,,,1513520499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.9,2.0.9,,2017-12-17 14:23:19.962537,73233.0,98.0
2017-12-17 14:25:05.362563,slurm_normal,1513520813.0,0,510307769,fastqsanger,509352435,fastqsanger,,1.0,main_w4_handler0,3368364,17830134,False,,11903480,slurm,,132112168.0,corral-repl,,"""0ddd3fc8e33611e7b048005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32971901}]","[{'src': 'hda', 'id': 32971902}]","""5""","""12""",32.0,,,1513520728.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.9,2.0.9,,2017-12-17 14:26:58.023310,73233.0,85.0
2017-12-17 16:56:25.597806,slurm_normal,1513530183.0,0,2973436022,fastq,2971160318,fastq,,1.0,main_w4_handler1,3368440,17830844,False,,11904272,slurm,,132112168.0,corral-repl,,"""34638e8ae34b11e79225005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32973054}]","[{'src': 'hda', 'id': 32973055}]","""5""","""12""",32.0,,,1513529794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.9,2.0.9,,2017-12-17 17:03:04.881496,73233.0,389.0
2017-12-17 17:01:03.901672,slurm_normal,1513530707.0,0,3136119852,fastq,3133879386,fastq,,1.0,main_w4_handler1,3368434,17831062,False,,11904333,slurm,,132112168.0,corral-repl,,"""d9cc835ee34b11e78c7c005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32972978}]","[{'src': 'hda', 'id': 32972979}]","""5""","""12""",32.0,,,1513530299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.9,2.0.9,,2017-12-17 17:11:49.192351,73233.0,408.0
