create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.break_or_create,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.input1|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-08 14:53:11.987016,slurm_normal,1515423202.0,0,,1.0,main_w4_handler0,3385078,17973265,False,,4265922,vcf,12049851,slurm,,132112168.0,corral-repl,,,"""create""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33216283}]",,32.0,,43048816.0,1515423197.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-08 14:53:24.020166,119500.0,5.0
2018-01-08 14:53:09.148187,slurm_normal,1515423199.0,0,,1.0,main_w4_handler1,3385078,17973262,False,,1562674,vcf,12049849,slurm,,132112168.0,corral-repl,,,"""create""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33216279}]",,32.0,,43048816.0,1515423194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-08 14:53:22.735770,119500.0,5.0
2018-01-08 14:53:09.991122,slurm_normal,1515423200.0,0,,1.0,main_w4_handler0,3385078,17973264,False,,1498493,vcf,12049848,slurm,,132112168.0,corral-repl,,,"""create""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33216282}]",,32.0,,43048816.0,1515423194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-08 14:53:21.348040,119500.0,6.0
2018-01-08 14:53:09.642856,slurm_normal,1515423200.0,0,,1.0,main_w4_handler1,3385078,17973263,False,,4285818,vcf,12049850,slurm,,132112168.0,corral-repl,,,"""create""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33216280}]",,32.0,,43048816.0,1515423194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-08 14:53:22.777486,119500.0,6.0
2017-11-05 21:28:47.917203,slurm_normal,1509917355.0,0,,1.0,main_w4_handler0,3251533,17338291,False,,11356240,vcf,11400734,slurm,,132112168.0,corral-repl,,,"""break""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce11.len""","""ce11""","[{'src': 'hda', 'id': 32081724}]",,32.0,,40461054.0,1509917343.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-05 21:29:17.570411,,12.0
2017-11-08 16:34:16.504594,slurm_normal,1510158907.0,0,,1.0,main_w3_handler0,3290654,17382571,False,,29572584,vcf,11444319,slurm,,132112168.0,corral-repl,,,"""break""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32154340}]",,32.0,,41855832.0,1510158897.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-08 16:35:15.978904,77417.0,10.0
2017-11-08 16:35:05.621983,slurm_normal,1510158935.0,0,,1.0,main_w3_handler1,3290654,17382579,False,,29572584,vcf,11444327,slurm,,132112168.0,corral-repl,,,"""create""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32154340}]",,32.0,,41855832.0,1510158925.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-08 16:35:37.637778,77417.0,10.0
2018-01-12 10:52:53.126456,slurm_normal,1515754392.0,0,,1.0,main_w3_handler1,3136117,18013906,False,,14171280,vcf,12091062,slurm,,132112168.0,corral-repl,,,"""break""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33281858}]",,32.0,,43158098.0,1515754376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-12 10:53:15.854765,56285.0,16.0
2017-11-20 07:57:41.988182,slurm_normal,1511164694.0,0,,1.0,main_w4_handler1,3331704,17514299,False,,48184434,vcf,11574083,slurm,,132112168.0,corral-repl,,,"""break""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32410765}]",,32.0,,42110569.0,1511164665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-20 07:58:15.654266,,29.0
2017-11-20 07:46:20.991319,slurm_normal,1511164012.0,0,,1.0,main_w4_handler1,3152309,17514214,False,,38195659,vcf,11574004,slurm,,132112168.0,corral-repl,,,"""break""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31399843}]",,32.0,,40709107.0,1511163987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-20 07:46:54.163636,107570.0,25.0
2017-11-22 11:48:44.777511,slurm_normal,1511351332.0,0,,1.0,main_w3_handler0,3330777,17548214,False,,26255,vcf,11608215,slurm,,132112168.0,corral-repl,,,"""break""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32469553}]",,32.0,,42097364.0,1511351327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-22 11:48:53.464881,116608.0,5.0
2017-11-28 11:42:48.441194,slurm_normal,1511869388.0,0,,1.0,main_w4_handler1,3342828,17617775,False,,885593,vcf,11678536,slurm,,132112168.0,corral-repl,,,"""create""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32581983}]","""S418_PGU1_S6_R1_001.fastq_24Nov2017_12_47_05_303_1511563170922_VCF_4_2.vcf""",32.0,,42299837.0,1511869383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-28 11:43:12.601604,117446.0,5.0
2017-11-27 16:45:35.453300,slurm_normal,1511801166.0,0,,1.0,main_w4_handler0,3307059,17606764,False,,25114617,vcf,11666349,slurm,,132112168.0,corral-repl,,,"""create""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32566052}]",,32.0,,41668644.0,1511801145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-27 16:46:08.868371,,21.0
2017-11-27 16:55:25.439347,slurm_normal,1511801756.0,0,,1.0,main_w3_handler0,3307059,17606948,False,,1001980,vcf,11666651,slurm,,132112168.0,corral-repl,,,"""create""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32566361}]",,32.0,,41668644.0,1511801750.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-27 16:56:02.036045,,6.0
2017-11-28 11:43:02.111570,slurm_normal,1511869444.0,0,,1.0,main_w3_handler0,3342828,17617786,False,,911400,vcf,11678568,slurm,,132112168.0,corral-repl,,,"""create""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32581975}]","""S382_PGU1_S5_R1_001.fastq_24Nov2017_12_47_05_264_1511560063961_VCF_4_2.vcf""",32.0,,42299837.0,1511869439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-28 11:44:10.924352,117446.0,5.0
2017-11-28 11:43:36.368657,slurm_normal,1511869505.0,0,,1.0,main_w4_handler0,3342828,17617804,False,,821068,vcf,11678596,slurm,,132112168.0,corral-repl,,,"""create""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32581957}]","""S289_PGU1_S15_R1_001.fastq_24Nov2017_12_47_05_176_1511553276042_VCF_4_2.vcf""",32.0,,42299837.0,1511869500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-28 11:45:13.435179,117446.0,5.0
