chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.font_size,parameters.input,parameters.input.values,parameters.max_leaves,parameters.max_tree_level,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-09-16 09:22:46.574041,slurm_normal,1442396317.0,0,1.0,main_w1_handler0,2440430,10331003,False,,28979,taxonomy,4614840.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",21128612,,"""0""","""8""",32.0,,25198921.0,1442396313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-09-16 09:38:45.484733,69371.0,4.0
,,2015-06-27 16:48:57.042261,slurm_normal,1435423765.0,0,1.0,main_w2_handler0,2356585,9749924,False,,347530,taxonomy,4053474.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161146,,"""0""","""8""",32.0,,23849305.0,1435423759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:49:26.783811,65335.0,6.0
,,2015-06-27 16:59:13.536757,slurm_normal,1435424378.0,0,1.0,main_w2_handler0,2356576,9750108,False,,347530,taxonomy,4053602.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161363,,"""0""","""18""",32.0,,23863951.0,1435424374.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:42.787750,65330.0,4.0
,,2015-06-27 16:58:24.419960,slurm_normal,1435424333.0,0,1.0,main_w2_handler1,2356650,9750074,False,,347530,taxonomy,4053571.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161354,,"""0""","""18""",32.0,,23864014.0,1435424329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:58:58.636973,65359.0,4.0
,,2015-06-27 16:59:01.017296,slurm_normal,1435424365.0,0,1.0,main_w2_handler0,2355494,9750104,False,,326502,taxonomy,4053598.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161345,,"""0""","""18""",32.0,,23849628.0,1435424360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:26.835955,65282.0,5.0
,,2015-06-27 16:58:17.269168,slurm_normal,1435424327.0,0,1.0,main_w1_handler0,2356596,9750072,False,,347530,taxonomy,4053568.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161367,,"""0""","""18""",32.0,,23849383.0,1435424323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:58:48.718730,65338.0,4.0
,,2015-09-16 09:38:37.578993,slurm_normal,1442396344.0,0,1.0,main_w1_handler2,2440425,10331212,False,,28979,taxonomy,4614850.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",21128850,,"""0""","""8""",32.0,,25198910.0,1442396340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-09-16 09:39:06.488345,69367.0,4.0
,,2015-06-27 16:58:26.359475,slurm_normal,1435424336.0,0,1.0,main_w1_handler1,2356601,9750076,False,,347530,taxonomy,4053573.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161362,,"""0""","""20""",32.0,,23863923.0,1435424331.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:03.072262,65341.0,5.0
,,2015-06-27 16:58:39.009772,slurm_normal,1435424350.0,0,1.0,main_w1_handler1,2356630,9750088,False,,347530,taxonomy,4053586.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161377,,"""0""","""18""",32.0,,23849741.0,1435424346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:19.795067,65352.0,4.0
,,2015-06-27 16:58:47.842195,slurm_normal,1435424355.0,0,1.0,main_w1_handler1,2356807,9750095,False,,347530,taxonomy,4053589.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161364,,"""0""","""18""",32.0,,23851361.0,1435424349.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:22.373703,65373.0,6.0
,,2015-06-27 16:58:31.179096,slurm_normal,1435424333.0,0,1.0,main_w2_handler1,2356789,9750082,False,,347530,taxonomy,4053572.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161350,,"""0""","""16""",32.0,,23851474.0,1435424329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:58:59.292809,65371.0,4.0
,,2015-06-27 16:58:32.825705,slurm_normal,1435424340.0,0,1.0,main_w1_handler0,2356583,9750083,False,,347530,taxonomy,4053579.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161359,,"""0""","""18""",32.0,,23849295.0,1435424336.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:03.721105,65334.0,4.0
,,2015-06-27 16:58:11.697832,slurm_normal,1435424314.0,0,1.0,main_w2_handler0,2356121,9750070,False,,347530,taxonomy,4053565.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161344,,"""0""","""18""",32.0,,23863392.0,1435424309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:58:36.818050,31294.0,5.0
,,2015-06-27 16:58:25.317836,slurm_normal,1435424324.0,0,1.0,main_w2_handler0,2356626,9750075,False,,284331,taxonomy,4053567.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161357,,"""0""","""18""",32.0,,23849651.0,1435424320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:58:46.453798,65351.0,4.0
,,2015-06-27 16:58:20.558456,slurm_normal,1435424327.0,0,1.0,main_w1_handler0,2356631,9750073,False,,347530,taxonomy,4053569.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161366,,"""0""","""18""",32.0,,23849747.0,1435424323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:58:49.088569,65353.0,4.0
,,2015-06-27 16:58:45.265961,slurm_normal,1435424349.0,0,1.0,main_w2_handler1,2356641,9750092,False,,347530,taxonomy,4053585.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161340,,"""0""","""8""",32.0,,23849780.0,1435424345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:14.942279,65356.0,4.0
,,2015-06-27 16:58:29.974130,slurm_normal,1435424337.0,0,1.0,main_w1_handler2,2356703,9750079,False,,347530,taxonomy,4053576.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161361,,"""0""","""18""",32.0,,23850445.0,1435424333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:58:59.152606,65366.0,4.0
,,2015-06-27 16:58:35.658127,slurm_normal,1435424340.0,0,1.0,main_w1_handler2,2356580,9750085,False,,347530,taxonomy,4053578.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161347,,"""0""","""18""",32.0,,23849286.0,1435424335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:02.489683,65332.0,5.0
,,2015-06-27 16:58:34.674320,slurm_normal,1435424341.0,0,1.0,main_w1_handler0,2356609,9750084,False,,347530,taxonomy,4053580.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161355,,"""0""","""18""",32.0,,23849452.0,1435424337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:04.116940,65345.0,4.0
,,2015-06-27 16:58:44.538260,slurm_normal,1435424354.0,0,1.0,main_w1_handler0,2356645,9750091,False,,347530,taxonomy,4053592.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161353,,"""0""","""18""",32.0,,23849836.0,1435424350.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:18.180237,65357.0,4.0
,,2015-06-27 16:58:29.137925,slurm_normal,1435424338.0,0,1.0,main_w2_handler0,2356852,9750078,False,,347530,taxonomy,4053575.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161352,,"""0""","""18""",32.0,,23853294.0,1435424333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:58:59.958714,65375.0,5.0
,,2015-06-27 16:58:50.461863,slurm_normal,1435424349.0,0,1.0,main_w2_handler0,2356567,9750096,False,,347530,taxonomy,4053583.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161343,,"""0""","""21""",32.0,,23849165.0,1435424345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:10.410049,65327.0,4.0
,,2015-06-27 16:58:30.441986,slurm_normal,1435424339.0,0,1.0,main_w1_handler2,2355498,9750080,False,,347530,taxonomy,4053577.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161346,,"""0""","""14""",32.0,,23826201.0,1435424335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:01.815761,65283.0,4.0
,,2015-06-27 16:58:38.956815,slurm_normal,1435424354.0,0,1.0,main_w1_handler2,2356750,9750087,False,,347530,taxonomy,4053587.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161379,,"""0""","""18""",32.0,,23850807.0,1435424348.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:20.545801,65369.0,6.0
,,2015-06-27 16:58:36.674375,slurm_normal,1435424349.0,0,1.0,main_w2_handler1,2356779,9750086,False,,347530,taxonomy,4053582.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161351,,"""0""","""18""",32.0,,23855555.0,1435424345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:13.893880,65342.0,4.0
,,2015-06-27 17:00:52.342258,slurm_normal,1435424477.0,0,1.0,main_w1_handler1,2356576,9750121,False,Job output deleted by user before job completed.,347530,taxonomy,4053631.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161363,,"""0""","""8""",32.0,,23863951.0,1435424474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 17:01:20.574775,65330.0,3.0
,,2015-06-27 16:58:45.811062,slurm_normal,1435424356.0,0,1.0,main_w1_handler2,2356571,9750093,False,,347530,taxonomy,4053593.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161131,,"""0""","""20""",32.0,,23849227.0,1435424351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:21.395249,65329.0,5.0
,,2015-06-27 16:58:41.481554,slurm_normal,1435424353.0,0,1.0,main_w1_handler0,2356661,9750089,False,,347530,taxonomy,4053590.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161378,,"""0""","""18""",32.0,,23850047.0,1435424349.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:17.658565,65362.0,4.0
,,2015-06-27 16:59:01.790444,slurm_normal,1435424361.0,0,1.0,main_w2_handler1,2356661,9750105,False,,347530,taxonomy,4053596.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161378,,"""0""","""21""",32.0,,23850047.0,1435424357.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:25.869332,65362.0,4.0
,,2015-06-27 16:59:21.846318,slurm_normal,1435424384.0,0,1.0,main_w2_handler1,2356579,9750114,False,,347530,taxonomy,4053611.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161369,,"""0""","""18""",32.0,,23849270.0,1435424379.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:47.088155,65331.0,5.0
,,2015-06-27 16:59:20.793968,slurm_normal,1435424393.0,0,1.0,main_w2_handler0,2356622,9750112,False,,347530,taxonomy,4053613.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161401,,"""0""","""18""",32.0,,23849624.0,1435424389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:57.081921,65350.0,4.0
,,2015-06-27 17:00:21.123352,slurm_normal,1435424447.0,0,1.0,main_w1_handler0,2356620,9750120,False,,347530,taxonomy,4053626.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161356,,"""0""","""18""",32.0,,23857964.0,1435424443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 17:00:50.305344,65349.0,4.0
,,2015-06-27 16:59:17.510807,slurm_normal,1435424379.0,0,1.0,main_w1_handler1,2356586,9750111,False,,347530,taxonomy,4053605.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161360,,"""0""","""18""",32.0,,23849338.0,1435424376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:41.622309,65336.0,3.0
,,2015-06-27 16:59:09.253139,slurm_normal,1435424379.0,0,1.0,main_w1_handler2,2356690,9750106,False,,347530,taxonomy,4053607.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161372,,"""0""","""18""",32.0,,23850826.0,1435424376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:42.828059,65364.0,3.0
,,2015-06-27 16:59:15.560613,slurm_normal,1435424378.0,0,1.0,main_w2_handler0,2356750,9750109,False,,347530,taxonomy,4053603.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161379,,"""0""","""14""",32.0,,23850807.0,1435424374.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:43.282056,65369.0,4.0
,,2015-06-27 16:59:55.047340,slurm_normal,1435424417.0,0,1.0,main_w2_handler0,2356661,9750118,False,,347530,taxonomy,4053621.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161378,,"""0""","""20""",32.0,,23850047.0,1435424413.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 17:00:21.348371,65362.0,4.0
,,2015-06-27 17:03:25.024704,slurm_normal,1435424627.0,0,1.0,main_w2_handler0,2356641,9750129,False,,347530,taxonomy,4053652.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161340,,"""0""","""18""",32.0,,23849780.0,1435424622.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 17:03:48.238248,65356.0,5.0
,,2015-06-27 16:59:17.371024,slurm_normal,1435424381.0,0,1.0,main_w1_handler0,2356615,9750110,False,,347530,taxonomy,4053609.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161349,,"""0""","""14""",32.0,,23849503.0,1435424377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:43.952886,65347.0,4.0
,,2015-06-27 16:59:21.047070,slurm_normal,1435424393.0,0,1.0,main_w2_handler0,2356613,9750113,False,,347530,taxonomy,4053615.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161358,,"""0""","""18""",32.0,,23850050.0,1435424389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 16:59:57.523702,65346.0,4.0
,,2015-06-27 16:59:36.086907,slurm_normal,1435424406.0,0,1.0,main_w1_handler1,2356619,9750115,False,,347530,taxonomy,4053618.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161375,,"""0""","""18""",32.0,,23849608.0,1435424402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 17:00:08.010105,65348.0,4.0
,,2015-06-27 16:59:48.281806,slurm_normal,1435424413.0,0,1.0,main_w1_handler2,2356671,9750116,False,,302312,taxonomy,4053619.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161370,,"""0""","""18""",32.0,,23863988.0,1435424409.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 17:00:14.870176,65328.0,4.0
,,2015-06-27 17:01:48.004814,slurm_normal,1435424535.0,0,1.0,main_w1_handler2,2356641,9750124,False,,347530,taxonomy,4053639.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161340,,"""0""","""14""",32.0,,23849780.0,1435424531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 17:02:16.759842,65356.0,4.0
,,2015-06-27 17:03:31.433134,slurm_normal,1435424640.0,0,1.0,main_w1_handler2,2356585,9750130,False,,347530,taxonomy,4053654.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161146,,"""0""","""18""",32.0,,23849305.0,1435424636.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 17:04:02.060482,65335.0,4.0
,,2015-06-27 17:40:00.294589,slurm_normal,1435426819.0,0,1.0,main_w1_handler2,2356668,9750210,False,,347530,taxonomy,4053755.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161659,,"""0""","""18""",32.0,,23850221.0,1435426813.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 17:40:21.924189,65363.0,6.0
,,2015-06-27 17:44:59.359337,slurm_normal,1435427129.0,0,1.0,main_w1_handler0,2355494,9750220,False,,326502,taxonomy,4053767.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161345,,"""0""","""2""",32.0,,23849628.0,1435427120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 17:45:32.552588,65282.0,9.0
,,2015-06-27 18:03:19.435371,slurm_normal,1435428227.0,0,1.0,main_w2_handler1,2356668,9750649,False,,347530,taxonomy,4053974.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""12""",20161659,,"""0""","""20""",32.0,,23850221.0,1435428221.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 18:03:50.146962,65363.0,6.0
,,2015-06-27 18:23:42.502431,slurm_normal,1435429447.0,0,1.0,main_w2_handler0,2356620,9750700,False,,347530,taxonomy,4054192.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20161356,,"""0""","""20""",32.0,,23857964.0,1435429436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-27 18:24:10.632667,65349.0,11.0
,,2015-06-25 07:54:20.383527,slurm_normal,1435220746.0,0,1.0,main_w2_handler1,2336530,9729460,False,,86816685,taxonomy,4036194,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""4""",20126519,,"""0""","""20""",32.0,,23643317.0,1435220726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-25 08:25:48.502948,56818.0,20.0
,,2015-06-25 13:32:49.997725,slurm_normal,1435239238.0,0,1.0,main_w2_handler0,2326482,9731630,False,,40524159,taxonomy,4037981,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""4""",19941631,,"""0""","""20""",32.0,,23643317.0,1435239225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-25 13:35:42.944063,56818.0,13.0
,,2015-06-25 13:42:40.111582,slurm_normal,1435239813.0,0,1.0,main_w1_handler1,2326482,9731779,False,,40524159,taxonomy,4038057,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""4""",19941631,,"""0""","""21""",32.0,,23643317.0,1435239801.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-25 13:43:37.675527,56818.0,12.0
,,2015-06-26 13:50:59.970514,slurm_normal,1435327611.0,0,1.0,main_w1_handler0,2331898,9740868,False,,101305582,taxonomy,4046019,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20148443,,"""0""","""20""",32.0,,23676412.0,1435327603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-26 14:06:53.617146,64068.0,8.0
,,2015-07-28 19:29:48.132147,slurm_normal,1438112106.0,0,1.0,main_w1_handler0,2392127,10020033,False,,88314599,taxonomy,4301487.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20588415,,"""0""","""0""",32.0,,24342971.0,1438111915.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-07-28 19:35:37.785671,52613.0,191.0
,,2015-09-16 12:41:35.259126,slurm_normal,1442407855.0,0,1.0,main_w2_handler1,2440725,10333123,False,,28979,taxonomy,4616789.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",21131471,,"""0""","""8""",32.0,,25203201.0,1442407850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-09-16 12:50:59.817255,69398.0,5.0
,,2015-06-30 10:31:02.644331,slurm_normal,1435660288.0,0,1.0,main_w1_handler1,2349681,9765920,False,,453963,taxonomy,4068761.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20187961,,"""0""","""20""",32.0,,23848544.0,1435660279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-06-30 10:31:31.185962,64486.0,9.0
,,2015-07-29 03:25:25.005559,slurm_normal,1438140352.0,0,1.0,main_w2_handler0,2392702,10022442,False,,124410033,taxonomy,4304235.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20603486,,"""0""","""0""",32.0,,24342971.0,1438140342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-07-29 03:25:54.545006,52613.0,10.0
,,2015-07-29 03:28:10.001227,slurm_normal,1438140521.0,0,1.0,main_w1_handler1,2392702,10022450,False,,124410033,taxonomy,4304244.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""8""",20603486,,"""0""","""18""",32.0,,24342971.0,1438140510.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1.0.0,,2015-07-29 03:28:42.941471,52613.0,11.0
