create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-20 05:58:06.636806,slurm_normal,1492667905.0,0,1.0,main_w3_handler0,3079300,15632175,False,,40,dbnsfp.tabular,9750362.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29288078}]",32.0,,37432907,1492667901.0,ok,1023996.0,tabular_to_dbnsfp,1.0.0,,2017-04-20 05:58:27.710667,,4.0
