create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.infile.values,parameters.infile|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-04 10:12:27.113255,slurm_normal,1515060759.0,0,,1.0,main_w3_handler1,1964723,17942526,False,268833358,fasta,,12018620,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33167583}]",,32.0,,42975856,1515060750.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2018-01-04 10:12:41.687137,50820.0,9.0
2018-01-04 18:28:16.993562,slurm_normal,1515090505.0,0,,1.0,main_w3_handler0,3369564,17946518,False,600104,fasta,,12022847,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33174912}]",,32.0,,42739538,1515090501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2018-01-04 18:28:26.926608,118849.0,4.0
2017-10-27 23:58:48.112433,slurm_normal,1509148753.0,0,,1.0,main_w4_handler0,2910256,17247509,False,69753249,fasta,,11306745,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31935404}]",,32.0,,41586413,1509148748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-10-27 23:59:43.797650,29285.0,5.0
2017-10-28 15:12:58.759294,slurm_normal,1509203590.0,0,,1.0,main_w4_handler1,3201171,17250159,False,7879782,fasta,,11309952,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31939229}]",,32.0,,41594926,1509203585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-10-28 15:13:11.705497,79128.0,5.0
2017-10-28 15:10:44.225756,slurm_normal,1509203474.0,0,,1.0,main_w3_handler0,3201171,17250150,False,47436311,fasta,,11309943,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31939224}]",,32.0,,41594926,1509203468.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-10-28 15:11:24.862662,79128.0,6.0
2017-10-29 19:08:47.884072,slurm_normal,1509304159.0,0,,1.0,main_w3_handler0,3201171,17258175,False,587383,fasta,,11316643,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31954327}]",,32.0,,41594926,1509304155.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-10-29 19:09:25.503079,79128.0,4.0
2017-10-29 18:57:30.781797,slurm_normal,1509303470.0,0,,1.0,main_w4_handler1,3201171,17257997,False,13857,fasta,,11316588,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31954152}]",,32.0,,41594926,1509303466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-10-29 18:57:53.437649,79128.0,4.0
2017-11-02 06:44:05.661086,slurm_normal,1509605068.0,0,,1.0,main_w4_handler1,2710994,17295058,False,3040392,fasta,,11357407,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31881423}]",,32.0,,41690109,1509605063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-11-02 06:44:38.621888,84708.0,5.0
2018-03-05 17:01:37.859778,slurm_normal,1520269314.0,0,7680.0,1.0,main_w4_handler1,3369441,18612751,False,216325752,fasta,,12708549,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32991267}]",,32.0,,44350424,1520269307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2018-03-05 17:01:56.118368,118831.0,7.0
2018-01-25 10:39:01.202760,slurm_normal,1516876790.0,0,,1.0,main_w4_handler1,3401844,18152969,False,1134,fasta,,12234067,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33459653}]",,32.0,,43431279,1516876784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2018-01-25 10:39:55.297538,99424.0,6.0
2017-11-06 06:22:52.735338,slurm_normal,1509949414.0,0,,1.0,main_w3_handler1,3020008,17341395,False,942338627,fasta,,11404339,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32085974}]",,32.0,,40589719,1509949397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-11-06 06:23:38.454840,99224.0,17.0
2017-11-10 04:17:02.514106,slurm_normal,1510287439.0,0,,1.0,main_w4_handler1,3319449,17406417,False,106459821,fasta,,11468219,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32212814}]",,32.0,,41902601,1510287432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-11-10 04:17:21.765110,88606.0,7.0
2018-02-06 11:08:02.905019,slurm_normal,1517915295.0,0,7680.0,1.0,main_w4_handler1,3418732,18268911,False,5228958,fasta,,12350697,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33691407}]",,32.0,,43709578,1517915291.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2018-02-06 11:08:18.463921,,4.0
2017-11-13 23:55:22.463306,slurm_normal,1510617331.0,0,,1.0,main_w3_handler1,3315661,17446081,False,66981965,fasta,,11503237,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32253877}]",,32.0,,41969406,1510617326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-11-13 23:55:33.081998,114041.0,5.0
2017-11-14 18:41:13.713230,slurm_normal,1510684900.0,0,,1.0,main_w3_handler1,2979995,17457270,False,1258408032,fasta,,11515078,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 29265331}]",,32.0,,41990484,1510684882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-11-14 18:41:42.447489,54814.0,18.0
2017-11-14 21:21:59.487918,slurm_normal,1510694576.0,0,,1.0,main_w3_handler0,2979995,17459505,False,1941565878,fasta,,11517469,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32319159}]",,32.0,,41990484,1510694542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-11-14 21:22:59.688425,54814.0,34.0
2017-11-20 01:08:57.864653,slurm_normal,1511140150.0,0,,1.0,main_w4_handler0,3247063,17511890,False,3929428,fasta,,11571701,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32390302}]",,32.0,,42088419,1511140142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-11-20 01:09:11.635258,100375.0,8.0
2017-11-20 01:25:54.862169,slurm_normal,1511141164.0,0,,1.0,main_w4_handler1,3247063,17511992,False,9820351,fasta,,11571791,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32407225}]",,32.0,,42088419,1511141160.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-11-20 01:26:06.177524,100375.0,4.0
2017-11-21 10:23:59.133270,slurm_normal,1511259868.0,0,,1.0,main_w4_handler0,2835448,17532941,False,14643128,fasta,,11592227,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32443471}]",,32.0,,42143389,1511259863.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-11-21 10:24:36.946440,75964.0,5.0
2017-11-21 20:41:30.047669,slurm_normal,1511296899.0,0,,1.0,main_w4_handler1,3247063,17541626,False,15544579,fasta,,11601052,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32460073}]",,32.0,,42155878,1511296894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-11-21 20:41:41.342588,100375.0,5.0
2017-11-21 20:41:53.208317,slurm_normal,1511296923.0,0,,1.0,main_w4_handler1,3247063,17541629,False,53589524,fasta,,11601056,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32460211}]",,32.0,,42155878,1511296917.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-11-21 20:42:04.516028,100375.0,6.0
2017-11-21 20:40:54.113252,slurm_normal,1511296863.0,0,,1.0,main_w4_handler1,3247063,17541620,False,15806910,fasta,,11601040,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32459970}]",,32.0,,42155878,1511296858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-11-21 20:41:05.385303,100375.0,5.0
2018-01-14 19:01:21.356791,slurm_normal,1515956494.0,0,,1.0,main_w3_handler0,3392060,18031732,False,129130,fasta,,12108828,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33308150}]",,32.0,,43193644,1515956490.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2018-01-14 19:01:36.429479,,4.0
2017-11-28 16:54:50.936426,slurm_normal,1511888104.0,0,,1.0,main_w3_handler1,3247063,17622469,False,41374261,fasta,,11683334,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32592694}]",,32.0,,42155878,1511888099.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2017-11-28 16:55:05.286354,100375.0,5.0
2018-01-14 19:02:14.239234,slurm_normal,1515956541.0,0,,1.0,main_w4_handler1,3392060,18031745,False,42621,fasta,,12108841,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33308156}]",,32.0,,43193644,1515956537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2018-01-14 19:02:22.279493,,4.0
2018-01-14 19:01:46.978270,slurm_normal,1515956524.0,0,,1.0,main_w4_handler0,3392060,18031741,False,60351,fasta,,12108836,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33308153}]",,32.0,,43193644,1515956520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24,0.8.24,,2018-01-14 19:02:05.711546,,4.0
