create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,name,name_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.diffs,parameters.fasta.values,parameters.fasta|__identifier__,parameters.gapextend,parameters.gapopen,parameters.match,parameters.mismatch,parameters.name.values,parameters.name|__identifier__,parameters.topdown,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-01 09:27:16.961148,slurm_normal,1509530156.0,0,1419361675,mothur.align,,1.0,main_w4_handler0,3302094,17283665,False,,11344961,slurm,,132112168.0,5220464.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""4""","[{'src': 'hda', 'id': 31921903}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 31921906}]",,"""true""",32.0,,41658202.0,1509528462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-01 10:00:56.719196,72172.0,1694.0
2017-11-01 09:08:09.197505,slurm_normal,1509528991.0,0,1487139684,mothur.align,,1.0,main_w3_handler1,3302099,17283511,False,,11344793,slurm,,132112168.0,5469560.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""4""","[{'src': 'hda', 'id': 31922211}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 31922214}]",,"""true""",32.0,,41658202.0,1509527305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-01 09:38:00.501642,72172.0,1686.0
2017-11-01 09:24:07.211956,slurm_normal,1509529528.0,0,1501577029,mothur.align,,1.0,main_w3_handler1,3302097,17283652,False,,11344955,slurm,,132112168.0,5523314.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""4""","[{'src': 'hda', 'id': 31922128}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 31922136}]",,"""true""",32.0,,41658202.0,1509528262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-01 09:53:16.345095,72172.0,1266.0
2017-11-01 10:08:00.451857,slurm_normal,1509531206.0,0,172728,fasta,,1.0,main_w4_handler1,3306806,17283899,False,,11345249,slurm,,132112168.0,22706.0,mothur.count_table,corral-repl,,"""865c2ca2beec11e7863c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""4""","[{'src': 'hda', 'id': 31999389}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 31999392}]",,"""true""",32.0,,,1509531201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-01 10:13:28.837744,72172.0,5.0
2017-11-01 11:45:34.577138,slurm_normal,1509537563.0,0,11660267,fasta,,1.0,main_w4_handler1,3306882,17284614,False,,11346125,slurm,,132112168.0,1104967.0,mothur.count_table,corral-repl,,"""25df1bc4befa11e7b484005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""4""","[{'src': 'hda', 'id': 32000831}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32000834}]",,"""true""",32.0,,,1509537552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-01 12:05:05.989972,72172.0,11.0
2017-11-01 11:45:07.910195,slurm_normal,1509539132.0,0,50086638,fasta,,1.0,main_w4_handler0,3306883,17284603,False,,11346348,slurm,,132112168.0,4285568.0,mothur.count_table,corral-repl,,"""f2893b9cbef911e79af7005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""4""","[{'src': 'hda', 'id': 32000798}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32000803}]",,"""true""",32.0,,,1509539079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-01 12:25:47.180916,72172.0,53.0
2017-11-01 11:42:49.817737,slurm_normal,1509540328.0,0,72301200,fasta,,1.0,main_w4_handler1,3306884,17284581,False,,11346510,slurm,,132112168.0,6246258.0,mothur.count_table,corral-repl,,"""c31b028cbef911e78f43005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""4""","[{'src': 'hda', 'id': 32000754}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32000757}]",,"""true""",32.0,,,1509540256.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-01 12:53:54.687238,72172.0,72.0
2017-11-02 05:00:56.330025,slurm_normal,1509598913.0,0,56351868,fasta,,1.0,main_w4_handler1,3307676,17294703,False,,11356875,slurm,,132112168.0,7199954.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32016980}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32016981}]",,"""true""",32.0,,41627267.0,1509598870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-02 05:04:16.491095,36706.0,43.0
2017-11-02 07:13:41.427492,slurm_normal,1509606893.0,0,56351868,fasta,,1.0,main_w3_handler1,3307905,17295143,False,,11357497,slurm,,132112168.0,7199954.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32017953}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32017954}]",,"""true""",32.0,,41627267.0,1509606838.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-02 07:16:58.520973,36706.0,55.0
2018-01-08 16:39:30.803820,slurm_normal,1515429588.0,0,2589981,fasta,,1.0,main_w4_handler1,3357006,17974233,False,,12050815,slurm,,132112168.0,635915.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 33218322}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 33218323}]",,"""true""",32.0,,43005625.0,1515429575.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2018-01-08 16:39:56.072488,77009.0,13.0
2017-11-04 10:04:27.250488,slurm_normal,1509789895.0,0,6453181,fasta,,1.0,main_w3_handler0,3310785,17325936,False,,11386846,slurm,,132112168.0,1337514.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32062260}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32062261}]",,"""true""",32.0,,40381825.0,1509789888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-04 10:05:18.909195,94887.0,7.0
2017-11-04 14:33:36.844521,slurm_normal,1509806050.0,0,6885158,fasta,,1.0,main_w3_handler0,3310785,17327399,False,,11388943,slurm,,132112168.0,1412352.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32064658}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32064659}]",,"""true""",32.0,,40381825.0,1509806042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-04 14:35:21.115943,94887.0,8.0
2017-11-07 01:54:37.123490,slurm_normal,1510020232.0,0,1226549784,mothur.align,,1.0,main_w4_handler0,3312502,17352834,False,,11416285,slurm,,132112168.0,7159719.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32103667}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32103668}]",,"""true""",32.0,,40487806.0,1510019713.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-07 03:30:51.384531,110860.0,519.0
2017-11-07 02:11:24.644073,slurm_normal,1510020814.0,0,84945489,fasta,,1.0,main_w4_handler1,3308920,17352934,False,,11416393,slurm,,132112168.0,10405457.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32104149}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32104150}]",,"""true""",32.0,,41628482.0,1510020708.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-07 02:17:34.955499,110821.0,106.0
2017-11-08 02:34:41.305905,slurm_normal,1510108549.0,0,56351868,fasta,,1.0,main_w3_handler0,3315882,17376359,False,,11437495,slurm,,132112168.0,7199954.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32141403}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32141404}]",,"""true""",32.0,,40487806.0,1510108506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-08 02:37:25.359726,110860.0,43.0
2017-11-08 11:50:01.499071,slurm_normal,1510141871.0,0,8500,fasta,,1.0,main_w3_handler0,3284668,17379810,False,,11441338,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 32145699}]",,"""-1""","""-2""","""1""","""-1""",,,"""true""",32.0,,41242785.0,1510141866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-08 11:51:26.459184,113500.0,5.0
2017-11-08 11:49:49.642899,slurm_normal,1510218274.0,0,7149553,fasta,,1.0,main_w3_handler0,3284668,17379808,False,,11441329,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 32145696}]",,"""-1""","""-2""","""1""","""-1""",,,"""true""",32.0,,41242785.0,1510141831.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-09 09:07:50.355894,113500.0,76443.0
2017-11-09 11:05:20.940906,slurm_normal,1510225544.0,0,109229,fasta,,1.0,main_w3_handler1,3318049,17394717,False,,11456554,slurm,,132112168.0,11706.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32190931}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32190054}]",,"""true""",32.0,,41878332.0,1510225540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-09 11:05:53.852495,112972.0,4.0
2017-11-09 20:50:59.756145,slurm_normal,1510261682.0,0,52492207,fasta,,1.0,main_w3_handler0,3308941,17403143,False,,11464442,slurm,,132112168.0,3969292.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 32203254}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32203256}]",,"""true""",32.0,,41894832.0,1510260675.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-09 21:08:10.904607,111190.0,1007.0
2017-11-10 12:16:07.440131,slurm_normal,1510318050.0,0,48,fasta,,1.0,main_w3_handler1,3320025,17409342,False,,11471382,slurm,,132112168.0,82.0,mothur.count_table,corral-repl,,"""ea9ad94ac61011e78536005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""4""","[{'src': 'hda', 'id': 32229090}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32229093}]",,"""true""",32.0,,,1510318045.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-10 12:47:30.842205,72172.0,5.0
2017-11-10 12:42:15.466534,slurm_normal,1510317756.0,0,6454596,fasta,,1.0,main_w3_handler1,3304261,17409458,False,,11471347,slurm,,132112168.0,511731.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32229309}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32229302}]",,"""true""",32.0,,41624007.0,1510317739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-10 12:42:39.252065,114736.0,17.0
2017-11-10 15:15:58.383430,slurm_normal,1510326984.0,0,6454596,fasta,,1.0,main_w3_handler0,3318049,17411148,False,,11472999,slurm,,132112168.0,511732.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32232240}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32232226}]",,"""true""",32.0,,41889938.0,1510326963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-10 15:16:27.331361,112972.0,21.0
2017-11-10 17:34:08.457014,slurm_normal,1510335261.0,0,6885161,fasta,,1.0,main_w3_handler1,3307154,17412583,False,,11474433,slurm,,132112168.0,1412615.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32234142}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32234143}]",,"""true""",32.0,,41917246.0,1510335253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-10 17:34:28.378992,114886.0,8.0
2017-11-13 06:44:25.560595,slurm_normal,1510555521.0,0,789249539,mothur.align,,1.0,main_w4_handler0,3320025,17433884,False,,11491899,slurm,,132112168.0,2041318.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""4""","[{'src': 'hda', 'id': 32229080}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32229083}]",,"""true""",32.0,,41952851.0,1510555470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-13 06:45:38.683763,72172.0,51.0
2017-11-13 19:59:51.375313,slurm_normal,1510603200.0,0,1230,fasta,,1.0,main_w3_handler1,3281996,17441481,False,,11500255,slurm,,132112168.0,1417.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32289941}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32289942}]",,"""true""",32.0,,41193079.0,1510603196.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-13 20:00:03.260188,,4.0
2018-01-11 12:43:21.190592,slurm_normal,1515674627.0,0,18410531,fasta,,1.0,main_w4_handler1,3388766,18002813,False,,12079737,slurm,,132112168.0,3014548.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 33263368}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 33263369}]",,"""true""",32.0,,43131654.0,1515674608.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2018-01-11 12:44:09.317812,119708.0,19.0
2017-11-14 13:13:23.058876,slurm_normal,1510665212.0,0,844,fasta,,1.0,main_w4_handler0,3323166,17452334,False,,11510084,slurm,,132112168.0,19337.0,mothur.names,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32305974}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32302531}]",,"""true""",32.0,,41960222.0,1510665208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-14 13:13:34.124304,74066.0,4.0
2017-11-14 13:17:51.583796,slurm_normal,1510665486.0,0,35010,fasta,,1.0,main_w3_handler1,3323166,17452387,False,,11510129,slurm,,132112168.0,19337.0,mothur.names,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32302530}]",,"""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32302531}]",,"""true""",32.0,,41960222.0,1510665480.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-14 13:18:10.153579,74066.0,6.0
2017-11-14 20:09:16.796612,slurm_normal,1510692068.0,0,1386124412,mothur.align,,1.0,main_w4_handler0,3307116,17458375,False,,11516470,slurm,,132112168.0,3004598.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32312017}]","""1_2.fastq""","""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32311415}]","""1_2.fastq""","""true""",32.0,,41551881.0,1510691148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-14 20:41:59.323448,50169.0,920.0
2017-11-14 20:09:05.251883,slurm_normal,1510691000.0,0,1296933013,mothur.align,,1.0,main_w4_handler0,3307116,17458368,False,,11516207,slurm,,132112168.0,2993043.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 32311987}]","""4_2.fastq""","""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 32311403}]","""4_2.fastq""","""true""",32.0,,41551881.0,1510690153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-11-14 20:25:43.563046,50169.0,847.0
