chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,kraken_output,kraken_output_filetype,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.kraken_database,parameters.kraken_output.values,parameters.kraken_output|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-11-06 20:41:31.725833,slurm_normal,1510000969.0,0,,1.0,main_w4_handler0,3311305,17350494,False,,11413542,slurm,70459846,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""plasmids""","[{'src': 'hda', 'id': 32078050}]",,32.0,,41793864.0,1510000903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-11-06 20:42:51.286120,113115.0,66.0
,,2017-09-14 08:00:41.566699,slurm_normal,1505376076.0,0,,1.0,main_w3_handler0,3251736,16815402,False,,10884949.roundup,slurm,146604041,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 31216972}]",,32.0,,40301969.0,1505376053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-09-14 08:01:20.543957,36630.0,23.0
,,2017-09-13 23:59:52.185372,slurm_normal,1505349208.0,0,,1.0,main_w3_handler0,3008319,16813146,False,,10882666.roundup,slurm,4242808,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 31225529}]",,32.0,,40487356.0,1505349166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-09-14 00:33:29.585393,100820.0,42.0
,,2017-12-08 06:50:16.982598,slurm_normal,1512721564.0,0,,1.0,main_w4_handler0,3345799,17744060,False,,11810843,slurm,8900089,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 32812471}]",,32.0,,42532829.0,1512721502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-12-08 08:26:06.049654,117583.0,62.0
,,2018-02-12 15:16:06.710271,slurm_normal,1518458879.0,0,7680.0,1.0,main_w4_handler0,3413492,18351195,False,,12438086,slurm,318612994,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 33809389}]",,32.0,,43686419.0,1518458809.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2018-02-12 18:08:00.077890,84166.0,70.0
,,2018-02-04 03:29:05.104236,slurm_normal,1517714997.0,0,,1.0,main_w4_handler1,3415869,18249344,False,,12331039,slurm,501774,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 33656116}]",,32.0,,43662289.0,1517714954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2018-02-04 03:29:59.287351,121258.0,43.0
,,2017-10-26 22:38:26.644398,slurm_normal,1509057586.0,0,,1.0,main_w4_handler0,3301012,17234511,False,,11294915,slurm,46543107,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 31903248}]",,32.0,,41543622.0,1509057543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-10-26 22:39:53.311626,23806.0,43.0
,,2017-09-08 01:18:20.441802,slurm_normal,1504833547.0,0,,1.0,main_w3_handler1,3008319,16768306,False,,10835616.roundup,slurm,4295873,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 31154449}]",,32.0,,40343578.0,1504833507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-09-08 01:19:10.043325,100820.0,40.0
,,2017-11-22 16:50:46.669655,slurm_normal,1511369475.0,0,,1.0,main_w4_handler1,3334559,17551699,False,,11611938,slurm,2601322,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 32474690}]",,32.0,,42182598.0,1511369451.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-11-22 16:51:17.322155,116457.0,24.0
,,2017-08-27 13:13:42.557218,slurm_normal,1503842808.0,0,,1.0,main_w4_handler0,3234355,16667603,False,,10740016.roundup,slurm,6792984,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""viruses""","[{'src': 'hda', 'id': 31006348}]",,32.0,,39849050.0,1503842743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-08-27 14:06:49.548202,79386.0,65.0
,,2017-12-26 09:25:36.867250,slurm_normal,1514280604.0,0,,1.0,main_w4_handler1,3370409,17897584,False,,11971825,slurm,13242080,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 33086667}]",,32.0,,42859185.0,1514280584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-12-26 09:30:06.295943,118888.0,20.0
,,2017-11-22 16:51:20.958042,slurm_normal,1511369507.0,0,,1.0,main_w4_handler1,3334559,17551704,False,,11611950,slurm,22162,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""plasmids""","[{'src': 'hda', 'id': 32475287}]",,32.0,,42182663.0,1511369486.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-11-22 16:51:50.587105,116457.0,21.0
,,2018-02-25 14:07:48.266310,slurm_normal,1519568602.0,0,7680.0,1.0,main_w3_handler1,3440382,18512139,False,,12608510,slurm,56653435,tabular,,132112168.0,corral-repl,,"""3fea57861a3511e8ab22005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""viruses""","[{'src': 'hda', 'id': 34055967}]",,32.0,,,1519568583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2018-02-25 14:23:23.923674,116237.0,19.0
,,2018-02-13 04:41:38.268132,slurm_normal,1518594017.0,0,7680.0,1.0,main_w4_handler0,3413492,18359408,False,,12464946,slurm,283887896,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 33821383}]",,32.0,,43686419.0,1518593978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2018-02-14 07:40:20.410985,84166.0,39.0
,,2017-11-19 00:13:46.166483,slurm_normal,1511050579.0,0,,1.0,main_w4_handler0,3329428,17504875,False,,11565386,slurm,122178399,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 32382602}]","""193948_OS_S21001.fastq""",32.0,,42071896.0,1511050554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-11-19 00:16:22.395338,116547.0,25.0
,,2018-02-20 01:58:05.597664,slurm_normal,1519091913.0,0,7680.0,1.0,main_w3_handler0,3434613,18442686,False,,12537647,slurm,8878,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 33949725}]",,32.0,,44005329.0,1519091893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2018-02-20 01:58:35.756279,52654.0,20.0
,,2017-10-24 17:42:05.269654,slurm_normal,1508867286.0,0,,1.0,main_w4_handler1,3297149,17200712,False,,11260018,slurm,71926257,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 31832585}]",,32.0,,41476027.0,1508867265.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-10-24 17:50:12.605135,23806.0,21.0
,,2017-12-26 09:25:30.983649,slurm_normal,1514280491.0,0,,1.0,main_w4_handler0,3370409,17897562,False,,11971793,slurm,32752761,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 33086645}]",,32.0,,42859185.0,1514280470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-12-26 09:28:13.201081,118888.0,21.0
,,2018-03-03 21:01:44.421730,slurm_normal,1520117658.0,0,7680.0,1.0,main_w4_handler1,3440382,18594581,False,,12690288,slurm,110753046,tabular,,132112168.0,corral-repl,,"""1188e02e1f2611e8a45f005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 34190458}]",,32.0,,,1520117635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2018-03-03 22:54:21.205919,116237.0,23.0
,,2017-11-29 20:23:03.018035,slurm_normal,1511987034.0,0,,1.0,main_w3_handler1,3268983,17642001,False,,11701766,slurm,35163485,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 32631675}]",,32.0,,40923260.0,1511986989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-11-29 20:23:55.396607,112434.0,45.0
,,2017-10-26 21:48:54.560228,slurm_normal,1509054604.0,0,,1.0,main_w3_handler0,3301012,17234287,False,,11294630,slurm,52260699,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 31902739}]",,32.0,,41543622.0,1509054563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-10-26 21:50:09.780341,23806.0,41.0
,,2017-08-14 09:18:09.998919,slurm_normal,1502702346.0,0,,1.0,main_w3_handler1,3221466,16573891,False,,10644825.roundup,slurm,19185379,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""plasmids""","[{'src': 'hda', 'id': 30863172}]",,32.0,,39849050.0,1502702299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-08-14 09:19:10.074309,79386.0,47.0
,,2017-11-08 16:25:10.124055,slurm_normal,1510158454.0,0,,1.0,main_w4_handler1,2712558,17382470,False,,11444222,slurm,109339938,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 32154459}]",,32.0,,41785896.0,1510158431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-11-08 16:27:41.939169,79415.0,23.0
,,2017-12-01 01:59:19.228706,slurm_normal,1512093611.0,0,,1.0,main_w3_handler0,3268983,17655469,False,,11715688,slurm,18606246,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 32658694}]",,32.0,,40923260.0,1512093568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-12-01 02:00:13.260643,112434.0,43.0
,,2017-12-26 09:25:28.496387,slurm_normal,1514280392.0,0,,1.0,main_w3_handler1,3370409,17897552,False,,11971764,slurm,28001594,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 33086635}]",,32.0,,42859185.0,1514280350.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-12-26 09:26:36.315543,118888.0,42.0
,,2017-12-04 14:29:47.332490,slurm_normal,1512397816.0,0,,1.0,main_w3_handler0,3352223,17690643,False,,11755116,slurm,5904312,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 32717356}]",,32.0,,42437915.0,1512397796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-12-04 14:30:18.137944,117574.0,20.0
,,2018-01-11 13:20:49.719695,slurm_normal,1515677185.0,0,,1.0,main_w4_handler0,3388930,18003138,False,,12080192,slurm,5159840,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 33263841}]",,32.0,,43133725.0,1515677153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2018-01-11 13:26:27.247540,,32.0
,,2017-10-18 11:46:40.587618,slurm_normal,1508327290.0,0,,1.0,main_w3_handler0,3270407,17130442,False,,11186916,slurm,671745091,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""plasmids""","[{'src': 'hda', 'id': 31736563}]",,32.0,,40713084.0,1508327228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-10-18 11:48:12.930332,111506.0,62.0
,,2017-10-24 17:34:43.416764,slurm_normal,1508866564.0,0,,1.0,main_w4_handler0,3297149,17200608,False,,11259858,slurm,60933607,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 31832394}]",,32.0,,41476027.0,1508866494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-10-24 17:36:07.082879,23806.0,70.0
,,2017-12-26 09:25:42.314006,slurm_normal,1514280647.0,0,,1.0,main_w4_handler0,3370409,17897604,False,,11971838,slurm,19255520,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 33086687}]",,32.0,,42859185.0,1514280626.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-12-26 09:30:50.093084,118888.0,21.0
,,2017-12-18 14:31:26.574919,slurm_normal,1513608780.0,0,,1.0,main_w4_handler1,3080356,17837881,False,,11912102,slurm,19590788,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 32986261}]",,32.0,,41168800.0,1513608733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-12-18 14:53:03.336858,80368.0,47.0
,,2018-02-26 13:03:54.885413,slurm_normal,1519650275.0,0,7680.0,1.0,main_w4_handler0,3439224,18521885,False,,12618007,slurm,407355989,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 34071117}]",,32.0,,44127512.0,1519650243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2018-02-26 13:04:37.167501,121356.0,32.0
,,2017-12-26 09:25:31.394182,slurm_normal,1514280503.0,0,,1.0,main_w4_handler0,3370409,17897564,False,,11971795,slurm,35327175,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 33086647}]",,32.0,,42859185.0,1514280483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-12-26 09:28:25.015802,118888.0,20.0
,,2017-10-25 15:00:09.317241,slurm_normal,1508943722.0,0,,1.0,main_w4_handler1,3183066,17214140,False,Job output deleted by user before job completed.,11274655,slurm,442654748,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 31829393}]",,32.0,,40680812.0,1508943621.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-10-25 15:02:05.779823,111814.0,101.0
,,2017-11-30 02:11:02.689028,slurm_normal,1512007894.0,0,,1.0,main_w3_handler1,3345801,17644201,False,,11703753,slurm,5513210,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 32635924}]",,32.0,,42338856.0,1512007871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-11-30 02:11:35.723715,117584.0,23.0
,,2017-10-24 17:38:20.334716,slurm_normal,1508866735.0,0,,1.0,main_w3_handler0,3297149,17200675,False,,11259924,slurm,64993379,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 31832516}]",,32.0,,41476027.0,1508866709.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-10-24 17:38:57.803483,23806.0,26.0
,,2018-02-02 14:52:41.708511,slurm_normal,1517640721.0,0,,1.0,main_w4_handler0,3413492,18235815,False,,12325829,slurm,229404870,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 33635194}]",,32.0,,43635577.0,1517640697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2018-02-03 06:52:02.674692,84166.0,24.0
,,2017-10-17 19:33:12.736955,slurm_normal,1508268847.0,0,,1.0,main_w4_handler0,3282093,17122479,False,,11179131,slurm,385437,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""viruses""","[{'src': 'hda', 'id': 31724873}]",,32.0,,41333967.0,1508268824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-10-17 19:34:08.867742,113752.0,23.0
,,2017-12-08 10:02:32.193240,slurm_normal,1512727392.0,0,,1.0,main_w3_handler0,3345838,17744909,False,,11811414,slurm,15518031,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 32813412}]",,32.0,,42449947.0,1512727371.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2017-12-08 10:03:14.855201,117591.0,21.0
,,2018-02-20 01:58:26.158404,slurm_normal,1519091934.0,0,7680.0,1.0,main_w3_handler0,3434613,18442688,False,,12537649,slurm,4060712,tabular,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 33949128}]",,32.0,,44005329.0,1519091913.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2018-02-20 01:58:55.929191,52654.0,21.0
,,2018-02-25 15:45:38.522995,slurm_normal,1519574975.0,0,7680.0,1.0,main_w4_handler0,3440382,18512756,False,,12609030,slurm,54365807,tabular,,132112168.0,corral-repl,,"""ea429a7e1a4211e8bc4b005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""viruses""","[{'src': 'hda', 'id': 34056884}]",,32.0,,,1519574957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,1.2.3,,2018-02-25 16:09:37.166598,116237.0,18.0
