beds,beds1,beds1_filetype,beds2,beds2_filetype,beds3,beds3_filetype,beds4,beds4_filetype,beds5,beds5_filetype,beds6,beds6_filetype,beds7,beds7_filetype,beds8,beds8_filetype,beds9,beds9_filetype,beds_0|input,beds_0|input_filetype,beds_1|input,beds_1|input_filetype,beds_2|input,beds_2|input_filetype,beds_3|input,beds_3|input_filetype,beds_4|input,beds_4|input_filetype,beds_5|input,beds_5|input_filetype,beds_6|input,beds_6|input_filetype,beds_7|input,beds_7|input_filetype,beds_8|input,beds_8|input_filetype,beds_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,names|beds_0|input,names|beds_0|input_filetype,object_store_id,param_filename,parameters.both,parameters.chromInfo,parameters.counts,parameters.dbkey,parameters.inputA,parameters.inputA.values,parameters.names.__current_case__,parameters.names.beds,parameters.names.beds.values,parameters.names.names_select,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2876286.0,2876286.0,bed,2684447.0,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bed,,,2016-01-01 03:21:40.179149,slurm_normal,1451618545.0,0,1.0,main_w2_handler0,2552391,11355204,False,,33708987,bed,5628239.roundup,slurm,,132112168.0,,,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""True""","""hg19""",22701845,,1,"22701769,22701772",,no,"""""",32.0,,26552201,1451618528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-01-01 03:22:26.719630,74621.0,17.0
,,,,,,,,,,,,,,,,,,,8214069.0,bed,4826514.0,bed,6536587.0,bed,3598016.0,bed,3598021.0,bed,33708987.0,bed,3543021.0,bed,3543005.0,bed,31008528.0,bed,,,,2016-01-01 03:56:00.028253,slurm_normal,1451620653.0,0,1.0,main_w2_handler0,2552391,11355269,False,,2876286,bed,5628305.roundup,slurm,,132112168.0,,,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",22701769,,0,"[{'__index__': 0, 'inputName': 'Refseq_AllGenes', 'input': 22701840}, {'__index__': 1, 'inputName': 'Refseq_3UTR', 'input': 22701841}, {'__index__': 2, 'inputName': 'Refseq_5UTR', 'input': 22701842}, {'__index__': 3, 'inputName': 'Refseq_Downstream2Kb', 'input': 22701843}, {'__index__': 4, 'inputName': 'Refseq_Downstream-5kb', 'input': 22701844}, {'__index__': 5, 'inputName': 'Refseq_exons', 'input': 22701845}, {'__index__': 6, 'inputName': 'Refseq_introns', 'input': 22701846}, {'__index__': 7, 'inputName': 'Refseq_upstream2kb', 'input': 22701847}, {'__index__': 8, 'inputName': 'Refseq_upstream5kb', 'input': 22701848}]",,yes,"""""",32.0,,26552201,1451620595.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-01-01 03:57:34.893396,74621.0,58.0
,,,,,,,,,,,,,,,,,,,8214069.0,bed,4826514.0,bed,6536587.0,bed,3598016.0,bed,3598021.0,bed,33708987.0,bed,3543021.0,bed,3543005.0,bed,31008528.0,bed,,,,2016-01-01 04:39:39.261744,slurm_normal,1451623240.0,0,1.0,main_w2_handler0,2552391,11355336,False,,1127143,bed,5628385.roundup,slurm,,132112168.0,,,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",22701654,,0,"[{'__index__': 0, 'inputName': 'Refseq_AllGenes', 'input': 22701840}, {'__index__': 1, 'inputName': 'Refseq_3UTR', 'input': 22701841}, {'__index__': 2, 'inputName': 'Refseq_5UTR', 'input': 22701842}, {'__index__': 3, 'inputName': 'Refseq_Downstream2Kb', 'input': 22701843}, {'__index__': 4, 'inputName': 'Refseq_Downstream-5kb', 'input': 22701844}, {'__index__': 5, 'inputName': 'Refseq_exons', 'input': 22701845}, {'__index__': 6, 'inputName': 'Refseq_introns', 'input': 22701846}, {'__index__': 7, 'inputName': 'Refseq_upstream2kb', 'input': 22701847}, {'__index__': 8, 'inputName': 'Refseq_upstream5kb', 'input': 22701848}]",,yes,"""""",32.0,,26552201,1451623212.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-01-01 04:40:41.953329,74621.0,28.0
2876286.0,2876286.0,bed,2684447.0,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bed,,,2016-01-01 03:21:40.815963,slurm_normal,1451618564.0,0,1.0,main_w2_handler1,2552391,11355205,False,,3543021,bed,5628245.roundup,slurm,,132112168.0,,,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""True""","""hg19""",22701846,,1,"22701769,22701772",,no,"""""",32.0,,26552201,1451618553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-01-01 03:22:47.219715,74621.0,11.0
2876286.0,2876286.0,bed,2684447.0,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bed,,,2016-01-01 03:21:41.463552,slurm_normal,1451618586.0,0,1.0,main_w2_handler1,2552391,11355206,False,,3543005,bed,5628250.roundup,slurm,,132112168.0,,,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""True""","""hg19""",22701847,,1,"22701769,22701772",,no,"""""",32.0,,26552201,1451618574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-01-01 03:23:08.274417,74621.0,12.0
2876286.0,2876286.0,bed,2684447.0,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bed,,,2016-01-01 03:21:39.315349,slurm_normal,1451618564.0,0,1.0,main_w2_handler1,2552391,11355203,False,,3598021,bed,5628244.roundup,slurm,,132112168.0,,,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""True""","""hg19""",22701844,,1,"22701769,22701772",,no,"""""",32.0,,26552201,1451618553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-01-01 03:22:47.179280,74621.0,11.0
8214069.0,8214069.0,bed,4826514.0,bed,6536587.0,bed,3598016.0,bed,3598021.0,bed,33708987.0,bed,3543021.0,bed,3543005.0,bed,31008528.0,bed,,,,,,,,,,,,,,,,,,,bed,,,2016-01-01 03:33:24.952377,slurm_normal,1451619310.0,0,1.0,main_w1_handler0,2552391,11355251,False,,2684447,bed,5628282.roundup,slurm,,132112168.0,,,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",22701772,,1,"22701840,22701841,22701842,22701843,22701844,22701845,22701846,22701847,22701848",,no,"""""",32.0,,26552201,1451619247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-01-01 03:35:12.025817,74621.0,63.0
,,,,,,,,,,,,,,,,,,,8214069.0,bed,4826514.0,bed,6536587.0,bed,3598016.0,bed,3598021.0,bed,33708987.0,bed,3543021.0,bed,3543005.0,bed,31008528.0,bed,,,,2016-01-01 03:56:01.290003,slurm_normal,1451620658.0,0,1.0,main_w1_handler2,2552391,11355270,False,,2684447,bed,5628306.roundup,slurm,,132112168.0,,,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",22701772,,0,"[{'__index__': 0, 'inputName': 'Refseq_AllGenes', 'input': 22701840}, {'__index__': 1, 'inputName': 'Refseq_3UTR', 'input': 22701841}, {'__index__': 2, 'inputName': 'Refseq_5UTR', 'input': 22701842}, {'__index__': 3, 'inputName': 'Refseq_Downstream2Kb', 'input': 22701843}, {'__index__': 4, 'inputName': 'Refseq_Downstream-5kb', 'input': 22701844}, {'__index__': 5, 'inputName': 'Refseq_exons', 'input': 22701845}, {'__index__': 6, 'inputName': 'Refseq_introns', 'input': 22701846}, {'__index__': 7, 'inputName': 'Refseq_upstream2kb', 'input': 22701847}, {'__index__': 8, 'inputName': 'Refseq_upstream5kb', 'input': 22701848}]",,yes,"""""",32.0,,26552201,1451620598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-01-01 03:57:41.147452,74621.0,60.0
,,,,,,,,,,,,,,,,,,,8214069.0,bed,4826514.0,bed,6536587.0,bed,3598016.0,bed,3598021.0,bed,33708987.0,bed,3543021.0,bed,3543005.0,bed,31008528.0,bed,,,,2016-01-01 04:39:37.546670,slurm_normal,1451623322.0,0,1.0,main_w1_handler2,2552391,11355335,False,,4425859,bed,5628386.roundup,slurm,,132112168.0,,,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",22701653,,0,"[{'__index__': 0, 'inputName': 'Refseq_AllGenes', 'input': 22701840}, {'__index__': 1, 'inputName': 'Refseq_3UTR', 'input': 22701841}, {'__index__': 2, 'inputName': 'Refseq_5UTR', 'input': 22701842}, {'__index__': 3, 'inputName': 'Refseq_Downstream2Kb', 'input': 22701843}, {'__index__': 4, 'inputName': 'Refseq_Downstream-5kb', 'input': 22701844}, {'__index__': 5, 'inputName': 'Refseq_exons', 'input': 22701845}, {'__index__': 6, 'inputName': 'Refseq_introns', 'input': 22701846}, {'__index__': 7, 'inputName': 'Refseq_upstream2kb', 'input': 22701847}, {'__index__': 8, 'inputName': 'Refseq_upstream5kb', 'input': 22701848}]",,yes,"""""",32.0,,26552201,1451623244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-01-01 04:42:04.874014,74621.0,78.0
,,,,,,,,,,,,,,,,,,,8214069.0,bed,4826514.0,bed,6536587.0,bed,3598016.0,bed,3598021.0,bed,33708987.0,bed,3543021.0,bed,3543005.0,bed,31008528.0,bed,,,,2016-01-01 04:39:35.541356,slurm_normal,1451623230.0,0,1.0,main_w2_handler1,2552391,11355334,False,,471668,bed,5628383.roundup,slurm,,132112168.0,,,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",22701515,,0,"[{'__index__': 0, 'inputName': 'Refseq_AllGenes', 'input': 22701840}, {'__index__': 1, 'inputName': 'Refseq_3UTR', 'input': 22701841}, {'__index__': 2, 'inputName': 'Refseq_5UTR', 'input': 22701842}, {'__index__': 3, 'inputName': 'Refseq_Downstream2Kb', 'input': 22701843}, {'__index__': 4, 'inputName': 'Refseq_Downstream-5kb', 'input': 22701844}, {'__index__': 5, 'inputName': 'Refseq_exons', 'input': 22701845}, {'__index__': 6, 'inputName': 'Refseq_introns', 'input': 22701846}, {'__index__': 7, 'inputName': 'Refseq_upstream2kb', 'input': 22701847}, {'__index__': 8, 'inputName': 'Refseq_upstream5kb', 'input': 22701848}]",,yes,"""""",32.0,,26552201,1451623209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-01-01 04:40:32.453080,74621.0,21.0
