corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.corData,parameters.corData.values,parameters.dbkey,parameters.outFileFormat,parameters.outFileNameData,parameters.plotTitle,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
1490162,deeptools_coverage_matrix,2016-04-01 15:04:50.011743,slurm_normal,1459523128.0,0,1.0,main_w2_handler1,2312125,12311964,False,,6519612.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",24089261,,"""hg19""","""png""","""False""","""""",32.0,,29297634,1459523112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-01 15:05:31.689550,29072.0,16.0
6433709,deeptools_coverage_matrix,2016-04-04 13:00:56.857350,slurm_normal,1459775079.0,0,1.0,main_w1_handler2,2312125,12333216,False,,6539531.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",24135715,,"""hg19""","""png""","""True""","""""",32.0,,29297634,1459774866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-04 13:04:42.155751,29072.0,213.0
1953607,deeptools_coverage_matrix,2016-04-06 14:23:25.616517,slurm_normal,1459956352.0,0,1.0,main_w1_handler2,2651597,12354005,False,,6559028.roundup,slurm,,132112168.0,corral-repl,,"""1cb0f1a0fc0311e5a722005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",24168127,,"""hg19""","""png""","""False""","""""",32.0,,29423030,1459956340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-06 15:25:54.238873,81993.0,12.0
1960788,deeptools_coverage_matrix,2016-04-06 12:59:30.241978,slurm_normal,1459951425.0,0,1.0,main_w1_handler0,2651597,12353097,False,,6558472.roundup,slurm,,132112168.0,corral-repl,,"""655549e4fbf711e59b4d005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",24166394,,"""hg19""","""png""","""False""","""""",32.0,,29423030,1459951406.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-06 14:03:46.820544,81993.0,19.0
1953607,deeptools_coverage_matrix,2016-04-07 17:09:03.107813,slurm_normal,1460052577.0,0,1.0,main_w1_handler1,2660747,12366904,False,,6570858.roundup,slurm,,132112168.0,corral-repl,,"""6be31a92fce311e58f52005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",24186757,,"""hg19""","""png""","""False""","""""",32.0,,29445865,1460052560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-07 18:09:40.993231,81993.0,17.0
3407403,deeptools_coverage_matrix,2016-04-07 21:19:42.082002,slurm_normal,1460066853.0,0,1.0,main_w1_handler1,2661442,12376092,False,,6573863.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",24197047,,"""hg19""","""png""","""False""","""""",32.0,,29478108,1460066836.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-07 22:07:35.560554,82005.0,17.0
1685689,deeptools_coverage_matrix,2016-04-06 16:00:28.979307,slurm_normal,1459961468.0,0,1.0,main_w1_handler1,2651597,12354742,False,,6559634.roundup,slurm,,132112168.0,corral-repl,,"""ad859ad4fc1011e58f52005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",24169566,,"""hg19""","""png""","""False""","""""",32.0,,29445865,1459961455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-06 16:51:13.241676,81993.0,13.0
9825418,deeptools_coverage_matrix,2016-04-11 17:56:40.155661,slurm_normal,1460398134.0,0,1.0,main_w1_handler1,2380224,12420290,False,,6621495.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",24258372,,"""?""","""png""","""False""","""""",32.0,,29550032,1460397436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-11 18:08:56.788526,66081.0,698.0
11947262,deeptools_coverage_matrix,2016-04-11 19:56:05.171829,slurm_normal,1460405427.0,0,1.0,main_w2_handler1,2380224,12421317,False,,6622441.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",24260008,,"""?""","""png""","""False""","""""",32.0,,29550032,1460404724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-11 20:10:31.226493,66081.0,703.0
8138441,deeptools_coverage_matrix,2016-04-12 16:32:34.096193,slurm_normal,1460479611.0,0,1.0,main_w2_handler1,2380224,12432913,False,,6632852.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",24262233,,"""?""","""png""","""False""","""""",32.0,,29550032,1460479338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-12 16:46:58.759629,66081.0,273.0
8138441,deeptools_coverage_matrix,2016-04-12 16:56:07.061741,slurm_normal,1460481950.0,0,1.0,main_w2_handler0,2380224,12433066,False,,6633040.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",24262233,,"""?""","""png""","""True""","""""",32.0,,29550032,1460480569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-12 17:25:56.288732,66081.0,1381.0
608204,deeptools_coverage_matrix,2016-04-12 03:43:02.580903,slurm_normal,1460434172.0,0,1.0,main_w1_handler2,2636780,12425843,False,,6626390.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",24265152,,"""hg19""","""svg""","""True""","""""",32.0,,29253200,1460434154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-12 04:09:36.953792,62982.0,18.0
5089796,deeptools_coverage_matrix,2016-04-14 19:38:52.075578,slurm_normal,1460662789.0,0,1.0,main_w2_handler0,2670116,12456348,False,,6652209.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51e091a51f6e44fb6'}]","""?""","""png""","""false""","""""",32.0,,29607535,1460662772.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-14 19:39:52.237247,,17.0
4430,deeptools_coverage_matrix,2016-04-16 03:37:49.412854,slurm_normal,1460778067.0,0,1.0,main_w1_handler0,2671528,12482186,False,,6669037.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5de206ed524e20d07'}]","""hg19""","""png""","""false""","""""",32.0,,29629082,1460778050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-16 03:41:09.281653,,17.0
179453,deeptools_coverage_matrix,2016-04-17 04:17:12.310023,slurm_normal,1460866718.0,0,1.0,main_w1_handler1,2633464,12488700,False,,6681298.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57675129c945e19a1'}]","""hg19""","""png""","""false""","""""",32.0,,28989352,1460866709.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-17 04:18:41.710623,,9.0
179548,deeptools_coverage_matrix,2016-04-17 03:42:56.717605,slurm_normal,1460864630.0,0,1.0,main_w1_handler0,2633464,12488634,False,,6681185.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cce848e4ad7fc2af'}]","""hg19""","""png""","""false""","""""",32.0,,28989352,1460864617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-17 03:43:51.438358,,13.0
35352,deeptools_coverage_matrix,2016-04-17 15:10:38.950556,slurm_normal,1460905880.0,0,1.0,main_w1_handler1,2669097,12491917,False,,6684770.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c45420c92bd979ce'}]","""hg19""","""png""","""false""","""1_TssP""",32.0,,29591737,1460905875.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-17 15:11:21.781099,,5.0
186132,deeptools_coverage_matrix,2016-04-17 15:10:14.348776,slurm_normal,1460905853.0,0,1.0,main_w1_handler0,2669097,12491914,False,,6684767.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5036c3e776ad701b1'}]","""hg19""","""png""","""false""","""2_TssA""",32.0,,29591737,1460905845.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-17 15:10:55.039544,,8.0
35352,deeptools_coverage_matrix,2016-04-17 14:58:53.817130,slurm_normal,1460905188.0,0,1.0,main_w1_handler2,2669097,12491883,False,,6684709.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56f30f0116030be0f'}]","""hg19""","""png""","""false""","""""",32.0,,29591737,1460905178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-17 14:59:50.576764,,10.0
25410,deeptools_coverage_matrix,2016-04-16 03:38:13.987118,slurm_normal,1460778208.0,0,1.0,main_w1_handler2,2671528,12482188,False,,6669052.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ad86bc3e3dadd642'}]","""hg19""","""png""","""false""","""""",32.0,,29629082,1460778198.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-16 03:43:29.504251,,10.0
6924661,deeptools_coverage_matrix,2016-04-21 08:23:15.852934,slurm_normal,1461227038.0,0,1.0,main_w2_handler0,2677536,12546437,False,,6734596.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535140afa13e1ae3a'}]","""hg19""","""png""","""false""","""Raw Paired End BAM Files""",32.0,,29182366,1461227023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-21 08:24:03.117149,64365.0,15.0
2669426,deeptools_coverage_matrix,2016-04-20 22:13:52.877596,slurm_normal,1461190602.0,0,1.0,main_w2_handler1,2678115,12542830,False,,6728706.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c5158a63444a7c8'}]","""mm9""","""png""","""true""","""JD_RNAseq_01""",32.0,,29028521,1461190491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.2.0,2.2.2.0,,2016-04-20 22:16:54.401628,69337.0,111.0
