create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.features,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.kernelChoice.__current_case__,parameters.kernelChoice.kernel,parameters.kernelChoice.sigma,parameters.x_cols,parameters.y_cols,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-13 19:45:17.043766,slurm_normal,1452714345.0,0,1.0,main_w1_handler1,2515648,11494410,False,,46599,gff3,5760762.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""2""",22799245,,,2,rbfdot,1.0,"[""5""]","[""4"", ""5""]",32.0,,26393007,1452714332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_canonical_correlation_analysis/kcca1/1.0.0,1.0.0,,2016-01-13 19:45:49.822293,,13.0
2016-05-14 15:18:01.187552,slurm_normal,1463239121.0,0,1.0,main_w1_handler1,2705924,12897432,False,,5727,tabular,7092998.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55796387cbef058fb'}]",,2,rbfdot,1.0,"[""2"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13""]","[""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]",32.0,,30236160,1463239110.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_canonical_correlation_analysis/kcca1/1.0.0,1.0.0,,2016-05-14 15:18:42.285912,,11.0
2015-01-13 14:47:52.507285,rodeo_normal,1421161209.0,0,1.0,main_w2_handler0,2156904,8538795,False,,233807,tabular,2464327.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18196714,,,2,rbfdot,1.0,"[""2"", ""4"", ""6""]","[""3"", ""5"", ""7""]",32.0,,20474225,1421160492.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_canonical_correlation_analysis/kcca1/1.0.0,1.0.0,,2015-01-13 15:00:13.315951,28645.0,717.0
2014-10-17 14:43:04.223843,rodeo_normal,1413557006.0,0,1.0,main_w1_handler1,2087675,7998570,False,,58158,tabular,36218.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",17261253,,,2,rbfdot,1.0,"[""8"", ""9"", ""10"", ""11"", ""12""]","[""13"", ""14"", ""15"", ""16"", ""17""]",2.0,,17682492,1413556995.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_canonical_correlation_analysis/kcca1/1.0.0,1.0.0,,2014-10-17 14:43:36.035323,54425.0,11.0
2015-01-27 09:06:18.211203,rodeo_normal,1422349594.0,0,1.0,main_w2_handler0,2178659,8612017,False,,287,tabular,2574877.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18248366,,,2,rbfdot,1.0,"[""2""]","[""4""]",32.0,,20566130,1422349590.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_canonical_correlation_analysis/kcca1/1.0.0,1.0.0,,2015-01-27 09:06:36.192426,,4.0
2015-01-27 09:11:46.585772,rodeo_normal,1422349927.0,0,1.0,main_w1_handler0,2185564,8612044,False,,287,tabular,2574920.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18308405,,,2,rbfdot,1.0,"[""2""]","[""4""]",32.0,,20566130,1422349924.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_canonical_correlation_analysis/kcca1/1.0.0,1.0.0,,2015-01-27 09:12:08.882120,,3.0
2015-01-27 09:15:18.024951,rodeo_normal,1422350133.0,0,1.0,main_w1_handler0,2185564,8612057,False,,287,tabular,2574949.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18308405,,,2,rbfdot,1.0,"[""2""]","[""4""]",32.0,,20566130,1422350130.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_canonical_correlation_analysis/kcca1/1.0.0,1.0.0,,2015-01-27 09:15:34.756972,,3.0
2015-01-27 09:16:54.656974,rodeo_normal,1422350240.0,0,1.0,main_w1_handler0,2185564,8612067,False,,287,tabular,2574966.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18308405,,,2,rbfdot,1.0,"[""2""]","[""4""]",32.0,,20566130,1422350231.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_canonical_correlation_analysis/kcca1/1.0.0,1.0.0,,2015-01-27 09:17:22.035579,,9.0
2017-07-21 00:10:54.710750,slurm_normal,1500595877.0,0,1.0,main_w3_handler1,3166879,16380115,False,,1305,interval,10445218.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/AgamP3.len""","""AgamP3""","""2""",,"[{'src': 'hda', 'id': 30533596}]",,2,rbfdot,1.0,"[""2""]","[""3""]",32.0,,39367683,1500595866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_canonical_correlation_analysis/kcca1/1.0.0,1.0.0,,2017-07-21 00:11:19.202601,108185.0,11.0
2017-09-07 22:32:06.827197,slurm_normal,1504823547.0,0,1.0,main_w3_handler0,3166879,16767709,False,,103825,gtf,10834952.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 31092852}]","""forward""",2,rbfdot,1.0,"[""4"", ""5"", ""6""]","[""4"", ""5"", ""6""]",32.0,,39787271,1504823534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_canonical_correlation_analysis/kcca1/1.0.0,1.0.0,,2017-09-07 22:32:31.669848,108185.0,13.0
