create_time,destination_id,end_epoch,exit_code,galaxy_slots,group,group_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,name,name_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.grouping.__current_case__,parameters.grouping.use,parameters.large,parameters.name.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-20 07:27:10.614630,slurm_normal,1489994850.0,0,1.0,,,main_w4_handler0,3037790,15340448,False,,9480005.roundup,slurm,,132112168.0,661819679,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,false,"""false""","[{'src': 'hda', 'id': 28831872}]",32.0,,36715994,1489994834.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-03-20 07:27:35.461035,,16.0
2017-04-18 10:21:26.999424,slurm_normal,1492510919.0,0,1.0,,,main_w3_handler0,3077160,15612756,False,,9731633.roundup,slurm,,132112168.0,178970913,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,false,"""false""","[{'src': 'hda', 'id': 29256736}]",32.0,,37330514,1492510910.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-04-18 10:22:06.053605,80831.0,9.0
2017-04-18 10:21:29.812410,slurm_normal,1492510923.0,0,1.0,,,main_w4_handler1,3077160,15612758,False,,9731635.roundup,slurm,,132112168.0,186462739,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,false,"""false""","[{'src': 'hda', 'id': 29256801}]",32.0,,37330514,1492510913.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-04-18 10:22:07.177368,80831.0,10.0
2017-04-18 10:21:47.712173,slurm_normal,1492510935.0,0,1.0,,,main_w3_handler1,3077160,15612763,False,,9731638.roundup,slurm,,132112168.0,156150184,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,false,"""false""","[{'src': 'hda', 'id': 29257363}]",32.0,,37330514,1492510926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-04-18 10:22:16.438365,80831.0,9.0
2017-04-18 10:21:28.689484,slurm_normal,1492510922.0,0,1.0,,,main_w4_handler0,3077160,15612757,False,,9731637.roundup,slurm,,132112168.0,207283993,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,false,"""false""","[{'src': 'hda', 'id': 29256770}]",32.0,,37330514,1492510913.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-04-18 10:22:07.106164,80831.0,9.0
2017-04-18 10:21:46.613771,slurm_normal,1492510945.0,0,1.0,,,main_w3_handler0,3077160,15612761,False,,9731640.roundup,slurm,,132112168.0,156416746,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,false,"""false""","[{'src': 'hda', 'id': 29257357}]",32.0,,37330514,1492510935.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-04-18 10:22:28.319634,80831.0,10.0
2017-04-18 10:21:45.930962,slurm_normal,1492510946.0,0,1.0,,,main_w4_handler1,3077160,15612760,False,,9731641.roundup,slurm,,132112168.0,162492811,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,false,"""false""","[{'src': 'hda', 'id': 29257354}]",32.0,,37330514,1492510938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-04-18 10:22:30.978723,80831.0,8.0
2017-04-18 10:21:47.198078,slurm_normal,1492510947.0,0,1.0,,,main_w4_handler1,3077160,15612762,False,,9731642.roundup,slurm,,132112168.0,176019784,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,false,"""false""","[{'src': 'hda', 'id': 29257360}]",32.0,,37330514,1492510938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-04-18 10:22:31.319436,80831.0,9.0
2017-03-24 06:21:49.308135,slurm_normal,1490337139.0,0,1.0,,,main_w4_handler1,3035068,15383016,False,,9520359.roundup,slurm,,132112168.0,31235994,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38Patch2.len""","""hg38Patch2""",1.0,false,"""false""","[{'src': 'hda', 'id': 28800095}]",32.0,,36829198,1490337133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-03-24 06:45:07.284764,93395.0,6.0
2017-03-24 19:15:44.977993,slurm_normal,1490382956.0,0,1.0,,,main_w4_handler0,3042010,15390670,False,,9526674.roundup,slurm,,132112168.0,4453535,names,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,false,"""false""","[{'src': 'hda', 'id': 28915873}]",32.0,,36762747,1490382950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-03-24 19:16:00.964837,82349.0,6.0
2017-03-24 19:15:45.263422,slurm_normal,1490382957.0,0,1.0,,,main_w4_handler1,3042010,15390671,False,,9526675.roundup,slurm,,132112168.0,7283378,names,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,false,"""false""","[{'src': 'hda', 'id': 28915876}]",32.0,,36762747,1490382952.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-03-24 19:16:01.265343,82349.0,5.0
2017-03-24 19:15:45.867201,slurm_normal,1490382957.0,0,1.0,,,main_w4_handler1,3042010,15390673,False,,9526676.roundup,slurm,,132112168.0,13438608,names,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,false,"""false""","[{'src': 'hda', 'id': 28915882}]",32.0,,36762747,1490382950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-03-24 19:16:01.512479,82349.0,7.0
2017-03-24 19:15:45.575824,slurm_normal,1490382957.0,0,1.0,,,main_w4_handler0,3042010,15390672,False,,9526677.roundup,slurm,,132112168.0,8133767,names,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,false,"""false""","[{'src': 'hda', 'id': 28915879}]",32.0,,36762747,1490382950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-03-24 19:16:01.234046,82349.0,7.0
2017-03-29 10:23:33.029237,slurm_normal,1490783233.0,0,1.0,256571682.0,tabular,main_w4_handler1,2952177,15422714,False,,9554742.roundup,slurm,,132112168.0,402538708,names,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,"""false""","[{'src': 'hda', 'id': 28967370}]",32.0,,36949835,1490783182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-03-29 10:33:38.566491,97888.0,51.0
2017-03-29 17:57:42.463265,slurm_normal,1490810274.0,0,1.0,,,main_w4_handler0,3042010,15426602,False,,9558669.roundup,slurm,,132112168.0,2473135,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,false,"""false""","[{'src': 'hda', 'id': 28972600}]",32.0,,36762747,1490810266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_seqs/1.21.0,1.21.0,,2017-03-29 17:57:58.511009,82349.0,8.0
