chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bed12,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.input.values,parameters.input|__identifier__,parameters.mapq,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-05-30 19:19:32.991486,slurm_normal,1496172161.0,0,,1.0,455678,bed,main_w4_handler1,3131948,15972481,False,,232626,bed,10069210.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29822804}]","[{'src': 'hda', 'id': 29810000}]",,"""255""",32.0,,38264049.0,1496172156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-05-30 19:28:40.838867,105627.0,5.0
,,2017-04-11 01:40:28.291979,slurm_normal,1491874937.0,0,,1.0,41,tabular,main_w4_handler1,2761634,15548506,False,,340148204,bed,9673169.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29136856}]","[{'src': 'hda', 'id': 29160820}]",,"""255""",32.0,,37220709.0,1491874906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-04-11 01:42:19.528200,87168.0,31.0
,,2017-06-03 00:46:13.025688,slurm_normal,1496451749.0,0,,1.0,3099763242,tabular,main_w4_handler1,3134986,16003293,False,,2621596376,bed,10097374.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29872174}]","[{'src': 'hda', 'id': 29870656}]",,"""255""",32.0,,38216892.0,1496451444.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-06-03 01:02:33.226801,30016.0,305.0
,,2017-07-11 17:57:38.427177,slurm_normal,1499795934.0,0,,1.0,649899033,tabular,main_w3_handler1,3189402,16312640,False,,356080,bed,10379976.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30392066}]","[{'src': 'hda', 'id': 30392101}]",,"""255""",32.0,,39248685.0,1499795894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-07-11 17:58:59.073265,107737.0,40.0
,,2017-07-11 17:46:36.193551,slurm_normal,1499795291.0,0,,1.0,7896432,tabular,main_w3_handler0,3167040,16312527,False,,10041,bed,10379885.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30391954}]","[{'src': 'hda', 'id': 30391973}]",,"""255""",32.0,,38845550.0,1499795286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-07-11 17:48:13.285230,,5.0
,,2017-04-09 05:41:29.548040,slurm_normal,1491716573.0,0,,1.0,60824,bed,main_w4_handler0,3014467,15533000,False,,114565,bed,9659068.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 28574603}]","[{'src': 'hda', 'id': 28620282}]",,"""255""",32.0,,37195883.0,1491716567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-04-09 05:42:55.374548,99151.0,6.0
,,2017-04-09 14:52:51.099645,slurm_normal,1491749604.0,0,,1.0,41,tabular,main_w4_handler1,2761634,15534378,False,,340148213,bed,9660264.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29136856}]","[{'src': 'hda', 'id': 29138057}]",,"""255""",32.0,,37220709.0,1491749574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-04-09 14:53:34.614373,87168.0,30.0
,,2017-04-09 16:59:28.467239,slurm_normal,1491757200.0,0,,1.0,41,tabular,main_w4_handler1,2761634,15534981,False,,340148213,bed,9660733.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29136856}]","[{'src': 'hda', 'id': 29140980}]",,"""255""",32.0,,37220709.0,1491757171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-04-09 17:00:03.826980,87168.0,29.0
,,2017-04-11 08:55:33.491551,slurm_normal,1491900956.0,0,,1.0,335033,bed,main_w3_handler0,3068378,15550962,False,,335033,bed,9675391.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29164968}]","[{'src': 'hda', 'id': 29164968}]",,"""255""",32.0,,37264838.0,1491900952.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-04-11 08:55:58.551894,,4.0
,,2017-04-11 16:54:50.886383,slurm_normal,1491929729.0,0,,1.0,401706329,gtf,main_w4_handler0,3067427,15557164,False,,1216,bed,9680903.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 29173350}]","[{'src': 'hda', 'id': 29171953}]",,"""255""",32.0,,37255019.0,1491929708.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-04-11 16:55:31.869349,103878.0,21.0
