create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chrom,parameters.chromInfo,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.max_norm_alt_count,parameters.max_norm_alt_freq,parameters.min_depth,parameters.min_norm_depth,parameters.min_quality,parameters.min_somatic_score,parameters.min_tumor_alt_count,parameters.min_tumor_alt_freq,parameters.min_tumor_depth,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-07 05:43:09.919932,slurm_normal,1460007808.0,0,1.0,main_w1_handler1,2659536,12358979,False,181679104,gemini.sqlite,,6564173.roundup,slurm,,132112168.0,corral-repl,,,"""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24175995,,"""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,29398778.0,1460007799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-04-07 05:43:30.374434,81859,9.0
2016-04-09 09:08:39.973068,slurm_normal,1460192936.0,0,1.0,main_w1_handler0,2659536,12398829,False,181692416,gemini.sqlite,,6598664.roundup,slurm,,132112168.0,corral-repl,,,"""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24227829,,"""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,29443818.0,1460192930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-04-09 09:08:59.661983,81859,6.0
2016-04-09 09:08:40.312887,slurm_normal,1460192944.0,0,1.0,main_w2_handler0,2659536,12398830,False,181736448,gemini.sqlite,,6598665.roundup,slurm,,132112168.0,corral-repl,,,"""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24227842,,"""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,29443818.0,1460192934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-04-09 09:09:07.757863,81859,10.0
2016-08-06 07:53:46.155754,slurm_normal,1470470087.0,0,1.0,main_w2_handler1,2756039,13607603,False,184580096,gemini.sqlite,,7819570.roundup,slurm,,132112168.0,corral-repl,,,"""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56fc263c12cb80654'}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,32011979.0,1470470078.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-08-06 07:54:48.407556,75824,9.0
2016-12-17 12:34:24.015501,slurm_normal,1481978083.0,0,1.0,main_w3_handler1,2931833,14598860,False,394498048,gemini.sqlite,,8777229.roundup,slurm,,132112168.0,corral-repl,,,"""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27657334}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,34884241.0,1481978067.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-12-17 12:34:45.551228,35253,16.0
2017-06-08 01:36:09.877288,slurm_normal,1496901443.0,0,1.0,main_w4_handler0,3144521,16047210,False,2513309696,gemini.sqlite,,10138983.roundup,slurm,,132112168.0,corral-repl,,"""d258ea664bea11e7806f005056a52a46""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29942988}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1496901326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-06-08 05:57:25.343598,42102,117.0
2017-06-11 13:33:38.948142,slurm_normal,1497189850.0,0,1.0,main_w4_handler1,3149448,16074486,False,14719931392,gemini.sqlite,,10162091.roundup,slurm,,132112168.0,corral-repl,,"""8eab4bf24eaa11e7a145005056a51846""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29978368}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1497189201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-06-11 14:04:13.971920,42102,649.0
2017-06-11 13:32:55.551543,slurm_normal,1497188720.0,0,1.0,main_w4_handler0,3149447,16074475,False,11144374272,gemini.sqlite,,10162038.roundup,slurm,,132112168.0,corral-repl,,"""748cec084eaa11e7a972005056a52a46""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29983065}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1497188006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-06-11 13:45:22.191033,42102,714.0
2017-06-12 09:27:32.461616,slurm_normal,1497260909.0,0,1.0,main_w4_handler1,3150733,16079730,False,11450917888,gemini.sqlite,,10166628.roundup,slurm,,132112168.0,corral-repl,,"""59e5ba724f5111e789a7005056a51846""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29987934}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1497260244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-06-12 09:48:33.007730,42102,665.0
2017-06-20 06:43:37.141554,slurm_normal,1497941389.0,0,1.0,main_w4_handler0,3164372,16139715,False,2700510208,gemini.sqlite,,10219445.roundup,slurm,,132112168.0,corral-repl,,"""b922f1ac558311e78f08005056a52a46""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30067881}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1497941279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-06-20 06:49:51.409539,42102,110.0
2017-06-20 06:44:11.653831,slurm_normal,1497941241.0,0,1.0,main_w3_handler1,3164373,16139727,False,2548345856,gemini.sqlite,,10219439.roundup,slurm,,132112168.0,corral-repl,,"""d97901d0558311e7935a005056a52a46""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30067994}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1497941131.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-06-20 06:47:25.163875,42102,110.0
2017-06-16 01:59:51.538713,slurm_normal,1497579194.0,0,1.0,main_w4_handler1,3157679,16113250,False,16577393664,gemini.sqlite,,10195691.roundup,slurm,,132112168.0,corral-repl,,"""64d46d1e523711e780b3005056a51846""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30048784}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1497578424.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-06-16 02:13:17.802909,42102,770.0
2017-06-16 06:54:50.448639,slurm_normal,1497598748.0,0,1.0,main_w4_handler0,3157936,16114065,False,14620344320,gemini.sqlite,,10196360.roundup,slurm,,132112168.0,corral-repl,,"""a46451fa526011e7bde5005056a51846""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30050144}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1497597975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-06-16 07:39:10.669781,42102,773.0
2017-05-23 07:04:39.125949,slurm_normal,1495538377.0,0,1.0,main_w3_handler1,3121386,15913901,False,2528231424,gemini.sqlite,,10013912.roundup,slurm,,132112168.0,corral-repl,,"""0e7e135c3f8611e7816e005056a52a46""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29728062}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1495538263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-05-23 11:19:39.993549,42102,114.0
2017-05-23 07:10:51.714140,slurm_normal,1495538723.0,0,1.0,main_w4_handler1,3123121,15913960,False,2528231424,gemini.sqlite,,10013953.roundup,slurm,,132112168.0,corral-repl,,"""e9fbb4d43f8611e7809a005056a51846""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29728120}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1495538612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-05-23 11:25:26.497891,42102,111.0
2017-06-17 02:45:03.179922,slurm_normal,1497667648.0,0,1.0,main_w4_handler1,3159255,16120900,False,2512643072,gemini.sqlite,,10202446.roundup,slurm,,132112168.0,corral-repl,,"""f28591cc530611e7adbd005056a52a46""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30061302}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1497667541.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-06-17 02:47:31.557631,42102,107.0
2017-06-18 07:53:47.424329,slurm_normal,1497772611.0,0,1.0,main_w4_handler1,3160844,16124909,False,2512643072,gemini.sqlite,,10205883.roundup,slurm,,132112168.0,corral-repl,,"""37d832c653fb11e79ca9005056a51846""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30061302}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1497772491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-06-18 07:56:53.064838,42102,120.0
2017-06-18 07:56:06.873619,slurm_normal,1497772809.0,0,1.0,main_w4_handler0,3160845,16124923,False,2548345856,gemini.sqlite,,10205894.roundup,slurm,,132112168.0,corral-repl,,"""918c355653fb11e7a3f4005056a52a46""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30066711}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1497772675.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-06-18 08:00:11.663711,42102,134.0
2017-06-18 08:01:06.044538,slurm_normal,1497773292.0,0,1.0,main_w4_handler0,3160847,16124948,False,2700510208,gemini.sqlite,,10205915.roundup,slurm,,132112168.0,corral-repl,,"""4443a79c53fc11e7b4ca005056a52a46""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30067881}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1497773177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-06-18 08:08:13.267300,42102,115.0
2017-08-01 03:21:58.815378,slurm_normal,1501557882.0,0,1.0,main_w3_handler0,3208468,16474555,False,2527497216,gemini.sqlite,,10542914.roundup,slurm,,132112168.0,corral-repl,,"""8fdb7db8766811e79318005056ba55fb""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30068654}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,,1501557759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-08-01 03:24:44.629030,42102,123.0
2017-09-15 02:20:29.623612,slurm_normal,1505442043.0,0,1.0,main_w3_handler0,3226562,16827282,False,185066496,gemini.sqlite,,10896342.roundup,slurm,,132112168.0,corral-repl,,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31228930}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,40489361.0,1505442038.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-09-15 02:20:47.636608,107157,5.0
2017-10-12 04:35:53.323653,slurm_normal,1507782974.0,0,1.0,main_w4_handler1,3282544,17083954,False,271224832,gemini.sqlite,,11139932.roundup,slurm,,132112168.0,corral-repl,,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31658499}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,41207958.0,1507782963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-10-12 04:36:18.026034,54965,11.0
