create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chrom,parameters.chromInfo,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.max_norm_alt_count,parameters.max_norm_alt_freq,parameters.min_depth,parameters.min_norm_depth,parameters.min_quality,parameters.min_somatic_score,parameters.min_tumor_alt_count,parameters.min_tumor_alt_freq,parameters.min_tumor_depth,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-11 10:44:32.788081,slurm_normal,1491907494.0,0,1.0,main_w4_handler1,3032357,15551804,False,183933952,gemini.sqlite,,9676235.roundup,slurm,,132112168.0,corral-repl,,,"""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29164748}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,37265062.0,1491907485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2017-04-11 10:44:57.501681,101831,9.0
2016-09-19 08:12:18.451386,slurm_normal,1474272885.0,0,1.0,main_w4_handler0,2819267,13880341,False,428916736,gemini.sqlite,,8103370.roundup,slurm,,132112168.0,corral-repl,,,"""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5100c84dcafd45e0d'}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,33021032.0,1474272756.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-09-19 08:14:47.420895,42102,129.0
2016-09-13 17:50:51.633939,slurm_normal,1473789284.0,0,1.0,main_w4_handler1,2819267,13843847,False,428916736,gemini.sqlite,,8066550.roundup,slurm,,132112168.0,corral-repl,,"""9a08919e79da11e69842005056a52a46""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fa4684f99e7efcf1'}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,32941547.0,1473789178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-09-13 17:54:48.278940,42102,106.0
2016-09-13 17:23:49.524328,slurm_normal,1473787465.0,0,1.0,main_w3_handler0,2819207,13843695,False,186754048,gemini.sqlite,,8066390.roundup,slurm,,132112168.0,corral-repl,,,"""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b516c7148ca977be92'}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,32940546.0,1473787443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-09-13 17:24:28.398941,43732,22.0
2016-09-14 12:40:09.320789,slurm_normal,1473859511.0,0,1.0,main_w4_handler1,2820023,13848718,False,355899392,gemini.sqlite,,8072008.roundup,slurm,,132112168.0,corral-repl,,"""5ba100e67a7811e691cd005056a51846""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cf301a70542a6d0a'}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,32950954.0,1473859468.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-09-14 13:25:14.941586,42102,43.0
2016-09-15 03:43:05.334381,slurm_normal,1473913235.0,0,1.0,main_w3_handler0,2820747,13853459,False,355900416,gemini.sqlite,,8076579.roundup,slurm,,132112168.0,corral-repl,,"""7e91f12c7af611e69275005056a51846""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b7dc5313125a001b'}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,32950954.0,1473913195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-09-15 04:20:37.846607,42102,40.0
2016-09-15 04:54:05.492089,slurm_normal,1473919581.0,0,1.0,main_w4_handler0,2820818,13853584,False,264665088,gemini.sqlite,,8076797.roundup,slurm,,132112168.0,corral-repl,,"""6b77e24a7b0011e69bbc005056a51846""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54574ce2002df6084'}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,32950954.0,1473919565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-09-15 06:06:25.243217,42102,16.0
2016-09-15 04:54:32.126072,slurm_normal,1474032142.0,0,1.0,main_w4_handler1,2820819,13853597,False,2804011008,gemini.sqlite,,8088147.roundup,slurm,,132112168.0,corral-repl,,"""7a3864f87b0011e6a225005056a51846""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d8ef989ebd250d4'}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,32950954.0,1474031974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-09-16 13:22:24.445516,42102,168.0
2016-07-06 10:42:47.556692,slurm_normal,1467801800.0,0,1.0,main_w1_handler1,2758886,13342834,False,180881408,gemini.sqlite,,7551596.roundup,slurm,,132112168.0,corral-repl,,,"""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51065862c933989e1'}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,29905733.0,1467801794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-07-06 10:43:22.638521,60534,6.0
2016-09-16 14:47:42.835516,slurm_normal,1474040326.0,0,1.0,main_w4_handler0,2822388,13865999,False,355899392,gemini.sqlite,,8089905.roundup,slurm,,132112168.0,corral-repl,,"""7f659cee7c1c11e6a24e005056a52a46""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52beee0c9cf90c658'}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,32993553.0,1474040270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-09-16 15:38:54.945956,38442,56.0
2016-09-17 05:45:11.176841,slurm_normal,1474092791.0,0,1.0,main_w3_handler0,2822924,13870485,False,355899392,gemini.sqlite,,8093915.roundup,slurm,,132112168.0,corral-repl,,"""e2c5fb127c9911e69c9d005056a52a46""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae1498386aa231c1'}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,32993553.0,1474092757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-09-17 06:13:12.843695,38442,34.0
2016-09-19 07:48:16.431713,slurm_normal,1474296199.0,0,1.0,main_w4_handler0,2824327,13879982,False,533128192,gemini.sqlite,,8107693.roundup,slurm,,132112168.0,corral-repl,,"""695deb5e7e3d11e6b7ee005056a51846""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2ac7e80484594ac'}]","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,33021032.0,1474296092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-09-19 14:43:22.307054,42102,107.0
2016-04-04 23:55:52.622848,slurm_normal,1459814478.0,0,1.0,main_w1_handler1,2609800,12338728,False,5253545984,gemini.sqlite,,6544644.roundup,slurm,,132112168.0,corral-repl,,,"""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24109777,,"""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,28401100.0,1459814166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-04-05 00:01:23.602883,64170,312.0
2016-04-07 01:54:41.993704,slurm_normal,1459994100.0,0,1.0,main_w2_handler0,2659536,12357996,False,180925440,gemini.sqlite,,6562565.roundup,slurm,,132112168.0,corral-repl,,,"""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24174576,,"""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,29398778.0,1459994093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-04-07 01:55:04.056830,81859,7.0
2016-04-07 05:43:09.186532,slurm_normal,1460007808.0,0,1.0,main_w1_handler1,2659536,12358978,False,181722112,gemini.sqlite,,6564172.roundup,slurm,,132112168.0,corral-repl,,,"""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24175992,,"""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1.0""","""-1""","""-1.0""","""-1""",32.0,,29398778.0,1460007799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic/0.18.1.0,0.18.1.0,,2016-04-07 05:43:33.072110,81859,9.0
