create_time,destination_id,dist,dist_filetype,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.dist|__identifier__,parameters.fontsize,parameters.input.__current_case__,parameters.input.calc,parameters.input.dist.values,parameters.input.groups,parameters.input.label,parameters.input.otu.values,parameters.input.source,parameters.otu|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-06 14:21:09.392268,slurm_normal,1657.0,mothur.dist,1520346094.0,0,7680.0,1.0,main_w3_handler1,3443094,18624246,False,,12720549,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.std""","""24""",2.0,,"[{'src': 'hda', 'id': 34239275}]",,,,phylip,,32.0,,44368180,1520346090.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-03-06 14:21:37.245952,122824.0,4.0
2018-03-06 14:21:06.117969,slurm_normal,1657.0,mothur.dist,1520346081.0,0,7680.0,1.0,main_w4_handler0,3443094,18624239,False,,12720542,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.ave""","""24""",2.0,,"[{'src': 'hda', 'id': 34239269}]",,,,phylip,,32.0,,44368180,1520346077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-03-06 14:21:23.109142,122824.0,4.0
2018-03-06 14:21:07.716735,slurm_normal,1657.0,mothur.dist,1520346094.0,0,7680.0,1.0,main_w3_handler1,3443094,18624243,False,,12720548,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.ave""","""24""",2.0,,"[{'src': 'hda', 'id': 34239273}]",,,,phylip,,32.0,,44368180,1520346090.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-03-06 14:21:37.205541,122824.0,4.0
2017-11-28 08:30:17.489987,slurm_normal,1923.0,mothur.dist,1511857825.0,0,,1.0,main_w4_handler1,3307154,17615010,False,,11675865,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.ave""","""24""",2.0,,"[{'src': 'hda', 'id': 32578230}]",,,,phylip,,32.0,,42297227,1511857820.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-11-28 08:30:27.160973,114886.0,5.0
2017-11-28 08:30:18.343353,slurm_normal,1923.0,mothur.dist,1511857828.0,0,,1.0,main_w4_handler1,3307154,17615013,False,,11675869,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.ave""","""24""",2.0,,"[{'src': 'hda', 'id': 32578233}]",,,,phylip,,32.0,,42297227,1511857824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-11-28 08:30:31.317269,114886.0,4.0
2017-11-28 08:30:18.144368,slurm_normal,1923.0,mothur.dist,1511857828.0,0,,1.0,main_w3_handler1,3307154,17615012,False,,11675866,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.std""","""24""",2.0,,"[{'src': 'hda', 'id': 32578232}]",,,,phylip,,32.0,,42297227,1511857824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-11-28 08:30:31.220109,114886.0,4.0
2017-11-28 08:30:17.793709,slurm_normal,1923.0,mothur.dist,1511857828.0,0,,1.0,main_w4_handler1,3307154,17615011,False,,11675867,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt""","""24""",2.0,,"[{'src': 'hda', 'id': 32578231}]",,,,phylip,,32.0,,42297227,1511857824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-11-28 08:30:31.235037,114886.0,4.0
2017-11-28 08:30:18.574445,slurm_normal,1923.0,mothur.dist,1511857828.0,0,,1.0,main_w4_handler0,3307154,17615014,False,,11675868,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt""","""24""",2.0,,"[{'src': 'hda', 'id': 32578234}]",,,,phylip,,32.0,,42297227,1511857824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-11-28 08:30:31.693277,114886.0,4.0
2017-11-28 08:30:18.793449,slurm_normal,1923.0,mothur.dist,1511857839.0,0,,1.0,main_w3_handler1,3307154,17615015,False,,11675872,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.std""","""24""",2.0,,"[{'src': 'hda', 'id': 32578235}]",,,,phylip,,32.0,,42297227,1511857835.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-11-28 08:30:41.472812,114886.0,4.0
2017-11-30 06:42:09.295261,slurm_normal,1070.0,mothur.dist,1512024142.0,0,,1.0,main_w3_handler0,3307905,17645963,False,,11705136,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.ave""","""12""",2.0,,"[{'src': 'hda', 'id': 32180574}]",,,,phylip,,32.0,,41627267,1512024137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-11-30 06:42:24.873868,36706.0,5.0
2017-11-30 06:42:15.776272,slurm_normal,1070.0,mothur.dist,1512024153.0,0,,1.0,main_w3_handler0,3307905,17645967,False,,11705141,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.ave""","""12""",2.0,,"[{'src': 'hda', 'id': 32180577}]",,,,phylip,,32.0,,41627267,1512024149.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-11-30 06:42:36.144539,36706.0,4.0
2017-11-30 06:42:17.413487,slurm_normal,1070.0,mothur.dist,1512024158.0,0,,1.0,main_w3_handler1,3307905,17645968,False,,11705142,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt""","""12""",2.0,,"[{'src': 'hda', 'id': 32180578}]",,,,phylip,,32.0,,41627267,1512024152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-11-30 06:42:39.789146,36706.0,6.0
2017-11-30 06:42:11.153849,slurm_normal,1070.0,mothur.dist,1512024145.0,0,,1.0,main_w3_handler1,3307905,17645964,False,,11705137,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt""","""12""",2.0,,"[{'src': 'hda', 'id': 32180575}]",,,,phylip,,32.0,,41627267,1512024140.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-11-30 06:42:29.622999,36706.0,5.0
2017-11-30 06:42:13.187680,slurm_normal,1070.0,mothur.dist,1512024147.0,0,,1.0,main_w3_handler0,3307905,17645965,False,,11705138,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.std""","""12""",2.0,,"[{'src': 'hda', 'id': 32180576}]",,,,phylip,,32.0,,41627267,1512024143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-11-30 06:42:29.042275,36706.0,4.0
2017-11-30 06:42:18.744668,slurm_normal,1070.0,mothur.dist,1512024153.0,0,,1.0,main_w4_handler1,3307905,17645969,False,,11705140,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.std""","""12""",2.0,,"[{'src': 'hda', 'id': 32180579}]",,,,phylip,,32.0,,41627267,1512024149.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-11-30 06:42:34.662230,36706.0,4.0
2017-12-03 01:56:37.317528,slurm_normal,1657.0,mothur.dist,1512266215.0,0,,1.0,main_w3_handler1,3350100,17678694,False,,11741391,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.ave""","""24""",2.0,,"[{'src': 'hda', 'id': 32697861}]",,,,phylip,,32.0,,42410454,1512266210.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-03 01:56:58.751338,117849.0,5.0
2017-12-03 01:56:38.655839,slurm_normal,1657.0,mothur.dist,1512266226.0,0,,1.0,main_w3_handler1,3350100,17678698,False,,11741393,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt""","""24""",2.0,,"[{'src': 'hda', 'id': 32697865}]",,,,phylip,,32.0,,42410454,1512266221.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-03 01:57:08.766242,117849.0,5.0
2017-12-03 01:56:39.480924,slurm_normal,1657.0,mothur.dist,1512266230.0,0,,1.0,main_w3_handler1,3350100,17678699,False,,11741395,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.std""","""24""",2.0,,"[{'src': 'hda', 'id': 32697867}]",,,,phylip,,32.0,,42410454,1512266224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-03 01:57:12.476986,117849.0,6.0
2017-12-03 01:56:37.848587,slurm_normal,1657.0,mothur.dist,1512266214.0,0,,1.0,main_w4_handler0,3350100,17678696,False,,11741390,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.std""","""24""",2.0,,"[{'src': 'hda', 'id': 32697863}]",,,,phylip,,32.0,,42410454,1512266207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-03 01:56:56.496919,117849.0,7.0
2017-12-03 01:56:37.512852,slurm_normal,1657.0,mothur.dist,1512266218.0,0,,1.0,main_w3_handler1,3350100,17678695,False,,11741392,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt""","""24""",2.0,,"[{'src': 'hda', 'id': 32697862}]",,,,phylip,,32.0,,42410454,1512266214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-03 01:57:00.842540,117849.0,4.0
2017-12-03 01:56:38.178561,slurm_normal,1657.0,mothur.dist,1512266214.0,0,,1.0,main_w4_handler1,3350100,17678697,False,,11741389,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.ave""","""24""",2.0,,"[{'src': 'hda', 'id': 32697864}]",,,,phylip,,32.0,,42410454,1512266207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-03 01:56:55.532217,117849.0,7.0
2017-12-05 14:12:45.409443,slurm_normal,1902866.0,mothur.square.dist,1512483190.0,0,,1.0,main_w3_handler0,3274927,17703676,False,,11768083,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""24""",2.0,,"[{'src': 'hda', 'id': 32740736}]",,,,phylip,,32.0,,42421588,1512483185.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-05 14:13:12.901146,112739.0,5.0
2017-12-05 23:32:08.890736,slurm_normal,38.0,mothur.dist,1512516758.0,0,,1.0,main_w3_handler1,3354412,17710728,False,,11775485,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt""","""24""",2.0,,"[{'src': 'hda', 'id': 32756919}]",,,,phylip,,32.0,,42481513,1512516753.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-05 23:32:45.084990,112430.0,5.0
2017-12-05 23:32:09.123167,slurm_normal,38.0,mothur.dist,1512516758.0,0,,1.0,main_w3_handler1,3354412,17710729,False,,11775486,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt""","""24""",2.0,,"[{'src': 'hda', 'id': 32756920}]",,,,phylip,,32.0,,42481513,1512516754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-05 23:32:46.217580,112430.0,4.0
2017-12-08 09:25:35.375537,slurm_normal,,,1512725148.0,0,,1.0,main_w3_handler0,3358303,17744615,False,,11811124,slurm,,132112168.0,corral-repl,186863.0,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""24""",,,,,,,,,32.0,,42533477,1512725144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-08 09:25:49.536687,72172.0,4.0
2017-12-08 09:25:50.851477,slurm_normal,,,1512725166.0,0,,1.0,main_w4_handler1,3358303,17744616,False,,11811125,slurm,,132112168.0,corral-repl,186863.0,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""24""",,,,,,,,,32.0,,42533477,1512725162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-08 09:26:08.754085,72172.0,4.0
2018-01-18 05:15:20.998716,slurm_normal,1657.0,mothur.dist,1516252556.0,0,,1.0,main_w4_handler0,3395242,18068319,False,,12146778,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.std""","""24""",2.0,,"[{'src': 'hda', 'id': 33364168}]",,,,phylip,,32.0,,43244112,1516252551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-18 05:16:09.433308,120071.0,5.0
2018-01-18 05:15:21.978069,slurm_normal,1657.0,mothur.dist,1516252532.0,0,,1.0,main_w3_handler1,3395242,18068322,False,,12146775,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt""","""24""",2.0,,"[{'src': 'hda', 'id': 33364170}]",,,,phylip,,32.0,,43244112,1516252528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-18 05:15:34.290983,120071.0,4.0
2018-01-18 05:15:20.281656,slurm_normal,1657.0,mothur.dist,1516252528.0,0,,1.0,main_w3_handler1,3395242,18068317,False,,12146773,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.ave""","""24""",2.0,,"[{'src': 'hda', 'id': 33364166}]",,,,phylip,,32.0,,43244112,1516252523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-18 05:15:30.460646,120071.0,5.0
2018-01-18 05:15:20.546083,slurm_normal,1657.0,mothur.dist,1516252528.0,0,,1.0,main_w3_handler0,3395242,18068318,False,,12146774,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt""","""24""",2.0,,"[{'src': 'hda', 'id': 33364167}]",,,,phylip,,32.0,,43244112,1516252524.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-18 05:15:31.312490,120071.0,4.0
2018-01-18 05:15:21.511425,slurm_normal,1657.0,mothur.dist,1516252533.0,0,,1.0,main_w4_handler1,3395242,18068321,False,,12146776,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.ave""","""24""",2.0,,"[{'src': 'hda', 'id': 33364169}]",,,,phylip,,32.0,,43244112,1516252528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-18 05:15:48.550434,120071.0,5.0
2018-01-18 05:15:22.520285,slurm_normal,1657.0,mothur.dist,1516252552.0,0,,1.0,main_w4_handler1,3395242,18068323,False,,12146777,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.std""","""24""",2.0,,"[{'src': 'hda', 'id': 33364171}]",,,,phylip,,32.0,,43244112,1516252548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-18 05:15:54.718805,120071.0,4.0
2017-12-11 12:01:39.312653,slurm_normal,,,1512993714.0,0,,1.0,main_w4_handler0,3358440,17771996,False,,11840772,slurm,,132112168.0,corral-repl,3508.0,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""24""",,,,,,,,,32.0,,42577162,1512993710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-11 12:01:59.153042,72172.0,4.0
2017-12-12 03:37:40.403144,slurm_normal,49.0,mothur.dist,1513049875.0,0,,1.0,main_w4_handler0,3323166,17779273,False,,11847455,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.std""","""27""",2.0,,"[{'src': 'hda', 'id': 32868660}]",,,,phylip,,32.0,,42600781,1513049870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-12 03:37:58.202275,74066.0,5.0
2017-12-12 03:37:41.694488,slurm_normal,49.0,mothur.dist,1513049886.0,0,,1.0,main_w3_handler1,3323166,17779276,False,,11847458,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.std""","""27""",2.0,,"[{'src': 'hda', 'id': 32868663}]",,,,phylip,,32.0,,42600781,1513049882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-12 03:38:08.253761,74066.0,4.0
2017-12-12 03:37:40.784587,slurm_normal,49.0,mothur.dist,1513049874.0,0,,1.0,main_w3_handler0,3323166,17779274,False,,11847454,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.ave""","""27""",2.0,,"[{'src': 'hda', 'id': 32868661}]",,,,phylip,,32.0,,42600781,1513049870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-12 03:37:56.527640,74066.0,4.0
2017-12-12 03:37:40.002697,slurm_normal,49.0,mothur.dist,1513049872.0,0,,1.0,main_w4_handler0,3323166,17779272,False,,11847453,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt""","""27""",2.0,,"[{'src': 'hda', 'id': 32868659}]",,,,phylip,,32.0,,42600781,1513049867.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-12 03:37:53.910860,74066.0,5.0
2017-12-12 03:37:39.475459,slurm_normal,49.0,mothur.dist,1513049875.0,0,,1.0,main_w3_handler1,3323166,17779271,False,,11847456,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.ave""","""27""",2.0,,"[{'src': 'hda', 'id': 32868658}]",,,,phylip,,32.0,,42600781,1513049870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-12 03:37:57.012890,74066.0,5.0
2017-12-12 03:37:41.233164,slurm_normal,49.0,mothur.dist,1513049883.0,0,,1.0,main_w4_handler0,3323166,17779275,False,,11847457,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt""","""27""",2.0,,"[{'src': 'hda', 'id': 32868662}]",,,,phylip,,32.0,,42600781,1513049879.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-12 03:38:06.020576,74066.0,4.0
2017-12-12 03:51:03.895138,slurm_normal,49.0,mothur.dist,1513050677.0,0,,1.0,main_w4_handler1,3323166,17779322,False,,11847508,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.std""","""18""",2.0,,"[{'src': 'hda', 'id': 32868663}]",,,,phylip,,32.0,,42600781,1513050672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-12 03:51:19.346537,74066.0,5.0
2017-12-12 03:51:01.603568,slurm_normal,49.0,mothur.dist,1513050673.0,0,,1.0,main_w3_handler1,3323166,17779316,False,,11847505,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.ave""","""18""",2.0,,"[{'src': 'hda', 'id': 32868658}]",,,,phylip,,32.0,,42600781,1513050668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-12 03:51:15.516159,74066.0,5.0
2017-12-12 03:51:01.972458,slurm_normal,49.0,mothur.dist,1513050676.0,0,,1.0,main_w4_handler0,3323166,17779317,False,,11847507,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt""","""18""",2.0,,"[{'src': 'hda', 'id': 32868659}]",,,,phylip,,32.0,,42600781,1513050671.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-12 03:51:19.184392,74066.0,5.0
2017-12-12 03:51:02.355245,slurm_normal,49.0,mothur.dist,1513050676.0,0,,1.0,main_w4_handler0,3323166,17779318,False,,11847506,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.std""","""18""",2.0,,"[{'src': 'hda', 'id': 32868660}]",,,,phylip,,32.0,,42600781,1513050671.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-12 03:51:18.882572,74066.0,5.0
2017-12-12 03:51:02.852942,slurm_normal,49.0,mothur.dist,1513050684.0,0,,1.0,main_w3_handler1,3323166,17779319,False,,11847512,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.ave""","""18""",2.0,,"[{'src': 'hda', 'id': 32868661}]",,,,phylip,,32.0,,42600781,1513050679.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-12 03:51:25.465464,74066.0,5.0
2017-12-12 03:51:03.246099,slurm_normal,49.0,mothur.dist,1513050690.0,0,,1.0,main_w3_handler0,3323166,17779321,False,,11847513,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt""","""18""",2.0,,"[{'src': 'hda', 'id': 32868662}]",,,,phylip,,32.0,,42600781,1513050685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-12 03:51:32.284668,74066.0,5.0
2017-12-12 07:54:42.299818,slurm_normal,16656.0,mothur.dist,1513065295.0,0,,1.0,main_w3_handler1,3362393,17780606,False,,11848768,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""24""",2.0,,"[{'src': 'hda', 'id': 32870491}]",,,,phylip,,32.0,,42604640,1513065290.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-12 07:54:57.549848,113456.0,5.0
