create_time,destination_id,dist,dist_filetype,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.dist|__identifier__,parameters.fontsize,parameters.input.__current_case__,parameters.input.calc,parameters.input.dist.values,parameters.input.groups,parameters.input.label,parameters.input.otu.values,parameters.input.source,parameters.otu|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-06 14:21:08.811951,slurm_normal,1657.0,mothur.dist,1520346083.0,0,7680.0,1.0,main_w3_handler0,3443094,18624245,False,,12720545,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt""","""24""",2.0,,"[{'src': 'hda', 'id': 34239274}]",,,,phylip,,32.0,,44368180,1520346079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-03-06 14:21:26.299241,122824.0,4.0
2018-01-12 17:14:22.840096,slurm_normal,1193.0,mothur.dist,1515777272.0,0,,1.0,main_w3_handler0,3287353,18019014,False,,12096330,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.ave""","""24""",2.0,,"[{'src': 'hda', 'id': 33288853}]",,,,phylip,,32.0,,43135597,1515777267.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 17:14:34.139581,113659.0,5.0
2018-01-12 17:14:23.923005,slurm_normal,1193.0,mothur.dist,1515777272.0,0,,1.0,main_w4_handler1,3287353,18019016,False,,12096331,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.std""","""24""",2.0,,"[{'src': 'hda', 'id': 33288856}]",,,,phylip,,32.0,,43135597,1515777267.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 17:14:34.470545,113659.0,5.0
2018-01-12 17:14:23.349729,slurm_normal,1193.0,mothur.dist,1515777275.0,0,,1.0,main_w4_handler0,3287353,18019015,False,,12096332,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt""","""24""",2.0,,"[{'src': 'hda', 'id': 33288855}]",,,,phylip,,32.0,,43135597,1515777270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 17:14:37.766421,113659.0,5.0
2018-01-12 17:29:15.293955,slurm_normal,1193.0,mothur.dist,1515778174.0,0,,1.0,main_w4_handler1,3287353,18019149,False,,12096508,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt""","""24""",2.0,,"[{'src': 'hda', 'id': 33288855}]",,,,phylip,,32.0,,43135597,1515778159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 17:29:36.872176,113659.0,15.0
2018-01-12 17:29:15.724932,slurm_normal,1193.0,mothur.dist,1515778166.0,0,,1.0,main_w4_handler0,3287353,18019151,False,,12096513,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.std""","""24""",2.0,,"[{'src': 'hda', 'id': 33288856}]",,,,phylip,,32.0,,43135597,1515778161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 17:29:28.487314,113659.0,5.0
2018-01-12 17:28:20.970738,slurm_normal,1193.0,mothur.dist,1515778112.0,0,,1.0,main_w3_handler1,3287353,18019133,False,,12096494,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.ave""","""24""",2.0,,"[{'src': 'hda', 'id': 33288853}]",,,,phylip,,32.0,,43135597,1515778107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 17:28:35.650417,113659.0,5.0
2018-01-12 17:28:21.482139,slurm_normal,1193.0,mothur.dist,1515778113.0,0,,1.0,main_w3_handler0,3287353,18019134,False,,12096496,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt""","""24""",2.0,,"[{'src': 'hda', 'id': 33288855}]",,,,phylip,,32.0,,43135597,1515778108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 17:28:36.466980,113659.0,5.0
2018-01-12 17:28:22.008046,slurm_normal,1193.0,mothur.dist,1515778115.0,0,,1.0,main_w3_handler0,3287353,18019135,False,,12096497,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.std""","""24""",2.0,,"[{'src': 'hda', 'id': 33288856}]",,,,phylip,,32.0,,43135597,1515778110.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 17:28:38.198999,113659.0,5.0
2018-01-12 17:29:14.782186,slurm_normal,1193.0,mothur.dist,1515778165.0,0,,1.0,main_w3_handler1,3287353,18019148,False,,12096509,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.ave""","""24""",2.0,,"[{'src': 'hda', 'id': 33288853}]",,,,phylip,,32.0,,43135597,1515778159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 17:29:28.176930,113659.0,6.0
2018-01-12 18:01:21.604565,slurm_normal,1657.0,mothur.dist,1515780110.0,0,,1.0,main_w3_handler0,3390534,18019462,False,,12096839,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt""","""24""",2.0,,"[{'src': 'hda', 'id': 33289920}]",,,,phylip,,32.0,,43165624,1515780095.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 18:01:52.451200,119655.0,15.0
2018-01-12 18:01:16.219158,slurm_normal,1657.0,mothur.dist,1515780086.0,0,,1.0,main_w4_handler0,3390534,18019458,False,,12096832,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt""","""24""",2.0,,"[{'src': 'hda', 'id': 33289917}]",,,,phylip,,32.0,,43165624,1515780081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 18:01:31.723991,119655.0,5.0
2018-01-12 18:01:22.030771,slurm_normal,1657.0,mothur.dist,1515780092.0,0,,1.0,main_w4_handler1,3390534,18019463,False,,12096835,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.std""","""24""",2.0,,"[{'src': 'hda', 'id': 33289921}]",,,,phylip,,32.0,,43165624,1515780086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 18:01:35.000495,119655.0,6.0
2018-01-12 18:01:12.243696,slurm_normal,1657.0,mothur.dist,1515780082.0,0,,1.0,main_w3_handler1,3390534,18019457,False,,12096831,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.ave""","""24""",2.0,,"[{'src': 'hda', 'id': 33289916}]",,,,phylip,,32.0,,43165624,1515780076.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 18:01:23.876160,119655.0,6.0
2018-01-12 18:01:17.203545,slurm_normal,1657.0,mothur.dist,1515780086.0,0,,1.0,main_w4_handler0,3390534,18019459,False,,12096833,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""jclass.0.03.lt.std""","""24""",2.0,,"[{'src': 'hda', 'id': 33289918}]",,,,phylip,,32.0,,43165624,1515780081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 18:01:31.638124,119655.0,5.0
2018-01-12 18:01:17.632932,slurm_normal,1657.0,mothur.dist,1515780086.0,0,,1.0,main_w4_handler0,3390534,18019460,False,,12096834,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""thetayc.0.03.lt.ave""","""24""",2.0,,"[{'src': 'hda', 'id': 33289919}]",,,,phylip,,32.0,,43165624,1515780082.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2018-01-12 18:01:32.003518,119655.0,4.0
