bgzip,bgzip_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.bgzip,parameters.chromInfo,parameters.dbkey,parameters.input1,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
63696,bgzip,2014-10-21 17:18:48.453182,rodeo_normal,1413911939.0,0.0,1.0,main_w1_handler0,2092309,8018521,False,,202996,encodepeak,54061.rodeo,slurm,,16332532.0,corral-repl,,17295827,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17295733,2.0,,17826686,1413911936.0,ok,0.0,CONVERTER_encodepeak_to_tabix_0,1.0.0,,2014-10-21 17:19:02.061997,54619,3.0
63696,bgzip,2014-10-21 17:16:08.945697,rodeo_normal,1413911781.0,0.0,1.0,main_w2_handler1,2092309,8018507,False,,202996,encodepeak,54046.rodeo,slurm,,16332532.0,corral-repl,,17295813,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17295733,2.0,,17826686,1413911777.0,ok,0.0,CONVERTER_encodepeak_to_tabix_0,1.0.0,,2014-10-21 17:16:25.455035,54619,4.0
