create_time,destination_id,end_epoch,exit_code,fasta_collection1,fasta_collection10,fasta_collection10_filetype,fasta_collection11,fasta_collection11_filetype,fasta_collection12,fasta_collection12_filetype,fasta_collection13,fasta_collection13_filetype,fasta_collection14,fasta_collection14_filetype,fasta_collection15,fasta_collection15_filetype,fasta_collection16,fasta_collection16_filetype,fasta_collection17,fasta_collection17_filetype,fasta_collection18,fasta_collection18_filetype,fasta_collection19,fasta_collection19_filetype,fasta_collection1_filetype,fasta_collection2,fasta_collection20,fasta_collection20_filetype,fasta_collection21,fasta_collection21_filetype,fasta_collection22,fasta_collection22_filetype,fasta_collection2_filetype,fasta_collection3,fasta_collection3_filetype,fasta_collection4,fasta_collection4_filetype,fasta_collection5,fasta_collection5_filetype,fasta_collection6,fasta_collection6_filetype,fasta_collection7,fasta_collection7_filetype,fasta_collection8,fasta_collection8_filetype,fasta_collection9,fasta_collection9_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,method|inputs_0|fasta,method|inputs_0|fasta_filetype,method|inputs_10|fasta,method|inputs_10|fasta_filetype,method|inputs_11|fasta,method|inputs_11|fasta_filetype,method|inputs_12|fasta,method|inputs_12|fasta_filetype,method|inputs_13|fasta,method|inputs_13|fasta_filetype,method|inputs_14|fasta,method|inputs_14|fasta_filetype,method|inputs_15|fasta,method|inputs_15|fasta_filetype,method|inputs_16|fasta,method|inputs_16|fasta_filetype,method|inputs_17|fasta,method|inputs_17|fasta_filetype,method|inputs_18|fasta,method|inputs_18|fasta_filetype,method|inputs_19|fasta,method|inputs_19|fasta_filetype,method|inputs_1|fasta,method|inputs_1|fasta_filetype,method|inputs_20|fasta,method|inputs_20|fasta_filetype,method|inputs_21|fasta,method|inputs_21|fasta_filetype,method|inputs_22|fasta,method|inputs_22|fasta_filetype,method|inputs_23|fasta,method|inputs_23|fasta_filetype,method|inputs_24|fasta,method|inputs_24|fasta_filetype,method|inputs_25|fasta,method|inputs_25|fasta_filetype,method|inputs_26|fasta,method|inputs_26|fasta_filetype,method|inputs_27|fasta,method|inputs_27|fasta_filetype,method|inputs_2|fasta,method|inputs_2|fasta_filetype,method|inputs_3|fasta,method|inputs_3|fasta_filetype,method|inputs_4|fasta,method|inputs_4|fasta_filetype,method|inputs_5|fasta,method|inputs_5|fasta_filetype,method|inputs_6|fasta,method|inputs_6|fasta_filetype,method|inputs_7|fasta,method|inputs_7|fasta_filetype,method|inputs_8|fasta,method|inputs_8|fasta_filetype,method|inputs_9|fasta,method|inputs_9|fasta_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.method.__current_case__,parameters.method.fasta_collection.values,parameters.method.how,parameters.method.inputs,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-08 04:16:55.272696,slurm_normal,1507436225.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w4_handler0,2620689,17050080,False,,11106312.roundup,slurm,,132112168.0,15240589.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600354}]}, 'group': 'Data'}]",32.0,,41092245,1507436217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:17:06.930064,79773.0,8.0
2017-10-08 04:16:56.104951,slurm_normal,1507436227.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w4_handler0,2620689,17050084,False,,11106315.roundup,slurm,,132112168.0,21529912.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600378}]}, 'group': 'Data'}]",32.0,,41092245,1507436220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:17:08.683342,79773.0,7.0
2017-10-08 04:16:54.908163,slurm_normal,1507436228.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w4_handler1,2620689,17050078,False,,11106313.roundup,slurm,,132112168.0,21845951.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600342}]}, 'group': 'Data'}]",32.0,,41092245,1507436220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:17:11.706235,79773.0,8.0
2017-10-08 04:16:55.529885,slurm_normal,1507436242.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w4_handler1,2620689,17050081,False,,11106319.roundup,slurm,,132112168.0,12877073.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600360}]}, 'group': 'Data'}]",32.0,,41092245,1507436235.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:17:26.060860,79773.0,7.0
2017-10-08 04:16:58.231832,slurm_normal,1507436283.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w4_handler1,2620689,17050095,False,,11106334.roundup,slurm,,132112168.0,20448430.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600444}]}, 'group': 'Data'}]",32.0,,41092245,1507436275.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:18:04.944064,79773.0,8.0
2017-10-08 04:16:55.940058,slurm_normal,1507436246.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w3_handler1,2620689,17050083,False,,11106321.roundup,slurm,,132112168.0,14312210.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600372}]}, 'group': 'Data'}]",32.0,,41092245,1507436239.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:17:29.695861,79773.0,7.0
2017-10-08 04:16:54.715646,slurm_normal,1507436232.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w3_handler0,2620689,17050077,False,,11106317.roundup,slurm,,132112168.0,16307999.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600336}]}, 'group': 'Data'}]",32.0,,41092245,1507436224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:17:15.033981,79773.0,8.0
2017-10-08 04:16:57.210582,slurm_normal,1507436285.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w3_handler0,2620689,17050090,False,,11106335.roundup,slurm,,132112168.0,8722966.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600414}]}, 'group': 'Data'}]",32.0,,41092245,1507436277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:18:11.673342,79773.0,8.0
2017-10-08 04:16:55.720711,slurm_normal,1507436255.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w3_handler0,2620689,17050082,False,,11106326.roundup,slurm,,132112168.0,12490183.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600366}]}, 'group': 'Data'}]",32.0,,41092245,1507436249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:17:39.417229,79773.0,6.0
2017-10-08 04:16:57.880044,slurm_normal,1507436317.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w3_handler1,2620689,17050093,False,,11106347.roundup,slurm,,132112168.0,22649534.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600432}]}, 'group': 'Data'}]",32.0,,41092245,1507436310.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:18:46.940817,79773.0,7.0
2017-10-08 04:16:55.104978,slurm_normal,1507436227.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w4_handler1,2620689,17050079,False,,11106314.roundup,slurm,,132112168.0,16753912.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600348}]}, 'group': 'Data'}]",32.0,,41092245,1507436220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:17:11.875014,79773.0,7.0
2017-10-08 04:17:00.312237,slurm_normal,1507436283.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w4_handler0,2620689,17050104,False,,11106333.roundup,slurm,,132112168.0,22247673.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600498}]}, 'group': 'Data'}]",32.0,,41092245,1507436275.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:18:04.169228,79773.0,8.0
2017-10-08 04:16:56.278344,slurm_normal,1507436239.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w4_handler0,2620689,17050085,False,,11106318.roundup,slurm,,132112168.0,22796935.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600384}]}, 'group': 'Data'}]",32.0,,41092245,1507436232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:17:21.628143,79773.0,7.0
2017-10-08 04:16:56.668555,slurm_normal,1507436242.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w4_handler0,2620689,17050087,False,,11106320.roundup,slurm,,132112168.0,19109641.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600396}]}, 'group': 'Data'}]",32.0,,41092245,1507436235.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:17:25.168778,79773.0,7.0
2017-10-08 04:16:56.843055,slurm_normal,1507436254.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,main_w4_handler0,2620689,17050088,False,,11106323.roundup,slurm,,132112168.0,19244219.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,manually,"[{'__index__': 0, 'fasta': {'values': [{'src': 'hda', 'id': 31600402}]}, 'group': 'Data'}]",32.0,,41092245,1507436246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.36.1.0,1.36.1.0,,2017-10-08 04:17:36.713279,79773.0,8.0
