create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile_control,infile_control_filetype,infile_treatment,infile_treatment_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bdgcmp_options.__current_case__,parameters.bdgcmp_options.bdgcmp_options_selector,parameters.bdgcmp_options.pseudocount,parameters.chromInfo,parameters.dbkey,parameters.infile_control.values,parameters.infile_treatment.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-15 14:49:19.822036,slurm_normal,1516027813.0,0,,1.0,main_w4_handler1,3316534,18039520,False,143888941,bedgraph,143774930,bedgraph,,12116648,slurm,,132112168.0,corral-repl,,,0,FE,1.0,"""/galaxy-repl/main/files/022/042/dataset_22042216.dat""","""Candida albicans (A22 haploid)""","[{'src': 'hda', 'id': 32153942}]","[{'src': 'hda', 'id': 32153940}]",32.0,,43165287.0,1516027765.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-15 14:50:15.685835,71567.0,48.0
2018-01-15 14:49:18.678663,slurm_normal,1516027806.0,0,,1.0,main_w3_handler1,3316534,18039518,False,143888941,bedgraph,146559439,bedgraph,,12116647,slurm,,132112168.0,corral-repl,,,0,FE,1.0,"""/galaxy-repl/main/files/022/042/dataset_22042216.dat""","""Candida albicans (A22 haploid)""","[{'src': 'hda', 'id': 32153942}]","[{'src': 'hda', 'id': 32153938}]",32.0,,43165287.0,1516027765.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-15 14:50:09.074195,71567.0,41.0
2018-01-15 14:49:54.620119,slurm_normal,1516027871.0,0,,1.0,main_w3_handler1,3316534,18039525,False,143888941,bedgraph,146559439,bedgraph,,12116656,slurm,,132112168.0,corral-repl,,,4,qpois,,"""/galaxy-repl/main/files/022/042/dataset_22042216.dat""","""Candida albicans (A22 haploid)""","[{'src': 'hda', 'id': 32153942}]","[{'src': 'hda', 'id': 32153938}]",32.0,,43165287.0,1516027845.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-15 14:51:13.648010,71567.0,26.0
2018-01-15 14:49:55.920732,slurm_normal,1516027876.0,0,,1.0,main_w3_handler1,3316534,18039527,False,143888941,bedgraph,143774930,bedgraph,,12116657,slurm,,132112168.0,corral-repl,,,4,qpois,,"""/galaxy-repl/main/files/022/042/dataset_22042216.dat""","""Candida albicans (A22 haploid)""","[{'src': 'hda', 'id': 32153942}]","[{'src': 'hda', 'id': 32153940}]",32.0,,43165287.0,1516027850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-15 14:51:18.580764,71567.0,26.0
2018-01-15 14:49:20.422914,slurm_normal,1516027849.0,0,,1.0,main_w3_handler1,3316534,18039521,False,143888941,bedgraph,143490542,bedgraph,,12116652,slurm,,132112168.0,corral-repl,,,0,FE,1.0,"""/galaxy-repl/main/files/022/042/dataset_22042216.dat""","""Candida albicans (A22 haploid)""","[{'src': 'hda', 'id': 32153942}]","[{'src': 'hda', 'id': 32153941}]",32.0,,43165287.0,1516027810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-15 14:50:50.944335,71567.0,39.0
2018-01-15 14:49:56.484317,slurm_normal,1516027846.0,0,,1.0,main_w3_handler0,3316534,18039528,False,143888941,bedgraph,143490542,bedgraph,,12116653,slurm,,132112168.0,corral-repl,,,4,qpois,,"""/galaxy-repl/main/files/022/042/dataset_22042216.dat""","""Candida albicans (A22 haploid)""","[{'src': 'hda', 'id': 32153942}]","[{'src': 'hda', 'id': 32153941}]",32.0,,43165287.0,1516027810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-15 14:50:48.063150,71567.0,36.0
2018-01-15 14:52:55.309506,slurm_normal,1516028016.0,0,,1.0,main_w4_handler0,3316534,18039551,False,143888941,bedgraph,142824292,bedgraph,,12116662,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/main/files/022/042/dataset_22042216.dat""","""Candida albicans (A22 haploid)""","[{'src': 'hda', 'id': 32153942}]","[{'src': 'hda', 'id': 32153939}]",32.0,,43165287.0,1516027980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-15 14:53:38.257603,71567.0,36.0
2018-01-15 14:52:54.157826,slurm_normal,1516028012.0,0,,1.0,main_w3_handler0,3316534,18039549,False,143888941,bedgraph,146803410,bedgraph,,12116660,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/main/files/022/042/dataset_22042216.dat""","""Candida albicans (A22 haploid)""","[{'src': 'hda', 'id': 32153942}]","[{'src': 'hda', 'id': 32153937}]",32.0,,43165287.0,1516027977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-15 14:53:34.156654,71567.0,35.0
2018-01-15 14:52:55.814244,slurm_normal,1516028014.0,0,,1.0,main_w3_handler0,3316534,18039552,False,143888941,bedgraph,143774930,bedgraph,,12116663,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/main/files/022/042/dataset_22042216.dat""","""Candida albicans (A22 haploid)""","[{'src': 'hda', 'id': 32153942}]","[{'src': 'hda', 'id': 32153940}]",32.0,,43165287.0,1516027980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-15 14:53:37.061794,71567.0,34.0
2018-01-15 14:52:56.355158,slurm_normal,1516028054.0,0,,1.0,main_w3_handler0,3316534,18039553,False,143888941,bedgraph,143490542,bedgraph,,12116675,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/main/files/022/042/dataset_22042216.dat""","""Candida albicans (A22 haploid)""","[{'src': 'hda', 'id': 32153942}]","[{'src': 'hda', 'id': 32153941}]",32.0,,43165287.0,1516028018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-15 14:54:15.782145,71567.0,36.0
2018-01-15 21:10:03.528826,slurm_normal,1516050907.0,0,,1.0,main_w4_handler0,3369731,18042179,False,871989314,bedgraph,908927757,bedgraph,,12119383,slurm,,132112168.0,corral-repl,,,5,subtract,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33322483}]","[{'src': 'hda', 'id': 33322482}]",32.0,,43209161.0,1516050607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-15 21:15:08.958927,109561.0,300.0
2018-01-16 14:54:48.459156,slurm_normal,1516115036.0,0,,1.0,main_w3_handler0,1934684,18049253,False,2395236924,bedgraph,1002168351,bedgraph,,12126644,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33332712}]","[{'src': 'hda', 'id': 33332725}]",32.0,,43087692.0,1516114490.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-16 15:03:58.566220,46725.0,546.0
2018-01-16 14:55:20.182953,slurm_normal,1516115075.0,0,,1.0,main_w3_handler0,1934684,18049259,False,2589171060,bedgraph,763955697,bedgraph,,12126650,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33332711}]","[{'src': 'hda', 'id': 33332727}]",32.0,,43087692.0,1516114524.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-16 15:04:36.484798,46725.0,551.0
2017-12-02 16:53:28.558321,slurm_normal,1512234614.0,0,,1.0,main_w4_handler0,3350140,17675944,False,1905552891,bedgraph,2070303046,bedgraph,,11738537,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32693534}]","[{'src': 'hda', 'id': 32693533}]",32.0,,42411190.0,1512234088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-02 17:10:16.395466,117854.0,526.0
2018-01-16 14:54:12.459574,slurm_normal,1516115037.0,0,,1.0,main_w4_handler0,1934684,18049249,False,2395236924,bedgraph,1229341269,bedgraph,,12126638,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33332712}]","[{'src': 'hda', 'id': 33332724}]",32.0,,43087692.0,1516114455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-16 15:03:59.294471,46725.0,582.0
2018-01-16 14:55:01.240107,slurm_normal,1516115113.0,0,,1.0,main_w4_handler1,1934684,18049255,False,2589171060,bedgraph,1166722474,bedgraph,,12126646,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33332711}]","[{'src': 'hda', 'id': 33332726}]",32.0,,43087692.0,1516114505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-16 15:05:14.809595,46725.0,608.0
2017-12-06 21:37:08.373152,slurm_normal,1512596597.0,0,,1.0,main_w3_handler1,3345901,17724927,False,1047347321,bedgraph,993471820,bedgraph,,11790918,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32763958}]","[{'src': 'hda', 'id': 32763957}]",32.0,,41722357.0,1512596238.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-06 21:43:19.136293,108490.0,359.0
2017-12-06 21:36:41.240248,slurm_normal,1512596728.0,0,,1.0,main_w4_handler1,3345901,17724924,False,2098737132,bedgraph,876807259,bedgraph,,11790914,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32764632}]","[{'src': 'hda', 'id': 32764631}]",32.0,,41722357.0,1512596209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-06 21:45:30.106627,108490.0,519.0
2017-12-07 00:59:40.630350,slurm_normal,1512609033.0,0,,1.0,main_w4_handler1,3345901,17726947,False,1047347321,bedgraph,993471820,bedgraph,,11793086,slurm,,132112168.0,corral-repl,,,2,logFE,1e-05,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32763958}]","[{'src': 'hda', 'id': 32763957}]",32.0,,41722357.0,1512608394.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-07 01:10:35.596013,108490.0,639.0
2018-01-17 14:29:46.680190,slurm_normal,1516199442.0,0,,1.0,main_w3_handler1,3395326,18060638,False,85503912,bedgraph,85503912,bedgraph,,12138602,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","[{'src': 'hda', 'id': 33350475}]","[{'src': 'hda', 'id': 33350475}]",32.0,,43244604.0,1516199389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-17 14:30:44.043262,120093.0,53.0
2018-01-17 14:29:25.365698,slurm_normal,1516199405.0,0,,1.0,main_w4_handler0,3395326,18060637,False,85503912,bedgraph,85503912,bedgraph,,12138601,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","[{'src': 'hda', 'id': 33350475}]","[{'src': 'hda', 'id': 33350475}]",32.0,,43244604.0,1516199371.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-17 14:30:06.352002,120093.0,34.0
2018-02-01 23:32:12.896729,slurm_normal,1517528246.0,0,,1.0,main_w3_handler0,3413887,18229792,False,708695419,bedgraph,1096687229,bedgraph,,12310107,slurm,,132112168.0,corral-repl,,,5,subtract,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33620793}]","[{'src': 'hda', 'id': 33620803}]",32.0,,43517976.0,1517527940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-01 23:37:28.527587,79600.0,306.0
2017-12-13 00:43:30.638845,slurm_normal,1513125991.0,0,,1.0,main_w3_handler0,3345901,17791460,False,1050192947,bedgraph,990873354,bedgraph,,11860545,slurm,,132112168.0,corral-repl,,,4,qpois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32871929}]","[{'src': 'hda', 'id': 32871928}]",32.0,,41722357.0,1513125819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-13 00:46:32.789624,108490.0,172.0
2017-12-13 00:58:27.367044,slurm_normal,1513127254.0,0,,1.0,main_w4_handler0,3345901,17791576,False,1050192947,bedgraph,990873354,bedgraph,,11860631,slurm,,132112168.0,corral-repl,,,2,logFE,0.0,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32871929}]","[{'src': 'hda', 'id': 32871928}]",32.0,,41722357.0,1513126718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-13 01:07:35.695012,108490.0,536.0
2017-12-13 00:29:52.333706,slurm_normal,1513125294.0,0,,1.0,main_w4_handler1,3345901,17791374,False,1050192947,bedgraph,990873354,bedgraph,,11860452,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32871929}]","[{'src': 'hda', 'id': 32871928}]",32.0,,41722357.0,1513125003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-13 00:34:56.869839,108490.0,291.0
2017-12-13 00:52:45.930495,slurm_normal,1513126691.0,0,,1.0,main_w4_handler0,3345901,17791505,False,1050192947,bedgraph,990873354,bedgraph,,11860595,slurm,,132112168.0,corral-repl,,,5,subtract,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32871929}]","[{'src': 'hda', 'id': 32871928}]",32.0,,41722357.0,1513126375.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-13 00:58:13.216572,108490.0,316.0
2017-12-13 00:59:22.856128,slurm_normal,1513127296.0,0,,1.0,main_w3_handler0,3345901,17791579,False,1050192947,bedgraph,990873354,bedgraph,,11860638,slurm,,132112168.0,corral-repl,,,0,FE,1e-05,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32871929}]","[{'src': 'hda', 'id': 32871928}]",32.0,,41722357.0,1513126775.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-13 01:08:17.951582,108490.0,521.0
2017-12-13 01:12:07.384226,slurm_normal,1513128133.0,0,,1.0,main_w4_handler1,3345901,17791637,False,1050192947,bedgraph,990873354,bedgraph,,11860716,slurm,,132112168.0,corral-repl,,,2,logFE,1e-05,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32871929}]","[{'src': 'hda', 'id': 32871928}]",32.0,,41722357.0,1513127536.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-13 01:22:14.917676,108490.0,597.0
2017-12-13 01:14:30.442543,slurm_normal,1513128243.0,0,,1.0,main_w4_handler1,3345901,17791647,False,1050192947,bedgraph,990873354,bedgraph,,11860737,slurm,,132112168.0,corral-repl,,,0,FE,0.0,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32871929}]","[{'src': 'hda', 'id': 32871928}]",32.0,,41722357.0,1513127682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-13 01:24:05.429266,108490.0,561.0
2017-12-13 01:18:25.900710,slurm_normal,1513128253.0,0,,1.0,main_w3_handler0,3345901,17791679,False,1050192947,bedgraph,990873354,bedgraph,,11860774,slurm,,132112168.0,corral-repl,,,6,slogLR,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32871929}]","[{'src': 'hda', 'id': 32871928}]",32.0,,41722357.0,1513127913.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-13 01:24:14.594484,108490.0,340.0
2017-12-13 01:17:35.282129,slurm_normal,1513128254.0,0,,1.0,main_w3_handler1,3345901,17791673,False,1050192947,bedgraph,990873354,bedgraph,,11860767,slurm,,132112168.0,corral-repl,,,1,logLR,1e-05,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32871929}]","[{'src': 'hda', 'id': 32871928}]",32.0,,41722357.0,1513127865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-13 01:24:15.995162,108490.0,389.0
2017-12-13 13:42:30.099137,slurm_normal,1513173039.0,0,,1.0,main_w4_handler1,3363643,17796815,False,2114586944,bedgraph,912040876,bedgraph,,11866020,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32893956}]","[{'src': 'hda', 'id': 32893955}]",32.0,,42626837.0,1513172561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-13 13:50:41.427095,118537.0,478.0
2017-12-14 10:57:35.925780,slurm_normal,1513249555.0,0,,1.0,main_w4_handler0,3363643,17805547,False,2418721945,bedgraph,884659710,bedgraph,,11875159,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32928519}]","[{'src': 'hda', 'id': 32928518}]",32.0,,42626837.0,1513249064.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-14 11:05:59.053451,118537.0,491.0
2017-12-14 09:36:10.520782,slurm_normal,1513244418.0,0,,1.0,main_w3_handler1,3363643,17804902,False,654330210,bedgraph,490564056,bedgraph,,11874452,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32928063}]","[{'src': 'hda', 'id': 32928062}]",32.0,,42626837.0,1513244177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-12-14 09:40:20.639133,118537.0,241.0
2018-01-19 00:44:51.172230,slurm_normal,1516323086.0,0,,1.0,main_w4_handler0,3385669,18079140,False,880154606,bedgraph,493528998,bedgraph,,12157358,slurm,,132112168.0,corral-repl,,,2,logFE,1e-05,"""/cvmfs/data.galaxyproject.org/managed/len/danRer10.len""","""danRer10""","[{'src': 'hda', 'id': 33374813}]","[{'src': 'hda', 'id': 33374782}]",32.0,,41651981.0,1516322697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-19 00:51:28.829213,108865.0,389.0
2018-01-23 03:02:05.738546,slurm_normal,1516676586.0,0,,1.0,main_w4_handler0,3189796,18128358,False,63012063,bedgraph,54349598,bedgraph,,12207708,slurm,,132112168.0,corral-repl,,,0,FE,0.0,"""/cvmfs/data.galaxyproject.org/managed/len/danRer10.len""","""danRer10""","[{'src': 'hda', 'id': 30929770}]","[{'src': 'hda', 'id': 30929792}]",32.0,,41651981.0,1516676541.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-23 03:03:09.562850,108865.0,45.0
2018-01-25 20:53:40.946368,slurm_normal,1516913846.0,0,,1.0,main_w4_handler1,2934666,18158571,False,788275594,bedgraph,670581271,bedgraph,,12239714,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 33502818}]","[{'src': 'hda', 'id': 33502817}]",32.0,,41648724.0,1516913627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-25 20:57:27.278330,46988.0,219.0
2018-01-30 17:20:48.422679,slurm_normal,1517334820.0,0,,1.0,main_w3_handler0,3386585,18203113,False,2211818751,bedgraph,3268326645,bedgraph,,12283794,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33573212}]","[{'src': 'hda', 'id': 33573211}]",32.0,,43459982.0,1517333951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-30 17:53:42.460715,67872.0,869.0
2018-01-31 06:06:03.069156,slurm_normal,1517379275.0,0,,1.0,main_w4_handler0,3387452,18208411,False,1044044920,bedgraph,1883041121,bedgraph,,12289361,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33457752}]","[{'src': 'hda', 'id': 33457751}]",32.0,,43543943.0,1517378773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-01-31 06:14:36.963038,119628.0,502.0
2018-02-01 16:19:26.337055,slurm_normal,1517502699.0,0,,1.0,main_w4_handler0,3408222,18225118,False,2141228563,bedgraph,1458756537,bedgraph,,12305407,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33599883}]","[{'src': 'hda', 'id': 33599882}]",32.0,,43517976.0,1517501990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-01 16:31:42.037126,79600.0,709.0
2018-02-01 22:58:13.402899,slurm_normal,1517526183.0,0,,1.0,main_w3_handler0,3413887,18229311,False,708695419,bedgraph,1096687229,bedgraph,,12309566,slurm,,132112168.0,corral-repl,,,6,slogLR,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33620793}]","[{'src': 'hda', 'id': 33620803}]",32.0,,43517976.0,1517525906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-01 23:03:04.509258,79600.0,277.0
2018-03-08 14:37:48.095802,slurm_normal,1520520211.0,0,7680.0,1.0,main_w4_handler1,3454269,18658202,False,1085486338,bedgraph,613461374,bedgraph,,12754114,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34282448}]","[{'src': 'hda', 'id': 34282447}]",32.0,,43719061.0,1520519879.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-03-08 14:43:33.690344,80380.0,332.0
2018-02-04 00:36:14.236629,slurm_normal,1517704664.0,0,,1.0,main_w4_handler0,3405998,18248934,False,57623282,bedgraph,25843181,bedgraph,,12330618,slurm,,132112168.0,corral-repl,,"""6601409a094311e88d28005056ba2773""",0,FE,0.0,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal5.len""","""galGal5""","[{'src': 'hda', 'id': 33657528}]","[{'src': 'hda', 'id': 33657527}]",32.0,,,1517704636.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-04 00:37:46.083699,119794.0,28.0
2018-02-04 00:41:59.214391,slurm_normal,1517705002.0,0,,1.0,main_w3_handler1,3405998,18248964,False,57623282,bedgraph,25843181,bedgraph,,12330644,slurm,,132112168.0,corral-repl,,"""34063b80094411e8be03005056ba2773""",0,FE,0.0,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal5.len""","""galGal5""","[{'src': 'hda', 'id': 33657577}]","[{'src': 'hda', 'id': 33657576}]",32.0,,,1517704970.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-04 00:43:24.436414,119794.0,32.0
