create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allele_col,parameters.allele_col.__class__,parameters.allele_col.value,parameters.base,parameters.chromInfo,parameters.chrom_col,parameters.chrom_col.__class__,parameters.chrom_col.value,parameters.comment_source.__current_case__,parameters.comment_source.comment_choice,parameters.comment_source.comment_col,parameters.comment_source.comment_col.__class__,parameters.comment_source.comment_col.value,parameters.dbkey,parameters.input,parameters.input.values,parameters.output_opts,parameters.pos_col,parameters.pos_col.__class__,parameters.pos_col.value,parameters.strand_source.__current_case__,parameters.strand_source.choice,parameters.strand_source.strand_choice,parameters.strand_source.strand_col,parameters.strand_source.strand_col.__class__,parameters.strand_source.strand_col.value,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-11 09:30:36.321584,slurm_normal,1491903135.0,1.0,,1.0,main_w4_handler1,2939503,15551214,False,,217849,vcf,9675673.roundup,slurm,,132112168.0,corral-repl,,,"""4""",,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""1""",,,0.0,no,-,,,"""hg19""",,"[{'src': 'hda', 'id': 29165282}]","[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H"", ""I"", ""J"", ""K"", ""L""]","""2""",,,0.0,,data_column,3,,,32.0,,36972224,1491903131.0,ok,1023996.0,hgv_sift,1.0.0,,2017-04-11 09:32:46.921996,91433.0,4.0
2014-09-16 07:55:36.025660,roundup_single,1410864872.0,0.0,,1.0,main_w1_handler1,2020449,7799630,False,,4967965,tabular,1784958,slurm,,132112264.0,corral-repl,,,"""4""",,,"""1""","""/galaxy-repl/localdata/chrom/hg19.len""","""1""",,,0.0,no,-,,,"""hg19""",16897512,,,"""2""",,,0.0,,data_column,3,,,32.0,,17013683,1410854140.0,ok,1023992.0,hgv_sift,1.0.0,,2014-09-16 10:54:34.514876,25065.0,10732.0
2014-09-16 07:55:06.240912,roundup_single,1410863006.0,0.0,,1.0,main_w2_handler1,2020449,7799628,False,,3877344,tabular,1784956,slurm,,132112264.0,corral-repl,,,"""4""",,,"""1""","""/galaxy-repl/localdata/chrom/hg19.len""","""1""",,,0.0,no,-,,,"""hg19""",16897508,,,"""2""",,,0.0,,data_column,3,,,32.0,,17013683,1410854113.0,ok,1023992.0,hgv_sift,1.0.0,,2014-09-16 10:23:27.192172,25065.0,8893.0
2014-09-16 07:56:02.168545,roundup_single,1410854343.0,0.0,,1.0,main_w1_handler0,2020449,7799632,False,,26847,tabular,1784960,slurm,,132112264.0,corral-repl,,,"""4""",,,"""1""","""/galaxy-repl/localdata/chrom/hg19.len""","""1""",,,0.0,no,-,,,"""hg19""",16897516,,,"""2""",,,0.0,,data_column,3,,,32.0,,17013683,1410854169.0,ok,1023992.0,hgv_sift,1.0.0,,2014-09-16 07:59:05.498469,25065.0,174.0
2014-09-16 07:56:23.569076,roundup_single,1410854479.0,0.0,,1.0,main_w1_handler1,2020449,7799633,False,,51438,tabular,1784961,slurm,,132112264.0,corral-repl,,,"""4""",,,"""1""","""/galaxy-repl/localdata/chrom/hg19.len""","""1""",,,0.0,no,-,,,"""hg19""",16897519,,,"""2""",,,0.0,,data_column,3,,,32.0,,17013683,1410854192.0,ok,1023992.0,hgv_sift,1.0.0,,2014-09-16 08:01:20.933858,25065.0,287.0
2014-11-29 12:56:05.912282,rodeo_normal,1417265790.0,0.0,,1.0,main_w1_handler1,2130359,8268334,False,,2446,interval,351470.rodeo,slurm,,16332532.0,corral-repl,,,"""4""",,,"""1""","""/galaxy-repl/localdata/chrom/hg18.len""","""1""",,,0.0,no,-,,,"""hg18""",17708457,,"""B""","""2""",,,1.0,,all_pos,+,,,2.0,,19814546,1417265776.0,ok,0.0,hgv_sift,1.0.0,,2014-11-29 12:56:31.779956,56493.0,14.0
2014-09-23 19:07:25.138378,roundup_single,1411499312.0,1.0,,1.0,main_w1_handler0,2054514,7844297,False,,3877998795,interval,1827271,slurm,,132112264.0,corral-repl,,,"""9""",,,"""1""","""/galaxy-repl/localdata/chrom/hg19.len""","""1""",,,0.0,no,-,,,"""hg19""",16995372,,"[""A"", ""B"", ""C""]","""2""",,,1.0,,all_pos,+,,,32.0,,16752876,1411499252.0,ok,1023992.0,hgv_sift,1.0.0,,2014-09-23 19:08:34.231980,52467.0,60.0
2014-09-23 19:13:51.279861,roundup_single,1411511081.0,0.0,,1.0,main_w2_handler1,2054514,7844328,False,,87308126,interval,1827339,slurm,,132112264.0,corral-repl,,,"""7""",,,"""1""","""/galaxy-repl/localdata/chrom/hg19.len""","""1""",,,0.0,no,-,,,"""hg19""",16997068,,"[""A"", ""B"", ""C""]","""2""",,,0.0,,data_column,6,,,32.0,,16752876,1411499640.0,ok,1023992.0,hgv_sift,1.0.0,,2014-09-23 22:24:42.703658,52467.0,11441.0
2014-12-03 11:19:52.485890,rodeo_normal,1417605610.0,1.0,,1.0,main_w2_handler1,1699154,8309470,False,,3338189,tabular,407730.rodeo,slurm,,8059880.0,corral-repl,,,"""5""",,,"""1""","""/galaxy-repl/localdata/chrom/hg19.len""","""1""",,,0.0,no,-,,,"""hg19""",17745293,,"[""A"", ""B"", ""F"", ""J"", ""L""]","""2""",,,1.0,,all_pos,+,,,1.0,,19616966,1417605606.0,ok,835576.0,hgv_sift,1.0.0,,2014-12-03 11:20:13.759735,19613.0,4.0
2014-09-24 11:57:53.607678,roundup_single,1411559893.0,1.0,,1.0,main_w1_handler1,2063160,7849537,False,,89976165,vcf,1832648,slurm,,132112264.0,corral-repl,,,"""3""",,,"""1""","""/galaxy-repl/localdata/chrom/hg19.len""","""1""",,,0.0,no,-,,,"""hg19""",17004355,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""J"", ""K""]","""2""",,,0.0,,data_column,4,,,32.0,,17174340,1411559889.0,ok,1023992.0,hgv_sift,1.0.0,,2014-09-24 11:58:14.500977,51868.0,4.0
