create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageType,parameters.advancedOpt.colors,parameters.advancedOpt.outFileNameData,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotHeight,parameters.advancedOpt.plotTitle,parameters.advancedOpt.plotType,parameters.advancedOpt.plotWidth,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.scaleRegions.__current_case__,parameters.scaleRegions.endLabel,parameters.scaleRegions.showScaleRegionsOpt,parameters.scaleRegions.startLabel,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-17 23:15:46.009720,slurm_normal,1460935017.0,0,1.0,main_w2_handler1,2668989,12497176,False,,6688275.roundup,slurm,,14378,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529b4f2d7064097c8'}]",0,,,no,0,,no,,32.0,,29630665,1460935012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-17 23:16:59.259026,55680.0,5.0
2016-04-18 04:13:18.914338,slurm_normal,1460952896.0,0,1.0,main_w1_handler0,2360559,12499699,False,,6690781.roundup,slurm,,225689,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,median,,false,false,5,,overlapped_lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51233d9490ab67f6c'}]",1,png,false,yes,0,,no,,32.0,,28479787,1460952825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-18 04:14:57.461491,40656.0,71.0
2016-04-18 04:56:35.270340,slurm_normal,1460955445.0,0,1.0,main_w2_handler0,2666333,12499909,False,,6691085.roundup,slurm,,155090,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,sum,,false,true,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b35e2c382f5ffa5a'}]",0,,,no,0,,no,,32.0,,29491800,1460955438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-18 04:57:27.730846,3720.0,7.0
2016-04-14 12:43:37.664539,slurm_normal,1460637878.0,0,1.0,main_w1_handler2,2662454,12451662,False,,6649179.roundup,slurm,,1801599,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,median,,true,false,5,,lines,11,,,yes,1.0,,,,,yes,9000.0,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7cd8b84062e5ff2'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29598198,1460637872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-14 12:44:42.452168,82047.0,6.0
2016-04-14 12:27:04.984721,slurm_normal,1460636862.0,0,1.0,main_w1_handler2,2662454,12451561,False,,6649068.roundup,slurm,,158222,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,median,,false,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54a66f3f1aa19ae5b'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29598198,1460636855.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-14 12:27:43.795546,82047.0,7.0
2016-04-14 12:43:35.925608,slurm_normal,1460637855.0,0,1.0,main_w1_handler1,2662454,12451660,False,,6649174.roundup,slurm,,158222,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,median,,true,false,5,,lines,11,,,yes,1.0,,,,,yes,9000.0,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54a66f3f1aa19ae5b'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29598198,1460637850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-14 12:44:16.763546,82047.0,5.0
2016-04-14 12:19:00.635092,slurm_normal,1460636376.0,0,1.0,main_w2_handler1,2662454,12451520,False,,6649022.roundup,slurm,,196518,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,sum,,false,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58c6adb5da54d274e'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29598198,1460636364.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-14 12:19:37.799279,82047.0,12.0
2016-04-14 12:18:59.868244,slurm_normal,1460636391.0,0,1.0,main_w1_handler0,2662454,12451519,False,,6649023.roundup,slurm,,3632527,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,sum,,false,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5755d8c6528cbd828'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29598198,1460636386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-14 12:19:53.709716,82047.0,5.0
2016-04-14 12:22:33.963731,slurm_normal,1460636591.0,0,1.0,main_w1_handler0,2662454,12451535,False,,6649035.roundup,slurm,,3632527,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,median,,false,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5755d8c6528cbd828'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29598198,1460636578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-14 12:23:14.804402,82047.0,13.0
2016-04-14 12:22:54.622290,slurm_normal,1460636611.0,0,1.0,main_w1_handler2,2662454,12451537,False,,6649037.roundup,slurm,,196518,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,median,,false,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58c6adb5da54d274e'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29598198,1460636607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-14 12:23:35.145784,82047.0,4.0
2016-04-14 12:29:08.517216,slurm_normal,1460636990.0,0,1.0,main_w1_handler1,2662454,12451568,False,,6649077.roundup,slurm,,3632527,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,median,,false,false,5,,lines,11,,,yes,1.0,,,,,yes,9000.0,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5755d8c6528cbd828'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29598198,1460636985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-14 12:29:54.010804,82047.0,5.0
2016-04-14 12:32:48.465286,slurm_normal,1460637210.0,0,1.0,main_w1_handler1,2662454,12451594,False,,6649100.roundup,slurm,,48934,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,median,,false,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b9b96b4d45b930ec'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29598198,1460637203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-14 12:33:32.650769,82047.0,7.0
2016-04-14 12:43:34.493135,slurm_normal,1460637869.0,0,1.0,main_w2_handler0,2662454,12451659,False,,6649177.roundup,slurm,,3632527,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,median,,true,false,5,,lines,11,,,yes,1.0,,,,,yes,9000.0,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5755d8c6528cbd828'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29598198,1460637858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-14 12:44:32.242139,82047.0,11.0
2016-04-14 12:43:36.809432,slurm_normal,1460637867.0,0,1.0,main_w1_handler2,2662454,12451661,False,,6649176.roundup,slurm,,3030555,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,median,,true,false,5,,lines,11,,,yes,1.0,,,,,yes,9000.0,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aaaa4e31fd0cea2b'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29598198,1460637853.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-14 12:44:30.671534,82047.0,14.0
2016-04-14 19:53:38.116588,slurm_normal,1460663662.0,0,1.0,main_w1_handler2,2670093,12456492,False,,6652321.roundup,slurm,,11596400,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,false,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55fc6642636f79528'}]",0,,,no,0,,no,,32.0,,29602624,1460663647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-14 19:54:27.883688,28015.0,15.0
2016-04-15 05:00:04.291807,slurm_normal,1460696451.0,0,1.0,main_w1_handler1,2666333,12461548,False,,6656356.roundup,slurm,,1466939,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,false,false,5,,lines,11,"""Q1"" ""Q2"" ""Q3"" ""Q4""",,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52854ab3cd89b0671'}]",0,,,no,1,TES,yes,TSS,32.0,,29491800,1460696444.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-15 05:00:52.925161,3720.0,7.0
2016-04-15 05:05:28.194669,slurm_normal,1460696760.0,0,1.0,main_w1_handler2,2666333,12461567,False,,6656390.roundup,slurm,,1466939,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,false,false,5,,lines,11,Q1 Q2 Q3 Q4,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52854ab3cd89b0671'}]",0,,,no,1,TES,yes,TSS,32.0,,29491800,1460696752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-15 05:06:02.521171,3720.0,8.0
2016-04-15 05:28:55.686127,slurm_normal,1460698176.0,0,1.0,main_w1_handler2,2663991,12461622,False,,6656525.roundup,slurm,,118041,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d5a3ab5dac40ef5'}]",0,,,no,0,,no,,32.0,,29183917,1460698169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-15 05:29:39.843821,81363.0,7.0
2016-04-15 07:14:33.593367,slurm_normal,1460704510.0,0,1.0,main_w2_handler1,2666333,12462195,False,,6657251.roundup,slurm,,1515917,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,false,false,5,,lines,11,Q1 Q2 Q3 Q4,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c5888f0b00022b7'}]",0,,,no,1,TES,yes,TSS,32.0,,29491800,1460704503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-15 07:15:13.249490,3720.0,7.0
2016-04-15 07:15:31.339467,slurm_normal,1460704579.0,0,1.0,main_w1_handler0,2666333,12462203,False,,6657257.roundup,slurm,,1511772,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,false,false,5,,lines,11,Q1 Q2 Q3 Q4,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b516f9641d23c59dc3'}]",0,,,no,1,TES,yes,TSS,32.0,,29491800,1460704571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-15 07:16:21.390814,3720.0,8.0
2016-04-15 07:12:35.456849,slurm_normal,1460704393.0,0,1.0,main_w1_handler0,2666333,12462181,False,,6657239.roundup,slurm,,1703054,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,false,false,5,,lines,11,Q1 Q2 Q3 Q4,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d16b01b536371966'}]",0,,,no,1,TES,yes,TSS,32.0,,29491800,1460704386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-15 07:13:14.714579,3720.0,7.0
2016-04-15 13:22:12.751110,slurm_normal,1460726573.0,0,1.0,main_w1_handler0,2671226,12471006,False,,6659606.roundup,slurm,,1452023,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,red blue,false,false,5,,lines,11,,,yes,0.0,2.0,none,,,no,1.0,0.2,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c150eed6104eaaf3'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29626487,1460726563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-15 13:22:55.885004,82047.0,10.0
2016-04-15 07:36:24.771235,slurm_normal,1460705850.0,0,1.0,main_w1_handler1,2666333,12462407,False,,6657485.roundup,slurm,,1728752,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,false,false,5,,lines,11,Q1 Q2 Q3 Q4,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b504579a69b4105143'}]",0,,,no,1,TES,yes,TSS,32.0,,29491800,1460705817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-15 07:37:33.569708,3720.0,33.0
2016-04-15 07:33:41.062790,slurm_normal,1460705664.0,0,1.0,main_w1_handler0,2666333,12462396,False,,6657446.roundup,slurm,,1656600,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,false,false,5,,lines,11,Q1 Q2 Q3 Q4,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d063f2582f79da85'}]",0,,,no,1,TES,yes,TSS,32.0,,29491800,1460705654.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-15 07:34:26.577126,3720.0,10.0
2016-04-15 13:19:29.814964,slurm_normal,1460726423.0,0,1.0,main_w1_handler1,2671226,12470536,False,,6659561.roundup,slurm,,1452023,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,red blue,false,false,5,,lines,11,,,yes,0.0,2.0,none,,,no,1.0,0.0,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c150eed6104eaaf3'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29626487,1460726414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-15 13:20:25.691992,82047.0,9.0
2016-04-15 13:19:13.657010,slurm_normal,1460726401.0,0,1.0,main_w1_handler1,2671226,12470486,False,,6659550.roundup,slurm,,2320041,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,red blue,false,false,5,,lines,11,,,yes,0.0,2.0,none,,,no,1.0,0.0,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc435caef5254ba2'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29626487,1460726387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-15 13:20:04.372781,82047.0,14.0
2016-04-15 13:15:06.802947,slurm_normal,1460726157.0,0,1.0,main_w1_handler0,2671226,12469834,False,,6659504.roundup,slurm,,2320041,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,red blue,false,false,5,,lines,11,,,yes,0.0,2.0,none,,,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc435caef5254ba2'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29626487,1460726151.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-15 13:15:59.052615,82047.0,6.0
2016-04-15 13:15:07.795089,slurm_normal,1460726147.0,0,1.0,main_w1_handler1,2671226,12469836,False,,6659503.roundup,slurm,,1452023,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,red blue,false,false,5,,lines,11,,,yes,0.0,2.0,none,,,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c150eed6104eaaf3'}]",1,pdf,false,yes,1,TES,yes,TSS,32.0,,29626487,1460726136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-15 13:15:50.592573,82047.0,11.0
2016-04-18 07:44:04.256081,slurm_normal,1460965491.0,0,1.0,main_w1_handler1,2666333,12500739,False,,6692461.roundup,slurm,,239673,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,false,true,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d427628699ddf9b4'}]",0,,,no,0,,no,,32.0,,29491800,1460965473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-18 07:44:52.785962,3720.0,18.0
2016-04-17 04:01:45.611971,slurm_normal,1460865744.0,0,1.0,main_w2_handler0,2633464,12488653,False,,6681230.roundup,slurm,,4955870,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56610e4840f18ca0c'}]",0,,,no,0,,no,,32.0,,28989352,1460865737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-17 04:02:27.312605,,7.0
2016-04-17 03:25:45.174812,slurm_normal,1460863598.0,0,1.0,main_w1_handler1,2633464,12488611,False,,6681132.roundup,slurm,,4955870,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56610e4840f18ca0c'}]",0,,,no,0,,no,,32.0,,28989352,1460863584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-17 03:26:39.470671,,14.0
2016-04-17 17:42:34.383468,slurm_normal,1460914985.0,0,1.0,main_w1_handler1,2360559,12492413,False,,6685768.roundup,slurm,,214034,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a06b7d3e47d255fe'}]",0,,,no,0,,no,,32.0,,28479787,1460914979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-17 17:43:07.018171,40656.0,6.0
2016-04-17 17:41:04.942186,slurm_normal,1460914902.0,0,1.0,main_w2_handler0,2360559,12492412,False,,6685767.roundup,slurm,,214034,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,median,,false,true,5,,lines,11,,,yes,0.0,2.0,none,,,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a06b7d3e47d255fe'}]",1,png,false,yes,0,,no,,32.0,,28479787,1460914891.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-17 17:41:44.772662,40656.0,11.0
2016-04-17 17:46:55.744802,slurm_normal,1460915263.0,0,1.0,main_w1_handler0,2360559,12492443,False,,6685800.roundup,slurm,,212687,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58895a315e08938ab'}]",0,,,no,0,,no,,32.0,,28479787,1460915253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-17 17:47:44.975462,40656.0,10.0
2016-04-17 18:02:08.125549,slurm_normal,1460919763.0,0,1.0,main_w2_handler0,2360559,12492694,False,,6686337.roundup,slurm,,0,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55870d18bacd1ab26'}]",0,,,no,0,,no,,32.0,,28479787,1460919754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-17 19:02:46.391906,40656.0,9.0
2016-04-17 18:02:17.300040,slurm_normal,1460920171.0,0,1.0,main_w1_handler2,2360559,12492695,False,,6686361.roundup,slurm,,0,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b537900a9af49c30b9'}]",0,,,no,0,,no,,32.0,,28479787,1460920157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-17 19:09:34.050404,40656.0,14.0
2016-04-18 19:10:34.468912,slurm_normal,1461007165.0,0,1.0,main_w1_handler1,2360559,12512452,False,,6701104.roundup,slurm,,38740,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5048376504a4e7344'}]",0,,,no,0,,no,,32.0,,28479787,1461007149.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-18 19:19:30.322047,40656.0,16.0
2016-04-17 23:00:23.729428,slurm_normal,1460934256.0,0,1.0,main_w1_handler1,2668989,12497120,False,,6688062.roundup,slurm,,4260212,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b503ec3b1729671001'}]",0,,,no,0,,no,,32.0,,29630665,1460934249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-17 23:04:18.413764,55680.0,7.0
