create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.adv_options.__current_case__,parameters.adv_options.adv_options_selector,parameters.chromInfo,parameters.dbkey,parameters.random_seed,parameters.rate,parameters.vcf_input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,vcf_input,vcf_input_filetype,runtime
2016-11-15 18:01:52.733168,slurm_normal,1479233153.0,0,1.0,main_w3_handler1,2886734,14347109,False,,8553181.roundup,slurm,,132112168.0,corral-repl,,2,no,"""/galaxy-repl/main/files/017/858/dataset_17858461.dat""","""SwIce_parental""","""17823618326""","""0.05""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52b1e496479b41d5b'}]",32.0,,34164056,1479233115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfrandomsample/vcfrandomsample/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-15 18:05:57.553161,94372.0,7379,vcf,38.0
2016-11-23 13:39:20.949185,slurm_normal,1479908398.0,0,1.0,main_w4_handler0,2902380,14414664,False,,8619408.roundup,slurm,,132112168.0,corral-repl,,2,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""17823618326""","""0.1""","[{'src': 'hda', 'id': 27383282}]",32.0,,34365961,1479908381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfrandomsample/vcfrandomsample/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-23 13:40:01.828390,,40515215,vcf,17.0
2016-12-12 22:30:56.835223,slurm_normal,1481582009.0,0,1.0,main_w3_handler0,2910256,14558230,False,,8737495.roundup,slurm,,132112168.0,corral-repl,,2,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""17823618326""","""0.1""","[{'src': 'hda', 'id': 27509671}]",32.0,,34216679,1481581866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfrandomsample/vcfrandomsample/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-12 22:33:31.637337,29285.0,994384125,vcf,143.0
2016-12-14 22:42:58.862520,slurm_normal,1481755392.0,0,1.0,main_w3_handler0,2930372,14579152,False,,8758631.roundup,slurm,,132112168.0,corral-repl,,2,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""17823618326""","""0.1""","[{'src': 'hda', 'id': 27638642}]",32.0,,34858938,1481755387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfrandomsample/vcfrandomsample/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-14 22:43:14.638368,,45556,vcf,5.0
2016-12-20 16:12:36.403067,slurm_normal,1482250542.0,0,1.0,main_w4_handler1,2910256,14616773,False,,8793239.roundup,slurm,,132112168.0,corral-repl,,2,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""17823618326""","""0.1""","[{'src': 'hda', 'id': 27675989}]",32.0,,34216679,1482250367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfrandomsample/vcfrandomsample/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-20 16:15:44.512555,29285.0,1220517004,vcf,175.0
2017-01-08 22:40:56.207005,slurm_normal,1483915279.0,0,1.0,main_w3_handler0,2949852,14714052,False,,8882947.roundup,slurm,,132112168.0,corral-repl,,2,no,"""/galaxy-repl/localdata/chrom/oryza_sativa_japonica_nipponbare_IRGSP4.0.len""","""oryza_sativa_japonica_nipponbare_IRGSP4.0""","""17823618326""","""0.1""","[{'src': 'hda', 'id': 27849583}]",32.0,,35259232,1483915266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfrandomsample/vcfrandomsample/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-08 22:41:22.477221,,34110500,vcf,13.0
2017-01-06 11:19:55.091233,slurm_normal,1483701650.0,0,1.0,main_w3_handler0,2947384,14702317,False,,8872434.roundup,slurm,,132112168.0,corral-repl,,2,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""17823618326""","""0.1""","[{'src': 'hda', 'id': 27820628}]",32.0,,35209969,1483701610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfrandomsample/vcfrandomsample/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-06 11:20:54.470549,,174469986,vcf,40.0
2017-03-06 19:44:09.453239,slurm_normal,1488829470.0,0,1.0,main_w4_handler0,2613414,15223065,False,,9371696.roundup,slurm,,132112168.0,corral-repl,,2,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""17823618326""","""0.1""","[{'src': 'hda', 'id': 28643094}]",32.0,,36432023,1488829453.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfrandomsample/vcfrandomsample/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-06 19:44:32.758360,41856.0,55205205,vcf,17.0
2017-04-10 02:32:28.435012,slurm_normal,1491791582.0,0,1.0,main_w3_handler1,3064822,15537323,False,,9662872.roundup,slurm,,132112168.0,corral-repl,,2,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""17823618326""","""0.1""","[{'src': 'hda', 'id': 29132936}]",32.0,,37240030,1491791551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfrandomsample/vcfrandomsample/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-10 02:33:03.464720,103677.0,189382396,vcf,31.0
2017-10-21 21:50:28.417584,slurm_normal,1508622644.0,0,1.0,main_w3_handler1,3294976,17164053,False,,11223435,slurm,,132112168.0,corral-repl,,2,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""17823618326""","""0.1""","[{'src': 'hda', 'id': 31791332}]",32.0,,41440647,1508622639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfrandomsample/vcfrandomsample/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-21 21:50:48.664396,114131.0,3190,vcf,5.0
2018-01-02 01:42:54.277481,slurm_normal,1514857415.0,0,1.0,main_w4_handler1,2219539,17926876,False,,12002423,slurm,,132112168.0,corral-repl,,2,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""17823618326""","""0.1""","[{'src': 'hda', 'id': 33138626}]",32.0,,42911000,1514857378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfrandomsample/vcfrandomsample/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-02 01:43:36.737636,60216.0,202620220,vcf,37.0
2017-11-08 01:38:37.101185,slurm_normal,1510105182.0,0,1.0,main_w3_handler1,2793435,17376098,False,,11436479,slurm,,132112168.0,corral-repl,,2,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/felCat8.len""","""felCat8""","""17823618326""","""0.05""","[{'src': 'hda', 'id': 32132323}]",32.0,,41829403,1510105175.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfrandomsample/vcfrandomsample/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-08 01:39:52.943490,54104.0,8630596,vcf,7.0
