bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,multibam_conditional|multibam_repeats_0|bamfiles,multibam_conditional|multibam_repeats_0|bamfiles_filetype,multibam_conditional|multibam_repeats_1|bamfiles,multibam_conditional|multibam_repeats_1|bamfiles_filetype,multibam_conditional|multibam_repeats_2|bamfiles,multibam_conditional|multibam_repeats_2|bamfiles_filetype,multibam_conditional|multibam_repeats_3|bamfiles,multibam_conditional|multibam_repeats_3|bamfiles_filetype,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.distanceBetweenBins,parameters.advancedOpt.logScale,parameters.advancedOpt.maxFragmentLength,parameters.advancedOpt.showAdvancedOpt,parameters.chromInfo,parameters.dbkey,parameters.histogram,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.values,parameters.multibam_conditional.multibam_repeats,parameters.multibam_conditional.orderMatters,parameters.plotTitle,parameters.samplesLabel,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
936576939.0,936576939.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,bam,,,,,2017-04-07 09:29:16.352173,slurm_multi,1491558960.0,0,,6.0,main_w3_handler2,3063366,15517022,False,,9643952,slurm,,132112168.0,,,,,,,,,corral-repl,,0,no,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""",0,"[{'src': 'hda', 'id': 29112116}]",,No,"""Size of ab_pinot mapped reads""","""ab_pino""",32.0,,37184500.0,1491558913.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.5.0.0,2.5.0.0,,2017-04-07 09:56:02.553386,72243,47.0
6260321037.0,6260321037.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,bam,,,,,2017-04-06 01:58:29.846993,slurm_multi,1491445606.0,0,,6.0,main_w3_handler2,3060948,15501491,False,,9628888,slurm,,132112168.0,,,,,,,,,corral-repl,,0,no,,,0.0,,,,,,no,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""true""",0,"[{'src': 'hda', 'id': 29090423}]",,No,"""""","""""",32.0,,37142989.0,1491445534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.5.0.0,2.5.0.0,,2017-04-06 02:26:56.079085,45720,72.0
936576939.0,936576939.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,bam,,,,,2017-04-07 08:35:43.383927,slurm_multi,1491556564.0,0,,6.0,main_w3_handler2,3063366,15516247,False,,9643306,slurm,,132112168.0,,,,,,,,,corral-repl,,0,no,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""",0,"[{'src': 'hda', 'id': 29112116}]",,No,"""Size of ab_pinot mapped reads""","""ab_pino""",32.0,,37184500.0,1491556549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.5.0.0,2.5.0.0,,2017-04-07 09:16:06.618055,72243,15.0
936576939.0,936576939.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,bam,,,,,2017-04-07 08:05:03.490255,slurm_multi,1491553750.0,0,,6.0,main_w4_handler2,3063366,15515885,False,,9642901,slurm,,132112168.0,,,,,,,,,corral-repl,,0,no,,,0.0,,,,,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 29112116}]",,No,"""Size of ab_pinot mapped fragments""","""ab_pinot""",32.0,,37184500.0,1491553736.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.5.0.0,2.5.0.0,,2017-04-07 08:29:11.817322,72243,14.0
1604377270.0,1604377270.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,bam,,,,,2017-04-07 13:44:28.362357,slurm_multi,1491574117.0,0,,6.0,main_w3_handler2,3063366,15520251,False,,9647120,slurm,,132112168.0,,,,,,,,,corral-repl,,0,no,,,0.0,,,,,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""",0,"[{'src': 'hda', 'id': 29117530}]",,No,"""size of h2az fragments""","""h2az""",32.0,,37184500.0,1491574104.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.5.0.0,2.5.0.0,,2017-04-07 14:09:22.967622,72243,13.0
215904655.0,215904655.0,232725254.0,bam,251620981.0,bam,432790929.0,bam,364676886.0,bam,187379570.0,bam,186893302.0,bam,,,,,,,,,bam,240136736.0,,,bam,147304475.0,bam,282797632.0,bam,277704461.0,bam,217029663.0,bam,385347823.0,bam,197209234.0,bam,284063951.0,bam,bam,,,,,2017-04-17 10:51:41.814758,slurm_multi,1492429221.0,0,,6.0,main_w3_handler2,3068816,15604297,False,,9724478,slurm,,132112168.0,,,,,,,,,corral-repl,,0,no,,,0.0,,,,,,no,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""true""",0,"[{'src': 'hdca', 'id': 52945}]",,No,"""""","""""",32.0,,37267899.0,1492428773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.5.0.0,2.5.0.0,,2017-04-17 11:40:23.216260,103916,448.0
2027653236.0,2027653236.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,bam,201775522.0,201775522.0,gtf,gtf,2017-05-12 10:58:10.675073,slurm_multi,1494587187.0,0,,6.0,main_w4_handler2,3096617,15823459,False,,9925713,slurm,,132111800.0,,,,,,,,,corral-repl,,0,no,,,1.0,1000,"[{'src': 'hda', 'id': 29452214}]",1000000,true,1500,yes,"""/galaxy-repl/localdata/chrom/bosTau8.len""","""bosTau8""","""false""",0,"[{'src': 'hda', 'id': 29452409}]",,No,"""""","""""",32.0,,37736892.0,1494586766.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.5.0.0,2.5.0.0,,2017-05-12 11:06:29.220034,105143,421.0
2027653236.0,2027653236.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,bam,201775522.0,201775522.0,gtf,gtf,2017-05-12 11:20:31.620387,slurm_multi,1494588456.0,0,,6.0,main_w3_handler2,3096617,15823594,False,,9925741,slurm,,132112168.0,,,,,,,,,corral-repl,,0,no,,,1.0,1000,"[{'src': 'hda', 'id': 29452214}]",1000000,true,1500,yes,"""/galaxy-repl/localdata/chrom/bosTau8.len""","""bosTau8""","""true""",0,"[{'src': 'hda', 'id': 29452409}]",,No,"""plot""","""""",32.0,,37736892.0,1494588064.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.5.0.0,2.5.0.0,,2017-05-12 11:27:38.587700,105143,392.0
2789538443.0,2789538443.0,,,,,,,,,,,,,,,,,,,,,bam,3472388944.0,,,bam,,,,,,,,,,,,,,,bam,,,,,2017-05-19 12:30:02.641713,slurm_multi,1495199180.0,0,,6.0,main_w4_handler2,3115383,15889325,False,,9989345,slurm,,132111800.0,,,,,,,,,corral-repl,,0,no,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""",0,"[{'src': 'hda', 'id': 29665680}, {'src': 'hda', 'id': 29665693}]",,No,"""""","""""",32.0,,36410329.0,1495199091.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.5.0.0,2.5.0.0,,2017-05-19 13:06:22.544229,89972,89.0
1903486872.0,1903486872.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,bam,,,,,2017-05-22 13:41:01.021577,slurm_multi,1495460487.0,0,,6.0,main_w3_handler2,3121569,15906431,False,,10004687,slurm,,132112168.0,,,,,,,,,corral-repl,,0,no,,,0.0,,,,,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""",0,"[{'src': 'hda', 'id': 29715115}]",,No,"""""","""""",32.0,,38131878.0,1495460476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.5.0.0,2.5.0.0,,2017-05-22 13:41:28.261339,50184,11.0
