destination_id,fastq_input1,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,galaxy_slots,handler,job_runner_name,memtotal,parameters.analysis_type.algorithmic_options.algorithmic_options_selector,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.io_options.io_options_selector,parameters.analysis_type.scoring_options.scoring_options_selector,parameters.fastq_input.fastq_input_selector,parameters.reference_source.index_a,parameters.reference_source.ref_file,parameters.rg.rg_selector,processor_count,ref_file,ref_file_filetype,overlapping_jobs,runtime
jetstream_iu_multi,24036286.0,uncompressed,23964734.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,set_picard,10.0,,none,0,67.0
jetstream_iu_multi,32115178.0,uncompressed,32030972.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,set_picard,10.0,,none,0,18.0
slurm_multi_dynamic_walltime,847933052.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,set,32.0,503199609.0,uncompressed,3,937.0
slurm_multi_dynamic_walltime,41684883.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,single,auto,,set,32.0,503199609.0,uncompressed,0,573.0
jetstream_tacc_multi,32247479.0,uncompressed,32246969.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,26.0
slurm_multi_dynamic_walltime,214066090.0,compressed,238067456.0,compressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,1,466.0
jetstream_iu_multi,25389640.0,uncompressed,25390880.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,16.0
slurm_multi_dynamic_walltime,160921836.0,compressed,171672817.0,compressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,0,329.0
jetstream_iu_multi,190153328.0,compressed,187220738.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,284.0
jetstream_iu_multi,156663763.0,compressed,173998943.0,compressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,285.0
jetstream_iu_multi,585514860.0,compressed,628001690.0,compressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,859.0
slurm_multi_dynamic_walltime,133073304.0,compressed,134676226.0,compressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,1,229.0
jetstream_tacc_multi,242896371.0,compressed,261744028.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,315.0
jetstream_tacc_multi,275016.0,uncompressed,275016.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,9.0
jetstream_tacc_multi,296207746.0,compressed,271342923.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,525.0
jetstream_tacc_multi,24143463.0,uncompressed,24144275.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,16.0
jetstream_tacc_multi,416330302.0,compressed,419986257.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,675.0
slurm_multi_dynamic_walltime,182839705.0,compressed,179104183.0,compressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,3,367.0
jetstream_iu_multi,192797206.0,compressed,216513784.0,compressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,282.0
jetstream_tacc_multi,73149.0,uncompressed,73149.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,27.0
jetstream_tacc_multi,139699860.0,uncompressed,139699860.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,72.0
jetstream_tacc_multi,211760112.0,uncompressed,211760112.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,206.0
slurm_multi_dynamic_walltime,589282560.0,compressed,617561222.0,compressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,1,954.0
jetstream_tacc_multi,172916375.0,uncompressed,172916375.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,91.0
jetstream_tacc_multi,874799.0,uncompressed,874799.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,30.0
jetstream_tacc_multi,400295622.0,compressed,408368360.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,561.0
slurm_multi_dynamic_walltime,157557355.0,uncompressed,157557355.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,206.0
slurm_multi_dynamic_walltime,151254091.0,uncompressed,151254091.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,95.0
jetstream_tacc_multi,563967467.0,compressed,569385802.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,872.0
slurm_multi_dynamic_walltime,92839789.0,uncompressed,92839789.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,90.0
jetstream_tacc_multi,233015124.0,uncompressed,233015124.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,112.0
slurm_multi_dynamic_walltime,249230522.0,uncompressed,249230522.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,291.0
jetstream_tacc_multi,207091736.0,uncompressed,207091736.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,125.0
jetstream_iu_multi,412490036.0,compressed,422702847.0,compressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,569.0
slurm_multi_dynamic_walltime,417591267.0,compressed,422479699.0,compressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,3,782.0
jetstream_tacc_multi,523693736.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,single,auto,,set,10.0,503199609.0,uncompressed,0,630.0
jetstream_iu_multi,414262090.0,compressed,427150792.0,compressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,555.0
jetstream_tacc_multi,187008863.0,compressed,177050083.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,249.0
jetstream_tacc_multi,143150663.0,compressed,160384520.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,248.0
jetstream_tacc_multi,213678730.0,compressed,229773623.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,284.0
slurm_multi_dynamic_walltime,206773587.0,compressed,229353513.0,compressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,0,503.0
jetstream_iu_multi,697367662.0,compressed,745429123.0,compressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,904.0
slurm_multi_dynamic_walltime,172195185.0,compressed,195753397.0,compressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,0,334.0
slurm_multi_dynamic_walltime,177353022.0,compressed,193653952.0,compressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,0,401.0
slurm_multi_dynamic_walltime,176902655.0,compressed,198464316.0,compressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,0,372.0
jetstream_tacc_multi,219616168.0,compressed,237288725.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,316.0
slurm_multi_dynamic_walltime,191591667.0,compressed,188251426.0,compressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,0,383.0
jetstream_tacc_multi,585514860.0,compressed,628001690.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,788.0
jetstream_tacc_multi,607471549.0,compressed,638000096.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,965.0
jetstream_tacc_multi,176904751.0,compressed,197073076.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,268.0
slurm_multi_dynamic_walltime,172060862.0,compressed,196183483.0,compressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,1,327.0
jetstream_tacc_multi,151035717.0,compressed,148581666.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,211.0
jetstream_tacc_multi,110083638.0,compressed,95003002.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,155.0
jetstream_tacc_multi,188427084.0,compressed,181115016.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,275.0
slurm_multi_dynamic_walltime,233245132.0,compressed,225216475.0,compressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,2,380.0
jetstream_tacc_multi,160720603.0,compressed,154862001.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,223.0
jetstream_tacc_multi,224803585.0,compressed,212785177.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg19,do_not_set,10.0,,none,0,314.0
slurm_multi_dynamic_walltime,16918602582.0,uncompressed,16325298708.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired,auto,,set,32.0,503199609.0,uncompressed,9,12513.0
slurm_multi_dynamic_walltime,38644935.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,set,32.0,503199609.0,uncompressed,1,573.0
slurm_multi_dynamic_walltime,126113022.0,uncompressed,126113022.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,1,135.0
jetstream_iu_multi,196467736.0,uncompressed,196467736.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,192.0
jetstream_iu_multi,200255656.0,uncompressed,200255656.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,96.0
jetstream_iu_multi,98506.0,uncompressed,98506.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,95.0
jetstream_iu_multi,2193027.0,uncompressed,2193027.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,9.0
slurm_multi_dynamic_walltime,18438990430.0,uncompressed,18174159936.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired,auto,,set,32.0,503199609.0,uncompressed,13,13502.0
jetstream_tacc_multi,25726585.0,uncompressed,25726585.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,141.0
jetstream_iu_multi,220123232.0,uncompressed,220123232.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,125.0
slurm_multi_dynamic_walltime,176962171.0,uncompressed,176962171.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,144.0
jetstream_tacc_multi,209963047.0,uncompressed,209963047.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,102.0
jetstream_iu_multi,226931343.0,uncompressed,226931343.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,109.0
jetstream_tacc_multi,162230311.0,uncompressed,162230311.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,85.0
jetstream_iu_multi,197160944.0,uncompressed,197160944.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,101.0
jetstream_iu_multi,221440618.0,uncompressed,221440618.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,111.0
slurm_multi_dynamic_walltime,235395136.0,uncompressed,235395136.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,172.0
slurm_multi_dynamic_walltime,212053788.0,uncompressed,212053788.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,128.0
slurm_multi_dynamic_walltime,7789694.0,uncompressed,7789694.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,25.0
jetstream_iu_multi,1515013.0,uncompressed,1515013.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,8.0
jetstream_iu_multi,230008529.0,uncompressed,230008529.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,115.0
jetstream_tacc_multi,238290397.0,uncompressed,238290397.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,159.0
jetstream_iu_multi,238757807.0,uncompressed,238757807.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,126.0
jetstream_tacc_multi,211987516.0,uncompressed,211987516.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,100.0
jetstream_tacc_multi,229392726.0,uncompressed,229392726.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,109.0
jetstream_tacc_multi,229852365.0,uncompressed,229852365.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,107.0
jetstream_iu_multi,243704924.0,uncompressed,243704924.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,115.0
jetstream_tacc_multi,254955611.0,uncompressed,254955611.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,137.0
jetstream_tacc_multi,227193418.0,uncompressed,227193418.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,108.0
jetstream_tacc_multi,166297406.0,uncompressed,166297406.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,107.0
jetstream_tacc_multi,196218835.0,uncompressed,196218835.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,97.0
jetstream_iu_multi,212917077.0,uncompressed,212917077.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,105.0
jetstream_tacc_multi,206832826.0,uncompressed,206832826.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,100.0
jetstream_tacc_multi,171709983.0,uncompressed,171709983.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,218.0
jetstream_tacc_multi,244677164.0,uncompressed,244677164.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,137.0
jetstream_tacc_multi,206721355.0,uncompressed,206721355.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,96.0
jetstream_tacc_multi,152075.0,uncompressed,152075.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,9.0
jetstream_tacc_multi,74423.0,uncompressed,74423.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,10.0
jetstream_iu_multi,9089072.0,uncompressed,10321266.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg38,do_not_set,10.0,,none,0,91.0
jetstream_tacc_multi,230757398.0,uncompressed,230757398.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,109.0
jetstream_iu_multi,23315032.0,uncompressed,22097082.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg38,do_not_set,10.0,,none,0,67.0
jetstream_iu_multi,9089072.0,uncompressed,10321266.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg38,do_not_set,10.0,,none,0,10.0
jetstream_iu_multi,23315032.0,uncompressed,22097082.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,vicPac1,set,10.0,,none,0,185.0
jetstream_iu_multi,9089072.0,uncompressed,10321266.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,vicPac1,set,10.0,,none,0,87.0
jetstream_tacc_multi,24036286.0,uncompressed,23964734.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,auto,,set_picard,10.0,3199905909.0,uncompressed,0,3914.0
jetstream_tacc_multi,32115178.0,uncompressed,32030972.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,auto,,set_picard,10.0,3199905909.0,uncompressed,0,3394.0
jetstream_tacc_multi,25287350.0,uncompressed,25246010.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,auto,,set_picard,10.0,3199905909.0,uncompressed,0,3406.0
jetstream_tacc_multi,324618432.0,uncompressed,292511616.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,auto,,do_not_set,10.0,5400900.0,uncompressed,0,101.0
jetstream_iu_multi,470886495.0,uncompressed,428282145.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,auto,,do_not_set,10.0,4911844.0,uncompressed,0,159.0
jetstream_tacc_multi,470886495.0,uncompressed,428282145.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,auto,,do_not_set,10.0,4911844.0,uncompressed,0,163.0
jetstream_iu_multi,487458580.0,uncompressed,445953166.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,auto,,do_not_set,10.0,4911844.0,uncompressed,0,172.0
jetstream_iu_multi,3557476.0,compressed,3360328.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg38,set,10.0,,none,0,15.0
jetstream_iu_multi,4404499.0,compressed,4236137.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg38,set,10.0,,none,0,10.0
slurm_multi_dynamic_walltime,4404499.0,compressed,4236137.0,compressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,,hg38,set,32.0,,none,0,155.0
slurm_multi_dynamic_walltime,748267425.0,uncompressed,689589223.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,auto,,do_not_set,32.0,4911844.0,uncompressed,0,338.0
slurm_multi_dynamic_walltime,1939573.0,compressed,2038409.0,compressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,hg38,set,32.0,,none,0,119.0
slurm_multi_dynamic_walltime,5279912.0,compressed,5054509.0,compressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg38,do_not_set,32.0,,none,0,27.0
slurm_multi_dynamic_walltime,26383609.0,uncompressed,24797939.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,hg38,set,32.0,,none,0,143.0
jetstream_tacc_multi,2601218.0,compressed,2477306.0,compressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg38,set,10.0,,none,0,184.0
jetstream_iu_multi,6646130.0,compressed,7044724.0,compressed,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg38,set,10.0,,none,0,30.0
slurm_multi_dynamic_walltime,2601218.0,compressed,2477306.0,compressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,hg38,do_not_set,32.0,,none,0,12.0
slurm_multi_dynamic_walltime,26383609.0,uncompressed,24797939.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg38,set_id_auto,32.0,,none,0,60.0
slurm_multi_dynamic_walltime,11421226.0,uncompressed,11776052.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,hg38,set_id_auto,32.0,,none,0,89.0
slurm_multi_dynamic_walltime,11421226.0,uncompressed,11776052.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,hg38,set,32.0,,none,0,63.0
slurm_multi_dynamic_walltime,11421226.0,uncompressed,11776052.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg38,set,32.0,,none,0,151.0
slurm_multi_dynamic_walltime,26383609.0,uncompressed,24797939.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg38,set,32.0,,none,0,82.0
jetstream_tacc_multi,5279912.0,compressed,5054509.0,compressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_collection,,hg38,set,10.0,,none,0,143.0
jetstream_tacc_multi,120767940.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,single,auto,,do_not_set,10.0,8345.0,uncompressed,0,15.0
jetstream_tacc_multi,120755483.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,single,auto,,set,10.0,8345.0,uncompressed,0,18.0
jetstream_tacc_multi,120451879.0,uncompressed,,none,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,single,auto,,set,10.0,8345.0,uncompressed,0,16.0
jetstream_tacc_multi,120451879.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,single,auto,,do_not_set,10.0,8345.0,uncompressed,0,15.0
jetstream_tacc_multi,120755483.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_iv,auto,,set,10.0,8345.0,uncompressed,0,17.0
slurm_multi_dynamic_walltime,221423442.0,uncompressed,223586692.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired,auto,,do_not_set,32.0,24231647.0,uncompressed,2,982.0
jetstream_tacc_multi,120755483.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired_iv,auto,,set,10.0,8345.0,uncompressed,0,15.0
jetstream_tacc_multi,120451879.0,uncompressed,,none,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,single,auto,,set,10.0,8345.0,uncompressed,0,16.0
jetstream_tacc_multi,120755483.0,uncompressed,120451879.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,auto,,do_not_set,10.0,8345.0,uncompressed,0,11.0
jetstream_tacc_multi,120767940.0,uncompressed,120451879.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,paired,auto,,do_not_set,10.0,8345.0,uncompressed,0,10.0
jetstream_tacc_multi,120451879.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,single,auto,,do_not_set,10.0,8345.0,uncompressed,0,14.0
jetstream_tacc_multi,120767940.0,uncompressed,,none,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,single,auto,,do_not_set,10.0,8345.0,uncompressed,0,18.0
jetstream_tacc_multi,120451879.0,uncompressed,,none,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717280.0,,illumina,,,single,auto,,do_not_set,10.0,8345.0,uncompressed,0,14.0
