	fastq_input1	fastq_input11	fastq_input11_filetype	fastq_input12	fastq_input12_filetype	fastq_input1_filetype	fastq_input2	fastq_input2_filetype	parameters.analysis_type.algorithmic_options.algorithmic_options_selector	parameters.analysis_type.analysis_type_selector	parameters.analysis_type.io_options.io_options_selector	parameters.analysis_type.scoring_options.A	parameters.analysis_type.scoring_options.B	parameters.analysis_type.scoring_options.E	parameters.analysis_type.scoring_options.O	parameters.analysis_type.scoring_options.U	parameters.analysis_type.scoring_options.scoring_options_selector	parameters.fastq_input.fastq_input_selector	parameters.reference_source.index_a	parameters.reference_source.ref_file	parameters.rg.rg_selector	ref_file	ref_file_filetype	runtime
11245	218985973.0		none		none	uncompressed	218985973.0	uncompressed		illumina								paired		hg19	do_not_set		none	135.0
11246	215762268.0		none		none	uncompressed	215762268.0	uncompressed		illumina								paired		hg19	do_not_set		none	181.0
11247	214863592.0		none		none	uncompressed	214863592.0	uncompressed		illumina								paired		hg19	do_not_set		none	184.0
11248	253802207.0		none		none	uncompressed	253802207.0	uncompressed		illumina								paired		hg19	do_not_set		none	191.0
11249	3205583.0		none		none	uncompressed	3205583.0	uncompressed		illumina								paired	auto		do_not_set	486205282.0	uncompressed	562.0
11250	4459127188.0		none		none	uncompressed	4458373460.0	uncompressed		illumina								paired	auto		set	3199905909.0	uncompressed	7143.0
11251	9809209011.0		none		none	uncompressed	9809209011.0	uncompressed		illumina								paired		canFam3	set		none	5180.0
11252	2656252802.0		none		none	compressed	3002112695.0	compressed		illumina								paired		canFam3	set		none	5977.0
11253	1818775983.0		none		none	compressed	2020750180.0	compressed		illumina								paired		canFam3	set		none	3810.0
11254	13641652534.0		none		none	uncompressed	13641652534.0	uncompressed		illumina								paired		canFam3	set		none	6325.0
11255	1986482764.0		none		none	compressed	2260836963.0	compressed		illumina								paired		canFam3	set		none	4120.0
11256	2406568178.0		none		none	compressed	2656258305.0	compressed		illumina								paired		canFam3	set		none	4942.0
11257	456173892.0		none		none	uncompressed	556304096.0	uncompressed		illumina								paired	auto		do_not_set	4201201.0	uncompressed	21.0
11258	456173892.0		none		none	uncompressed	556304096.0	uncompressed		illumina								paired	auto		do_not_set	4201201.0	uncompressed	18.0
11259	24143463.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg19	do_not_set		none	56.0
11260	3205480.0		none		none	uncompressed	3205480.0	uncompressed		illumina								paired	auto		do_not_set	486205282.0	uncompressed	604.0
11261	3205583.0		none		none	uncompressed	3205583.0	uncompressed		illumina								paired	auto		do_not_set	486205282.0	uncompressed	559.0
11262	32247479.0		none		none	uncompressed	32246969.0	uncompressed		illumina								paired		hg19	do_not_set		none	73.0
11263	25389640.0		none		none	uncompressed	25390880.0	uncompressed		illumina								paired		hg19	do_not_set		none	54.0
11264	1550112293.0		none		none	uncompressed		none		ont2d								single	auto		do_not_set	3151425857.0	uncompressed	7641.0
11265	250281516.0		none		none	uncompressed	250281516.0	uncompressed		illumina								paired		hg19	do_not_set		none	134.0
11266	166320487.0		none		none	uncompressed	166320487.0	uncompressed		illumina								paired		hg19	do_not_set		none	87.0
11267	134078499.0		none		none	uncompressed	65149484.0	uncompressed		illumina								paired		hg19	do_not_set		none	29.0
11268	165482826.0		none		none	uncompressed	165482826.0	uncompressed		illumina								paired		hg19	do_not_set		none	102.0
11269	146474159.0		none		none	uncompressed	146474159.0	uncompressed		illumina								paired		hg19	do_not_set		none	81.0
11270	2997019434.0		none		none	compressed	3339658621.0	compressed		illumina								paired		canFam3	set		none	6455.0
11271	234952920.0		none		none	uncompressed	234952920.0	uncompressed		illumina								paired		hg19	do_not_set		none	194.0
11272	153757120.0		none		none	uncompressed	153757120.0	uncompressed		illumina								paired		hg19	do_not_set		none	96.0
11273	86325521.0		none		none	uncompressed	86325521.0	uncompressed		illumina								paired		hg19	do_not_set		none	66.0
11274	201994207.0		none		none	uncompressed	201994207.0	uncompressed		illumina								paired		hg19	do_not_set		none	126.0
11275	147769578.0		none		none	uncompressed	147769578.0	uncompressed		illumina								paired		hg19	do_not_set		none	93.0
11276	32913785.0		none		none	uncompressed	32913785.0	uncompressed		illumina								paired		hg19	set		none	19.0
11277	217976582.0		none		none	uncompressed	217976582.0	uncompressed		illumina								paired		hg19	do_not_set		none	183.0
11278	45365662.0		none		none	uncompressed	45365662.0	uncompressed		illumina								paired		hg19	do_not_set		none	52.0
11279	155597845.0		none		none	uncompressed	155597845.0	uncompressed		illumina								paired		hg19	do_not_set		none	161.0
11280	3205583.0		none		none	uncompressed	3205583.0	uncompressed		illumina								paired	auto		do_not_set	486205282.0	uncompressed	641.0
11281	131622105.0		none		none	uncompressed	131622105.0	uncompressed		illumina								paired		hg19	do_not_set		none	105.0
11282	3205480.0		none		none	uncompressed	3205480.0	uncompressed		illumina								paired	auto		do_not_set	486205282.0	uncompressed	614.0
11283	47782007.0		none		none	uncompressed	47782007.0	uncompressed		illumina								paired		hg19	set		none	62.0
11284	29792031.0		none		none	uncompressed	29793955.0	uncompressed		illumina								paired		hg19	set		none	83.0
11285	33121783.0		none		none	uncompressed	33121783.0	uncompressed		illumina								paired		hg19	set		none	73.0
11286	32912511.0		none		none	uncompressed	32912511.0	uncompressed		illumina								paired		hg19	set		none	20.0
11287	47780801.0		none		none	uncompressed	47780801.0	uncompressed		illumina								paired		hg19	set		none	30.0
11288	33024033.0		none		none	uncompressed	33024033.0	uncompressed		illumina								paired		hg19	set		none	18.0
11289	33026043.0		none		none	uncompressed	33026043.0	uncompressed		illumina								paired		hg19	set		none	18.0
11290	33121783.0		none		none	uncompressed	33106341.0	uncompressed		illumina								paired		hg19	set		none	20.0
11291	29793955.0		none		none	uncompressed	29792031.0	uncompressed		illumina								paired		hg19	set		none	98.0
11292	156740719.0		none		none	uncompressed	156740719.0	uncompressed		illumina								paired		hg19	do_not_set		none	111.0
11293	29793955.0		none		none	uncompressed	29792031.0	uncompressed		illumina								paired		hg19	set		none	59.0
11294	33106341.0		none		none	uncompressed	33106341.0	uncompressed		illumina								paired		hg19	set		none	87.0
11295	185598714.0		none		none	uncompressed	185598714.0	uncompressed		illumina								paired		hg19	do_not_set		none	98.0
11296	128542387.0		none		none	uncompressed	128542387.0	uncompressed		illumina								paired		hg19	do_not_set		none	285.0
11297	94054986.0		none		none	uncompressed	94054986.0	uncompressed		illumina								paired		hg19	do_not_set		none	72.0
11298	113530853.0		none		none	uncompressed	113530853.0	uncompressed		illumina								paired		hg19	do_not_set		none	72.0
11299	137092757.0		none		none	uncompressed	137092757.0	uncompressed		illumina								paired		hg19	do_not_set		none	90.0
11300	73146704.0		none		none	uncompressed	73146704.0	uncompressed		illumina								paired		hg19	do_not_set		none	65.0
11301	613809147.0		none		none	compressed		none		ont2d								single		hg38canon	do_not_set		none	3120.0
11302	222726010.0		none		none	uncompressed	222726010.0	uncompressed		illumina								paired		hg19	do_not_set		none	129.0
11303	159718124.0		none		none	uncompressed	159718124.0	uncompressed		illumina								paired		hg19	do_not_set		none	136.0
11304	164179643.0		none		none	uncompressed	164179643.0	uncompressed		illumina								paired		hg19	do_not_set		none	182.0
11305	134078499.0		none		none	uncompressed	134078499.0	uncompressed		illumina								paired		hg19	do_not_set		none	75.0
11306	173329740.0		none		none	uncompressed	173329740.0	uncompressed		illumina								paired		hg19	do_not_set		none	97.0
11307	65149484.0		none		none	uncompressed	23819564.0	uncompressed		illumina								paired		hg19	do_not_set		none	19.0
11308	23819564.0		none		none	uncompressed	40665085.0	uncompressed		illumina								paired		hg19	do_not_set		none	21.0
11309	88871881.0		none		none	uncompressed	88706806.0	uncompressed		illumina								paired		hg19	do_not_set		none	30.0
11310	3205480.0		none		none	uncompressed	3205480.0	uncompressed		illumina								paired	auto		do_not_set	486205282.0	uncompressed	555.0
11311	40665085.0		none		none	uncompressed	88871881.0	uncompressed		illumina								paired		hg19	do_not_set		none	27.0
11312	102214631.0		none		none	uncompressed	102214631.0	uncompressed		illumina								paired		hg19	do_not_set		none	71.0
11313	3205583.0		none		none	uncompressed	3205583.0	uncompressed		illumina								paired	auto		do_not_set	486205282.0	uncompressed	613.0
11314	141395961.0		none		none	uncompressed	141395961.0	uncompressed		illumina								paired		hg19	do_not_set		none	75.0
11315	88706806.0		none		none	uncompressed	40596739.0	uncompressed		illumina								paired		hg19	do_not_set		none	98.0
11316	159117033.0		none		none	uncompressed	159117033.0	uncompressed		illumina								paired		hg19	do_not_set		none	125.0
11317	155180609.0		none		none	uncompressed	155180609.0	uncompressed		illumina								paired		hg19	do_not_set		none	163.0
11318	47318583.0		none		none	uncompressed	47318583.0	uncompressed		illumina								paired		hg19	do_not_set		none	167.0
11319	18266216.0		none		none	uncompressed	18266216.0	uncompressed		illumina								paired		hg38	do_not_set		none	88.0
11320	6646130.0		none		none	compressed	7044724.0	compressed		illumina								paired		hg38	set		none	70.0
11321	3557476.0		none		none	compressed	3360328.0	compressed		illumina								paired		hg38	set		none	89.0
11322		14023514.0	uncompressed	14023514.0	uncompressed	none		none		illumina								paired_collection		dm3	do_not_set		none	10.0
11323		16523806.0	uncompressed	16523806.0	uncompressed	none		none		illumina								paired_collection		dm3	do_not_set		none	9.0
11324	2778608354.0		none		none	uncompressed	2784655231.0	uncompressed		illumina								paired		hg19canon	set		none	6.0
11325		14422744.0	uncompressed	14422744.0	uncompressed	none		none		illumina								paired_collection		dm3	do_not_set		none	9.0
11326		14110166.0	uncompressed	14110166.0	uncompressed	none		none		illumina								paired_collection		dm3	do_not_set		none	15.0
11327		16678186.0	uncompressed	16678186.0	uncompressed	none		none		illumina								paired_collection		dm3	do_not_set		none	15.0
11328		16683166.0	uncompressed	16683166.0	uncompressed	none		none		illumina								paired_collection		dm3	do_not_set		none	10.0
11329	2778608354.0		none		none	uncompressed	2784655231.0	uncompressed		illumina								paired		hg19canon	set		none	5.0
11330	4404499.0		none		none	compressed	4236137.0	compressed		illumina								paired		hg38	set		none	73.0
11331	1939573.0		none		none	compressed	2038409.0	compressed		illumina								paired		hg38	set		none	115.0
11332	3205480.0		none		none	uncompressed	3205480.0	uncompressed		illumina								paired	bwtsw		do_not_set	486205282.0	uncompressed	602.0
11333	21625969.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	28079.0	uncompressed	63.0
11334	10424941.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	28079.0	uncompressed	39.0
11335	4868173271.0		none		none	compressed		none		illumina								single	auto		do_not_set	37800599.0	uncompressed	3982.0
11336	22907867846.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	37800599.0	uncompressed	4146.0
11337	24143463.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg38	do_not_set		none	46.0
11338	834107527.0		none		none	uncompressed	833330577.0	uncompressed		illumina								paired	auto		set_picard	156007.0	uncompressed	304.0
11339	32247479.0		none		none	uncompressed	32246969.0	uncompressed		illumina								paired		hg38	do_not_set		none	32.0
11340	25390880.0		none		none	uncompressed	25389640.0	uncompressed		illumina								paired		hg38	do_not_set		none	88.0
11341	675867428.0		none		none	uncompressed	778513372.0	uncompressed		pacbio								paired	auto		set_id_auto	7528998.0	uncompressed	63.0
11342	777390515.0		none		none	uncompressed		none		pacbio								single	auto		set_id_auto	7528998.0	uncompressed	767.0
11343	25389640.0		none		none	uncompressed	25390880.0	uncompressed		illumina								paired		hg19_rCRS_pUC18_phiX174	do_not_set		none	90.0
11344	32247479.0		none		none	uncompressed	32246969.0	uncompressed		illumina								paired		hg19_rCRS_pUC18_phiX174	do_not_set		none	176.0
11345	24143463.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg19_rCRS_pUC18_phiX174	do_not_set		none	386.0
11346	24143463.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg19	do_not_set		none	26.0
11347	32247479.0		none		none	uncompressed	32246969.0	uncompressed		illumina								paired		hg19	do_not_set		none	195.0
11348	25389640.0		none		none	uncompressed	25390880.0	uncompressed		illumina								paired		hg19	do_not_set		none	18.0
11349	25389640.0		none		none	uncompressed	25390880.0	uncompressed		illumina								paired		vicPac1	do_not_set		none	111.0
11350	32246969.0		none		none	uncompressed	32247479.0	uncompressed		illumina								paired		hg19	do_not_set		none	28.0
11351	24143463.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		vicPac1	do_not_set		none	120.0
11352	1783524647.0		none		none	uncompressed	1783524647.0	uncompressed		illumina								paired	auto		do_not_set	4268386.0	uncompressed	635.0
11353	25389640.0		none		none	uncompressed	25390880.0	uncompressed		illumina								paired		vicPac1	do_not_set		none	153.0
11354	24143463.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		vicPac1	do_not_set		none	129.0
11355	201836294.0		none		none	uncompressed	201836294.0	uncompressed		illumina								paired		hg19	do_not_set		none	127.0
11356	1500370462.0		none		none	uncompressed	1496528776.0	uncompressed		illumina								paired		mm10	do_not_set		none	2783.0
11357	1505487476.0		none		none	uncompressed	1509195228.0	uncompressed		illumina								paired	auto		do_not_set	480843178.0	uncompressed	3696.0
11358	3495536.0		none		none	uncompressed		none		illumina								single		hg19	do_not_set		none	60.0
11359	521166062.0		none		none	uncompressed		none		ont2d								single	auto		do_not_set	19301.0	uncompressed	74.0
11360	1786086265.0		none		none	uncompressed	1786912503.0	uncompressed		illumina								paired		mm10	do_not_set		none	5359.0
11361	1550112293.0		none		none	uncompressed		none		ont2d								single	auto		do_not_set	19301.0	uncompressed	324.0
11362	250927508.0		none		none	uncompressed		none		ont2d								single	auto		do_not_set	19301.0	uncompressed	52.0
11363	11777.0		none		none	uncompressed		none		pacbio								single	auto		do_not_set	1291286.0	uncompressed	5.0
11364	179687068.0		none		none	uncompressed		none		ont2d								single	auto		do_not_set	19301.0	uncompressed	38.0
11365	330703861.0		none		none	uncompressed		none		ont2d								single	auto		do_not_set	19301.0	uncompressed	81.0
11366	195403970.0		none		none	uncompressed		none		ont2d								single	auto		do_not_set	19301.0	uncompressed	41.0
11367	1290929582.0		none		none	uncompressed	1287338664.0	uncompressed		illumina								paired	auto		do_not_set	480843178.0	uncompressed	2833.0
11368	11777.0		none		none	uncompressed		none		pacbio								single	auto		do_not_set	1291286.0	uncompressed	93.0
11369		21148941.0	uncompressed	16521387.0	uncompressed	none		none		illumina								paired_collection		canFam3	set_picard		none	68.0
11370		16787457.0	uncompressed	11104569.0	uncompressed	none		none		illumina								paired_collection		canFam3	set_picard		none	146.0
11371	3324760671.0		none		none	uncompressed		none		illumina								single		hg19	set		none	738.0
11372	67243276.0		none		none	uncompressed	67212000.0	uncompressed		illumina								paired		hg19	do_not_set		none	347.0
11373	11777.0		none		none	uncompressed		none	set	full	set	5.0	4.0	1,1	6,6	17.0	set	single	auto		do_not_set	1291286.0	uncompressed	9.0
11374	11777.0		none		none	uncompressed		none	do_not_set	full	set						do_not_set	single	auto		do_not_set	1291286.0	uncompressed	5.0
11375	67243276.0		none		none	uncompressed	67212000.0	uncompressed		illumina								paired	auto		do_not_set	751.0	uncompressed	26.0
11376	11777.0		none		none	uncompressed		none	set	full	set	1.0	1.0	1	1	17.0	set	single	auto		do_not_set	1291286.0	uncompressed	87.0
11377	24143463.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg19	do_not_set		none	16.0
11378	21468391.0		none		none	uncompressed		none		illumina								single		hg19	do_not_set		none	211.0
11379	25389640.0		none		none	uncompressed	25390880.0	uncompressed		illumina								paired		hg19	do_not_set		none	16.0
11380	32247479.0		none		none	uncompressed	32246969.0	uncompressed		illumina								paired		hg19	do_not_set		none	45.0
11381	14452.0		none		none	uncompressed		none	set	full	set	1.0	1.0	1	1	17.0	set	single	auto		do_not_set	1291286.0	uncompressed	11.0
11382	148645152.0		none		none	uncompressed	148645152.0	uncompressed		illumina								paired		vicPac1	do_not_set		none	106.0
11383	148645152.0		none		none	uncompressed	148645152.0	uncompressed		illumina								paired		vicPac1	do_not_set		none	99.0
11384	11777.0		none		none	uncompressed		none	set	full	set	1.0	1.0	1	1	17.0	set	single	auto		do_not_set	1291286.0	uncompressed	10.0
11385	24144275.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg19	do_not_set		none	16.0
11386	24144275.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg19	do_not_set		none	15.0
11387	24144275.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg19	do_not_set		none	15.0
11388	24144275.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg19	do_not_set		none	30.0
11389	24144275.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg19	do_not_set		none	42.0
11390	88483047.0		none		none	uncompressed		none		illumina								single		hg38	do_not_set		none	207.0
11391	89301908.0		none		none	uncompressed	89284478.0	uncompressed		illumina								paired	auto		do_not_set	751.0	uncompressed	44.0
11392	15408.0		none		none	uncompressed		none	set	full	set	1.0	1.0	1	1	17.0	set	single	auto		do_not_set	1291286.0	uncompressed	21.0
11393	11777.0		none		none	uncompressed		none	set	full	set	1.0	-1.0	-1	1	17.0	set	single	auto		do_not_set	1291286.0	uncompressed	16.0
11394	89301908.0		none		none	uncompressed	89284478.0	uncompressed		illumina								paired		hg19	do_not_set		none	174.0
11395	148645152.0		none		none	uncompressed	148645152.0	uncompressed		illumina								paired		hg_g1k_v37	do_not_set		none	94.0
11396	3008731061.0		none		none	uncompressed		none		illumina								single	auto		set	66002621.0	uncompressed	815.0
11397	10028.0		none		none	uncompressed		none	set	full	set	1.0	1.0	1	1	17.0	set	single	auto		do_not_set	1291286.0	uncompressed	19.0
11398	3585832690.0		none		none	uncompressed		none		illumina								single	auto		set	66002621.0	uncompressed	906.0
11399	731580411.0		none		none	uncompressed		none		illumina								single	auto		set	66002621.0	uncompressed	249.0
11400	16207.0		none		none	uncompressed		none	set	full	set	1.0	1.0	1	1	17.0	set	single	auto		do_not_set	1291286.0	uncompressed	14.0
11401	7986.0		none		none	uncompressed		none	set	full	set	1.0	1.0	1	1	17.0	set	single	auto		do_not_set	1291286.0	uncompressed	14.0
11402	15365.0		none		none	uncompressed		none	set	full	set	1.0	1.0	1	1	17.0	set	single	auto		do_not_set	1291286.0	uncompressed	11.0
11403	19601.0		none		none	uncompressed		none	set	full	set	1.0	1.0	1	1	17.0	set	single	auto		do_not_set	1291286.0	uncompressed	15.0
11404	5908.0		none		none	uncompressed		none	set	full	set	1.0	1.0	1	1	17.0	set	single	auto		do_not_set	1291286.0	uncompressed	17.0
11405	24143463.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg19	do_not_set		none	143.0
11406	17495.0		none		none	uncompressed		none	set	full	set	1.0	1.0	1	1	17.0	set	single	auto		do_not_set	1291286.0	uncompressed	16.0
11407	32247479.0		none		none	uncompressed	32246969.0	uncompressed		illumina								paired		hg19	do_not_set		none	46.0
11408	25389640.0		none		none	uncompressed	25390880.0	uncompressed		illumina								paired		hg19	do_not_set		none	271.0
11409	2823352468.0		none		none	uncompressed		none		illumina								single	auto		set	66002621.0	uncompressed	797.0
11410	2449279246.0		none		none	uncompressed		none		illumina								single	auto		set	66002621.0	uncompressed	707.0
11411	2707897055.0		none		none	uncompressed		none		illumina								single	auto		set	66002621.0	uncompressed	809.0
11412	1070184571.0		none		none	uncompressed	1067224405.0	uncompressed		illumina								paired	auto		do_not_set	480843178.0	uncompressed	1606.0
11413	32247479.0		none		none	uncompressed	32246969.0	uncompressed		illumina								paired		hg19	do_not_set		none	36.0
11414	25389640.0		none		none	uncompressed	25390880.0	uncompressed		illumina								paired		hg19	do_not_set		none	33.0
11415	24143463.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg19	do_not_set		none	32.0
11416	32247479.0		none		none	uncompressed	32246969.0	uncompressed		illumina								paired		hg19	do_not_set		none	46.0
11417	25389640.0		none		none	uncompressed	25390880.0	uncompressed		illumina								paired		hg19	do_not_set		none	21.0
11418	24143463.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg19	do_not_set		none	20.0
11419	21468391.0		none		none	uncompressed		none		illumina								single		hg38	do_not_set		none	71.0
11420	9401617.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	163685.0	uncompressed	10.0
11421	660734311.0		none		none	uncompressed	794968163.0	uncompressed		illumina								paired	auto		do_not_set	17267.0	uncompressed	10.0
11422	8743730.0		none		none	uncompressed		none		ont2d								single		hg_g1k_v37	do_not_set		none	67.0
11423	10975257.0		none		none	uncompressed		none		ont2d								single		hg_g1k_v37	do_not_set		none	52.0
11424	207007474.0		none		none	uncompressed	205423444.0	uncompressed		illumina								paired	auto		do_not_set	3218413.0	uncompressed	85.0
11425	3249621405.0		none		none	uncompressed	3254359389.0	uncompressed		illumina								paired		hg19canon	set		none	5.0
11426	487458580.0		none		none	uncompressed	445953166.0	uncompressed		illumina								paired	auto		set_id_auto	4931999.0	uncompressed	178.0
11427	4137809.0		none		none	uncompressed	4137809.0	uncompressed		illumina								paired	auto		do_not_set	200694.0	uncompressed	11.0
11428	25389640.0		none		none	uncompressed	25390880.0	uncompressed		illumina								paired		hg19	do_not_set		none	48.0
11429	24143463.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg19	do_not_set		none	71.0
11430	32247479.0		none		none	uncompressed	32246969.0	uncompressed		illumina								paired		hg19	do_not_set		none	96.0
11431	1124765598.0		none		none	uncompressed		none		illumina								single		vicPac1	do_not_set		none	300.0
11432	2063521158.0		none		none	uncompressed	2061056854.0	uncompressed		illumina								paired	auto		do_not_set	4649200.0	uncompressed	763.0
11433		14023514.0	uncompressed	14023514.0	uncompressed	none		none		illumina								paired_collection		dm3	do_not_set		none	12.0
11434		14110166.0	uncompressed	14110166.0	uncompressed	none		none		illumina								paired_collection		dm3	do_not_set		none	9.0
11435	3961733302.0		none		none	uncompressed	3757946840.0	uncompressed		illumina								paired	auto		set	23723399.0	uncompressed	1902.0
11436	447572166.0		none		none	uncompressed	394280720.0	uncompressed		illumina								paired	auto		do_not_set	16178.0	uncompressed	138.0
11437	387589.0		none		none	uncompressed		none		ont2d								single		hg38	do_not_set		none	288.0
11438	778723929.0		none		none	uncompressed	778723929.0	uncompressed		illumina								paired	auto		do_not_set	4752888.0	uncompressed	243.0
11439	762758144.0		none		none	uncompressed	762758144.0	uncompressed		illumina								paired	auto		do_not_set	4752888.0	uncompressed	237.0
11440	3125606550.0		none		none	uncompressed	3020870688.0	uncompressed		illumina								paired	auto		set	23723399.0	uncompressed	1555.0
11441	4007323148.0		none		none	uncompressed	3812882894.0	uncompressed		illumina								paired	auto		set	23723399.0	uncompressed	2005.0
11442	904343881.0		none		none	uncompressed	904343881.0	uncompressed		illumina								paired	auto		do_not_set	4752888.0	uncompressed	277.0
11443	211813.0		none		none	uncompressed	9060512.0	uncompressed		illumina								paired	auto		do_not_set	17267.0	uncompressed	6.0
11444	665790008.0		none		none	uncompressed	802121942.0	uncompressed		illumina								paired	auto		do_not_set	17267.0	uncompressed	222.0
11445	365737245.0		none		none	uncompressed	182477166.0	uncompressed		illumina								paired	auto		do_not_set	300.0	uncompressed	14.0
11446	1124765598.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	102890.0	uncompressed	109.0
11447	1124765598.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	1675.0	uncompressed	108.0
11448	1074160004.0		none		none	uncompressed	1074160004.0	uncompressed		illumina								paired		hg19canon	set		none	7.0
11449	3249621405.0		none		none	uncompressed	3254359389.0	uncompressed		illumina								paired	auto		set	3199905909.0	uncompressed	7208.0
11450	1895326366.0		none		none	uncompressed	1895326366.0	uncompressed		illumina								paired		hg19canon	set		none	8.0
11451	1914342638.0		none		none	uncompressed	1914342638.0	uncompressed		illumina								paired		hg19canon	set		none	7.0
11452	1919621068.0		none		none	uncompressed	1919621068.0	uncompressed		illumina								paired		hg19canon	set		none	7.0
11453	1935386088.0		none		none	uncompressed	1935386088.0	uncompressed		illumina								paired		hg19canon	set		none	7.0
11454	1908831120.0		none		none	uncompressed	1908831120.0	uncompressed		illumina								paired		hg19canon	set		none	7.0
11455	1904759614.0		none		none	uncompressed	1904759614.0	uncompressed		illumina								paired		hg19canon	set		none	8.0
11456	32247479.0		none		none	uncompressed	32246969.0	uncompressed		illumina								paired		hg19	do_not_set		none	38.0
11457	1922955198.0		none		none	uncompressed	1922955198.0	uncompressed		illumina								paired		hg19canon	set		none	8.0
11458	25389640.0		none		none	uncompressed	25390880.0	uncompressed		illumina								paired		hg19	do_not_set		none	20.0
11459	24143463.0		none		none	uncompressed	24144275.0	uncompressed		illumina								paired		hg19	do_not_set		none	20.0
11460	1909267694.0		none		none	uncompressed	1909267694.0	uncompressed		illumina								paired		hg19canon	set		none	8.0
11461	1891581934.0		none		none	uncompressed	1891581934.0	uncompressed		illumina								paired		hg19canon	set		none	8.0
11462	1929128942.0		none		none	uncompressed	1929128942.0	uncompressed		illumina								paired		hg19canon	set		none	8.0
11463	1944415042.0		none		none	uncompressed	1944415042.0	uncompressed		illumina								paired		hg19canon	set		none	8.0
11464	1938008970.0		none		none	uncompressed	1938008970.0	uncompressed		illumina								paired		hg19canon	set		none	7.0
11465	1874533564.0		none		none	uncompressed	1874533564.0	uncompressed		illumina								paired		hg19canon	set		none	7.0
11466	1916245490.0		none		none	uncompressed	1916245490.0	uncompressed		illumina								paired		hg19canon	set		none	7.0
11467	1929128942.0		none		none	uncompressed	1929128942.0	uncompressed		illumina								paired		hg19	do_not_set		none	661.0
11468	1874533564.0		none		none	uncompressed	1874533564.0	uncompressed		illumina								paired		hg19	do_not_set		none	668.0
11469	1938008970.0		none		none	uncompressed	1938008970.0	uncompressed		illumina								paired		hg19	do_not_set		none	650.0
11470	1916245490.0		none		none	uncompressed	1916245490.0	uncompressed		illumina								paired		hg19	do_not_set		none	656.0
11471	1074160004.0		none		none	uncompressed	1074160004.0	uncompressed		illumina								paired		hg19canon	set_id_auto		none	6.0
11472	1944415042.0		none		none	uncompressed	1944415042.0	uncompressed		illumina								paired		hg19	do_not_set		none	708.0
11473	1914342638.0		none		none	uncompressed	1914342638.0	uncompressed		illumina								paired		hg19	do_not_set		none	651.0
11474	1925546124.0		none		none	uncompressed	1925546124.0	uncompressed		illumina								paired		hg19	do_not_set		none	723.0
11475	1074160004.0		none		none	uncompressed	1074160004.0	uncompressed		illumina								paired		hg19	do_not_set		none	418.0
11476	1909267694.0		none		none	uncompressed	1909267694.0	uncompressed		illumina								paired		hg19	do_not_set		none	670.0
11477	1908831120.0		none		none	uncompressed	1908831120.0	uncompressed		illumina								paired		hg19	do_not_set		none	668.0
11478	1904888768.0		none		none	uncompressed	1904888768.0	uncompressed		illumina								paired		hg19	do_not_set		none	660.0
11479	1891581934.0		none		none	uncompressed	1891581934.0	uncompressed		illumina								paired		hg19	do_not_set		none	669.0
11480	1875027280.0		none		none	uncompressed	1875027280.0	uncompressed		illumina								paired		hg19	do_not_set		none	658.0
11481	1922955198.0		none		none	uncompressed	1922955198.0	uncompressed		illumina								paired		hg19	do_not_set		none	664.0
11482	1904759614.0		none		none	uncompressed	1904759614.0	uncompressed		illumina								paired		hg19	do_not_set		none	668.0
11483	1919621068.0		none		none	uncompressed	1919621068.0	uncompressed		illumina								paired		hg19	do_not_set		none	663.0
11484	1935386088.0		none		none	uncompressed	1935386088.0	uncompressed		illumina								paired		hg19	do_not_set		none	662.0
11485	25389640.0		none		none	uncompressed	25390880.0	uncompressed		illumina								paired		hg19	do_not_set		none	20.0
11486	1895326366.0		none		none	uncompressed	1895326366.0	uncompressed		illumina								paired		hg19	do_not_set		none	677.0
11487	1911661784.0		none		none	uncompressed	1911661784.0	uncompressed		illumina								paired		hg19	do_not_set		none	672.0
11488		13134564.0	uncompressed	11429762.0	uncompressed	none		none		illumina								paired_collection		canFam3	set_picard		none	36.0
