	fastq_input1	fastq_input11	fastq_input11_filetype	fastq_input12	fastq_input12_filetype	fastq_input1_filetype	fastq_input2	fastq_input2_filetype	parameters.analysis_type.algorithmic_options.algorithmic_options_selector	parameters.analysis_type.analysis_type_selector	parameters.analysis_type.io_options.io_options_selector	parameters.analysis_type.scoring_options.A	parameters.analysis_type.scoring_options.B	parameters.analysis_type.scoring_options.E	parameters.analysis_type.scoring_options.O	parameters.analysis_type.scoring_options.U	parameters.analysis_type.scoring_options.scoring_options_selector	parameters.fastq_input.fastq_input_selector	parameters.reference_source.index_a	parameters.reference_source.ref_file	parameters.rg.rg_selector	ref_file	ref_file_filetype	runtime
0	3120090064.0		none		none	uncompressed	3023664700.0	uncompressed		illumina								paired	auto		do_not_set	60497880.0	uncompressed	1849.0
1	44791916.0		none		none	uncompressed	44791916.0	uncompressed	do_not_set	full	do_not_set	1.0	1.0	10,10	10	17.0	set	paired	auto		do_not_set	9303.0	uncompressed	16.0
2	404151117.0		none		none	uncompressed		none		illumina								single		hg19	set		none	131.0
3	42234704.0		none		none	uncompressed	42234704.0	uncompressed	do_not_set	full	do_not_set	1.0	1.0	10,10	10	17.0	set	paired	auto		do_not_set	9303.0	uncompressed	14.0
4	43027222.0		none		none	uncompressed	43027222.0	uncompressed	do_not_set	full	do_not_set	1.0	1.0	10,10	10	17.0	set	paired	auto		do_not_set	9303.0	uncompressed	13.0
5		16678186.0	uncompressed	16678186.0	uncompressed	none		none		illumina								paired_collection		dm6	do_not_set		none	8.0
6		16523806.0	uncompressed	16523806.0	uncompressed	none		none		illumina								paired_collection		dm6	do_not_set		none	7.0
7		14023514.0	uncompressed	14023514.0	uncompressed	none		none		illumina								paired_collection		dm6	do_not_set		none	18.0
8		14110166.0	uncompressed	14110166.0	uncompressed	none		none		illumina								paired_collection		dm6	do_not_set		none	11.0
9		14422744.0	uncompressed	14422744.0	uncompressed	none		none		illumina								paired_collection		dm6	do_not_set		none	20.0
10		16683166.0	uncompressed	16683166.0	uncompressed	none		none		illumina								paired_collection		dm6	do_not_set		none	11.0
11	7942159.0		none		none	uncompressed	7942159.0	uncompressed		illumina								paired		hg38	do_not_set		none	80.0
12	5852002.0		none		none	uncompressed	5852002.0	uncompressed		illumina								paired		hg38	do_not_set		none	30.0
13	74537.0		none		none	uncompressed	74537.0	uncompressed	do_not_set	full	do_not_set	1.0	4.0	1,1	3,3	17.0	set	paired	auto		do_not_set	10673.0	uncompressed	8.0
14		74537.0	uncompressed	74537.0	uncompressed	none		none	do_not_set	full	do_not_set	1.0	4.0	1,1	3,3	17.0	set	paired_collection	auto		do_not_set	10673.0	uncompressed	8.0
15	12567981.0		none		none	uncompressed	12567981.0	uncompressed	do_not_set	full	do_not_set	1.0	4.0	1,1	3,3	17.0	set	paired	auto		do_not_set	10673.0	uncompressed	9.0
16	218733.0		none		none	uncompressed	218733.0	uncompressed	do_not_set	full	do_not_set	1.0	4.0	1,1	3,3	17.0	set	paired	auto		do_not_set	10673.0	uncompressed	6.0
17	2288866.0		none		none	uncompressed		none		illumina								single		hg38	do_not_set		none	109.0
18	53570554.0		none		none	uncompressed		none		illumina								single		hg38	do_not_set		none	276.0
19	53570554.0		none		none	uncompressed		none		illumina								single		hg38	do_not_set		none	82.0
20	17446251178.0		none		none	uncompressed	17446251178.0	uncompressed		illumina								paired		hg19	do_not_set		none	9079.0
21	28833157.0		none		none	uncompressed	28822703.0	uncompressed		illumina								paired	auto		set	4424.0	uncompressed	21.0
22	27292507.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	14.0
23	8169525.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
24	17774583.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
25	26487439.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	13.0
26	12146679.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
27	14113171.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
28	17820171.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
29	13939423.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
30	11237969.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
31	5959117.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
32	1631951.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
33	12303632.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
34	16842617.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	11.0
35	19295669.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	11.0
36	15842126.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
37	11683262.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
38	7099591.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
39	12746713.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
40	15502825.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	12.0
41	5626533.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
42	7799032.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
43	2121378.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
44	8722838.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	6.0
45	25030273.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	12.0
46	6020499.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	6.0
47	2369924.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
48	8318446.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
49	6583292.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
50	6942711.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
51	18891539.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
52	8137081.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
53	3856330.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
54	18026267.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
55	15274184.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
56	14161080.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
57	17124790.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	11.0
58	17582403.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
59	19609124.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
60	19172204.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
61	20307700.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
62	7776316.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
63	20333295.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	11.0
64	19589692.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	11.0
65	13676432.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
66	11380091.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	11.0
67	8769462.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
68	17399065.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
69	22036733.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
70	5192050.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	6.0
71	12832892.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
72	171354.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	6.0
73	18278966.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
74	17737450.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
75	8774565.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
76	18512294.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
77	11362076.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
78	11222781.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
79	33719554.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	14.0
80	18929528.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
81	1736193.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
82	8881487.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
83	2483242.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
84	8366582.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
85	1338663.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
86	2365677.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
87	2824448.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
88	1595035.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
89	5347651.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
90	1544225.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
91	7157168.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
92	2636340.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
93	30343.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
94	2500217.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
95	1475785.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
96	2174117.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
97	15346030.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
98	17154602.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
99	10601956.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
100	1676602.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
101	14409194.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
102	17393344.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
103	5206521.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
104	19876311.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	11.0
105	20272981.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	10.0
106	9609993.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	7.0
107	18341173.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
108	14589122.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
109	10804480.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
110	20463483.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	11.0
111	11913838.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	8.0
112	10016526.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
113	37577098.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	14.0
114	10272262.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	14903.0	uncompressed	9.0
115	25390880.0		none		none	uncompressed	25389640.0	uncompressed		illumina								paired		hg19	do_not_set		none	17.0
116	6641285050.0		none		none	compressed		none		illumina								single		hg19	do_not_set		none	5545.0
117	261473075.0		none		none	uncompressed	261473075.0	uncompressed		illumina								paired	auto		do_not_set	5599.0	uncompressed	65.0
118	24144275.0		none		none	uncompressed	24143463.0	uncompressed		illumina								paired		hg19	do_not_set		none	65.0
119	32246969.0		none		none	uncompressed	32247479.0	uncompressed		illumina								paired		hg19	do_not_set		none	107.0
120	261473075.0		none		none	uncompressed	261473075.0	uncompressed		illumina								paired	auto		do_not_set	5618.0	uncompressed	74.0
121	261473075.0		none		none	uncompressed	261473075.0	uncompressed		illumina								paired	auto		do_not_set	5563.0	uncompressed	76.0
122	7008014984.0		none		none	compressed		none		illumina								single		hg19	do_not_set		none	5251.0
123	372237526.0		none		none	uncompressed		none		illumina								single		hg19	do_not_set		none	194.0
124	22220777.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	865.0
125	21189100.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	803.0
126	20837784.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	829.0
127	21855166.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	843.0
128	22548360.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	835.0
129	24859723.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	1050.0
130	22935462.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	977.0
131	7008014984.0		none		none	compressed		none		illumina								single		hg19	do_not_set		none	5201.0
132	24181169.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	851.0
133	22933720.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	858.0
134	20252982.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	859.0
135	23032815.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	841.0
136	22934438.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	801.0
137	21976384.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	838.0
138	22219017.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	1078.0
139	24119242.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	1712.0
140	20459848.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	938.0
141	21435184.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	1050.0
142	23332502.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	991.0
143	22640933.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	906.0
144	22571780.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	1032.0
145	24074038.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	887.0
146	28376524.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	866.0
147	23776511.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	924.0
148	19706941.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	956.0
149	20744646.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	1079.0
150	120767940.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	8345.0	uncompressed	24.0
151	120755483.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	8345.0	uncompressed	29.0
152	21496566.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	906.0
153	24259813.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	851.0
154	24226466.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	856.0
155	14271295.0		none		none	uncompressed	14273951.0	uncompressed		illumina								paired		hg38	set		none	49.0
156	285282339.0		none		none	uncompressed	230765717.0	uncompressed		illumina								paired	auto		do_not_set	4474636.0	uncompressed	77.0
157	30424987.0		none		none	uncompressed	30424987.0	uncompressed		illumina								paired		hg38	set		none	115.0
158	285282339.0		none		none	uncompressed	230765717.0	uncompressed		illumina								paired	auto		do_not_set	4474636.0	uncompressed	83.0
159	218435.0		none		none	uncompressed	218435.0	uncompressed		illumina								paired		hg19	do_not_set		none	95.0
160	193026444.0		none		none	uncompressed	193026444.0	uncompressed		illumina								paired		eschColi_K12	do_not_set		none	63.0
161	220192332.0		none		none	uncompressed		none		illumina								single		hg19	do_not_set		none	96.0
162	102702606.0		none		none	uncompressed	102702606.0	uncompressed	do_not_set	full	do_not_set	1.0	4.0	1,1	3,3	17.0	set	paired	auto		do_not_set	10673.0	uncompressed	31.0
163	206492498.0		none		none	uncompressed	206492498.0	uncompressed	do_not_set	full	do_not_set	1.0	4.0	1,1	3,3	17.0	set	paired	auto		do_not_set	10673.0	uncompressed	59.0
164		57281078.0	uncompressed	55044182.0	uncompressed	none		none		illumina								paired_collection		hg19	do_not_set		none	13.0
165	76359763.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	34838560.0	uncompressed	43.0
166	76359763.0		none		none	uncompressed		none		illumina								single		hg38	do_not_set		none	242.0
167	8254080453.0		none		none	compressed		none		illumina								single		hg19	do_not_set		none	5935.0
168	2087777647.0		none		none	uncompressed	2090324451.0	uncompressed		illumina								paired	auto		do_not_set	4411542.0	uncompressed	896.0
169	12335487.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	904.0
170	12685035.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	929.0
171	8418402.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	957.0
172	12029064.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	1015.0
173	11058904.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	976.0
174	15817554.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	828.0
175	9670229.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	930.0
176	11987368.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	896.0
177	12289946.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	1026.0
178	11092544.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	926.0
179	12453603.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	902.0
180	10023494.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	806.0
181	8223368.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	868.0
182	13776724.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	992.0
183	14346795.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	950.0
184	10922647.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	1048.0
185	18528701.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	903.0
186	11054529.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	978.0
187	14091117.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	847.0
188	9804489.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	930.0
189	17577756.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	876.0
190	9536267.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	941.0
191	10724560.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	932.0
192	2087777647.0		none		none	uncompressed	2090324451.0	uncompressed		illumina								paired	auto		do_not_set	4411548.0	uncompressed	904.0
193	10652910.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	882.0
194	9788249.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	854.0
195	10344132.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	908.0
196	7472914.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	898.0
197	36063746.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	449.0	uncompressed	11.0
198	42898934.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	449.0	uncompressed	11.0
199	36826949.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	449.0	uncompressed	16.0
200	22623926.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	957.0
201	18287060.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	835714844.0	uncompressed	879.0
202	261473075.0		none		none	uncompressed	261473075.0	uncompressed		illumina								paired	auto		do_not_set	5618.0	uncompressed	75.0
203	41082141.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	449.0	uncompressed	13.0
204		6643871.0	compressed	7041504.0	compressed	none		none		illumina								paired_collection		hg38	set		none	186.0
205		3545124.0	compressed	3355152.0	compressed	none		none		illumina								paired_collection		hg38	set		none	175.0
206		3545124.0	compressed	3355152.0	compressed	none		none		illumina								paired_collection		hg38	set		none	172.0
207	71405422.0		none		none	uncompressed	122774368.0	uncompressed		illumina								paired		eschColi_K12	do_not_set		none	9.0
208	122774368.0		none		none	uncompressed	71405422.0	uncompressed		illumina								paired		eschColi_K12	do_not_set		none	12.0
209	9331781545.0		none		none	compressed		none		illumina								single		hg19	do_not_set		none	6670.0
210	71405422.0		none		none	uncompressed	122774368.0	uncompressed		illumina								paired		eschColi_K12	do_not_set		none	10.0
211	122774368.0		none		none	uncompressed	71405422.0	uncompressed		illumina								paired		eschColi_K12	do_not_set		none	8.0
212	71405422.0		none		none	uncompressed	122774368.0	uncompressed		illumina								paired		eschColi_K12	do_not_set		none	34.0
213	71405422.0		none		none	uncompressed	71405422.0	uncompressed		illumina								paired		eschColi_K12	do_not_set		none	34.0
214	122774368.0		none		none	uncompressed	122774368.0	uncompressed		illumina								paired		eschColi_K12	do_not_set		none	90.0
215	589347610.0		none		none	uncompressed	589347610.0	uncompressed		illumina								paired	auto		set	20333338.0	uncompressed	283.0
216	39734623.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	9510.0	uncompressed	13.0
217	95774685.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	9510.0	uncompressed	62.0
218	69149955.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	9510.0	uncompressed	49.0
219	66343881.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	9510.0	uncompressed	15.0
220	55151742.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	9510.0	uncompressed	14.0
221	57225065.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	9510.0	uncompressed	26.0
222	56575987.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	9510.0	uncompressed	28.0
223	84490087.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	9510.0	uncompressed	30.0
224	71697439.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	9510.0	uncompressed	18.0
225	586336351.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	388.0	uncompressed	75.0
226	11777674.0		none		none	uncompressed	11775298.0	uncompressed		illumina								paired	auto		set	4424.0	uncompressed	8.0
227	17774583.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	9.0
228	12746713.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	6.0
229	11683262.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	10.0
230	12146679.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	8.0
231	13939423.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	6.0
232	27292507.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	9.0
233	2824448.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	7.0
234	21501671.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	9.0
235	1676602.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	8.0
236	8169525.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	5.0
237	33719554.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	9.0
238	26487439.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	8.0
239	30343.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	7.0
240	5959117.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	5.0
241	14161080.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	7.0
242	14113171.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	6.0
243	18891539.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	8.0
244	11237969.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	6.0
245	1631951.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	5.0
246	12303632.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	6.0
247	17820171.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	7.0
248	7776316.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	6.0
249	15842126.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	7.0
250	16842617.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	7.0
251	8774565.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	6.0
252	8318446.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	6.0
253	19295669.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	7.0
254	2369924.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	4.0
255	3856330.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	4.0
256	2121378.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	4.0
257	15502825.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	6.0
258	6942711.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	5.0
259	7799032.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	6.0
260	20307700.0		none		none	uncompressed		none		illumina								single	auto		do_not_set	12392.0	uncompressed	10.0
