create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.num_lines,parameters.seed_source.__current_case__,parameters.seed_source.seed,parameters.seed_source.seed_source_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-04-29 15:44:34.467607,slurm_normal,,main_w1_handler0,2285569,9360478,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21154621837,vcf,3697701.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19512691,"""30000000""",0,,no_seed,,22783513,error,random_lines1,2.0.1,,2015-04-29 17:17:56.373175,61465,5601.905568
2015-08-24 03:11:22.712492,slurm_normal,,main_w1_handler1,2364394,10186688,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33970525542,fastqsanger,4455563.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20718849,"""1000000""",0,,no_seed,,24699929,error,random_lines1,2.0.1,,2015-08-24 03:20:37.864025,65599,555.1515330000001
2015-08-30 11:27:03.841764,slurm_normal,,main_w1_handler1,2364394,10225078,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",45467228287,fastqsanger,4497217.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20920192,"""30000000""",0,,no_seed,,24699929,error,random_lines1,2.0.1,,2015-08-30 11:31:32.561681,65599,268.719917
2015-05-04 09:51:15.628632,slurm_normal,,main_w2_handler0,2288676,9386527,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",30238015966,vcf,3720028.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19556835,"""10000000""",0,,no_seed,,22856941,error,random_lines1,2.0.1,,2015-05-04 09:56:40.504513,61465,324.875881
2015-04-29 15:44:47.877706,slurm_normal,,main_w1_handler1,2285569,9360479,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21154621837,vcf,3697644.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19512691,"""10000000""",0,,no_seed,,22783513,error,random_lines1,2.0.1,,2015-04-29 17:12:37.604746,61465,5269.727040000001
2015-08-15 11:25:01.236479,slurm_normal,,main_w1_handler2,2364394,10124375,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",35837450943,fastqsanger,4397084.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20451078,"""10000000""",0,,no_seed,,24234444,error,random_lines1,2.0.1,,2015-08-15 11:29:10.092045,65599,248.855566
2015-01-09 05:37:14.584230,rodeo_normal,,main_w2_handler0,2120563,8519503,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12030046180,fastqsanger,724511.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18074130,"""100000""",0,,no_seed,,20408342,error,random_lines1,2.0.1,,2015-01-09 05:41:21.685162,55978,247.10093200000003
2015-01-17 14:17:26.020330,rodeo_normal,,main_w2_handler1,2120542,8561431,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13435608703,fastqsanger,2492050.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18230930,"""100000""",0,,no_seed,,20535039,error,random_lines1,2.0.1,,2015-01-17 14:19:10.856126,55995,104.835796
2015-08-30 14:11:09.458655,slurm_normal,,main_w2_handler1,2364394,10225468,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",46496398940,fastq,4497620.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20954939,"""30000000""",0,,no_seed,,24699929,error,random_lines1,2.0.1,,2015-08-30 14:15:04.216472,65599,234.75781700000002
2015-08-15 11:24:58.842610,slurm_normal,,main_w2_handler1,2364394,10124373,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",37357116783,fastqsanger,4397083.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20442690,"""10000000""",0,,no_seed,,24234444,error,random_lines1,2.0.1,,2015-08-15 11:29:40.655075,65599,281.81246500000003
2015-04-28 14:14:26.955963,slurm_normal,,main_w2_handler0,2285569,9351616,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",185124740296,vcf,3693348.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19493684,"""10000000""",0,,no_seed,,22732774,error,random_lines1,2.0.1,,2015-04-29 00:15:26.395618,61465,36059.439655
2015-05-04 09:50:47.307630,slurm_normal,,main_w2_handler0,2288676,9386522,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",30238015966,vcf,3720004.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19556835,"""30000000""",0,,no_seed,,22856941,error,random_lines1,2.0.1,,2015-05-04 09:56:07.284088,61465,319.97645800000004
2015-08-15 12:03:46.256456,slurm_normal,,main_w1_handler2,2364394,10124519,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",35837450943,fastqsanger,4397154.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20451078,"""10000000""",0,,no_seed,,24697183,error,random_lines1,2.0.1,,2015-08-15 12:07:21.027435,65599,214.770979
2015-08-15 11:25:03.904715,slurm_normal,,main_w2_handler1,2364394,10124377,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",37230618122,fastqsanger,4397091.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20709236,"""10000000""",0,,no_seed,,24234444,error,random_lines1,2.0.1,,2015-08-15 11:33:34.023701,65599,510.118986
2015-05-04 09:50:56.965330,slurm_normal,,main_w2_handler1,2288676,9386524,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",30238015966,vcf,3720006.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19556835,"""30000000""",0,,no_seed,,22856941,error,random_lines1,2.0.1,,2015-05-04 09:54:04.462767,61465,187.49743700000002
2015-08-27 15:02:21.169132,slurm_normal,,main_w2_handler1,2364394,10210950,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",45467228287,fastqsanger,4480801.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20920192,"""30000000""",0,,no_seed,,24699929,error,random_lines1,2.0.1,,2015-08-27 15:07:14.508756,65599,293.339624
2015-08-28 22:42:03.718620,slurm_normal,,main_w2_handler1,2364394,10219720,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33970525542,fastqsanger,4490256.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20718849,"""30000000""",0,,no_seed,,24699929,error,random_lines1,2.0.1,,2015-08-28 22:46:50.462701,65599,286.744081
2015-08-15 12:03:49.248458,slurm_normal,,main_w1_handler0,2364394,10124522,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",37230618122,fastqsanger,4397164.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20709236,"""10000000""",0,,no_seed,,24697183,error,random_lines1,2.0.1,,2015-08-15 12:10:18.508465,65599,389.26000700000003
2015-08-28 18:19:43.016423,slurm_normal,,main_w2_handler1,2364394,10217875,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",45467228287,fastqsanger,4488356.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20920192,"""30000000""",0,,no_seed,,24699929,error,random_lines1,2.0.1,,2015-08-28 18:28:21.650906,65599,518.634483
2015-01-04 09:43:43.492803,rodeo_normal,,main_w1_handler0,2127530,8496246,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12030046180,fastqsanger,686836.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18093277,"""400000""",0,,no_seed,,20269100,error,random_lines1,2.0.1,,2015-01-04 09:46:13.353135,55977,149.860332
2015-08-15 11:25:06.089311,slurm_normal,,main_w1_handler0,2364394,10124378,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33970525542,fastqsanger,4397087.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20718849,"""10000000""",0,,no_seed,,24234444,error,random_lines1,2.0.1,,2015-08-15 11:32:05.887679,65599,419.79836800000004
2015-04-29 15:45:18.038471,slurm_normal,,main_w2_handler0,2285569,9360484,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21154621837,vcf,3697719.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19512691,"""10000000""",0,,no_seed,,22783513,error,random_lines1,2.0.1,,2015-04-29 17:29:23.000382,61465,6244.961911
2015-04-29 15:45:03.431421,slurm_normal,,main_w1_handler1,2285569,9360481,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21154621837,vcf,3697690.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19512691,"""30000000""",0,,no_seed,,22783513,error,random_lines1,2.0.1,,2015-04-29 17:15:17.555424,61465,5414.124003
2015-04-28 13:35:23.532610,slurm_normal,,main_w2_handler1,2285569,9351224,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",185124740296,vcf,3693662.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19493684,"""30000000""",0,,no_seed,,22732774,error,random_lines1,2.0.1,,2015-04-29 01:28:26.474216,61465,42782.941606
