create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.num_lines,parameters.seed_source.__current_case__,parameters.seed_source.seed,parameters.seed_source.seed_source_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-01-09 05:37:01.986677,rodeo_normal,,main_w1_handler1,2120563,8519502,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13245317202,fastqsanger,724509.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18074129,"""100000""",0,,no_seed,,20408342,error,random_lines1,2.0.1,,2015-01-09 05:40:24.915340,55978,202.928663
2015-08-28 18:19:40.654875,slurm_normal,,main_w1_handler2,2364394,10217874,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33970525542,fastqsanger,4488355.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20718849,"""30000000""",0,,no_seed,,24699929,error,random_lines1,2.0.1,,2015-08-28 18:28:04.062100,65599,503.40722500000004
2015-08-15 12:03:50.145151,slurm_normal,,main_w1_handler1,2364394,10124523,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33970525542,fastqsanger,4397161.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20718849,"""10000000""",0,,no_seed,,24697183,error,random_lines1,2.0.1,,2015-08-15 12:10:40.156815,65599,410.01166400000005
2015-08-24 03:11:14.614013,slurm_normal,,main_w1_handler2,2364394,10186684,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",37357116783,fastqsanger,4455547.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20442690,"""1000000""",0,,no_seed,,24699929,error,random_lines1,2.0.1,,2015-08-24 03:15:21.643637,65599,247.029624
2015-01-17 09:47:53.746549,rodeo_normal,,main_w2_handler0,2120542,8560991,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13435608703,fastqsanger,2491393.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18230930,"""100000""",0,,no_seed,,20535039,error,random_lines1,2.0.1,,2015-01-17 09:51:13.898936,55995,200.152387
2015-08-27 11:49:35.238278,slurm_normal,,main_w1_handler0,2364394,10209776,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",45467228287,fastqsanger,4479707.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20920192,"""30000000""",0,,no_seed,,24699929,error,random_lines1,2.0.1,,2015-08-27 11:55:18.409111,65599,343.170833
2015-08-15 11:25:00.363681,slurm_normal,,main_w2_handler0,2364394,10124374,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",35181109112,fastqsanger,4397082.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20449683,"""10000000""",0,,no_seed,,24234444,error,random_lines1,2.0.1,,2015-08-15 11:28:39.812201,65599,219.44852
2015-08-15 22:37:54.615250,slurm_normal,,main_w1_handler2,2364394,10127026,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33970525542,fastqsanger,4399001.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20718849,"""10000000""",0,,no_seed,,24699929,error,random_lines1,2.0.1,,2015-08-15 22:44:50.381197,65599,415.76594700000004
2015-08-15 11:25:02.514708,slurm_normal,,main_w2_handler1,2364394,10124376,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",37512895781,fastqsanger,4397086.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20661716,"""10000000""",0,,no_seed,,24234444,error,random_lines1,2.0.1,,2015-08-15 11:32:01.303864,65599,418.78915600000005
2015-01-09 05:41:16.989219,rodeo_normal,,main_w2_handler0,2120563,8519509,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13245317202,fastqsanger,2440276.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18074129,"""100000""",0,,no_seed,,20408342,error,random_lines1,2.0.1,,2015-01-09 05:43:10.617841,55978,113.62862200000001
2015-05-04 09:51:07.826071,slurm_normal,,main_w1_handler1,2288676,9386525,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",30238015966,vcf,3720008.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19556835,"""10000000""",0,,no_seed,,22856941,error,random_lines1,2.0.1,,2015-05-04 09:56:08.666872,61465,300.840801
2014-12-26 05:14:02.284292,rodeo_normal,,main_w2_handler0,2127669,8468362,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13430910474,fastqsanger,640967.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18070143,"""100000""",0,,no_seed,,20233233,error,random_lines1,2.0.1,,2014-12-26 05:16:42.422976,55975,160.138684
2015-01-18 11:45:35.786672,rodeo_normal,,main_w1_handler0,2141359,8563918,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12030046180,fastqsanger,2495823.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18236102,"""10000""",1,,set_seed,,20545171,error,random_lines1,2.0.1,,2015-01-18 11:47:44.966253,57099,129.179581
2015-08-28 22:53:31.350232,slurm_normal,,main_w2_handler0,2364394,10219745,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33970525542,fastqsanger,4490289.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20718849,"""30000000""",0,,no_seed,,24699929,error,random_lines1,2.0.1,,2015-08-28 22:59:28.136721,65599,356.786489
2015-08-15 11:36:37.392925,slurm_normal,,main_w2_handler1,2364394,10124390,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33970525542,fastqsanger,4397099.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20718849,"""10000000""",0,,no_seed,,24234444,error,random_lines1,2.0.1,,2015-08-15 11:39:07.396217,65599,150.00329200000002
2015-08-15 12:03:45.241329,slurm_normal,,main_w2_handler1,2364394,10124518,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",37357116783,fastqsanger,4397152.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20442690,"""10000000""",0,,no_seed,,24697183,error,random_lines1,2.0.1,,2015-08-15 12:07:12.757988,65599,207.516659
2015-08-15 12:03:48.033793,slurm_normal,,main_w2_handler0,2364394,10124521,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",37512895781,fastqsanger,4397153.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20661716,"""10000000""",0,,no_seed,,24697183,error,random_lines1,2.0.1,,2015-08-15 12:07:46.877860,65599,238.84406700000002
2015-01-17 14:17:45.599301,rodeo_normal,,main_w2_handler1,2120542,8561433,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12030046180,fastqsanger,2492054.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18230931,"""100000""",0,,no_seed,,20535039,error,random_lines1,2.0.1,,2015-01-17 14:19:47.443126,55995,121.84382500000001
2015-08-29 03:09:22.860843,slurm_normal,,main_w1_handler1,2364394,10220263,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",45467228287,fastqsanger,4491620.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20920192,"""30000000""",0,,no_seed,,24699929,error,random_lines1,2.0.1,,2015-08-29 03:12:56.050766,65599,213.18992300000002
