create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_1,input_1_filetype,input_2,input_2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,own_file,own_file_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.analysis_type.__current_case__,parameters.analysis_type.alignment_options.L,parameters.analysis_type.alignment_options.N,parameters.analysis_type.alignment_options.__current_case__,parameters.analysis_type.alignment_options.align_mode.__current_case__,parameters.analysis_type.alignment_options.align_mode.align_mode_selector,parameters.analysis_type.alignment_options.align_mode.score_min_ete,parameters.analysis_type.alignment_options.alignment_options_selector,parameters.analysis_type.alignment_options.dpad,parameters.analysis_type.alignment_options.gbar,parameters.analysis_type.alignment_options.i,parameters.analysis_type.alignment_options.ignore_quals,parameters.analysis_type.alignment_options.n_ceil,parameters.analysis_type.alignment_options.no_1mm_upfront,parameters.analysis_type.alignment_options.nofw,parameters.analysis_type.alignment_options.norc,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.effort_options.__current_case__,parameters.analysis_type.effort_options.effort_options_selector,parameters.analysis_type.input_options.__current_case__,parameters.analysis_type.input_options.input_options_selector,parameters.analysis_type.input_options.int_quals,parameters.analysis_type.input_options.qupto,parameters.analysis_type.input_options.qv_encoding,parameters.analysis_type.input_options.skip,parameters.analysis_type.input_options.solexa_quals,parameters.analysis_type.input_options.trim3,parameters.analysis_type.input_options.trim5,parameters.analysis_type.other_options.__current_case__,parameters.analysis_type.other_options.non_deterministic,parameters.analysis_type.other_options.other_options_selector,parameters.analysis_type.other_options.reorder,parameters.analysis_type.other_options.seed,parameters.analysis_type.presets,parameters.analysis_type.reporting_options.__current_case__,parameters.analysis_type.reporting_options.k,parameters.analysis_type.reporting_options.reporting_options_selector,parameters.analysis_type.sam_opt,parameters.analysis_type.sam_options.__current_case__,parameters.analysis_type.sam_options.sam_options_selector,parameters.analysis_type.scoring_options.__current_case__,parameters.analysis_type.scoring_options.scoring_options_selector,parameters.chromInfo,parameters.dbkey,parameters.library.__current_case__,parameters.library.input_1,parameters.library.input_1.values,parameters.library.input_2,parameters.library.input_2.values,parameters.library.paired_options.__current_case__,parameters.library.paired_options.paired_options_selector,parameters.library.type,parameters.library.unaligned_file,parameters.reference_genome.__current_case__,parameters.reference_genome.index,parameters.reference_genome.own_file,parameters.reference_genome.own_file.values,parameters.reference_genome.source,parameters.rg.__current_case__,parameters.rg.rg_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-06 10:04:32.472715,slurm_multi_dynamic_walltime,,main_w2_handler2,2656622,12351968,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",36496516,fastqsanger,,,6556549,slurm,,corral-repl,4183211.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,24133796.0,,,,,,single,False,1,,24132243.0,,history,3,do_not_set,,29004346,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6,2.2.6,,2016-04-06 12:53:55.518128,80656,10163.045413
2016-02-09 18:01:07.146897,slurm_multi_dynamic_walltime,,main_w2_handler2,2570541,11765700,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8861352289,fastqsanger,,,6019364,slurm,,corral-repl,,,,0,no,,1,,,1.0,,,,no,,,,,,,,,full,1.0,no,1.0,no,,,,,,,,1.0,,no,,,,2.0,,a,False,1.0,no,1.0,no,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,22964146.0,,,,,,single,False,0,mm9,,,indexed,3,do_not_set,,27148950,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6,2.2.6,,2016-02-09 19:53:21.622156,54005,6734.475259000001
2016-02-10 09:08:14.902105,slurm_multi_dynamic_walltime,,main_w2_handler2,2570541,11771175,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1956354925,fastqsanger,,,6025505,slurm,,corral-repl,,,,0,no,,1,,,1.0,,,,no,,,,,,,,,full,1.0,no,1.0,no,,,,,,,,1.0,,no,,,,2.0,,a,False,1.0,no,1.0,no,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,23264213.0,,,,,,single,False,0,mm9,,,indexed,3,do_not_set,,27562728,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6,2.2.6,,2016-02-10 13:06:25.553990,54005,14290.651885000001
2016-04-13 09:57:27.260215,slurm_multi_dynamic_walltime,,main_w2_handler2,2656622,12439038,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19716194,fastqsanger,,,6638204,slurm,,corral-repl,4183211.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b1794e0564b0ad9d'}]",,,,,single,false,1,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5760cf4e4a598e209'}]",history,3,do_not_set,,29575350,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6,2.2.6,,2016-04-13 10:00:24.398830,80656,177.13861500000002
2016-04-05 11:26:44.533389,slurm_multi_dynamic_walltime,,main_w2_handler2,2656622,12342100,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19716194,fastqsanger,,,6547711,slurm,,corral-repl,4183211.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,24133808.0,,,,,,single,False,1,,24132243.0,,history,3,do_not_set,,29422260,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6,2.2.6,,2016-04-05 14:01:19.705473,80656,9275.172084
2016-02-09 18:01:08.606731,slurm_multi_dynamic_walltime,,main_w2_handler2,2570541,11765702,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9319224863,fastqsanger,,,6019366,slurm,,corral-repl,,,,0,no,,1,,,1.0,,,,no,,,,,,,,,full,1.0,no,1.0,no,,,,,,,,1.0,,no,,,,2.0,,a,False,1.0,no,1.0,no,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,22964217.0,,,,,,single,False,0,mm9,,,indexed,3,do_not_set,,27148950,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6,2.2.6,,2016-02-09 18:27:18.942445,54005,1570.335714
2016-02-09 20:12:57.086631,slurm_multi_dynamic_walltime,,main_w2_handler2,2570541,11766400,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8861352289,fastqsanger,,,6021286,slurm,,corral-repl,,,,0,no,,1,,,1.0,,,,no,,,,,,,,,full,1.0,no,1.0,no,,,,,,,,1.0,,no,,,,2.0,,a,False,1.0,no,1.0,no,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,22964146.0,,,,,,single,False,0,mm9,,,indexed,3,do_not_set,,27148950,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6,2.2.6,,2016-02-09 22:45:00.140037,54005,9123.053406
2016-04-15 15:42:48.090240,slurm_multi_dynamic_walltime,,main_w2_handler2,2659887,12474089,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12034488594,fastqsanger,12313998602.0,fastqsanger,6661611,slurm,,corral-repl,,,,0,no,,1,,,1.0,,,,no,,,,,,,,,full,1.0,no,1.0,no,,,,,,,,1.0,,no,,,,2.0,,a,false,1.0,no,1.0,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d789ec9474622a50'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b582bf14aa38e7ff29'}]",1.0,no,paired,false,0,hg19,,,indexed,3,do_not_set,,29446644,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6,2.2.6,,2016-04-16 04:33:22.837526,68690,46234.747286000005
2016-03-21 12:31:27.329989,slurm_multi_dynamic_walltime,,main_w2_handler2,2641084,12213171,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",174006,fastqsanger,,,6424648,slurm,,corral-repl,,,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,23953198.0,,,,,,single,False,0,hg19,,,indexed,3,do_not_set,,28809140,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6,2.2.6,,2016-03-21 12:36:15.293209,74488,287.96322000000004
2016-01-08 05:49:44.105340,slurm_multi_dynamic_walltime,,main_w2_handler2,2513686,11412882,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7886009,fastqsanger,,,5679585,slurm,,corral-repl,3624599.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,22317310.0,,,,,,single,False,1,,22296891.0,,history,3,do_not_set,,26606169,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6,2.2.6,,2016-01-08 05:50:46.657198,68062,62.551858
