advanced_options|bed_regions,advanced_options|bed_regions_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bam,input_bam1,input_bam10,input_bam10_filetype,input_bam11,input_bam11_filetype,input_bam12,input_bam12_filetype,input_bam13,input_bam13_filetype,input_bam14,input_bam14_filetype,input_bam15,input_bam15_filetype,input_bam16,input_bam16_filetype,input_bam17,input_bam17_filetype,input_bam18,input_bam18_filetype,input_bam19,input_bam19_filetype,input_bam1_filetype,input_bam2,input_bam20,input_bam20_filetype,input_bam21,input_bam21_filetype,input_bam22,input_bam22_filetype,input_bam23,input_bam23_filetype,input_bam24,input_bam24_filetype,input_bam25,input_bam25_filetype,input_bam26,input_bam26_filetype,input_bam27,input_bam27_filetype,input_bam28,input_bam28_filetype,input_bam29,input_bam29_filetype,input_bam2_filetype,input_bam3,input_bam30,input_bam30_filetype,input_bam3_filetype,input_bam4,input_bam4_filetype,input_bam5,input_bam5_filetype,input_bam6,input_bam6_filetype,input_bam7,input_bam7_filetype,input_bam8,input_bam8_filetype,input_bam9,input_bam9_filetype,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.chromInfo,parameters.dbkey,parameters.genotype_likelihood_computation_type.__current_case__,parameters.genotype_likelihood_computation_type.base_position_on_reads,parameters.genotype_likelihood_computation_type.compressed,parameters.genotype_likelihood_computation_type.genotype_likelihood_computation_type_selector,parameters.genotype_likelihood_computation_type.output_format,parameters.genotype_likelihood_computation_type.output_mapping_quality,parameters.genotype_likelihood_computation_type.output_tags,parameters.genotype_likelihood_computation_type.perform_indel_calling.__current_case__,parameters.genotype_likelihood_computation_type.perform_indel_calling.perform_indel_calling_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_bam,parameters.reference_source.input_bam.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-30 16:26:40.466106,slurm_normal,,main_w3_handler0,3048905,15437196,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",435210131,435210131,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,9568479.roundup,slurm,,corral-repl,,,1.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,,false,perform_genotype_likelihood_computation,--VCF,,"['DP', 'DPR', 'DV', 'DP4', 'INFO/DPR', 'SP']",0.0,perform_indel_calling_def,1,,"[{'src': 'hda', 'id': 28988212}]",,"[{'src': 'hda', 'id': 28988742}]",history,49251.0,fasta,,36924385.0,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.1,2.1.1,,2017-03-30 16:34:47.423482,103036,486.957376
,,2016-07-14 06:21:27.522882,slurm_normal,,main_w1_handler1,2765680,13406774,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1438854,1438854,,,,,,,,,,,,,,,,,,,,,bam,3035623.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,7618730.roundup,slurm,,corral-repl,,,1.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,,,,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b419737dcb8b743f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b558b0ba38becf5dbb'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563ea4c4f20f4ddde'}]",history,4458950.0,fasta,,31466834.0,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.1,2.1.1,,2016-07-14 06:26:24.427756,64111,296.904874
,,2016-09-20 11:52:31.923206,slurm_normal,,main_w3_handler1,2826073,13892146,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",0,0,,,,,,,,,,,,,,,,,,,,,bam,10150035.0,,,,,,,,,,,,,,,,,,,,,bam,0.0,,,bam,,,,,,,,,,,,,bam,8116244.roundup,slurm,,corral-repl,,,1.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,,,,,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d2f295843e553990'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56a29ddafedcbd1b4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59a02b4d7615d9344'}]",hg19,,cached,,,,33008040.0,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.1,2.1.1,,2016-09-20 13:12:04.198298,43501,4772.275092
,,2016-09-20 23:24:53.787827,slurm_normal,,main_w3_handler1,2826073,13901114,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",0,0,,,,,,,,,,,,,,,,,,,,,bam,10150035.0,,,,,,,,,,,,,,,,,,,,,bam,0.0,,,bam,,,,,,,,,,,,,bam,8123934.roundup,slurm,,corral-repl,,,1.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,,,,,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d2f295843e553990'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56a29ddafedcbd1b4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59a02b4d7615d9344'}]",hg19,,cached,,,,33008040.0,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.1,2.1.1,,2016-09-20 23:26:54.509558,43501,120.721731
,,2017-03-30 16:38:14.240674,slurm_normal,,main_w4_handler0,3048905,15437269,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",435210131,435210131,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,9568568.roundup,slurm,,corral-repl,,,1.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,,,,,1,,"[{'src': 'hda', 'id': 28988212}]",,"[{'src': 'hda', 'id': 28988742}]",history,49251.0,fasta,,36924385.0,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.1,2.1.1,,2017-03-30 16:46:08.729166,103036,474.488492
,,2016-10-24 00:52:28.695004,slurm_normal,,main_w4_handler0,2866064,14153705,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",32246969,32246969,,,,,,,,,,,,,,,,,,,,,fastqsanger,32247479.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,fastqsanger,8365157.roundup,slurm,,corral-repl,,"""223952d8998411e69d7f005056a51846""",1.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,,,,,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ad11921d447221f5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ac06ed2ac989fcfe'}]",hg19,,cached,,,,33858745.0,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.1,2.1.1,,2016-10-24 00:54:41.912077,15268,133.217073
,,2016-07-14 06:50:44.293469,slurm_normal,,main_w1_handler1,2765680,13406831,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3035623,3035623,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,7618829.roundup,slurm,,corral-repl,,,1.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,true,,do_not_perform_genotype_likelihood_computation,,false,,,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b558b0ba38becf5dbb'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563ea4c4f20f4ddde'}]",history,4458950.0,fasta,,31466834.0,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.1,2.1.1,,2016-07-14 06:51:52.696863,64111,68.403394
,,2016-10-20 15:35:33.326563,slurm_normal,,main_w4_handler0,2854742,14131993,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",39157455,39157455,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,8346269.roundup,slurm,,corral-repl,,,1.0,basic,"""/galaxy-repl/localdata/chrom/sacCer2.len""","""sacCer2""",,,,,,,,,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5215b7f0c3225a48d'}]",sacCer2,,cached,,,,33567893.0,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.1,2.1.1,,2016-10-20 15:35:58.063489,91889,24.736926
,,2016-10-20 15:29:38.646212,slurm_normal,,main_w4_handler1,2854742,14131899,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",39157455,39157455,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,8346173.roundup,slurm,,corral-repl,,,1.0,basic,"""/galaxy-repl/localdata/chrom/sacCer2.len""","""sacCer2""",,,,,,,,,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5215b7f0c3225a48d'}]",sacCer2,,cached,,,,33567893.0,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.1,2.1.1,,2016-10-20 15:30:02.633710,91889,23.987498000000002
,,2017-03-31 08:25:12.817104,slurm_normal,,main_w3_handler0,3048905,15443620,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",435210131,435210131,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,9574457.roundup,slurm,,corral-repl,,,1.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,false,,do_not_perform_genotype_likelihood_computation,,false,,,,1,,"[{'src': 'hda', 'id': 28988212}]",,"[{'src': 'hda', 'id': 28988742}]",history,49251.0,fasta,,37001750.0,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.1,2.1.1,,2017-03-31 08:32:51.338307,103036,458.521203
