create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.source.__current_case__,parameters.source.index,parameters.source.index.__class__,parameters.source.index.value,parameters.source.index_source,parameters.source.input1,parameters.source.ref_file,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-12-15 01:35:51.068594,rodeo_normal,,main_w1_handler0,2141982,8415064,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11285298689,sam,2314444.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mayZeb1.len""","""mayZeb1""",1,,,,history,17922939,17917556.0,946337201.0,fasta,,19959542,error,toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/1.1.3,1.1.3,,2014-12-15 01:47:16.462195,57131,685.393601
2015-08-19 22:34:53.458598,slurm_normal,,main_w2_handler1,2413078,10153095,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",113189154537,sam,4424063.roundup,slurm,,corral-repl,,"""8175745446c211e595e3005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,UnvalidatedValue,hg19,cached,20829584,,,,,23835608,error,toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/1.1.3,1.1.3,,2015-08-20 03:45:33.424829,4244,18639.966231000002
2015-08-20 04:19:58.986485,slurm_normal,,main_w2_handler1,2413078,10154725,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",113189154537,sam,4424584.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,hg19,,,cached,20829584,,,,,24453300,error,toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/1.1.3,1.1.3,,2015-08-20 05:50:20.120834,4244,5421.134349
2015-08-20 10:29:44.613619,slurm_normal,,main_w1_handler2,2413078,10155979,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",113189154537,sam,4425820.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,hg19,,,cached,20829584,,,,,24750377,error,toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/1.1.3,1.1.3,,2015-08-20 12:00:47.811965,4244,5463.198346
