create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.input.values,parameters.name,parameters.split,parameters.strand,parameters.tab,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-11-04 12:42:02.010945,slurm_normal,,8911588243,fasta,main_w4_handler1,2634012,14251666,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",41,bed,8460714.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/017/084/dataset_17084111.dat""","""2.1""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e6bef6d1b86f4ed8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fee59cedce18cab6'}]","""false""","""false""","""false""","""false""",,32685007,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.24.0,2.24.0,,2016-11-04 12:52:43.235248,49629,641.2243030000001
