create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,microsat_error_profile,microsat_error_profile_filetype,microsat_raw,microsat_raw_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.expectedminorallele,parameters.microsat_error_profile.values,parameters.microsat_raw.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-01-21 02:25:24.373434,slurm_normal,,main_w4_handler1,2963003,14833178,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8993334.roundup,slurm,,9640478064,tabular,9640478064,tabular,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.5""","[{'src': 'hda', 'id': 28023852}]","[{'src': 'hda', 'id': 28023852}]",,35502677,error,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/GenotypeSTR/2.0.0,2.0.0,,2017-01-21 02:25:57.682850,23209,33.309416
