create_time,destination_id,exit_code,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.acceptall,parameters.chromInfo,parameters.dbkey,parameters.id,parameters.iddef,parameters.infile.values,parameters.query_cov,parameters.userfields_output.__current_case__,parameters.userfields_output.userfields_output_select,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-26 20:42:46.189323,slurm_normal,,main_w4_handler0,2814446,13948566,False,4226205312,fasta,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8169780.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""2""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e8d3d791cbf6edda'}]","""""",1,no,,32866618,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/1.9.7.0,1.9.7.0,,2016-09-26 20:56:30.113805,89783,823.924482
2016-12-08 17:34:34.678865,slurm_normal,,main_w4_handler0,2913197,14519107,False,7174711709,fasta,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8701904.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""4""","[{'src': 'hda', 'id': 27541772}]","""""",1,no,,34726037,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/1.9.7.0,1.9.7.0,,2016-12-08 17:41:39.799029,89783,425.12016400000005
