bamInput,bamInput_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamInput.values,parameters.bamInput|__identifier__,parameters.binSize,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.effectiveGenomeSize.__current_case__,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.scaling.scaleFactor,parameters.scaling.type,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2146439070,bam,2017-02-14 14:43:59.490822,slurm_multi,,main_w3_handler2,2990401,15035121,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9191819,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28345235}]",,"""10""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,,36030381.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-02-14 15:17:58.365368,99854,2038.8745460000002
1522991063,bam,2017-08-15 06:57:33.518139,slurm_multi,,main_w3_handler2,3219246,16582829,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10654118,slurm,,corral-repl,,0,no,"""0171c490818711e7a9f3005056ba55fb""",,,"[{'src': 'hda', 'id': 30863357}]",,"""3""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,0.0,12000000,specific,30180.4,1x,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-15 07:10:55.906852,96567,802.388713
1643888978,bam,2017-08-02 12:48:31.926361,slurm_multi,,main_w3_handler2,3180200,16487659,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10557535,slurm,,corral-repl,,0,no,"""e16db678778011e7a09d005056ba55fb""",,,"[{'src': 'hda', 'id': 30723251}]","""MergeSamFiles on data 1103 and data 1102: Merged BAM dataset""","""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 13:51:13.368786,96567,3761.442425
3449689129,bam,2017-01-31 13:09:04.544317,slurm_multi,,main_w3_handler2,2532105,14914720,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9070595,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28125497}]",,"""20""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""bigwig""","""""",0,,,,1.0,rpkm,,35667215.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-31 13:25:35.027686,74984,990.483369
2146439070,bam,2017-02-14 14:45:48.662667,slurm_multi,,main_w3_handler2,2990401,15035166,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9191914,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28345235}]",,"""10""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,,36030381.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-02-14 15:23:39.123609,99854,2270.460942
1707779306,bam,2017-08-02 12:48:31.484588,slurm_multi,,main_w4_handler2,3180200,16487658,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10557152,slurm,,corral-repl,,0,no,"""e16db678778011e7a09d005056ba55fb""",,,"[{'src': 'hda', 'id': 30723264}]","""MergeSamFiles on data 1109 and data 1108: Merged BAM dataset""","""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 13:13:41.295072,96567,1509.810484
1985276203,bam,2017-08-02 12:48:35.429016,slurm_multi,,main_w3_handler2,3180200,16487666,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10558168,slurm,,corral-repl,,0,no,"""e16db678778011e7a09d005056ba55fb""",,,"[{'src': 'hda', 'id': 30723170}]","""MergeSamFiles on data 1077 and data 1076: Merged BAM dataset""","""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 14:56:03.752089,96567,7648.3230730000005
2727603936,bam,2017-01-28 08:51:36.063462,slurm_multi,,main_w4_handler2,2532105,14896755,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9055811,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28125495}]",,"""20""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""bigwig""","""""",0,,,,1.0,rpkm,,34695712.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-28 10:54:28.372411,74984,7372.308949
1524176422,bam,2017-08-02 09:56:10.561075,slurm_multi,,main_w4_handler2,3180200,16486201,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10555377,slurm,,corral-repl,,0,no,"""ceafe334776811e79b98005056ba2773""",,,"[{'src': 'hda', 'id': 30725475}]",,"""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",2,0.0,12000000,specific,1.0,1x,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 10:05:33.577826,96567,563.016751
1922062847,bam,2017-08-10 09:57:50.385139,slurm_multi,,main_w3_handler2,3180200,16548126,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10619063,slurm,,corral-repl,,0,no,"""5a0fa19a7db211e78d10005056ba2773""",,,"[{'src': 'hda', 'id': 30822963}]","""MergeSamFiles on data 1349 and data 1350: Merged BAM dataset""","""3""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-10 10:55:47.510271,96567,3477.125132
3557145358,bam,2017-08-02 12:48:34.677634,slurm_multi,,main_w4_handler2,3180200,16487665,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10558278,slurm,,corral-repl,,0,no,"""e16db678778011e7a09d005056ba55fb""",,,"[{'src': 'hda', 'id': 30723171}]","""MergeSamFiles on data 1079 and data 1078: Merged BAM dataset""","""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 15:15:15.322650,96567,8800.645016
1501177366,bam,2017-08-02 07:27:44.942252,slurm_multi,,main_w4_handler2,3180200,16484347,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10553769,slurm,,corral-repl,,0,no,"""10846006775411e7a16b005056ba2773""",0.0,no,"[{'src': 'hda', 'id': 30723071}]",,"""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",2,0.0,12570000,specific,1.0,1x,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 07:50:47.103841,96567,1382.161589
2146456180,bam,2017-02-21 16:37:08.237694,slurm_multi,,main_w4_handler2,2965272,15096576,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9251627,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28444835}]",,"""10""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,,35689288.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-02-21 16:48:50.656225,98545,702.418531
4761940197,bam,2017-01-28 18:57:48.699665,slurm_multi,,main_w3_handler2,2532105,14898315,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9057169,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28125496}]",,"""20""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""bigwig""","""""",0,,,,1.0,rpkm,,34638866.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-28 19:08:24.479956,74984,635.780291
2146439070,bam,2017-02-14 15:23:04.425808,slurm_multi,,main_w3_handler2,2990401,15035515,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9191986,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28345235}]",,"""10""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,,36030381.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-02-14 15:29:05.742074,99854,361.31626600000004
1501177366,bam,2017-08-02 08:08:12.894397,slurm_multi,,main_w4_handler2,3180200,16484593,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10554041,slurm,,corral-repl,,0,no,"""b9dde848775911e79d43005056ba2773""",,,"[{'src': 'hda', 'id': 30723071}]",,"""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",2,0.0,12000000,specific,1.0,1x,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 08:28:09.716391,96567,1196.8219940000001
2105761921,bam,2017-08-11 11:13:10.061214,slurm_multi,,main_w4_handler2,3219246,16557635,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10629693,slurm,,corral-repl,,0,no,"""0c9ce7d67e8611e7af42005056ba55fb""",,,"[{'src': 'hda', 'id': 30838085}]","""Galaxy1018-[MergeSamFiles_on_data_979,_data_978,_and_others__Merged_BAM_dataset].bam""","""3""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-11 12:58:40.185587,96567,6330.124373000001
11428985257,bam,2016-12-21 22:56:19.021043,slurm_multi,,main_w3_handler2,2935690,14628369,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8804768,slurm,,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27708430}]",,"""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,,35019396.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2016-12-21 23:25:01.573946,97208,1722.552903
13999869267,bam,2017-01-06 10:15:14.905955,slurm_multi,,main_w3_handler2,2917373,14702056,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8872200,slurm,,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27829490}]",,"""1""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bedgraph""","""""",1,,,,,no,,34822209.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-06 10:22:15.309823,81867,420.40386800000005
1922062847,bam,2017-08-10 10:36:23.809518,slurm_multi,,main_w4_handler2,3180200,16548307,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10619196,slurm,,corral-repl,,0,no,"""c0298c987db711e7b65d005056ba2773""",,,"[{'src': 'hda', 'id': 30822963}]","""MergeSamFiles on data 1349 and data 1350: Merged BAM dataset""","""10""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-10 11:24:59.966484,96567,2916.156966
3239037398,bam,2017-10-25 07:46:10.256625,slurm_multi,,main_w4_handler2,3293678,17207291,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11267437,slurm,,corral-repl,,0,no,"""8ebc3da4b95811e7b8a1005056ba2773""",,,"[{'src': 'hda', 'id': 31869308}]",,"""3""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",2,0.0,12000000,specific,1.0,1x,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-10-25 07:51:35.942765,96567,325.68614
4761940197,bam,2017-01-28 21:52:19.314683,slurm_multi,,main_w4_handler2,2532105,14898731,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9057622,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28125496}]",,"""20""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""bigwig""","""""",0,,,,1.0,rpkm,,34695712.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-28 22:08:44.180459,74984,984.8657760000001
3294359804,bam,2017-01-28 08:51:37.925948,slurm_multi,,main_w3_handler2,2532105,14896759,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9055851,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28125499}]",,"""20""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""bigwig""","""""",0,,,,1.0,rpkm,,34695712.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-28 11:09:38.275543,74984,8280.349595
4761940197,bam,2017-01-31 13:09:03.961938,slurm_multi,,main_w3_handler2,2532105,14914719,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9070569,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28125496}]",,"""20""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""bigwig""","""""",0,,,,1.0,rpkm,,35667215.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-31 13:20:11.449397,74984,667.4874590000001
13881143785,bam,2016-12-15 02:27:25.916282,slurm_multi,,main_w3_handler2,2797280,14579872,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8759318,slurm,,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27510425}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,,34356289.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2016-12-15 02:47:00.747092,88678,1174.8308100000002
3019741201,bam,2017-08-02 12:48:31.089566,slurm_multi,,main_w4_handler2,3180200,16487656,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10556995,slurm,,corral-repl,,0,no,"""e16db678778011e7a09d005056ba55fb""",,,"[{'src': 'hda', 'id': 30723265}]","""MergeSamFiles on data 1111 and data 1110: Merged BAM dataset""","""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 13:08:08.380385,96567,1177.290819
4761940197,bam,2017-01-28 13:32:49.352149,slurm_multi,,main_w4_handler2,2532105,14897328,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9056309,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28125496}]",,"""20""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""bigwig""","""""",0,,,,1.0,rpkm,,34695712.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-28 14:19:18.208709,74984,2788.85656
13999869267,bam,2017-01-06 11:03:26.070801,slurm_multi,,main_w4_handler2,2917373,14702261,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8872391,slurm,,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27829490}]",,"""1""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bedgraph""","""""",1,,,,,no,,34822209.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-06 11:13:40.233233,81867,614.1624320000001
2407105469,bam,2017-08-02 12:48:37.069813,slurm_multi,,main_w4_handler2,3180200,16487672,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10559163,slurm,,corral-repl,,0,no,"""e16db678778011e7a09d005056ba55fb""",,,"[{'src': 'hda', 'id': 30723106}]","""MergeSamFiles on data 1055 and data 1054: Merged BAM dataset""","""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 16:20:51.798869,96567,12734.729056
2011301426,bam,2017-08-07 09:25:58.478674,slurm_multi,,main_w3_handler2,3180200,16518965,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10588524,slurm,,corral-repl,,0,no,"""6b5005a67b5211e7b4ea005056ba2773""",,,"[{'src': 'hda', 'id': 30729759}]",,"""50""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-07 09:48:47.838122,96567,1369.3594480000002
2856069346,bam,2017-01-18 06:31:03.543244,slurm_multi,,main_w4_handler2,2955684,14796071,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8958820,slurm,,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27958085}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,,35369557.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-18 06:47:43.912744,54621,1000.3695
2146439070,bam,2017-02-14 15:23:54.214567,slurm_multi,,main_w3_handler2,2990401,15035527,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9192033,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28345235}]",,"""10""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,,36030381.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-02-14 15:35:49.124796,99854,714.9102290000001
2146456180,bam,2017-02-22 23:38:53.786934,reserved_multi,,main_w3_handler2,3006707,15113340,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9268014.roundup,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28471643}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,,36196859.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-02-22 23:45:32.654147,5254,398.86721300000005
2146456180,bam,2017-02-22 13:55:33.606015,slurm_multi,,main_w4_handler2,2965272,15106938,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9261937,slurm,,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28444835}]",,"""1000""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,,35689288.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-02-22 14:21:10.109091,98545,1536.5030760000002
3294359804,bam,2017-01-28 21:52:20.403120,slurm_multi,,main_w4_handler2,2532105,14898733,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9057638,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28125499}]",,"""20""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""bigwig""","""""",0,,,,1.0,rpkm,,34695712.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-28 22:17:48.295299,74984,1527.8921790000002
2225626133,bam,2017-02-16 11:50:37.326910,slurm_multi,,main_w4_handler2,2990401,15056254,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9211804,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28345239}]",,"""10""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,,36030381.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-02-16 11:55:31.184525,99854,293.857615
2146456180,bam,2017-02-21 16:36:39.475063,slurm_multi,,main_w3_handler2,2965272,15096572,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9251566,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28444835}]",,"""10""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,,35689288.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-02-21 16:43:12.940923,98545,393.46586
3294359804,bam,2017-01-31 13:09:05.085055,slurm_multi,,main_w3_handler2,2532105,14914721,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9070649,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28125499}]",,"""20""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""bigwig""","""""",0,,,,1.0,rpkm,,35667215.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-31 13:34:09.410518,74984,1504.3254630000001
2146439070,bam,2017-02-16 11:52:13.082057,slurm_multi,,main_w3_handler2,2990401,15056261,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9211868,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28345235}]",,"""10""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,,36030381.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-02-16 12:00:53.764384,99854,520.682327
2225626133,bam,2017-02-16 09:56:56.528089,slurm_multi,,main_w3_handler2,2990401,15054857,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9210501,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28345239}]",,"""10""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,,36030381.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-02-16 10:06:57.898396,99854,601.370307
2225626133,bam,2017-02-16 11:52:43.802684,slurm_multi,,main_w3_handler2,2990401,15056264,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9212074,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28345239}]",,"""10""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,,36030381.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-02-16 12:12:56.126362,99854,1212.323678
2146439070,bam,2017-02-16 09:55:56.341667,slurm_multi,,main_w4_handler2,2990401,15054837,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9210818,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28345235}]",,"""10""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,,36030381.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-02-16 10:19:19.656415,99854,1403.314748
