create_time,destination_id,exit_code,fasta_in,fasta_in_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.alignment.__current_case__,parameters.alignment.source,parameters.alignment.template.values,parameters.chromInfo,parameters.dbkey,parameters.fasta_in.values,parameters.ignorechimeras,parameters.qual.__current_case__,parameters.qual.use,parameters.threshold,runner_name,session_id,state,template,template_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-15 17:50:57.416600,slurm_normal,,4729923,fasta,main_w3_handler1,3347564,18040740,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12117997,slurm,,corral-repl,,1,history,"[{'src': 'hda', 'id': 33223303}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32672676}]","""true""",1,no,"""""",,43205917,error,5173093,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_seq_error/mothur_seq_error/1.36.1.0,1.36.1.0,,2018-01-15 17:51:54.323338,117701,56.906738000000004
