command|datafile|paired_bam_0|readend1,command|datafile|paired_bam_0|readend1_filetype,command|datafile|paired_bam_0|readend2,command|datafile|paired_bam_0|readend2_filetype,create_time,destination_id,exit_code,fends,fends_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.command.__current_case__,parameters.command.command_select,parameters.command.datafile.__current_case__,parameters.command.datafile.format,parameters.command.datafile.paired_bam,parameters.command.fends.values,parameters.command.insert,parameters.dbkey,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
7037013330,bam,7874039622,bam,2017-01-27 12:21:08.026391,slurm_normal,,27261568,h5,main_w3_handler0,2856828,14887915,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9047271.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""",2,hic-data,0,bam,"[{'readend1': {'values': [{'src': 'hda', 'id': 28088955}]}, '__index__': 0, 'readend2': {'values': [{'src': 'hda', 'id': 28088954}]}}]","[{'src': 'hda', 'id': 28109788}]",500,"""mm10""",,35343558,error,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-01-27 12:24:30.758669,47785,202.732278
3353838736,bam,3353838736,bam,2017-12-06 00:18:21.785653,slurm_normal,,26356531,h5,main_w4_handler0,3353792,17711221,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11776161,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",2,hic-data,0,bam,"[{'readend1': {'values': [{'src': 'hda', 'id': 32740120}]}, '__index__': 0, 'readend2': {'values': [{'src': 'hda', 'id': 32740120}]}}]","[{'src': 'hda', 'id': 32757372}]",500,"""?""",,42425236,error,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-12-06 00:21:18.585793,117881,176.80014
7037013330,bam,7874039622,bam,2017-01-27 12:25:06.096145,slurm_normal,,27261568,h5,main_w3_handler0,2856828,14887937,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9047293.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""",2,hic-data,0,bam,"[{'readend1': {'values': [{'src': 'hda', 'id': 28088955}]}, '__index__': 0, 'readend2': {'values': [{'src': 'hda', 'id': 28088954}]}}]","[{'src': 'hda', 'id': 28109788}]",500,"""mm10""",,35343558,error,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-01-27 12:28:14.254583,47785,188.15843800000002
2800258775,bam,3353838736,bam,2017-12-06 00:09:13.193175,slurm_normal,,26356531,h5,main_w3_handler1,3353792,17711119,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11776055,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",2,hic-data,0,bam,"[{'readend1': {'values': [{'src': 'hda', 'id': 32740118}]}, '__index__': 0, 'readend2': {'values': [{'src': 'hda', 'id': 32740120}]}}]","[{'src': 'hda', 'id': 32757372}]",500,"""?""",,42425236,error,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-12-06 00:12:11.114560,117881,177.92138500000001
1895523522,bam,2363569218,bam,2017-05-23 03:37:10.414973,slurm_normal,,99373090,h5,main_w3_handler1,2729631,15912208,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10010247.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""",2,hic-data,0,bam,"[{'readend1': {'values': [{'src': 'hda', 'id': 29556815}]}, '__index__': 0, 'readend2': {'values': [{'src': 'hda', 'id': 29556827}]}}]","[{'src': 'hda', 'id': 29726048}]",500,"""mm10""",,38150557,error,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-05-23 03:40:08.950197,84314,178.535224
1895523522,bam,2363569218,bam,2017-05-25 19:42:38.580802,slurm_normal,,213438088,h5,main_w3_handler1,2729631,15940243,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10038920.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""",2,hic-data,0,bam,"[{'readend1': {'values': [{'src': 'hda', 'id': 29556815}]}, '__index__': 0, 'readend2': {'values': [{'src': 'hda', 'id': 29556827}]}}]","[{'src': 'hda', 'id': 29774202}]",500,"""mm10""",,38217856,error,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-05-25 19:45:28.811487,84314,170.23068500000002
