create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input1,input1_filetype,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.combine_inputs,parameters.dbkey,parameters.root_name,parameters.type_of_data.__current_case__,parameters.type_of_data.input,parameters.type_of_data.type_of_data_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-14 14:45:20.006225,slurm_normal,,main_w1_handler0,2233301,11503862,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2487960855,2487960855,tabular,tabular,5770609.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",1,19793922,text,,27430703,error,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-01-14 14:47:38.849538,60832,138.843313
