create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-01-08 18:49:27.932919,rodeo_normal,,main_w1_handler0,2097166,8517308,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19893013119,fasta,2437372.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17347220,,,20400955,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-01-08 18:50:51.025726,53265.0,83.09280700000001
2015-04-22 06:25:34.582508,slurm_normal,,main_w2_handler0,2276692,9296982,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17754949084,fasta,3612304.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19413133,,,22634427,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-04-22 06:27:31.833590,52176.0,117.25108200000001
2015-03-30 16:33:54.047430,rodeo_normal,,main_w1_handler1,2196585,9089698,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6789706723,fasta,3374248.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18452735,,,22117417,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-03-30 16:35:26.186216,58467.0,92.13878600000001
2015-01-08 18:59:44.677333,rodeo_normal,,main_w1_handler0,2097166,8517394,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19893013119,fasta,2437536.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17352718,,,20400955,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-01-08 19:01:23.361049,53265.0,98.683716
2015-04-25 06:38:48.438480,slurm_normal,,main_w1_handler0,2180330,9328461,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2344709727,fasta,3670081.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19409880,,,22618366,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-04-25 06:43:17.592127,58303.0,269.15364700000003
2014-11-21 23:53:51.021797,rodeo_normal,,main_w2_handler1,2064664,8226229,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8419057796,fasta,292613.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17642921,,,17512739,error,CONVERTER_fasta_to_tabular,1.0.0,,2014-11-21 23:55:18.216790,20443.0,87.19499300000001
2015-04-22 06:35:17.493116,slurm_normal,,main_w2_handler0,2276692,9296995,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17754949084,fasta,3612330.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19413133,,,22634427,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-04-22 06:36:56.424206,52176.0,98.93109000000001
2014-12-05 07:38:41.420416,rodeo_normal,,main_w1_handler1,2129894,8331547,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4241118798,fasta,2206136.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17778684,,,19912358,error,CONVERTER_fasta_to_tabular,1.0.0,,2014-12-05 07:39:58.861873,56465.0,77.441457
2017-05-26 18:30:40.918122,slurm_normal,,main_w4_handler0,3127461,15948029,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5800354797,fasta,10046526.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29784860}]",,38233476,error,CONVERTER_fasta_to_tabular,1.0.1,,2017-05-26 18:32:30.842865,106649.0,109.924743
2015-03-11 22:17:41.907052,rodeo_normal,,main_w1_handler0,2212990,8921051,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1764154603,fasta,3116853.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18812931,,,21353307,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-03-11 22:20:54.831278,59905.0,192.924226
2015-09-27 19:40:50.242986,slurm_normal,,main_w2_handler0,2445361,10443376,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2583883906,fasta,4721638.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21295522,,,25390057,error,CONVERTER_fasta_to_tabular,1.0.1,,2015-09-27 19:42:12.321765,69718.0,82.07877900000001
2015-03-24 12:08:44.105767,rodeo_normal,,main_w2_handler0,2116419,9022651,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2368086265,fasta,3306300.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18681699,,,21296240,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-03-24 12:10:11.875235,55794.0,87.769468
2015-02-05 08:15:56.412176,rodeo_normal,,main_w2_handler0,2195866,8667911,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4970243996,fasta,2651273.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18418232,,,21026542,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-02-05 08:19:12.779062,,196.36688600000002
2014-11-17 19:28:12.319307,rodeo_normal,,main_w2_handler1,2119730,8186929,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2312170419,fasta,2036048.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17577825,,,19559590,error,CONVERTER_fasta_to_tabular,1.0.0,,2014-11-17 19:29:21.434956,54930.0,69.115649
2015-03-11 22:52:58.679686,rodeo_normal,,main_w1_handler0,2212990,8921238,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1775981277,fasta,3117260.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18822805,,,21353307,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-03-11 22:55:52.844293,59905.0,174.16460700000002
2015-04-25 06:38:47.346049,slurm_normal,,main_w1_handler0,2180330,9328459,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2366448009,fasta,3670070.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19409879,,,22618366,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-04-25 06:40:54.509526,58303.0,127.16347700000001
2015-04-25 06:38:42.867034,slurm_normal,,main_w2_handler0,2180330,9328453,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2279643962,fasta,3670068.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19409876,,,22618366,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-04-25 06:41:33.771152,58303.0,170.904118
2015-04-25 06:38:55.324854,slurm_normal,,main_w1_handler0,2180330,9328469,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3657554726,fasta,3670093.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19409884,,,22618366,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-04-25 06:45:44.694847,58303.0,409.369993
2017-05-26 18:30:58.562332,slurm_normal,,main_w4_handler1,3127461,15948031,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5800354797,fasta,10046529.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29784860}]",,38233476,error,CONVERTER_fasta_to_tabular,1.0.1,,2017-05-26 18:32:42.504138,106649.0,103.941806
2014-12-04 13:23:38.270463,rodeo_normal,,main_w2_handler1,2136810,8317896,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2075296591,fasta,2195525.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17782780,,,19876245,error,CONVERTER_fasta_to_tabular,1.0.0,,2014-12-04 13:24:54.992856,,76.72239300000001
2015-04-25 06:38:44.568506,slurm_normal,,main_w2_handler1,2180330,9328455,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2196385386,fasta,3670066.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19409877,,,22618366,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-04-25 06:41:30.277082,58303.0,165.70857600000002
2015-03-10 05:30:34.196777,rodeo_normal,,main_w1_handler1,2175506,8904619,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2279643962,fasta,3085012.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18784435,,,20705813,error,CONVERTER_fasta_to_tabular,1.0.0,,2015-03-10 05:32:15.532193,58353.0,101.33541600000001
2014-12-29 00:53:20.171473,rodeo_normal,,main_w1_handler1,2152310,8475099,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3673272714,fasta,651368.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",18087673,,,20255652,error,CONVERTER_fasta_to_tabular,1.0.0,,2014-12-29 00:56:34.602122,57500.0,194.43064900000002
2014-11-21 23:54:42.309530,rodeo_normal,,main_w2_handler0,2064664,8226240,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7021168684,fasta,292624.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17642931,,,17512739,error,CONVERTER_fasta_to_tabular,1.0.0,,2014-11-21 23:57:08.973395,20443.0,146.66386500000002
2016-06-15 11:12:25.514249,slurm_normal,,main_w2_handler0,2737951,13167781,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12923220715,fastqillumina,7351833.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56390604a1f0976c0'}]",,30843849,error,CONVERTER_fasta_to_tabular,1.0.1,,2016-06-15 11:14:40.281416,84998.0,134.767167
2017-05-03 01:53:54.296625,slurm_normal,,main_w3_handler0,3093435,15731131,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6541614291,fasta,9841607.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29431456}]",,37720001,error,CONVERTER_fasta_to_tabular,1.0.1,,2017-05-03 01:54:44.008882,104945.0,49.712257
2016-09-26 17:08:02.847788,slurm_normal,,main_w4_handler1,2738039,13946335,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4198325905,fasta,8167528.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b7ff1483ab878fe'}]",,33152618,error,CONVERTER_fasta_to_tabular,1.0.1,,2016-09-26 17:14:03.914448,81407.0,361.06666
