create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.source.__current_case__,parameters.source.index_source,parameters.source.input1,parameters.source.input1.values,parameters.source.ref_file,parameters.source.ref_file.values,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-12-22 11:19:48.220197,rodeo_normal,,main_w1_handler1,2156215,8455277,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1354030621,sam,620598.rodeo,slurm,,corral-repl,,"""6e48740c89cc11e4917a005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,18046548.0,,18046513.0,,1124237312,fasta,,20099033.0,error,toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/1.1.2,1.1.2,,2014-12-22 13:56:14.418830,57565,9386.198633
2017-09-13 02:42:18.998318,slurm_normal,,main_w3_handler1,3250557,16801476,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7942330911,sam,10870923.roundup,slurm,,corral-repl,,"""151ac7aa982d11e787b0005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 31207447}]",,"[{'src': 'hda', 'id': 31201941}]",1426382960,fasta,,,error,toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/1.1.2,1.1.2,,2017-09-13 04:32:59.415495,55366,6640.417177
2014-12-29 00:53:21.708044,rodeo_normal,,main_w1_handler0,2152310,8475102,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16713679436,sam,651498.rodeo,slurm,,corral-repl,,"""130e23388ef511e484d5005056a51846""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,history,18088514.0,,18015382.0,,4453124312,fasta,,20255652.0,error,toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/1.1.2,1.1.2,,2014-12-29 01:54:00.626324,57500,3638.9182800000003
2014-12-22 16:09:51.331927,rodeo_normal,,main_w1_handler1,2156215,8456157,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1354030621,sam,621168.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",1,history,18046548.0,,18046537.0,,1124237312,fasta,,20198602.0,error,toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/1.1.2,1.1.2,,2014-12-22 16:19:40.795364,57565,589.463437
2017-09-14 15:58:27.262249,slurm_normal,,main_w3_handler1,3253184,16821752,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11361050601,sam,10891725.roundup,slurm,,corral-repl,,"""7af919c6996511e7ad02005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 31238299}]",,"[{'src': 'hda', 'id': 31201883}]",2016950449,fasta,,,error,toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/1.1.2,1.1.2,,2017-09-14 18:47:19.182339,55366,10131.920090000001
