create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,list,list_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.cutoff,parameters.dbkey,parameters.fasta.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-18 09:34:28.973001,slurm_normal,,47361861,fasta,main_w3_handler0,3068942,15612565,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9731452.roundup,slurm,,4821793,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""100""","""?""","[{'src': 'hda', 'id': 29256518}]",,37370514,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_consensus_seqs/1.21.0,1.21.0,,2017-04-19 03:38:52.157389,103902,65063.184388
2017-04-18 09:34:10.787681,slurm_normal,,47361861,fasta,main_w3_handler1,3068942,15612564,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9731450.roundup,slurm,,4821793,tabular,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""100""","""?""","[{'src': 'hda', 'id': 29256518}]",,37370514,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_consensus_seqs/1.21.0,1.21.0,,2017-04-19 03:00:51.405580,103902,62800.617899000004
