create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,object_store_id,param_filename,parameters.advancedOpt.__current_case__,parameters.advancedOpt.alpha,parameters.advancedOpt.averageTypeSummaryPlot,parameters.advancedOpt.colorList,parameters.advancedOpt.colorMap,parameters.advancedOpt.endLabel,parameters.advancedOpt.heatmapHeight,parameters.advancedOpt.heatmapWidth,parameters.advancedOpt.missingDataColor,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotTitle,parameters.advancedOpt.referencePointLabel,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.startLabel,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.whatToShow,parameters.advancedOpt.xAxisLabel,parameters.advancedOpt.yAxisLabel,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.advancedOpt.zMax,parameters.advancedOpt.zMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.dpi,parameters.output.outFileFormat,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-11 16:40:26.231824,slurm_normal,,main_w3_handler1,3383955,18004850,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12081895,slurm,,38175045,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['Blues'],TES,25.0,7.5,black,false,DNase-seq Analysis,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33265444}]",1,600,png,false,false,yes,,43089228,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2018-01-11 16:43:46.550820,119351,200.318996
2017-11-06 22:38:08.657096,slurm_normal,,main_w3_handler1,2716612,17351483,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11415950,slurm,,121432648,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['Reds'],TES,10.0,7.5,black,true,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32101755}]",0,,,,,no,,41796227,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-11-07 01:18:07.008387,70907,9598.351291
2017-05-15 01:28:39.282567,slurm_normal,,main_w4_handler0,2637453,15833839,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9935179.roundup,slurm,,195402116,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29594749}]",0,,,,,no,,37943084,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-05-15 01:30:29.695735,80859,110.41316800000001
2017-12-26 22:20:25.151973,slurm_normal,,main_w4_handler0,3359375,17900157,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11974570,slurm,,66120723,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,no,mean,TSS,1.0,,,,,yes,heatmap and colorbar,distance from TSS (bp),genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33090164}]",1,300,png,false,false,yes,,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-12-26 22:23:29.412228,55887,184.260255
2018-02-02 12:27:55.463478,slurm_normal,,main_w4_handler1,3272817,18234426,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12315756,slurm,,141145535,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33629625}]",0,,,,,no,,43625934,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2018-02-02 13:56:56.117822,112576,5340.6543440000005
2018-01-11 17:04:05.803364,slurm_normal,,main_w4_handler1,3383955,18004976,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12082043,slurm,,89652515,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['Blues'],TES,20.0,10.0,black,false,DNase-seq Analysis hNPCs,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33265500}]",1,300,png,false,false,yes,,43089228,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2018-01-11 17:06:28.344263,119351,142.540899
2018-02-23 10:19:40.617629,slurm_normal,,main_w4_handler0,3251344,18495044,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12590614,slurm,,397436731,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu_r'],,25.0,7.5,black,false,,peak centre,,,yes,descend,region_length,,0.0,2.0,none,,,no,"plot, heatmap and colorbar",,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33987060}]",0,,,,,no,,44058300,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2018-02-23 10:23:20.295648,111397,219.678019
2018-01-11 13:14:51.491010,slurm_normal,,main_w4_handler0,3383955,18003092,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12080104,slurm,,52794869,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33263143}]",0,,,,,no,,43089228,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2018-01-11 13:17:11.522800,119351,140.03179
2017-05-15 00:13:33.100976,slurm_normal,,main_w3_handler1,2637453,15833607,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9934992.roundup,slurm,,195402116,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from center (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29594749}]",0,,,,,no,,37943084,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-05-15 00:15:56.414155,80859,143.31317900000002
2017-05-10 07:48:16.041896,slurm_normal,,main_w3_handler0,3102668,15800290,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9905205.roundup,slurm,,270931519,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29539432}]",0,,,,,no,,37870969,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-05-10 07:51:35.944799,105462,199.902903
2017-05-15 00:22:24.939521,slurm_normal,,main_w3_handler0,2637453,15833622,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9935007.roundup,slurm,,195402116,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29594749}]",0,,,,,no,,37943084,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-05-15 00:27:45.223419,80859,320.283898
2017-10-30 21:45:01.815809,slurm_normal,,main_w3_handler0,3100738,17269706,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11329518,slurm,,22133106,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31972739}]",0,,,,,no,,41470601,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-10-30 21:46:38.305724,105375,96.48991500000001
2017-05-13 04:45:57.337599,slurm_normal,,main_w4_handler0,2637453,15829951,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9931835.roundup,slurm,,142614374,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29588379}]",0,,,,,no,,37943084,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-05-13 04:47:19.101344,80859,81.763745
2017-11-11 07:20:14.516524,slurm_normal,,main_w4_handler0,2641038,17417506,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11479658,slurm,,156960951,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32154441}]",0,,,,,no,,41039757,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-11-11 07:22:03.600249,81070,109.083725
2017-10-24 14:44:32.464581,slurm_normal,,main_w4_handler0,2400273,17197926,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11259431,slurm,,117201158,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31852742}]",0,,,,,no,,41416008,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-10-24 17:00:23.611232,67372,8151.146651000001
2018-01-11 17:27:47.884709,slurm_normal,,main_w4_handler0,3383955,18005223,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12082281,slurm,,89652515,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['Blues'],TES,10.0,5.0,black,false,DNase-seq Analysis hNPCs,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33265500}]",1,100,png,false,false,yes,,43089228,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2018-01-11 17:30:26.621073,119351,158.736364
2017-05-08 05:08:04.485145,slurm_normal,,main_w4_handler0,3101881,15776462,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9883410.roundup,slurm,,14546098,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29512295}]",0,,,,,no,,37619346,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-05-08 06:41:37.673304,104859,5613.188159
2017-07-27 00:13:17.908805,slurm_normal,,main_w4_handler1,3199602,16429426,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10496442.roundup,slurm,,197539211,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu'],,25.0,7.5,black,false,,peak center,,,yes,descend,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from peak center (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30629832}]",0,,,,,no,,39539527,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-07-27 00:15:47.356831,109240,149.448026
2017-05-08 06:54:28.964072,slurm_normal,,main_w3_handler0,3101881,15777032,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9883518.roundup,slurm,,14546098,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29512295}]",0,,,,,no,,37619346,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-05-08 06:56:34.703039,104859,125.738967
2017-11-08 08:29:33.646200,slurm_normal,,main_w4_handler0,3312874,17377881,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11439302,slurm,,27730175,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu'],,25.0,7.5,black,false,,TSS,,,yes,descend,mean,,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from TSS (bp),,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32124401}]",1,200,pdf,false,false,yes,,41691766,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-11-08 08:33:44.934871,78577,251.28867100000002
2017-11-20 09:30:11.943577,slurm_normal,,main_w3_handler1,3330013,17515596,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11575425,slurm,,499669069,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32393714}]",0,,,,,no,,42062784,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-11-20 09:33:32.905914,21426,200.96233700000002
2017-04-15 03:28:02.887320,slurm_normal,,main_w3_handler1,2884233,15591727,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9713241.roundup,slurm,,35167217,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29217005}]",1,400,eps,false,false,yes,,36135412,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-04-15 03:29:28.982695,67274,86.095375
2017-10-25 00:51:34.570469,slurm_normal,,main_w3_handler1,2400273,17204366,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11264121,slurm,,36435823,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31864363}]",0,,,,,no,,41416008,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-10-25 00:54:05.445972,67372,150.875503
2017-05-16 17:18:08.075278,slurm_normal,,main_w3_handler0,2637453,15856575,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9956863.roundup,slurm,,127630807,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29627853}]",0,,,,,no,,37943084,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-05-16 17:21:45.336518,80859,217.26124000000002
2017-05-10 07:39:19.409741,slurm_normal,,main_w3_handler0,3102668,15800253,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9905172.roundup,slurm,,270931519,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29539432}]",0,,,,,no,,37831357,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-05-10 07:42:40.941635,105462,201.53189400000002
2017-12-06 12:12:10.773756,slurm_normal,,main_w3_handler1,3351944,17717078,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11782484,slurm,,68871684,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32762877}]",1,300,png,false,false,yes,,42446693,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-12-06 12:15:07.075416,21426,176.30166
2018-01-11 17:09:29.719671,slurm_normal,,main_w4_handler0,3383955,18005018,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12082090,slurm,,38175045,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['Blues'],TES,20.0,10.0,black,false,DNase-seq Analysis astrocytes,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33265444}]",1,400,png,false,false,yes,,43089228,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2018-01-11 17:12:20.904755,119351,171.18508400000002
2018-02-25 13:30:06.669208,slurm_normal,,main_w3_handler1,3430314,18512062,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12608752,slurm,,9266728,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 34055845}]",0,,,,,no,,43885743,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2018-02-25 15:15:42.875738,107319,6336.20653
2018-03-01 10:08:42.358164,slurm_normal,,main_w4_handler0,3251344,18561459,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12658373,slurm,,823557541,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu_r'],,25.0,7.5,black,false,,peak centre,,,yes,descend,region_length,,0.0,2.0,none,,,no,"plot, heatmap and colorbar",,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34097631}]",0,,,,,no,,44058300,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2018-03-01 10:11:37.065013,111397,174.706849
2017-09-18 13:25:47.665590,slurm_normal,,main_w4_handler1,2936266,16854649,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10923032.roundup,slurm,,125173787,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,H3K4Me3_Innate H3K4Me3_Naive H3K27ac_Innate H3K27ac_Naive H3K4me1_Innate H3K4me1_Naive ATAC_Innate ATAC_Naive,yes,descend,mean,TSS,0.0,0.0,kmeans,5,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31290236}]",0,,,,,no,,40110988,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-09-18 15:44:01.887811,68782,8294.222221
2017-08-31 18:02:53.508634,slurm_normal,,main_w4_handler1,2898196,16705575,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10778210.roundup,slurm,,585229703,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,true,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 31062415}]",1,200,png,false,false,yes,,40079494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-08-31 18:06:52.523524,95123,239.01489
2018-02-17 10:23:36.908047,slurm_normal,,main_w3_handler1,3424658,18420627,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12508759,slurm,,132518739,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33827547}]",1,200,pdf,true,false,yes,,43954042,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2018-02-17 10:26:00.390720,117763,143.482673
2017-11-20 09:53:48.228919,slurm_normal,,main_w4_handler1,3330013,17515959,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11575779,slurm,,499669069,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32393714}]",0,,,,,no,,42062784,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-11-20 09:57:10.077614,21426,201.84869500000002
2018-02-20 04:17:20.137981,slurm_normal,,main_w4_handler0,2641038,18443272,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12538538,slurm,,111004789,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['Reds'],TES,15.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33950707}]",0,,,,,no,,44020235,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2018-02-20 05:28:06.255229,81070,4246.1172480000005
2017-08-30 17:48:23.312094,slurm_normal,,main_w4_handler1,3231224,16696387,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10768427.roundup,slurm,,14523616,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['Reds'],,25.0,7.5,black,false,,TSS,,,yes,descend,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 31048587}]",1,200,png,false,false,yes,,40032748,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2017-08-30 17:51:38.963196,61851,195.651102
2018-02-25 17:09:12.000118,slurm_normal,,main_w3_handler0,3430314,18513003,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12609368,slurm,,9266728,deeptools_compute_matrix_archive,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,0,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 34055845}]",0,,,,,no,,43960053,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,2.5.0.0,,2018-02-25 17:11:35.147490,107319,143.14737200000002
