create_time,destination_id,error_profile,error_profile_filetype,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.MOTIF,parameters.Maxdepth,parameters.chromInfo,parameters.dbkey,parameters.error_profile.values,parameters.minprob,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-06 10:10:15.393633,slurm_normal,7501886556,fastq,,main_w3_handler0,2943924,15766060,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9873676.roundup,slurm,,corral-repl,,"""A""","""30""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29273888}]","""1e-08""",,37798536,error,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/Profilegenerator/2.0.0,2.0.0,,2017-05-06 10:10:51.742007,97530,36.348374
2017-01-13 04:44:36.788608,slurm_normal,9827703644,tabular,,main_w4_handler0,2924210,14755973,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8920593.roundup,slurm,,corral-repl,,"""A""","""30""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27914537}]","""1e-08""",,34672704,error,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/Profilegenerator/2.0.0,2.0.0,,2017-01-13 04:45:41.964936,23209,65.176328
2017-01-24 09:57:59.521365,slurm_normal,9640478064,tabular,,main_w4_handler0,2963003,14855424,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9015475.roundup,slurm,,corral-repl,,"""AGAA""","""30""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28023852}]","""1e-08""",,35557766,error,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/Profilegenerator/2.0.0,2.0.0,,2017-01-24 09:58:50.549238,23209,51.02787300000001
2016-12-15 18:17:44.072075,slurm_normal,13650414915,fastqsanger,,main_w4_handler0,2913197,14586634,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8765596.roundup,slurm,,corral-repl,,"""A""","""30""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27510511}]","""1e-08""",,34726037,error,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/Profilegenerator/2.0.0,2.0.0,,2016-12-15 18:19:04.006285,89783,79.93421000000001
2018-03-06 17:11:09.969361,slurm_normal,9818294717,fasta,,main_w3_handler0,3443155,18626531,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12722777,slurm,,corral-repl,,"""TG""","""40""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34075885}]","""1e-08""",,44375825,error,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/Profilegenerator/2.0.0,2.0.0,,2018-03-06 17:11:55.341762,74207,45.372401
