accepted_hits,accepted_hits_filetype,create_time,destination_id,exit_code,fusions,fusions_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.accepted_hits,parameters.chromInfo,parameters.dbkey,parameters.fusion_multireads,parameters.fusion_read_mismatches,parameters.fusions,parameters.is_human,parameters.num_fusion_both,parameters.num_fusion_pairs,parameters.num_fusion_reads,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
7123819428,bam,2015-04-28 17:09:24.053086,slurm_normal,,249590770,tabular,main_w1_handler1,2285769,9353138,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3690147.roundup,slurm,,corral-repl,,,19491867,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""","""2""",19497571,"""Yes""","""5""","""2""","""3""",,22370258,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-28 17:28:12.903108,23413,1128.850022
4285072385,bam,2015-07-31 08:14:08.536154,slurm_normal,,43725160,tabular,main_w1_handler0,2396783,10039768,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4323060.roundup,slurm,,corral-repl,,"""19bc2058375c11e58fa2005056a52a46""",20647426,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""","""2""",20647422,"""Yes""","""0""","""2""","""3""",,24334415,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-07-31 17:11:11.933180,59260,32223.397026000002
2489178989,bam,2015-01-09 21:24:52.052767,rodeo_normal,,23108696,tabular,main_w1_handler1,2169347,8523499,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",736382.rodeo,slurm,,corral-repl,,"""ed3aba36984511e4aa83005056a52a46""",18171288,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""","""2""",18171283,"""Yes""","""0""","""2""","""3""",,20330716,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-01-10 23:02:20.057989,57847,92248.005222
