create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-04-16 20:14:47.536147,slurm_normal,,main_w2_handler1,2100231,9249546,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2456256611,gff,9639.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/178.len""","""178""",19315078,,,22537822,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: coderet13/5.0.0,5.0.0,,2015-04-16 20:15:47.945549,30192,60.40940200000001
2017-08-12 13:21:00.708426,slurm_normal,,main_w3_handler1,3219828,16565560,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",158643135,fasta,10636727.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30850459}]",,39839248,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: coderet13/5.0.0,5.0.0,,2017-08-12 13:21:27.469963,110063,26.761537
